t,epsilon_t,shock_impact_t,k,z,c,n,y,i,log_k_dev,log_c_dev,log_n_dev,log_y_dev,log_i_dev
13,-0.07971821090639905,-0.0007971821090639905,12.48149325891784,-0.007143952496459556,0.9042427197045348,0.32913790069157006,1.2096931746255044,0.30545045492096956,-0.004393685640868939,-0.0051681362790104105,-0.0026158404762047904,-0.010399817231943439,-0.025728930008048892
14,-1.6873344339580298,-0.0168733443395803,12.474886496288283,-0.023660099211216878,0.8985386138418828,0.3266356988124481,1.1838548597586542,0.2853162459167714,-0.004923150479014795,-0.011496274685740295,-0.010247175511510113,-0.0319906257110285,-0.09391831857478312
15,-1.4471124724230873,-0.014471124724230873,12.447937646028894,-0.036948218974886905,0.8930697561842157,0.32472910646264175,1.1629531974882232,0.26988344130400754,-0.007085735313567171,-0.01760126362742835,-0.016101338277034766,-0.049803940185073295,-0.1495263515339381
16,-1.3226996123544024,-0.013226996123544024,12.40565253995171,-0.048327804149686585,0.8876090239265861,0.32318763045861026,1.144894817672389,0.25728579374580285,-0.010488474842228849,-0.023734598215343673,-0.020859600641865,-0.06545379950368255,-0.1973290134890084
17,-0.9972468276014818,-0.009972468276014819,12.351201261366707,-0.05588388221821707,0.8828982737010888,0.3222815275569282,1.1324418600096133,0.24954358630852458,-0.014887367110672928,-0.029055967235380474,-0.023667181718751863,-0.07639033067806039,-0.22788292389189185
18,0.3997742267234366,0.003997742267234366,12.289974862552539,-0.04909194584007185,0.8825227108060197,0.32357047561406027,1.1410326842768324,0.2585099734708126,-0.019856815363236878,-0.029481432780460476,-0.019675710725151316,-0.06883285423493372,-0.1925822431531488
19,-0.9054790553600608,-0.009054790553600608,12.239964647163198,-0.05569213910166886,0.8783095709983345,0.3227904029124611,1.130116623048932,0.2518070520505974,-0.02393430480493192,-0.03426683783161687,-0.022089449261157374,-0.0784457363585851,-0.21885339067621867
20,-0.3781625540393897,-0.003781625540393897,12.184205829606352,-0.05668915768697932,0.875653651819922,0.3228824456137446,1.127341906196119,0.2516882543761969,-0.028500184696579115,-0.03729531776072701,-0.02180434295037774,-0.08090400366598943,-0.21932528256910666
21,1.2992282977860654,0.012992282977860654,12.129841563425138,-0.040862416824769696,0.8784229851562535,0.3255187723620406,1.1494502762348595,0.271027291078606,-0.0329720322584284,-0.03413771839601567,-0.013672522087668748,-0.06148276257391179,-0.1452969975530903
22,-0.35626397106142593,-0.0035626397106142595,12.097191287245904,-0.04238193569414547,0.8765565077386017,0.32543195102781913,1.146396147684653,0.2698396399460512,-0.03566739294476721,-0.036264783844852544,-0.013939274490321172,-0.06414333282806711,-0.1496886620208309
23,0.7375155684670865,0.007375155684670866,12.06417273178074,-0.03288768322476734,0.8781925339201556,0.3270260625961787,1.1598154543825898,0.2816229204624342,-0.03840056446553351,-0.03440009936090777,-0.009052784610331528,-0.05250566858297132,-0.10694750379025902
24,-0.933617680009877,-0.00933617680009877,12.044098596492168,-0.04057947586362774,0.8748834020441956,0.32594192586810306,1.1477969114444562,0.2729135094002606,-0.040065896637598825,-0.03817533320939724,-0.012373430471787912,-0.06292219415510744,-0.13836158884477845
25,-0.20543755786763002,-0.0020543755786763002,12.015640458184812,-0.04060487764912265,0.8736680840846337,0.32606491044250185,1.1470676184955106,0.27339953441087694,-0.042431520929207434,-0.03956541884874318,-0.011996181127123699,-0.06355778110499655,-0.13658229712056663
26,-0.9500220549105812,-0.009500220549105813,11.988423820594647,-0.048074854315772325,0.8701403782725399,0.3250498535496186,1.1353341244260173,0.26519374615347746,-0.04469919101516847,-0.04361140291249602,-0.015114088357393049,-0.07383957962996443,-0.16705584203921292
27,-0.3390330759005625,-0.003390330759005625,11.953467040661405,-0.049061442358989335,0.868346217794131,0.325056118449333,1.133036829732803,0.26469061193867205,-0.047619328357378345,-0.045675452321263445,-0.01509481488511458,-0.0758650820941189,-0.1689548766429997
28,0.8403081374573955,0.008403081374573955,11.91891207403801,-0.03820528886646591,0.8703166125252898,0.3268650506572784,1.148282291596016,0.2779656790707262,-0.05051430506588421,-0.0434088879933869,-0.009545257864336694,-0.06249940372335977,-0.12001886896035659
29,-1.7273204231923487,-0.017273204231923488,11.89886056978433,-0.0535682286550661,0.8646073223291463,0.3246166189182212,1.125109596763482,0.2605022744343358,-0.0521980484864542,-0.04999051464678027,-0.016447802544524395,-0.0828861197386851,-0.18490492626025634
30,0.43442364354585733,0.004344236435458573,11.861411733273439,-0.046545580786854224,0.8652294904509715,0.3258526308044507,1.1345096562283061,0.2692801657773346,-0.055350273935936355,-0.04927117725719893,-0.012647428047548205,-0.07456603335422204,-0.15176417237536202
31,0.2377356023322779,0.0023773560233227788,11.833992111058409,-0.041840945724188734,0.8655441850884874,0.32669418199142086,1.1407919909451967,0.27524780585670927,-0.05766461596056397,-0.04890753105038261,-0.010068144425232482,-0.06904381990214038,-0.1298447143345613
32,-0.5941499556967944,-0.005941499556967944,11.813366682584665,-0.04569039799494724,0.8634511444772554,0.3262005899765105,1.1345971117891205,0.27114596731186513,-0.05940903349860554,-0.051328638381154014,-0.011580155640942351,-0.07448894966464842,-0.14485921780900327
33,-1.4460578543884546,-0.014460578543884547,11.789101165589196,-0.05786645663908442,0.8585970415752069,0.32445943793211907,1.116206714287271,0.25760967271206403,-0.06146521895352529,-0.05696624573465081,-0.0169321247977201,-0.09083049533289432,-0.1960709755761672
34,0.07212950771386951,0.0007212950771386951,11.75156107962578,-0.0542518387299915,0.8581297799707466,0.325178530190729,1.1205496930693024,0.26241991309855583,-0.06465460397544184,-0.057510609124486155,-0.014718299290019391,-0.08694720770676297,-0.17757057592601033
35,-0.5294927090638024,-0.0052949270906380245,11.719973681286664,-0.056834173884129945,0.8559767169461637,0.324930168906423,1.116031478176554,0.2600547612303902,-0.06734615505894019,-0.060022779938595484,-0.015482360120872743,-0.09098750018270696,-0.1866242894943712
36,0.23267621135470395,0.0023267621135470394,11.686782189598151,-0.0516657030763764,0.8561720333574476,0.3258679239665403,1.1227386803111812,0.26656664695373355,-0.07018221778535073,-0.0597946263834834,-0.012600496392621981,-0.0849956191703806,-0.16189222373098042
37,0.02185214552344288,0.0002185214552344288,11.661128942661769,-0.04886389646732315,0.8559480884001578,0.3264128454815718,1.1262020901771468,0.270254001776989,-0.07237969550523415,-0.06005622597070991,-0.01092967711563759,-0.0819155802032153,-0.1481542543543607
38,1.6017788913209154,0.016017788913209156,11.639887024355867,-0.03040291273074783,0.8608095968946967,0.3293398459992704,1.1530020413107394,0.29219244441604264,-0.0742029571364421,-0.05439261772690008,-0.002002470274868183,-0.05839755827578236,-0.07010387704405122
39,-0.23935562747302427,-0.0023935562747302427,11.64110654736971,-0.03127632336894068,0.8605882677550964,0.329199774487476,1.151725278618402,0.29113701086330557,-0.07409819158928446,-0.05464976820369005,-0.002427870689814138,-0.05950550958256407,-0.07372253437362224
40,-1.023497492621865,-0.01023497492621865,11.641255114196131,-0.03994748212671229,0.8578794172221889,0.32786778274434236,1.138828049524746,0.2809486323025572,-0.07408542941089516,-0.05780240563786586,-0.0064822287327873165,-0.07076686310361847,-0.10934466902002263
41,0.17927563495631615,0.0017927563495631616,11.631282886004474,-0.03615735167081351,0.8586355667723956,0.3284953292206896,1.1441993364271956,0.2855637696548,-0.0749424247933417,-0.056921376801918215,-0.004570035143216964,-0.06606144708807532,-0.0930511529820559
