variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
thin_information_strong_gap_rawobs,11,-0.0041360103704948005,-0.007092790379087127,-0.005909039491989546,,,
thin_information_strong_gap_rawobs,22,-0.004143150907967437,-0.008070467455445304,-0.006054338354882706,-0.005461890708117933,-0.005461890708117933,-0.006255232419110133
