variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_rawobs,11,-0.0037086735716724707,-0.006374230330615672,-0.0053903783781746656,-0.0041825867189355884,-0.0041825867189355884,-0.005316976777871435
macro_core_strong_gap_rawobs,22,-0.0035147844078203677,-0.006106824228101902,-0.0044150235087294714,,,
