scenario_name,scenario_label,classical_mean_cumulative_loss,belief_mean_cumulative_loss,rawobs_mean_cumulative_loss,belief_minus_classical,rawobs_minus_classical,rawobs_minus_belief,classical_policy_rate_rmse,belief_policy_rate_rmse,rawobs_policy_rate_rmse,classical_policy_volatility,belief_policy_volatility,rawobs_policy_volatility,belief_unstable,rawobs_unstable
macro_core_moderate_gap,"Инфляция, выпуск, ставка × умеренный режимный разрыв",0.007605285742990279,0.00219940120240988,0.00200966922342712,-0.0054058845405804,-0.005595616519563159,-0.00018973197898275972,0.00173180459063703,0.0030073446460982005,0.00274085207220447,0.0025741523694887097,0.0012713670715336599,0.0011571100834423598,0,0
macro_core_strong_gap,"Инфляция, выпуск, ставка × сильный режимный разрыв",0.0084860241462418,0.0026042545906374602,0.0023986121583063303,-0.00588176955560434,-0.00608741198793547,-0.0002056424323311299,0.00221941728577382,0.00294531449935984,0.00296555458600559,0.00287194210001707,0.0014911264462168202,0.0014758435020193,0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",0.008502106752605761,0.0036837226266454104,0.00418271091928996,-0.004818384125960351,-0.004319395833315801,0.0004989882926445498,0.00197678067016188,0.00269776532008558,0.00222377231682523,0.0025993456495728698,0.0016444233184999299,0.00197758866212597,0,0
thin_information_strong_gap,"Инфляция, ставка × сильный режимный разрыв",0.010156859030405007,0.003627200150827203,0.007650550927530507,-0.0065296588795778045,-0.0025063081028745,0.004023350776703304,0.0024202735401431647,0.0035143153766532985,0.002175459695454504,0.0028409036759840947,0.001749451738042327,0.003037769975546037,0,0
