variant_name,scenario_name,scenario_label,architecture,classical_mean_policy_loss,rl_mean_policy_loss,relative_improvement_vs_classical_pct,delta_cumulative_loss_rl_minus_classical,classical_policy_rate_rmse,rl_policy_rate_rmse,classical_regime_accuracy,rl_regime_accuracy
macro_core_moderate_gap_belief_state,macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",filtered state + learned rule,0.0001267547623831,3.665668670683251e-05,71.08062370387128,-0.0054058845405803,0.001731804590637,0.0030073446460982,0.7533333333333333,0.5966666666666666
macro_core_moderate_gap_raw_observations,macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",raw_observations + learned rule,0.0001267547623831,3.349448705711944e-05,73.57536203974202,-0.0055956165195631,0.001731804590637,0.0027408520722045,0.7533333333333333,0.6166666666666667
macro_core_strong_gap_belief_state,macro_core_strong_gap,"Фильтрация: инфляция, выпуск и ставка × сильный режимный разрыв",filtered state + learned rule,0.0001414337357706,4.340424317729181e-05,69.31125170327692,-0.0058817695556043,0.0022194172857738,0.0029453144993598,0.9316666666666666,0.8783333333333333
macro_core_strong_gap_raw_observations,macro_core_strong_gap,"Фильтрация: инфляция, выпуск и ставка × сильный режимный разрыв",raw_observations + learned rule,0.0001414337357706,3.997686930510629e-05,71.7345588820851,-0.0060874119879354,0.0022194172857738,0.0029655545860056,0.9316666666666666,0.8766666666666667
thin_information_moderate_gap_belief_state,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,filtered state + learned rule,0.00014170177921,6.139537711075775e-05,56.67282552622668,-0.0048183841259603,0.0019767806701619,0.0026977653200856,0.665,0.5433333333333333
