scenario,scenario_label,period,true_rstar_gap,filtered_rstar_gap,filtered_std_rstar_gap,lower_rstar_gap,upper_rstar_gap,error_rstar_gap,true_productivity_gap,filtered_productivity_gap,filtered_std_productivity_gap,lower_productivity_gap,upper_productivity_gap,error_productivity_gap,true_fiscal_gap,filtered_fiscal_gap,filtered_std_fiscal_gap,lower_fiscal_gap,upper_fiscal_gap,error_fiscal_gap,true_inflation_gap,filtered_inflation_gap,filtered_std_inflation_gap,lower_inflation_gap,upper_inflation_gap,error_inflation_gap,true_output_gap,filtered_output_gap,filtered_std_output_gap,lower_output_gap,upper_output_gap,error_output_gap,true_low_liquidity_gap,filtered_low_liquidity_gap,filtered_std_low_liquidity_gap,lower_low_liquidity_gap,upper_low_liquidity_gap,error_low_liquidity_gap,true_mean_mpc_gap,filtered_mean_mpc_gap,filtered_std_mean_mpc_gap,lower_mean_mpc_gap,upper_mean_mpc_gap,error_mean_mpc_gap,full_information_rate,filtered_rate,additional_policy_wedge
thin_information,Фильтрация: инфляция и ставка,39,-0.0003455880308659393,-2.409696962519139e-05,0.00037709649714987145,-0.0007632061040389394,0.0007150121647885566,0.0003214910612407479,-0.0015927119414756168,0.0001548842362104506,0.0007582273194200611,-0.0013312413098528692,0.0016410097822737704,0.0017475961776860674,-0.0002078793560442151,1.63586280948206e-05,0.00048698693862507503,-0.0009381357716103265,0.0009708530277999677,0.00022423798413903571,0.000700173680940922,0.0004755217854382299,0.00013948550821388597,0.0002021301893390134,0.0007489133815374463,-0.00022465189550269216,0.0065006827165712934,0.00425043122554931,0.002359088302671939,-0.0003733818476876899,0.00887424429878631,-0.0022502514910219835,-0.00042706293824303944,-0.0003139420911769674,0.0001334875525460142,-0.0005755776941671553,-5.230648818677953e-05,0.00011312084706607204,-0.0021481213354922917,-0.0011501529353684632,0.0011355343407382582,-0.0033758002432154495,0.0010754943724785228,0.0009979684001238285,0.001405627105084264,0.001569001899050974,-8.903046551731157e-05
thin_information,Фильтрация: инфляция и ставка,40,-0.00027165699758615225,4.878270376470453e-06,0.0003770964970608172,-0.0007342308638627312,0.0007439874046156722,0.0002765352679626227,-0.001426407992036212,-0.00010248703852101373,0.000758227319412972,-0.0015886125845704388,0.0013836385075284114,0.0013239209535151984,-0.000514448374899173,-3.153308646782154e-05,0.0004869869386249626,-0.000986027486172748,0.0009229613132371051,0.0004829152884313515,0.0008790506494267988,0.0007938425032516609,0.0001394855082138745,0.0005204509071524669,0.001067234099350855,-8.520814617513789e-05,0.008372131895082626,0.0070148007505475085,0.002359088302671936,0.002390987677310514,0.011638613823784503,-0.0013573311445351172,-0.00046187411006864786,-0.0002954716487523051,0.0001334875525373696,-0.0005571072517255495,-3.38360457790607e-05,0.00016640246131634278,-0.0029846011147305345,-0.0026231389611075825,0.0011355343407254543,-0.004848786268929473,-0.0003974916532856923,0.00036146215362295193,0.001611969612590797,0.0017200489650574021,-6.283003310092072e-06
thin_information,Фильтрация: инфляция и ставка,41,-0.00021815209309721702,1.5220088660221012e-05,0.00037709649699684304,-0.0007238890454535913,0.0007543292227740334,0.00023337218175743804,-0.0015910901974282672,-0.00018084307541989112,0.0007582273194077987,-0.0016669686214591767,0.0013052824706193942,0.001410247122008376,-0.00024204964602816032,-4.084185982239631e-05,0.00048698693862489023,-0.000995336259527181,0.0009136525398823885,0.000201207786205764,0.0010640216491379815,0.0008919751319218928,0.00013948550821386648,0.0006185835358227146,0.001165366728021071,-0.00017204651721608867,0.010130116412595284,0.00793189246289739,0.0023590883026719345,0.003308079389660399,0.01255570553613438,-0.002198223949697894,-0.0005776881023576118,-0.0004532056749586471,0.00013348755253116777,-0.000714841277919736,-0.00019157007199755832,0.00012448242739896467,-0.003466735042614428,-0.0027241463809492637,0.001135534340716251,-0.004949793688753115,-0.0004984990731454119,0.0007425886616651643,0.0019216222084688078,0.0019074350788617518,-8.984267633367957e-05
thin_information,Фильтрация: инфляция и ставка,42,-0.00043044044441617317,2.1821051175096455e-05,0.0003770964969508828,-0.0007172880828486337,0.0007609301851988267,0.0004522614955912696,-0.0011908457600865025,-0.00022398153982265207,0.0007582273194040325,-0.0017101070858545559,0.0012621440062092516,0.0009668642202638503,0.00032311051762507403,-4.364685230110929e-05,0.0004869869386248432,-0.0009981412520058018,0.0009108475474035833,-0.0003667573699261833,0.001226096881597802,0.000958482853155989,0.00013948550821386084,0.0006850912570568217,0.0012318744492551563,-0.00026761402844181304,0.011614658440779978,0.008563653741095148,0.002359088302671933,0.003939840667858159,0.013187466814332137,-0.0030510046996848304,-0.0006850459674139117,-0.0005412704889454718,0.00013348755252671734,-0.0008029060918978378,-0.0002796348859931059,0.00014377547846843985,-0.003967710743739345,-0.0029234812697105784,0.0011355343407096349,-0.005149128577501463,-0.0006978339619196942,0.0010442294740287661,0.002203296700851574,0.0020942051697670186,-9.916054035961614e-05
thin_information,Фильтрация: инфляция и ставка,43,-0.00035064633167834557,4.303988099000403e-05,0.0003770964969178624,-0.0006960692529690062,0.0007821490149490144,0.0003936862126683496,0.00016970170517382262,-0.00039782472837417826,0.0007582273194012961,-0.0018839502744007184,0.001088300817652362,-0.0005675264335480009,-0.00028273114353087104,-7.206454140174801e-05,0.0004869869386248122,-0.00102655894110638,0.000882429858302884,0.00021066660212912302,0.0012461861041789563,0.0012638907812188385,0.00013948550821385689,0.0009904991851196789,0.001537282377317998,1.770467703988217e-05,0.01161940699403713,0.011295974989399625,0.0023590883026719314,0.00667216191616264,0.01591978806263661,-0.00032343200463750416,-0.0007912896219090579,-0.0005983673397405403,0.00013348755252352298,-0.0008600029426866453,-0.0003367317367944353,0.0001929222821685176,-0.003942842173161121,-0.004056254406473701,0.0011355343407048796,-0.006281901714255265,-0.0018306070986921366,-0.00011341223331257956,0.0024336253002495206,0.0024712054967848777,0.00011394426829454556
thin_information,Фильтрация: инфляция и ставка,44,-2.6284697578286213e-05,3.186049230192821e-05,0.00037709649689413754,-0.0007072486416105815,0.0007709696262144378,5.814518988021442e-05,-0.00028010022656698276,-0.0002760940242803759,0.0007582273193993115,-0.0017622195703030264,0.0012100315217422747,4.006202286606874e-06,-0.00027089444735955444,-4.243942416430686e-05,0.0004869869386247916,-0.0009969338238688984,0.0009120549755402847,0.00022845502319524758,0.0011699807204782748,0.0011719849693687327,0.00013948550821385407,0.0008985933732695787,0.0014453765654678867,2.0042488904578343e-06,0.010650792489586001,0.010604146634080602,0.002359088302671931,0.005980333560843618,0.015227959707317586,-4.6645855505398834e-05,-0.0008466567290007877,-0.0007517691866625196,0.00013348755252122976,-0.00101340478960413,-0.0004901335837209093,9.488754233826803e-05,-0.0032603476382142534,-0.0031645519196934918,0.0011355343407014615,-0.005390199227468357,-0.0009389046119186273,9.579571852076163e-05,0.002621548343475877,0.002664450730433945,1.6596249383317963e-05
thin_information,Фильтрация: инфляция и ставка,45,-0.00033177092856723976,3.133318788180111e-05,0.0003770964968770908,-0.0007077759459972969,0.000770442321760899,0.0003631041164490409,-0.0005360519744755392,-0.0002588306824878326,0.0007582273193978739,-0.0017449562285076655,0.0012272948635320003,0.00027722129198770655,-0.00041084450702890584,-3.691396868780267e-05,0.00048698693862477785,-0.0009914083683923672,0.0009175804310167619,0.00037393053834110316,0.0011810755551376196,0.0012319605264898977,0.00013948550821385206,0.0009585689303907477,0.0015053521225890478,5.088497135227808e-05,0.010771585815817357,0.011170956099428926,0.0023590883026719297,0.006547143026191944,0.01579476917266591,0.0003993702836115696,-0.0007818420285569797,-0.0007304635122449513,0.00013348755251958318,-0.0009920991151833344,-0.0004688279093065683,5.137851631202843e-05,-0.0032802612019068355,-0.0034241490667829065,0.0011355343406990054,-0.005649796374552957,-0.0011985017590128559,-0.00014388786487607103,0.0026709710297680217,0.0028478085583173406,0.00014680585767867145
thin_information,Фильтрация: инфляция и ставка,46,-0.00011012875167783413,1.902256772408232e-05,0.000377096496864842,-0.0007200865661310081,0.0007581317015791727,0.00012915131940191644,-0.0003261396065480819,-0.00013912449291645366,0.0007582273193968338,-0.0016252500389342481,0.0013470010531013406,0.00018701511363162826,-0.0009039479709348249,-1.2940415481335757e-05,0.00048698693862476853,-0.0009674348151858821,0.0009415539842232106,0.0008910075554534892,0.0012641108335569118,0.001133785345653852,0.00013948550821385065,0.0008603937495547046,0.0014071769417529992,-0.0001303254879030599,0.011635920250261111,0.010344104701600737,0.0023590883026719284,0.0057202916283637575,0.014967917774837717,-0.001291815548660374,-0.0007707262005066492,-0.0007481541654377359,0.0001334875525184008,-0.0010097897683738015,-0.0004865185625016703,2.2572035068913268e-05,-0.003537029134215921,-0.002833332079825281,0.0011355343406972396,-0.00505897938759187,-0.0006076847720586915,0.0007036970543906401,0.002841837979819667,0.002897280092993624,-6.834415681056602e-05
thin_information,Фильтрация: инфляция и ставка,47,-6.973863378684275e-05,2.243198769985175e-05,0.00037709649685604046,-0.0007166771461379875,0.0007615411215376911,9.21706214866945e-05,-1.4405039532287378e-05,-0.0001672075341112314,0.0007582273193960824,-0.0016533330801275527,0.00131891801190509,-0.00015280249457894402,-0.00037553923141394035,-1.967318963071605e-05,0.00048698693862476224,-0.00097416758933525,0.0009348212100738179,0.00035586604178322427,0.0013147841136870236,0.0012012064991679052,0.00013948550821384968,0.0009278149030687599,0.0014745980952670505,-0.00011357761451911844,0.012096489326655396,0.010881676405682524,0.002359088302671928,0.006257863332445545,0.015505489478919502,-0.0012148129209728718,-0.0008243157153714386,-0.0007049632409830164,0.00013348755251755163,-0.0009665988439174175,-0.0004433276380486152,0.00011935247438842219,-0.0038386348636874727,-0.0033817807939428017,0.0011355343406959707,-0.005607428101706904,-0.001156133486178699,0.000456854069744671,0.003013636196646452,0.0029834314512441444,-6.901422462407765e-05
thin_information,Фильтрация: инфляция и ставка,48,-0.00018757191754026063,1.6895808344772568e-05,0.0003770964968497159,-0.0007222133254806705,0.0007560049421702157,0.00020446772588503319,-9.9727064578709e-05,-0.00011438214949481494,0.0007582273193955396,-0.0016005076955100724,0.0013717433965204427,-1.465508491610594e-05,-0.0002710828334839538,-1.0090934346805118e-05,0.0004869869386247578,-0.0009645853340513304,0.0009444034653577201,0.0002609918991371487,0.0012537774077854954,0.0011090761234473154,0.00013948550821384894,0.0008356845273481714,0.0013824677195464594,-0.00014470128433818007,0.011390243664962576,0.010023209134330973,0.0023590883026719267,0.005399396061093997,0.01464702220756795,-0.0013670345306316025,-0.0008612914536620023,-0.0007431973830216063,0.00013348755251694168,-0.001004832985954812,-0.00048156178008840065,0.000118094070640396,-0.003564679762792766,-0.0030608131308743963,0.0011355343406950584,-0.005286460438636711,-0.0008351658231120817,0.0005038666319183696,0.0030446077333300074,0.0029684253564630364,-5.5039055085356035e-05
thin_information,Фильтрация: инфляция и ставка,49,0.00024064717935926307,1.4951700193500397e-05,0.0003770964968451711,-0.000724157433623035,0.0007540608340100358,-0.00022569547916576266,-0.00018274681678957544,-9.677498682773225e-05,0.000758227319395148,-0.0015829005328422223,0.001389350559186758,8.59718299618432e-05,-0.00016475333793635578,-8.064097604192579e-06,0.0004869869386247548,-0.000962558497308712,0.0009464303021003269,0.0001566892403321632,0.0011972148975725706,0.0010628172484328305,0.00013948550821384843,0.0007894256523336876,0.0013362088445319734,-0.00013439764913974008,0.010837470573550794,0.009584434584036761,0.0023590883026719262,0.004960621510799785,0.014208247657273736,-0.0012530359895140328,-0.0008404319308991351,-0.0007135482811114956,0.00013348755251650353,-0.0009751838840438425,-0.00045191267817914864,0.00012688364978763955,-0.003411072079110037,-0.0029485843057392874,0.001135534340694403,-0.005174231613500317,-0.0007229369979782577,0.0004624877733707495,0.0031485714175545952,0.002920067318278328,-0.00017517643546938815
thin_information,Фильтрация: инфляция и ставка,50,0.00035700204487231597,2.3666932739324064e-05,0.0003770964968419052,-0.0007154422010708101,0.0007627760665494582,-0.0003333351121329919,0.00020503402412861175,-0.00017524173168670035,0.0007582273193948656,-0.001661367277700637,0.0013108838143272362,-0.0003802757558153121,-0.0003786363519114052,-2.4217684593125063e-05,0.00048698693862475275,-0.0009787120842976406,0.0009302767151113904,0.0003544186673182801,0.0011355725336917432,0.0011388678905045167,0.00013948550821384808,0.0008654762944053744,0.001412259486603659,3.2953568127735023e-06,0.010252770083496059,0.010200802720027486,0.0023590883026719267,0.005576989646790509,0.014824615793264462,-5.196736346857293e-05,-0.0007922758541671094,-0.0006912754613081379,0.00013348755251618878,-0.000952911064239868,-0.00042963985837640793,0.00010100039285897144,-0.0032448163397541386,-0.00345778797753808,0.0011355343406939315,-0.005683435285298186,-0.001232140669777974,-0.00021297163778394128,0.0032065871240422976,0.00294616785534469,-0.00010046639920422088
thin_information,Фильтрация: инфляция и ставка,51,6.359395772042388e-05,1.4045259986239563e-05,0.00037709649683955826,-0.0007250638738192947,0.0007531543937917737,-4.954869773418432e-05,0.0004239810378198386,-8.599203690660997e-05,0.0007582273193946621,-0.0015721175829201475,0.0014001335091069276,-0.0005099730747264486,-0.0001058709892890628,-6.661500486887605e-06,0.0004869869386247513,-0.0009611559001914001,0.0009478328992176249,9.920948880217519e-05,0.0010617984481714204,0.0009587671810827807,0.0001394855082138478,0.000685375584983639,0.0012321587771819225,-0.00010303126708863968,0.009525067193503052,0.008608843669251713,0.002359088302671926,0.003985030596014738,0.013232656742488687,-0.0009162235242513393,-0.000751147178650606,-0.000731905269000439,0.00013348755251596265,-0.0009935408719317258,-0.00047026966606915225,1.924190965016696e-05,-0.002881826758767901,-0.00266716643801908,0.0011355343406935926,-0.004892813745778522,-0.0004415191302596386,0.00021466032074882093,0.003098688495579239,0.0028208079458213456,-9.558706166956826e-05
thin_information,Фильтрация: инфляция и ставка,52,6.895810981665299e-05,1.694498086797659e-05,0.0003770964968378717,-0.0007221641529342519,0.000756054114670205,-5.20131289486764e-05,-0.00017765308578097347,-0.00011348664597164045,0.0007582273193945154,-0.0015996121919848905,0.0013726389000416096,6.416643980933302e-05,-0.0002628637648229063,-1.3148640191727647e-05,0.00048698693862475026,-0.0009676430398962381,0.0009413457595127828,0.00024971512463117866,0.000926468933752433,0.000967992706071088,0.00013948550821384762,0.0006946011099719467,0.0012413843021702293,4.152377231865501e-05,0.008199753884619824,0.008679506733999424,0.0023590883026719254,0.00405569366076245,0.013303319807236397,0.0004797528493795996,-0.0007025408751209946,-0.0006516377670008599,0.00013348755251580015,-0.0009132733699318283,-0.0003900021640698916,5.0903108120134736e-05,-0.0024745981403733338,-0.0028114920327709223,0.0011355343406933493,-0.005037139340529887,-0.0005858447250119579,-0.00033689389239758855,0.0029141711707123016,0.002740727276592303,2.1072490710526792e-05
thin_information,Фильтрация: инфляция и ставка,53,0.0001739523100781921,1.7855516293213044e-05,0.00037709649683665965,-0.0007212536175066398,0.0007569646500930659,-0.00015609679378497906,-0.00018171312793269968,-0.0001216077760905763,0.0007582273193944098,-0.0016077333221036195,0.001364517769922467,6.010535184212338e-05,-0.00023402075834990066,-1.5055360629150797e-05,0.0004869869386247495,-0.0009695497603336599,0.0009394390390753582,0.00021896539772074986,0.0009359708351676033,0.0009787380110903687,0.00013948550821384748,0.0007053464149912276,0.0012521296071895099,4.2767175922765375e-05,0.008448829034272846,0.008800570454713164,0.0023590883026719262,0.004176757381476188,0.01342438352795014,0.00035174142044031714,-0.0006165940116674662,-0.0006280941191730768,0.00013348755251568344,-0.0008897297221038163,-0.0003664585162423373,-1.150010750561065e-05,-0.0025320641258109477,-0.0027312795340175425,0.0011355343406931747,-0.004956926841776165,-0.0005056322262589202,-0.0001992154082065948,0.002830123477132722,0.0026943192455449855,-1.4393505703737482e-05
thin_information,Фильтрация: инфляция и ставка,54,0.00011010303849631342,3.2863928108430875e-05,0.00037709649683578865,-0.0007062452056897149,0.0007719730619065767,-7.723911038788255e-05,-0.0001277270780154227,-0.00025517539868266545,0.0007582273193943338,-0.0017413009446955597,0.0012309501473302287,-0.00012744832066724276,-0.00055170580810846,-4.051620554881478e-05,0.000486986938624749,-0.0009950106052533229,0.0009139781941556932,0.0005111896025596452,0.0009447400912269338,0.0012065233888663362,0.0001394855082138474,0.0009331317927671952,0.0014799149849654772,0.0002617832976394024,0.008580776824984334,0.010827999577418104,0.0023590883026719262,0.006204186504181129,0.01545181265065508,0.00224722275243377,-0.0005908131275467399,-0.0006164554957925842,0.00013348755251559957,-0.0008780910987231593,-0.000354819892862009,-2.5642368245844282e-05,-0.002568155067119401,-0.0036187997471156972,0.001135534340693049,-0.005844447054874073,-0.0013931524393573213,-0.0010506446799962961,0.0027610295175308323,0.0028448681594570495,0.0001789016040376328
