scenario,scenario_label,period,grouping,group,group_label,group_mass,mean_consumption,mean_labor_income,mean_financial_income,mean_disposable_income,mean_liquid_assets,mean_illiquid_assets,mean_total_wealth,mean_mpc,aggregate_group_consumption,baseline_group_consumption,aggregate_group_consumption_change,aggregate_group_consumption_contribution_pct,consumption_pct_deviation
full_information,Полная информация,0,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20117402682121568,0.2434142527069606,0.08452492298803448,0.09886277982668056,0.18338770281471503,0.0,9.327044614435746,9.327044614435746,0.18466196669585455,0.04896862540273626,0.04910030394479269,-0.00013167854205643065,-0.023928207894148228,-0.268182743236146
full_information,Полная информация,1,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20121126254222133,0.24350925907394413,0.08438571455569635,0.12295440809192922,0.2073401226476256,0.0,9.311899791797716,9.311899791797716,0.18466196669585455,0.048996805458989164,0.04910030394479269,-0.00010349848580352983,-0.018807417262981966,-0.21078990859181088
full_information,Полная информация,2,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20127622581327176,0.24365532158558623,0.08461271953253675,0.12011512231290308,0.20472784184543982,0.0,9.315193261036699,9.315193261036699,0.18466196669585455,0.0490420235280658,0.04910030394479269,-5.828041672688994e-05,-0.010590532867541818,-0.11869665163869283
full_information,Полная информация,3,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20133865490363773,0.2439232394248174,0.08502892201903094,0.11816331837118967,0.20319224039022057,0.0,9.31658912473279,9.31658912473279,0.18466196669585455,0.04911117692553071,0.04910030394479269,1.0872980738013682e-05,0.0019758036462521338,0.022144426540086234
full_information,Полная информация,4,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20134198908545436,0.24401246024138754,0.08514522511466592,0.11785140346669609,0.20299662858136203,0.0,9.318055625909317,9.318055625909317,0.18466196669585455,0.049129954106636314,0.04910030394479269,2.965016184362096e-05,0.005387933566163415,0.060386921182726185
full_information,Полная информация,5,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2013153754492017,0.24401956571375477,0.08512881680089104,0.1178630825077464,0.20299189930863742,0.0,9.319842830036347,9.319842830036347,0.18466196669585455,0.04912489048861569,0.04910030394479269,2.4586543822993634e-05,0.004467788926027579,0.050074117363180085
full_information,Полная информация,6,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20127630425304102,0.24385063016040204,0.08486397236237113,0.11745037560438362,0.20231434796675474,0.0,9.321638742386861,9.321638742386861,0.18466196669585455,0.04908135362846086,0.04910030394479269,-1.8950316331832473e-05,-0.0034435915052403584,-0.038595110028524046
full_information,Полная информация,7,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20128015565993004,0.24369729282330788,0.0847006206422849,0.11460777078822289,0.19930839143050777,0.0,9.321784376205756,9.321784376205756,0.18466196669585455,0.04905142903337896,0.04910030394479269,-4.887491141373351e-05,-0.008881394210870825,-0.09954095491687259
full_information,Полная информация,8,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20133403591354776,0.24388989171648215,0.08509269043635732,0.11188379277951747,0.19697648321587483,0.0,9.318578432953334,9.318578432953334,0.18466196669585455,0.04910333621779749,0.04910030394479269,3.0322730047993574e-06,0.0005510150531554215,0.006175670538025139
full_information,Полная информация,9,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20133291992243438,0.24390328372003467,0.08517316388911794,0.11156776186825436,0.19674092575737231,0.0,9.314882632947075,9.314882632947075,0.18466196669585455,0.04910576029002453,0.04910030394479269,5.456345231837079e-06,0.0009915097859580682,0.011112650622228477
full_information,Полная информация,10,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20130717771536744,0.24367286565800703,0.0848633890227574,0.11242763357758952,0.1972910226003469,0.0,9.311533797624866,9.311533797624866,0.18466196669585455,0.04905309687142927,0.04910030394479269,-4.7207073363420005e-05,-0.008578319959148248,-0.09614415710440123
full_information,Полная информация,11,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20133341461060517,0.2439326854508443,0.08531218167013452,0.1117469362932941,0.19705911796342862,0.0,9.307627842237142,9.307627842237142,0.18466196669585455,0.04911180049695317,0.04910030394479269,1.1496552160476792e-05,0.0020891170715112975,0.023414421575482024
full_information,Полная информация,12,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20127364547243728,0.24383056198987665,0.08510852250520202,0.11528221422528434,0.20039073673048632,0.0,9.305528957640101,9.305528957640101,0.18466196669585455,0.049076666089295576,0.04910030394479269,-2.3637855497117555e-05,-0.0042953962860894325,-0.048141973873920295
full_information,Полная информация,13,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20122106926622146,0.24375302618617206,0.08492295873322749,0.11802706692851707,0.20295002566174453,0.0,9.305798818641394,9.305798818641394,0.18466196669585455,0.04904824456605882,0.04910030394479269,-5.205937873387079e-05,-0.009460065533307785,-0.1060265915917857
full_information,Полная информация,14,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2011860150161895,0.24358019543515022,0.08462096046759766,0.1187012008392638,0.20332216130686148,0.0,9.307593325342728,9.307593325342728,0.18466196669585455,0.0490049288564625,0.04910030394479269,-9.537508833019209e-05,-0.017331259185035423,-0.19424541330218598
full_information,Полная информация,15,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20121216673183928,0.2435811485616593,0.08462898270227126,0.11767470950500762,0.2023036922072789,0.0,9.308359436686793,9.308359436686793,0.18466196669585455,0.0490114906771215,0.04910030394479269,-8.881326767119085e-05,-0.016138865903331173,-0.1808812991688413
full_information,Полная информация,16,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20126315712238468,0.24372055026021738,0.0848431089825403,0.11741639695791721,0.20225950594045752,0.0,9.30794635756399,9.30794635756399,0.18466196669585455,0.049051967400976185,0.04910030394479269,-4.8336543816508704e-05,-0.00878356375506013,-0.0984444900195674
full_information,Полная информация,17,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20129547743077963,0.24382843492056933,0.08499003890061216,0.1177836047749826,0.20277364367559475,0.0,9.308023063114463,9.308023063114463,0.18466196669585455,0.04908156121853578,0.04910030394479269,-1.8742726256910924e-05,-0.0034058688938572836,-0.038172322269093964
full_information,Полная информация,18,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20130708305399625,0.24388948034221344,0.08504058255267033,0.11888760101532626,0.20392818356799658,0.0,9.30893379821611,9.30893379821611,0.18466196669585455,0.04909667987524595,0.04910030394479269,-3.6240695467440465e-06,-0.000658554447695665,-0.007380951349749017
full_information,Полная информация,19,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20130631669466736,0.2436961922124143,0.08471928436910989,0.11931609270466313,0.204035377073773,0.0,9.310870942045339,9.310870942045339,0.18466196669585455,0.0490575828467968,0.04910030394479269,-4.272109799589169e-05,-0.007763142713669295,-0.08700780761749735
full_information,Полная информация,20,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2013750388841477,0.24390953045520467,0.08508695425305404,0.11651773978826219,0.20160469404131626,0.0,9.311359844143098,9.311359844143098,0.18466196669585455,0.04911729117963105,0.04910030394479269,1.6987234838353182e-05,0.0030868665494841107,0.034597005463455496
full_information,Полная информация,21,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20140035850505994,0.2439773674734364,0.08520992694754688,0.11574017100480088,0.20095009795234772,0.0,9.310945693732995,9.310945693732995,0.18466196669585455,0.04913712927627084,0.04910030394479269,3.682533147814776e-05,0.006691782682423829,0.07500021083281552
full_information,Полная информация,22,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20140381003621455,0.24390187168610453,0.08510334740390799,0.11590846448175089,0.20101181188565886,0.0,9.310437826446039,9.310437826446039,0.18466196669585455,0.04912276623254537,0.04910030394479269,2.2462287752676724e-05,0.0040817758362929855,0.04574775703615364
full_information,Полная информация,23,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20142582825021074,0.24392999086250808,0.08517591916471726,0.11505529508899001,0.2002312142537073,0.0,9.309562812606872,9.309562812606872,0.18466196669585455,0.04913380044454703,0.04910030394479269,3.349649975433605e-05,0.0060868779174708025,0.0682205547892306
full_information,Полная информация,24,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2014409247415761,0.2439510841742256,0.08522371525904356,0.1150954919556341,0.20031920721467766,0.0,9.30831214167874,9.30831214167874,0.18466196669585455,0.04914173198776607,0.04910030394479269,4.142804297337793e-05,0.0075281728475538115,0.08437431063554865
full_information,Полная информация,25,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2014496950190635,0.24411059226250595,0.08545096188199655,0.1159268074190688,0.20137776930106538,0.0,9.30740529782706,9.30740529782706,0.18466196669585455,0.04917600436220479,0.04910030394479269,7.570041741209593e-05,0.013756040256993183,0.15417504848281963
full_information,Полная информация,26,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20140838385758725,0.24407361301769098,0.08532181071953766,0.1184748081025247,0.20379661882206235,0.0,9.308471908522824,9.308471908522824,0.18466196669585455,0.04915847194017531,0.04910030394479269,5.816799538261447e-05,0.010570104016678551,0.11846768901475088
full_information,Полная информация,27,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20137173435952913,0.24416516503016605,0.08538427472081347,0.11964954868854646,0.2050338234093599,0.0,9.31130321472203,9.31130321472203,0.18466196669585455,0.049167962752305186,0.04910030394479269,6.765880751249259e-05,0.012294744358084404,0.13779712563198523
full_information,Полная информация,28,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2013088957567671,0.24401984359679135,0.08507062196093491,0.12120860394961544,0.20627922591055034,0.0,9.31557031094866,9.31557031094866,0.18466196669585455,0.04912336525720908,0.04910030394479269,2.30613124163892e-05,0.00419062870224355,0.04696775898234527
full_information,Полная информация,29,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20129413625649006,0.24403778523495073,0.0850431245779713,0.1208872566451105,0.20593038122308177,0.0,9.319684475639866,9.319684475639866,0.18466196669585455,0.04912337519281623,0.04910030394479269,2.3071248023538715e-05,0.004192434169328128,0.04698799430952509
full_information,Полная информация,30,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20129511309554987,0.24415669181410746,0.08518192106340235,0.1202373427584214,0.20541926382182374,0.0,9.323209658651495,9.323209658651495,0.18466196669585455,0.04914754889175608,0.04910030394479269,4.724494696338455e-05,0.008585202229862204,0.09622129226838541
full_information,Полная информация,31,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.2012791079743765,0.24414385918339815,0.08513461866606378,0.11932654089292008,0.2044611595589839,0.0,9.326668675459342,9.326668675459342,0.18466196669585455,0.04914105819385617,0.04910030394479269,4.075424906347519e-05,0.0074057331508334875,0.08300203010820131
full_information,Полная информация,32,liquid_wealth_quantile,liquid_q1,1-й квантиль ликвидного богатства,0.20127629544732178,0.24426984800616408,0.08532481031473386,0.11766406678572089,0.20298887710045477,0.0,9.329013933398073,9.329013933398073,0.18466196669585455,0.04916573009616107,0.04910030394479269,6.542615136837654e-05,0.011889033150030006,0.1332499925905556
