period,b,a,delta_mass
18,1.8561704487936153,25.0,0.00035474099209942007
18,1.8561704487936153,47.15592934036566,1.4803858205768793e-05
18,1.8561704487936153,79.08071848043826,3.1306597055695426e-07
18,1.8561704487936153,125.08159463331742,3.888049400609017e-09
18,1.8561704487936153,191.36490186357162,3.1561209894347793e-11
18,1.8561704487936153,286.87344832644783,2.2462785054000636e-13
18,1.8561704487936153,424.49305164171244,8.470750322139149e-16
18,1.8561704487936153,622.7910670346317,1.4281872479920627e-18
18,1.8561704487936153,908.5214569027802,9.642493595054879e-22
18,1.8561704487936153,1320.234380667721,4.7258513424793895e-26
18,1.8561704487936153,1913.4773033869203,7.943326879398958e-31
18,1.8561704487936153,2768.2893460551436,0.0
18,1.8561704487936153,4000.0,0.0
18,2.605718825166612,0.0,2.1381103586185505e-07
18,2.605718825166612,0.09006460660490612,2.517923719172065e-07
18,2.605718825166612,0.21257574666139822,-2.206571215133393e-07
18,2.605718825166612,0.3792225572535164,-9.637031363558726e-07
18,2.605718825166612,0.6059052855974003,-1.4438091648480336e-06
18,2.605718825166612,0.9142523769509592,-1.791839166886272e-06
18,2.605718825166612,1.333684106226619,-2.3680439752349e-06
18,2.605718825166612,1.9042196502815902,-2.851773203025156e-06
18,2.605718825166612,2.6802954316542698,-3.1102252570423643e-06
18,2.605718825166612,3.7359590528066504,-3.4596022085468456e-06
18,2.605718825166612,5.171934388943833,-3.7852267519423825e-06
18,2.605718825166612,7.125231940055185,-3.7096305390013976e-06
18,2.605718825166612,9.782221393259215,-5.316747880838857e-06
18,2.605718825166612,13.396413685888078,-5.090111723421442e-05
18,2.605718825166612,18.312649206637353,0.0001404615588298623
18,2.605718825166612,25.0,6.618491910245208e-05
18,2.605718825166612,47.15592934036566,3.654256297380416e-06
18,2.605718825166612,79.08071848043826,1.1273655383816169e-07
18,2.605718825166612,125.08159463331742,1.91342831692904e-09
18,2.605718825166612,191.36490186357162,1.9905868296461743e-11
18,2.605718825166612,286.87344832644783,1.5934833061233722e-13
18,2.605718825166612,424.49305164171244,7.749909385509606e-16
18,2.605718825166612,622.7910670346317,1.2760914721143178e-18
18,2.605718825166612,908.5214569027802,1.114567609948632e-21
18,2.605718825166612,1320.234380667721,1.9551500379489047e-25
18,2.605718825166612,1913.4773033869203,1.0160655499434715e-30
18,2.605718825166612,2768.2893460551436,0.0
18,2.605718825166612,4000.0,0.0
18,3.622018056792183,0.0,2.2070523857439507e-07
18,3.622018056792183,0.09006460660490612,6.087662631005836e-07
18,3.622018056792183,0.21257574666139822,5.010146229364075e-07
18,3.622018056792183,0.3792225572535164,-1.1765138766082345e-07
18,3.622018056792183,0.6059052855974003,-7.814010973951433e-07
18,3.622018056792183,0.9142523769509592,-1.2977748712404528e-06
18,3.622018056792183,1.333684106226619,-1.8219391039854885e-06
18,3.622018056792183,1.9042196502815902,-2.068157553810745e-06
18,3.622018056792183,2.6802954316542698,-2.2025859888466157e-06
18,3.622018056792183,3.7359590528066504,-2.337908810441658e-06
18,3.622018056792183,5.171934388943833,-2.9843784325710165e-06
18,3.622018056792183,7.125231940055185,-3.571499301210576e-06
18,3.622018056792183,9.782221393259215,-5.7368085551538425e-05
18,3.622018056792183,13.396413685888078,1.9240973947964174e-05
18,3.622018056792183,18.312649206637353,4.5541745465275084e-05
18,3.622018056792183,25.0,2.094899413628633e-05
18,3.622018056792183,47.15592934036566,1.251149837609048e-06
18,3.622018056792183,79.08071848043826,4.3379146671210964e-08
18,3.622018056792183,125.08159463331742,8.913501491614269e-10
18,3.622018056792183,191.36490186357162,1.1746528063994825e-11
18,3.622018056792183,286.87344832644783,1.0331829648838468e-13
18,3.622018056792183,424.49305164171244,5.953435084415904e-16
18,3.622018056792183,622.7910670346317,1.3534513037199894e-18
18,3.622018056792183,908.5214569027802,6.690341085791309e-22
18,3.622018056792183,1320.234380667721,3.511102686826021e-26
18,3.622018056792183,1913.4773033869203,8.439209559004876e-31
18,3.622018056792183,2768.2893460551436,0.0
18,3.622018056792183,4000.0,0.0
18,5.0,0.0,1.5760260678541332e-07
18,5.0,0.09006460660490612,7.240621287221992e-07
18,5.0,0.21257574666139822,1.3739074016789034e-06
18,5.0,0.3792225572535164,1.4585909006373113e-06
18,5.0,0.6059052855974003,9.036130099292911e-07
18,5.0,0.9142523769509592,9.288251084449764e-08
18,5.0,1.333684106226619,-6.819018458529766e-07
18,5.0,1.9042196502815902,-1.010179980421265e-06
18,5.0,2.6802954316542698,-9.667753836668097e-07
18,5.0,3.7359590528066504,-6.219462283145807e-07
18,5.0,5.171934388943833,-1.368141759061723e-05
18,5.0,7.125231940055185,-1.7400053507892442e-05
18,5.0,9.782221393259215,7.812981293964238e-05
18,5.0,13.396413685888078,8.574885764499503e-05
18,5.0,18.312649206637353,2.9030599701414814e-05
18,5.0,25.0,7.087396276549628e-06
18,5.0,47.15592934036566,3.8221898989560825e-07
18,5.0,79.08071848043826,1.4711945132775768e-08
18,5.0,125.08159463331742,3.8064058588514205e-10
18,5.0,191.36490186357162,6.364042583426214e-12
18,5.0,286.87344832644783,6.478127290117418e-14
18,5.0,424.49305164171244,3.526002717913629e-16
18,5.0,622.7910670346317,1.0319216179651129e-18
18,5.0,908.5214569027802,8.903672038772661e-22
18,5.0,1320.234380667721,8.953291619203216e-26
18,5.0,1913.4773033869203,1.028122727717522e-30
18,5.0,2768.2893460551436,0.0
18,5.0,4000.0,0.0
18,7.788851931474873,0.0,4.274627621433552e-08
18,7.788851931474873,0.09006460660490612,2.947097516664466e-07
18,7.788851931474873,0.21257574666139822,8.667178892642579e-07
18,7.788851931474873,0.3792225572535164,1.5096560728514435e-06
18,7.788851931474873,0.6059052855974003,1.7984436529985739e-06
18,7.788851931474873,0.9142523769509592,1.5455866733972944e-06
18,7.788851931474873,1.333684106226619,-2.1048418535982855e-07
18,7.788851931474873,1.9042196502815902,-2.304997351498545e-06
18,7.788851931474873,2.6802954316542698,-3.678474060099784e-06
18,7.788851931474873,3.7359590528066504,-3.543822111822144e-06
18,7.788851931474873,5.171934388943833,2.5351564571283666e-05
18,7.788851931474873,7.125231940055185,4.7457917217734805e-05
18,7.788851931474873,9.782221393259215,2.6817734331343723e-05
18,7.788851931474873,13.396413685888078,1.1595392919530557e-05
18,7.788851931474873,18.312649206637353,4.22609389196313e-06
18,7.788851931474873,25.0,1.4132951744905305e-06
18,7.788851931474873,47.15592934036566,1.1136762786625794e-07
18,7.788851931474873,79.08071848043826,6.145468150689183e-09
18,7.788851931474873,125.08159463331742,2.1078563741992758e-10
18,7.788851931474873,191.36490186357162,4.17916380571346e-12
18,7.788851931474873,286.87344832644783,4.571548708463896e-14
18,7.788851931474873,424.49305164171244,2.4577366101116603e-16
18,7.788851931474873,622.7910670346317,5.529571843869423e-19
18,7.788851931474873,908.5214569027802,3.7050692876736863e-22
18,7.788851931474873,1320.234380667721,5.496995318335464e-26
18,7.788851931474873,1913.4773033869203,4.510698573560522e-31
18,7.788851931474873,2768.2893460551436,0.0
18,7.788851931474873,4000.0,0.0
18,11.336503384480594,0.0,5.639514676289502e-09
18,11.336503384480594,0.09006460660490612,5.8704727374905105e-08
18,11.336503384480594,0.21257574666139822,2.674725131361683e-07
18,11.336503384480594,0.3792225572535164,7.52084416703373e-07
18,11.336503384480594,0.6059052855974003,1.5385085657161081e-06
18,11.336503384480594,0.9142523769509592,2.5464189831776057e-06
18,11.336503384480594,1.333684106226619,5.631910357843336e-06
18,11.336503384480594,1.9042196502815902,9.887817137973587e-06
18,11.336503384480594,2.6802954316542698,1.4357646779302206e-05
18,11.336503384480594,3.7359590528066504,1.868896995305591e-05
18,11.336503384480594,5.171934388943833,1.0914767950558177e-05
18,11.336503384480594,7.125231940055185,4.6670401215563335e-06
18,11.336503384480594,9.782221393259215,1.8804481803878239e-06
18,11.336503384480594,13.396413685888078,7.224839803945905e-07
18,11.336503384480594,18.312649206637353,2.393284234483344e-07
18,11.336503384480594,25.0,7.375565136284456e-08
18,11.336503384480594,47.15592934036566,5.81410578598478e-09
18,11.336503384480594,79.08071848043826,3.334195007527262e-10
18,11.336503384480594,125.08159463331742,1.2377894231227638e-11
18,11.336503384480594,191.36490186357162,2.754760749073054e-13
18,11.336503384480594,286.87344832644783,3.47302269804611e-15
18,11.336503384480594,424.49305164171244,2.233019803935946e-17
18,11.336503384480594,622.7910670346317,6.255498935786403e-20
18,11.336503384480594,908.5214569027802,5.751313978266161e-23
18,11.336503384480594,1320.234380667721,9.760731102131884e-27
18,11.336503384480594,1913.4773033869203,3.2486940660150896e-31
18,11.336503384480594,2768.2893460551436,0.0
18,11.336503384480594,4000.0,0.0
18,15.849410896697492,0.0,2.4105938070499334e-10
18,15.849410896697492,0.09006460660490612,3.877665005412414e-09
18,15.849410896697492,0.21257574666139822,2.723900595761179e-08
18,15.849410896697492,0.3792225572535164,1.1657069497607383e-07
18,15.849410896697492,0.6059052855974003,3.525559024908354e-07
18,15.849410896697492,0.9142523769509592,8.202063110351408e-07
18,15.849410896697492,1.333684106226619,7.782872156253319e-07
18,15.849410896697492,1.9042196502815902,4.44469355911114e-07
18,15.849410896697492,2.6802954316542698,1.893342019664933e-07
18,15.849410896697492,3.7359590528066504,7.144968986001204e-08
18,15.849410896697492,5.171934388943833,2.827113047564743e-08
18,15.849410896697492,7.125231940055185,1.2327050308478968e-08
18,15.849410896697492,9.782221393259215,5.4023149465591185e-09
18,15.849410896697492,13.396413685888078,2.1388506755480586e-09
18,15.849410896697492,18.312649206637353,7.160299949240832e-10
18,15.849410896697492,25.0,2.2805643441115543e-10
18,15.849410896697492,47.15592934036566,1.968892739277298e-11
18,15.849410896697492,79.08071848043826,1.282465081827371e-12
18,15.849410896697492,125.08159463331742,5.6480775979082377e-14
18,15.849410896697492,191.36490186357162,1.56170056731828e-15
18,15.849410896697492,286.87344832644783,2.5611490339796376e-17
18,15.849410896697492,424.49305164171244,2.2859018629291393e-19
18,15.849410896697492,622.7910670346317,9.747671682482355e-22
18,15.849410896697492,908.5214569027802,1.5975906215197773e-24
18,15.849410896697492,1320.234380667721,6.2004564238728205e-28
18,15.849410896697492,1913.4773033869203,2.5345102501001134e-33
18,15.849410896697492,2768.2893460551436,0.0
18,15.849410896697492,4000.0,0.0
18,21.59020434374498,0.0,0.0
18,21.59020434374498,0.09006460660490612,0.0
