scenario,scenario_label,period,full_information_rate,filtered_rate,rate_gap,abs_rate_gap,full_loss,filtered_loss,excess_loss,full_pi,filtered_pi,full_output_gap,filtered_output_gap,full_consumption,filtered_consumption,full_low_liquidity_share,filtered_low_liquidity_share,full_mean_mpc,filtered_mean_mpc
full_information,Полная информация,13,0.001461770868879639,0.001461770868879639,0.0,0.0,2.8742430986336507e-06,2.8742430986336507e-06,0.0,,,,,,,,,,
full_information,Полная информация,14,0.001484245284940993,0.001484245284940993,0.0,0.0,1.7597908538171996e-06,1.7597908538171996e-06,0.0,,,,,,,,,,
full_information,Полная информация,15,0.0016366617532075395,0.0016366617532075395,0.0,0.0,1.7600438135303871e-06,1.7600438135303871e-06,0.0,,,,,,,,,,
full_information,Полная информация,16,0.0017469288279495505,0.0017469288279495505,0.0,0.0,2.262607119554717e-06,2.262607119554717e-06,0.0,,,,,,,,,,
full_information,Полная информация,17,0.001841196948216584,0.001841196948216584,0.0,0.0,2.4810732429703237e-06,2.4810732429703237e-06,0.0,,,,,,,,,,
full_information,Полная информация,18,0.0018021291333981109,0.0018021291333981109,0.0,0.0,2.434679280080381e-06,2.434679280080381e-06,0.0,,,,,,,,,,
full_information,Полная информация,19,0.0016855344604474389,0.0016855344604474389,0.0,0.0,2.1670819496403345e-06,2.1670819496403345e-06,0.0,,,,,,,,,,
full_information,Полная информация,20,0.0016390995193617155,0.0016390995193617155,0.0,0.0,3.0989134674107067e-06,3.0989134674107067e-06,0.0,,,,,,,,,,
full_information,Полная информация,21,0.0016463070397828763,0.0016463070397828763,0.0,0.0,3.026744971975566e-06,3.026744971975566e-06,0.0,,,,,,,,,,
full_information,Полная информация,22,0.0016098544205119338,0.0016098544205119338,0.0,0.0,2.9473172223835943e-06,2.9473172223835943e-06,0.0,,,,,,,,,,
full_information,Полная информация,23,0.0016597990157703726,0.0016597990157703726,0.0,0.0,3.010843136585368e-06,3.010843136585368e-06,0.0,,,,,,,,,,
full_information,Полная информация,24,0.001753803462404351,0.001753803462404351,0.0,0.0,3.144297907601313e-06,3.144297907601313e-06,0.0,,,,,,,,,,
full_information,Полная информация,25,0.0018270969517770407,0.0018270969517770407,0.0,0.0,3.2262016402888477e-06,3.2262016402888477e-06,0.0,,,,,,,,,,
full_information,Полная информация,26,0.0016890860507326306,0.0016890860507326306,0.0,0.0,2.520269545404744e-06,2.520269545404744e-06,0.0,,,,,,,,,,
full_information,Полная информация,27,0.0014910247777805046,0.0014910247777805046,0.0,0.0,1.7765935197640836e-06,1.7765935197640836e-06,0.0,,,,,,,,,,
full_information,Полная информация,28,0.0012535688080316037,0.0012535688080316037,0.0,0.0,1.222658390576589e-06,1.222658390576589e-06,0.0,,,,,,,,,,
full_information,Полная информация,29,0.0010539919797130299,0.0010539919797130299,0.0,0.0,1.1038384378295135e-06,1.1038384378295135e-06,0.0,,,,,,,,,,
full_information,Полная информация,30,0.0007994736038041202,0.0007994736038041202,0.0,0.0,9.61637103416533e-07,9.61637103416533e-07,0.0,,,,,,,,,,
full_information,Полная информация,31,0.0005709095347337137,0.0005709095347337137,0.0,0.0,9.488227929023398e-07,9.488227929023398e-07,0.0,,,,,,,,,,
full_information,Полная информация,32,0.0003687430648906871,0.0003687430648906871,0.0,0.0,8.67329040986143e-07,8.67329040986143e-07,0.0,,,,,,,,,,
full_information,Полная информация,33,0.00017971115042543533,0.00017971115042543533,0.0,0.0,8.74933533903395e-07,8.74933533903395e-07,0.0,,,,,,,,,,
full_information,Полная информация,34,0.00019236860705903132,0.00019236860705903132,0.0,0.0,6.454062742558273e-07,6.454062742558273e-07,0.0,,,,,,,,,,
full_information,Полная информация,35,0.0002347839422232936,0.0002347839422232936,0.0,0.0,5.364377737437746e-07,5.364377737437746e-07,0.0,,,,,,,,,,
full_information,Полная информация,36,0.00039856274257366536,0.00039856274257366536,0.0,0.0,9.213440044169941e-07,9.213440044169941e-07,0.0,,,,,,,,,,
full_information,Полная информация,37,0.0006426983431119068,0.0006426983431119068,0.0,0.0,1.7026424480308354e-06,1.7026424480308354e-06,0.0,,,,,,,,,,
full_information,Полная информация,38,0.000936287983419588,0.000936287983419588,0.0,0.0,2.203793781102051e-06,2.203793781102051e-06,0.0,,,,,,,,,,
full_information,Полная информация,39,0.0011163206838126487,0.0011163206838126487,0.0,0.0,3.0478453023700535e-06,3.0478453023700535e-06,0.0,,,,,,,,,,
full_information,Полная информация,40,0.0011079969004627662,0.0011079969004627662,0.0,0.0,3.5013976094803373e-06,3.5013976094803373e-06,0.0,,,,,,,,,,
full_information,Полная информация,41,0.0010129430604108622,0.0010129430604108622,0.0,0.0,2.4451831623230757e-06,2.4451831623230757e-06,0.0,,,,,,,,,,
full_information,Полная информация,42,0.0007395979678744161,0.0007395979678744161,0.0,0.0,7.39291301103878e-07,7.39291301103878e-07,0.0,,,,,,,,,,
full_information,Полная информация,43,0.0004108077337726635,0.0004108077337726635,0.0,0.0,6.366170725262542e-07,6.366170725262542e-07,0.0,,,,,,,,,,
full_information,Полная информация,44,0.0003271266269007343,0.0003271266269007343,0.0,0.0,3.82054470033101e-07,3.82054470033101e-07,0.0,,,,,,,,,,
full_information,Полная информация,45,0.00014688716702987442,0.00014688716702987442,0.0,0.0,3.208357145936784e-07,3.208357145936784e-07,0.0,,,,,,,,,,
full_information,Полная информация,46,4.714631822488737e-06,4.714631822488737e-06,0.0,0.0,6.093999310768986e-07,6.093999310768986e-07,0.0,,,,,,,,,,
full_information,Полная информация,47,-8.767625337459766e-05,-8.767625337459766e-05,0.0,0.0,1.2553946628762933e-07,1.2553946628762933e-07,0.0,,,,,,,,,,
full_information,Полная информация,48,-0.00018082001717981662,-0.00018082001717981662,0.0,0.0,7.757937208561392e-08,7.757937208561392e-08,0.0,,,,,,,,,,
full_information,Полная информация,49,-0.0001263756784197759,-0.0001263756784197759,0.0,0.0,7.198686227675302e-08,7.198686227675302e-08,0.0,,,,,,,,,,
full_information,Полная информация,50,-7.802390224174384e-05,-7.802390224174384e-05,0.0,0.0,1.6408749771182016e-07,1.6408749771182016e-07,0.0,,,,,,,,,,
full_information,Полная информация,51,-7.103348967013953e-05,-7.103348967013953e-05,0.0,0.0,4.124844016206007e-08,4.124844016206007e-08,0.0,,,,,,,,,,
full_information,Полная информация,52,9.135104445610516e-06,9.135104445610516e-06,0.0,0.0,2.0904304418481746e-07,2.0904304418481746e-07,0.0,,,,,,,,,,
full_information,Полная информация,53,0.00010646905953991067,0.00010646905953991067,0.0,0.0,3.273196062939934e-07,3.273196062939934e-07,0.0,,,,,,,,,,
full_information,Полная информация,54,0.0001635079041016604,0.0001635079041016604,0.0,0.0,7.806566663084716e-07,7.806566663084716e-07,0.0,,,,,,,,,,
full_information,Полная информация,55,0.0002714274581764301,0.0002714274581764301,0.0,0.0,1.401461786739915e-06,1.401461786739915e-06,0.0,,,,,,,,,,
full_information,Полная информация,56,0.00033574064671434956,0.00033574064671434956,0.0,0.0,5.555097929548414e-07,5.555097929548414e-07,0.0,,,,,,,,,,
full_information,Полная информация,57,0.00039388726967411766,0.00039388726967411766,0.0,0.0,6.458134137222884e-07,6.458134137222884e-07,0.0,,,,,,,,,,
full_information,Полная информация,58,0.0004426377109520938,0.0004426377109520938,0.0,0.0,2.2565465952178593e-07,2.2565465952178593e-07,0.0,,,,,,,,,,
full_information,Полная информация,59,0.0004123719470585834,0.0004123719470585834,0.0,0.0,3.792778263997377e-08,3.792778263997377e-08,0.0,,,,,,,,,,
macro_core,"Фильтрация: инфляция, выпуск и ставка",0,0.000943542004025983,0.0007157049094843714,-0.00022783709454161157,0.00022783709454161157,1.6819715864523355e-06,2.445298970907643e-06,7.633273844553073e-07,2.5150710273725223e-05,-0.00038544050993387065,-0.0018093233279637966,-0.002131254517103276,-0.0009493685089320136,-0.0010479042483486634,0.5933819694104535,0.5933819694104535,0.10664361413368642,0.10780446485655926
macro_core,"Фильтрация: инфляция, выпуск и ставка",1,0.0007404407076501597,0.0003603467637297924,-0.0003800939439203673,0.0003800939439203673,7.592388552081991e-07,9.817302755836865e-07,2.2249142037548737e-07,0.00023641149020401785,-0.00017543701505476575,-0.0011843022888420318,-0.0013745094825025062,-0.0007882949959067131,-0.000768870085833373,0.5938106057544731,0.5940703919353835,0.10855971614441262,0.10912470971800396
macro_core,"Фильтрация: инфляция, выпуск и ставка",2,0.0006456835946382272,0.00020691769245674338,-0.00043876590218148385,0.00043876590218148385,3.417919219110215e-07,3.5809956094732483e-07,1.6307639036303333e-08,0.00034149829799532544,-8.17007820364343e-05,-0.0006704056814407222,-0.000836955816236884,-0.0005582457045921752,-0.00048548217088029144,0.5943193159741944,0.5946508106017426,0.10832887845943137,0.10855852169723174
macro_core,"Фильтрация: инфляция, выпуск и ставка",3,0.0005652903129791375,0.00010080681241090752,-0.00046448350056822995,0.00046448350056822995,7.175148192862394e-07,7.338189055993958e-07,1.6304086313156398e-08,0.00045678087217560816,2.1804364357063614e-05,-0.0010085067179884666,-0.0012106035679372296,-0.0002820362747785188,-0.00019897980484484545,0.5945714259532231,0.5949100104147116,0.10646901999315068,0.10664842074768566
macro_core,"Фильтрация: инфляция, выпуск и ставка",4,0.00047128859952281474,-9.289764308941063e-07,-0.00047221757595370886,0.00047221757595370886,6.435230459896212e-07,7.008783542577606e-07,5.735530826813935e-08,0.0004124350134357631,-3.28191591918071e-05,-0.000972603299989494,-0.0011826104586981634,-0.000169500712741244,-8.29295862397883e-05,0.5943406881900902,0.5946882026504824,0.10564850862764247,0.10580209216653098
macro_core,"Фильтрация: инфляция, выпуск и ставка",5,0.0003368730550586163,-5.702459067393548e-05,-0.0003938976457325518,0.0003938976457325518,1.8776140149884545e-07,2.0447635031634993e-07,1.6714948817504477e-08,0.00032076529730607135,-0.00013967613809241737,-0.00040979909373572987,-0.0006079631417562625,-0.00012825636742619384,-3.595785990240241e-05,0.5940176521062501,0.5943679804692099,0.10522912489772172,0.1053405460226494
macro_core,"Фильтрация: инфляция, выпуск и ставка",6,0.00020908733840339667,-0.00012833867464729978,-0.0003374260130506964,0.0003374260130506964,4.1979159585807327e-07,5.013175583777089e-07,8.152596251963558e-08,0.00023416640838782752,-0.00025552490008073637,-0.0008533946678668247,-0.0009335633871224713,-0.00022796305962302643,-0.000112796209320698,0.5937753072118068,0.594112439503084,0.10645099440682107,0.10668916132078336
