scenario,scenario_label,period,known_policy_rate,full_information_rate,observed_pi,observed_output_gap,observed_C,observed_w,observed_share_low_liquidity,observed_mean_mpc
distribution_augmented,Фильтрация: с распределительной статистикой,15,0.0035231605971282696,0.0034423998575235943,0.001580628287848058,0.012986597134767216,,,-0.0006106815397996817,-0.0006485726065054822
distribution_augmented,Фильтрация: с распределительной статистикой,16,0.0035564710428144203,0.0033534812815313782,0.0014255178839053563,0.012088114836371268,,,-0.00569303688677889,-0.003079896580068272
distribution_augmented,Фильтрация: с распределительной статистикой,17,0.0035249308170748842,0.0032183577814549518,0.0013654750859648966,0.011058810011385851,,,-0.0015343931679728568,-0.004316878351058327
distribution_augmented,Фильтрация: с распределительной статистикой,18,0.0034456859859354145,0.0030160880384963156,0.0011448847868234886,0.010979080547793224,,,-0.00333289288207484,-0.004918587313493785
distribution_augmented,Фильтрация: с распределительной статистикой,19,0.0034418775403911345,0.0028337117987144627,0.001446511687154785,0.01106679118595392,,,0.001890361888025167,-0.003354947607129695
distribution_augmented,Фильтрация: с распределительной статистикой,20,0.0032820348789364714,0.0025686902419596418,0.0009578609340688878,0.01031231316264974,,,-0.0031058387119661576,-0.0031762962710618924
distribution_augmented,Фильтрация: с распределительной статистикой,21,0.003201089121519434,0.0023544862586776954,0.0011963955674716014,0.009897872573439107,,,0.0009745627487301965,-0.004494330347492999
distribution_augmented,Фильтрация: с распределительной статистикой,22,0.0031098786898888075,0.0021707808092841017,0.0011370137704900308,0.009843280761490707,,,0.0038607789368835087,-0.0025827278960283027
distribution_augmented,Фильтрация: с распределительной статистикой,23,0.0030445179976303924,0.002079438614740676,0.0011609264551673058,0.009398334239506725,,,-0.0016447843247280637,-0.004390504320387421
distribution_augmented,Фильтрация: с распределительной статистикой,24,0.002983160757181254,0.002072325570546521,0.0013214929277003294,0.00903134915592218,,,-0.002490789753493528,-0.0010536182953799144
distribution_augmented,Фильтрация: с распределительной статистикой,25,0.002997708792022348,0.0021112122547334343,0.0012908268006183285,0.009957809669687368,,,-0.00011142502165491729,-0.0012790883197220024
distribution_augmented,Фильтрация: с распределительной статистикой,26,0.003015528955130747,0.0021383446612877645,0.0010431446066285395,0.010999639516198364,,,-0.0007079635144195133,-0.001790144528742601
distribution_augmented,Фильтрация: с распределительной статистикой,27,0.003085350837078548,0.0021985430083675834,0.0009985953307729593,0.011992029339199102,,,-0.0037609582824171643,-0.004263954323496157
distribution_augmented,Фильтрация: с распределительной статистикой,28,0.003197310854006971,0.002329483954274407,0.0014338524718611983,0.011598872188678208,,,0.0005623535200708486,-0.00295165052806156
distribution_augmented,Фильтрация: с распределительной статистикой,29,0.0031747699667745693,0.002388761338584026,0.0010717009265648221,0.011041392008588733,,,0.005195029643400759,-0.0034707652355356125
distribution_augmented,Фильтрация: с распределительной статистикой,30,0.0030817327312141905,0.0022629908498725923,0.0010938722965323424,0.009784868848440606,,,-0.001586141001977624,-0.003422448262703151
distribution_augmented,Фильтрация: с распределительной статистикой,31,0.0029676180724743637,0.0021351255648704376,0.0011549967919769826,0.008683619491400717,,,-0.0013586554835016344,-0.0031752485915355908
distribution_augmented,Фильтрация: с распределительной статистикой,32,0.00279822143434781,0.0019469888381075564,0.0006851184984331172,0.008975769415227198,,,-0.003841593708928291,-0.004304012798960944
distribution_augmented,Фильтрация: с распределительной статистикой,33,0.002611951480765536,0.0017841813845520182,0.0005807803084961968,0.00863808328785611,,,0.00030562955708461777,-0.004508340553894324
distribution_augmented,Фильтрация: с распределительной статистикой,34,0.002368060163073512,0.001671113498057761,0.0008078552611110935,0.00659675115480679,,,-0.004372149935968785,-0.0007497743642202888
distribution_augmented,Фильтрация: с распределительной статистикой,35,0.002157270224596351,0.0014876949959337989,0.0006714626622003592,0.006139526331145727,,,-0.0038778287991102865,-0.0019872207322112405
distribution_augmented,Фильтрация: с распределительной статистикой,36,0.0018983125631309185,0.001296074728268546,0.0005137168271884322,0.004919279053963537,,,0.0033450769390195347,-0.0010011676598910785
distribution_augmented,Фильтрация: с распределительной статистикой,37,0.0017012430256300947,0.0012882269523424303,0.0006053343714565493,0.00439992077572195,,,-0.003137581018060836,-0.00018889767073509284
distribution_augmented,Фильтрация: с распределительной статистикой,38,0.0016413315388531199,0.001258763463164604,0.00046628963693348533,0.005518208782390055,,,0.0028082230432846847,-0.004367569494022902
distribution_augmented,Фильтрация: с распределительной статистикой,39,0.0016121995360440962,0.0013110693630901606,0.0004409627843599507,0.006189254972916685,,,0.004165586376211401,-0.003178839718442822
distribution_augmented,Фильтрация: с распределительной статистикой,40,0.0018070864589421552,0.0015526055683300378,0.0008610450373535192,0.008503544120036902,,,0.0003477144338327068,-0.0026118345228077792
distribution_augmented,Фильтрация: с распределительной статистикой,41,0.00206457619908905,0.0019063277777494367,0.0009499224824327646,0.01001975814158906,,,0.0011027776728985406,-0.0028884384785692096
distribution_augmented,Фильтрация: с распределительной статистикой,42,0.0023997961358883536,0.002238228854392591,0.0010358107570392027,0.012049106871177074,,,0.005175531723248698,-0.004601639650672092
distribution_augmented,Фильтрация: с распределительной статистикой,43,0.0027362235514851877,0.002540202650693458,0.0014236634622061795,0.012518596933271436,,,-0.0013877735443775234,-0.00251156744030103
distribution_augmented,Фильтрация: с распределительной статистикой,44,0.0029330586129127038,0.002778399533881552,0.0012639792393566638,0.012080784954634835,,,-0.002659588929285831,-0.0032158565703090157
distribution_augmented,Фильтрация: с распределительной статистикой,45,0.003096571405130355,0.0028597353091215963,0.0013418585512927814,0.01181353728057361,,,-0.0048946009548241996,-0.0053654611980311125
distribution_augmented,Фильтрация: с распределительной статистикой,46,0.003211971654537042,0.003045228743369146,0.0012062474132917126,0.012447482200181792,,,-0.0007052769298283886,-0.005192069791660675
distribution_augmented,Фильтрация: с распределительной статистикой,47,0.0033520564846413847,0.0032378448563432013,0.0013193091369573101,0.013651541226926715,,,0.003559058332287317,-0.0028445083812964943
distribution_augmented,Фильтрация: с распределительной статистикой,48,0.00335853319985307,0.0032981324467151216,0.0012253391638650923,0.01228655668036938,,,0.001965665186620845,-0.0031172890978762267
distribution_augmented,Фильтрация: с распределительной статистикой,49,0.003366632407286606,0.0034308745089323546,0.001196220696781319,0.011893294620609278,,,-0.0037260408571532424,-0.00656259056286558
distribution_augmented,Фильтрация: с распределительной статистикой,50,0.0032889315297389456,0.0035224418252635253,0.0013136701762939047,0.010893764946531308,,,-0.0034244146789756654,-0.001545392336411283
distribution_augmented,Фильтрация: с распределительной статистикой,51,0.003211024732707051,0.0034180259544341514,0.0010693424333932482,0.011272538546619746,,,-0.0023466849070867485,-0.002385855384079164
distribution_augmented,Фильтрация: с распределительной статистикой,52,0.00306722964381465,0.0032380780226492437,0.0011071169895891474,0.009735179634760276,,,9.358745108148175e-05,-0.00076493420408188
distribution_augmented,Фильтрация: с распределительной статистикой,53,0.0030049156083175933,0.003144194924573445,0.0010981987433055012,0.009809371382438566,,,-0.0013122139230203277,-0.0034418552285011015
distribution_augmented,Фильтрация: с распределительной статистикой,54,0.003025637719570877,0.0030602050689586824,0.0013496131070742264,0.009750497475628951,,,-2.283258443091325e-05,-0.003294792160769462
distribution_augmented,Фильтрация: с распределительной статистикой,55,0.002963074526773381,0.0030734544260612017,0.0008794789421730351,0.009976891498211503,,,0.0002269980086333865,-0.004620687111875663
distribution_augmented,Фильтрация: с распределительной статистикой,56,0.0030284689275291055,0.0031654932380700516,0.0013374333797202184,0.011218497214203902,,,-0.0015792289544707618,0.0003161210099439154
distribution_augmented,Фильтрация: с распределительной статистикой,57,0.0030799201657390946,0.0032544815726051938,0.0011867149712126116,0.010886994497831691,,,-0.0008588046810031363,-0.0036411820523747536
distribution_augmented,Фильтрация: с распределительной статистикой,58,0.003149474465609105,0.003446699622260886,0.00126647402187047,0.011594263061605723,,,-0.00012391752093028965,-0.0012425184762271694
distribution_augmented,Фильтрация: с распределительной статистикой,59,0.003129382737691643,0.0034598365102289676,0.0009873910568807254,0.010944678579575384,,,-0.0010268363132465287,-0.004297285534036824
