scenario_name,scenario_label,policy_name,policy_label,training_seed,checkpoint_iteration,validation_return,mean_episode_return,selection_objective,selection_rate_rmse,selection_unstable_episodes
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,ppo_filtered_taylor_state,PPO-правило на оценённом тейлоровском наборе,33,35,-0.004410500764377597,-0.0028229896946153736,0.0019856148714394424,0.002357464475445793,0
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,ppo_filtered_extended_state,PPO-правило на расширенном оценённом состоянии,11,35,-0.004998410687610168,-0.004106572117669441,0.0023476557657731057,0.002170655410800941,0
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,ppo_filtered_taylor_state,PPO-правило на оценённом тейлоровском наборе,22,3,-0.002742135886872868,-0.004687569115604085,0.0038824741322680137,0.0019207798271062028,0
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,ppo_filtered_extended_state,PPO-правило на расширенном оценённом состоянии,22,4,-0.0038753712374960817,-0.00671397423001942,0.004473217103934291,0.0028952446790506906,0
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,ppo_filtered_taylor_state,PPO-правило на оценённом тейлоровском наборе,11,35,-0.002205835749209367,-0.0016983625641069221,0.0012376525426194206,0.003193148809521925,0
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,ppo_filtered_extended_state,PPO-правило на расширенном оценённом состоянии,22,27,-0.0008365989421962418,-0.0015837807276129097,0.0011595138430883073,0.003339595805049721,0
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,ppo_filtered_taylor_state,PPO-правило на оценённом тейлоровском наборе,22,0,-0.0032617893848038313,-0.005416983874476246,0.0061947087453876875,0.001716989090727141,0
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,ppo_filtered_extended_state,PPO-правило на расширенном оценённом состоянии,22,12,-0.002258033668042523,-0.0034005115299614586,0.00540380575426562,0.002936217554818439,0
