scenario,scenario_label,policy_name,policy_label,training_seed,evaluation_seed,period,mean_liquid_wealth,median_liquid_wealth,mean_illiquid_wealth,median_illiquid_wealth,mean_total_wealth,median_total_wealth,p10_liquid_wealth,p25_liquid_wealth,p75_liquid_wealth,p90_liquid_wealth,p10_illiquid_wealth,p25_illiquid_wealth,p75_illiquid_wealth,p90_illiquid_wealth,share_low_liquidity,share_wealthy_htm,share_top20_total_wealth,gini_liquid_wealth,gini_total_wealth,mean_mpc,median_mpc
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,0,1.039999998730443,0.08897052667346173,12.960000026033857,7.125231940055185,14.000000024764297,9.741798928700359,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5933819694104535,0.3574695597801803,0.2032477510686679,0.771945528806649,0.533787231278242,0.10667351934066296,0.08525245237960667
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,1,1.039595010484682,0.08897052667346173,12.96681500391901,7.125231940055185,14.006410014403691,9.742020633840207,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5935941478121495,0.35765396044409936,0.20339110308891148,0.7720797376085549,0.533805299917504,0.10592236350578511,0.0854527507453123
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,2,1.0394467989250171,0.08897052667346173,12.968961212590628,7.125231940055185,14.008408011515646,9.742090925544192,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5936574677889533,0.35769941437531166,0.20343467565921255,0.772119410502818,0.5338112408773396,0.10758059869166403,0.08528023898921085
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,3,1.0381497692762538,0.08897052667346173,12.969152132192042,7.125231940055185,14.007301901468296,9.782221393259215,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5940422243758416,0.3578314957649798,0.20341204864605214,0.7723881904315679,0.533849430782264,0.10909675865675081,0.08488227661823977
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,4,1.0363791114157939,0.08897052667346173,12.965415066444967,7.125231940055185,14.001794177860763,9.782221393259215,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5944677110710923,0.3579005744094306,0.2032917317196745,0.7726982852287309,0.5338972627882043,0.10463627989102409,0.0845992344921243
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,5,1.037729599037959,0.08897052667346173,12.958610242996425,7.125231940055185,13.996339842034383,9.782221393259215,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5937345404926663,0.35751260510030697,0.2031628799514458,0.7722550295896116,0.5338486353237752,0.1046631254374384,0.08488626154005889
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,6,1.0390831608669882,0.08897052667346173,12.95736455813001,7.125231940055185,13.996447718996997,9.782221393259215,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5932361808391019,0.3573496107844011,0.20315793888371292,0.771932563497085,0.533806000349613,0.10566680500445119,0.0852514863348373
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,7,1.0398727963970207,0.08897052667346173,12.961806479505928,7.125231940055185,14.001679275902948,9.782221393259215,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5931207243421298,0.35743185778831293,0.20327026555133404,0.7718431534937598,0.5337865596734549,0.10487590364452384,0.0853189347616406
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,8,1.0410106319431338,0.08897052667346173,12.969005464867408,7.125231940055185,14.010016096810538,9.782221393259215,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5929102600759523,0.3575127535354467,0.2034518037225077,0.7717122319840755,0.533760485711332,0.10754043616166777,0.085620428597198
macro_core_filtered_state,"Фильтрация: инфляция, выпуск и ставка",full_information_rule,Полная информация,-1,700,9,1.0403940997980388,0.08897052667346173,12.979660649088212,7.125231940055185,14.020054748886253,9.742522942015379,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5933660614033196,0.3578709229165502,0.20367676674002544,0.7720347270339671,0.5337908042495881,0.10669904830428392,0.08563821973497857
