variant_name,scenario_name,scenario_label,classical_mean_policy_loss,rl_mean_policy_loss,full_information_mean_policy_loss,delta_mean_policy_loss_rl_minus_classical,delta_cumulative_policy_loss_rl_minus_classical,classical_policy_rate_rmse,rl_policy_rate_rmse,classical_regime_accuracy,rl_regime_accuracy,classical_unstable,rl_unstable
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,0.00010271030721120283,0.00010669093676893122,9.851897366620034e-05,3.98062955772839e-06,0.00023883777346370497,0.0017726527260617472,0.0010710386628720908,0.7533333333333333,0.7466666666666667,0,0
