variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
thin_information_moderate_gap_rawobs,11,-0.0025836328658312134,-0.008515012974654667,-0.006984008800931824,,,
thin_information_moderate_gap_rawobs,22,-0.0021571905100470873,-0.01124723489461261,-0.00690318582825777,-0.0021571905100470873,-0.0021571905100470873,-0.008519520805355571
