variant_name,scenario_name,scenario_label,policy_name,policy_label,training_seed,evaluation_seed,input_mode,include_distributional_state,mean_policy_loss,cumulative_policy_loss,mean_reference_loss,cumulative_reference_loss,mean_excess_loss,cumulative_excess_loss,mean_abs_rate_gap,policy_rate_rmse,policy_instrument_volatility,mean_state_rmse,distribution_state_rmse,regime_accuracy,stress_brier_score,unstable,impact_nominal_rate_pp,impact_inflation_pp,impact_output_gap_pct,impact_low_liquidity_gap_pp,impact_mean_mpc_gap_pp,peak_low_liquidity_gap,peak_mean_mpc_gap,peak_low_liquidity_gap_difference_vs_reference,peak_mean_mpc_gap_difference_vs_reference
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,700,raw_observations,1,2.243311193792133e-05,0.00134598671627528,2.7622337672054473e-05,0.0016573402603232684,-5.189225734133144e-06,-0.0003113535440479886,0.0007309128208022223,0.0007971542280298894,0.001567478881558855,0.0008571660121156426,0.0006992777018753416,1.0,0.027962004419709644,0,-0.01937807763255578,-0.023519791633541766,-0.10215643292759186,-0.0054413993025247695,0.1468143378821827,0.0012731407634122604,0.007273169472744588,0.0002713029455720496,0.0011807326261630527
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,learning_policy,Learning-based policy,22,700,raw_observations,1,2.5222555301599682e-05,0.001513353318095981,2.243311193792133e-05,0.00134598671627528,2.789443363678354e-06,0.00016736660182070125,0.0002998677882445462,0.00034999329681069814,0.001697286131238726,0.000860043613167974,0.000699560519516884,1.0,0.026455342088002723,0,-0.02172245960937507,-0.023519791633541766,-0.10215643292759186,-0.0054413993025247695,0.1468143378821827,0.0012378562547633086,0.007122741209612062,0.00011505419313435157,0.0005052590608825287
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,full_information_rule,Полная информация,-1,700,raw_observations,1,2.7622337672054473e-05,0.0016573402603232684,2.7622337672054473e-05,0.0016573402603232684,0.0,0.0,0.0,0.0,0.0017649642916708654,0.0008583183723281173,0.000707482889741926,1.0,0.04174849395565669,0,-0.009445178238211562,-0.023519791633541766,-0.10215643292759186,-0.0054413993025247695,0.1468143378821827,0.0012480368336593565,0.007149846729724293,0.0,0.0
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,701,raw_observations,1,0.00019524477138261088,0.011714686282956653,0.00019864955271961174,0.011918973163176704,-3.4047813370008195e-06,-0.00020428688022004917,0.006179875340466547,0.008903782217692346,0.0036226724492787175,0.002047190600743625,0.0028902490238040105,0.65,0.21744553488951934,0,-0.010724376990733801,0.002678462900578411,0.2549869263533434,-0.012953703240442491,-0.3027086319796965,0.015847764685153656,0.02335091742256514,0.021790777788565495,0.028348879783800192
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,learning_policy,Learning-based policy,22,701,raw_observations,1,0.0001950109882045973,0.011700659292275838,0.00019524477138261088,0.011714686282956653,-2.3378317801361566e-07,-1.402699068081694e-05,0.005748401617860235,0.007686584873842135,0.005633689992290372,0.001948689910064507,0.0028558155778759314,0.8,0.1580853765418377,0,-0.012833758624279767,0.002678462900578411,0.2549869263533434,-0.012953703240442491,-0.3027086319796965,0.016508000810457297,0.02619546676048848,0.01742636866005551,0.02307235450859371
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,full_information_rule,Полная информация,-1,701,raw_observations,1,0.00019864955271961174,0.011918973163176704,0.00019864955271961174,0.011918973163176704,0.0,0.0,0.0,0.0,0.006244548396784522,0.0019452418889403154,0.002816446523112869,0.7833333333333333,0.1489346624178399,0,0.017217690966375456,0.002678462900578411,0.2549869263533434,-0.012953703240442491,-0.3027086319796965,0.013237878966572145,0.01880958547061283,0.0,0.0
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,702,raw_observations,1,0.0001830802184271614,0.010984813105629685,0.00017568965478591747,0.010541379287155048,7.390563641243951e-06,0.00044343381847463705,0.0005080010411472462,0.0005986362945470486,0.00372858001028368,0.001413400839778579,0.0017678273201784853,0.9666666666666667,0.049237653242610285,0,-0.01808378598359663,-0.007919021502653865,-0.09179416226890942,0.0014947714296663088,0.04718515918793991,0.015059945865117661,0.018986789869004816,0.0016315080519321446,0.002487450327641628
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,learning_policy,Learning-based policy,22,702,raw_observations,1,0.00019241836044554957,0.011545101626732975,0.0001830802184271614,0.010984813105629685,9.338142018388138e-06,0.0005602885211032883,0.000429986925566033,0.0005276278411130105,0.0035898525663307914,0.001412852053593097,0.0017678184998724544,0.9666666666666667,0.04450059123339565,0,-0.0203933194380314,-0.007919021502653865,-0.09179416226890942,0.0014947714296663088,0.04718515918793991,0.015776074917855955,0.020326440625671106,0.0016602280037690369,0.002706718093546872
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,full_information_rule,Полная информация,-1,702,raw_observations,1,0.00017568965478591747,0.010541379287155048,0.00017568965478591747,0.010541379287155048,0.0,0.0,0.0,0.0,0.0033186159986543324,0.0013988169358533974,0.001758240826610424,0.9666666666666667,0.05811744906091429,0,-0.008396805683452434,-0.007919021502653865,-0.09179416226890942,0.0014947714296663088,0.04718515918793991,0.014787080543475457,0.018702359720820776,0.0,0.0
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,703,raw_observations,1,0.00021243841542035788,0.012746304925221472,6.478261687107298e-05,0.003886957012264379,0.00014765579854928492,0.008859347912957095,0.00287002719503732,0.004277866108296246,0.005021923666914582,0.0017515787112675281,0.0026937695069107247,0.7833333333333333,0.15724970369338157,0,0.02449353986001805,0.02749344203141558,0.2143067316171233,0.010621664587059853,-0.013260839648489734,0.013742629525674406,0.02201429783416438,0.011491998592712185,0.015247772428975091
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,learning_policy,Learning-based policy,22,703,raw_observations,1,0.0002285091476548779,0.013710548859292675,0.00021243841542035788,0.012746304925221472,1.607073223452002e-05,0.0009642439340712013,0.001039474181797434,0.0014414388702253173,0.005653422970086455,0.0017685805594335553,0.0027019235645302482,0.75,0.18901154888656943,0,0.02334472009099492,0.02749344203141558,0.2143067316171233,0.010621664587059853,-0.013260839648489734,0.014289536113930459,0.023289048861254283,0.0011465223673753338,0.0028818634233401443
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,full_information_rule,Полная информация,-1,703,raw_observations,1,6.478261687107298e-05,0.003886957012264379,6.478261687107298e-05,0.003886957012264379,0.0,0.0,0.0,0.0,0.0027793825869918843,0.0017790096984659227,0.002708791306359778,0.3333333333333333,0.3393247719787518,0,0.016171893572393202,0.02749344203141558,0.2143067316171233,0.010621664587059853,-0.013260839648489734,0.01001960519935827,0.016478693577157456,0.0,0.0
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,704,raw_observations,1,8.853273637442568e-05,0.005311964182465541,0.00015717779730969303,0.009430667838581581,-6.864506093526732e-05,-0.00411870365611604,0.0016601149481105665,0.0021012915333727313,0.0020075459503685147,0.0012663819360649252,0.0009376337329006377,0.9833333333333333,0.04396756647126946,0,-0.015795499036240508,-0.03362088700830898,-0.18333539596600454,-0.0029233950525962226,0.18296223894709626,0.001737035766252322,0.008726394577112178,0.0008406404535436796,0.0037136873111807706
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,learning_policy,Learning-based policy,22,704,raw_observations,1,8.19217530161881e-05,0.004915305180971287,8.853273637442568e-05,0.005311964182465541,-6.610983358237585e-06,-0.0003966590014942551,0.00018295457309096724,0.00020294963477566943,0.0019651129449359205,0.001258347138073432,0.0009235704170784785,0.9833333333333333,0.0406649681867646,0,-0.018043134943660794,-0.03362088700830898,-0.18333539596600454,-0.0029233950525962226,0.18296223894709626,0.0017070617507705724,0.00861018368627812,6.276819693641546e-05,0.0002667597337372811
thin_information_strong_gap_rawobs,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,full_information_rule,Полная информация,-1,704,raw_observations,1,0.00015717779730969303,0.009430667838581581,0.00015717779730969303,0.009430667838581581,0.0,0.0,0.0,0.0,0.0021970106087985364,0.0014277237442017008,0.0012915206413464978,0.9166666666666666,0.11936746944865889,0,-0.022616096632428376,-0.03362088700830898,-0.18333539596600454,-0.0029233950525962226,0.18296223894709626,0.0019866853183082,0.009779953745215994,0.0,0.0
