variant_name,scenario_name,scenario_label,classical_mean_policy_loss,rl_mean_policy_loss,full_information_mean_policy_loss,delta_mean_policy_loss_rl_minus_classical,delta_cumulative_policy_loss_rl_minus_classical,classical_policy_rate_rmse,rl_policy_rate_rmse,classical_regime_accuracy,rl_regime_accuracy,classical_unstable,rl_unstable
thin_information_strong_gap_raw_observations,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,0.0001692809838400835,0.00012750918212550846,0.00011734877008337343,-4.1771801714575034e-05,-0.0025063081028745,0.0024202735401431647,0.002175459695454504,0.7816666666666666,0.7783333333333333,0,0
