variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_rawobs,11,-0.001182254349134298,-0.002919244003754687,-0.002113311573687647,-0.002919244003754687,-0.002919244003754687,-0.002113311573687647
macro_core_strong_gap_rawobs,22,-0.007086711868167688,-0.007452260056076227,-0.011301049912329423,,,
