variant_name,scenario_name,scenario_label,classical_mean_policy_loss,rl_mean_policy_loss,full_information_mean_policy_loss,delta_mean_policy_loss_rl_minus_classical,delta_cumulative_policy_loss_rl_minus_classical,classical_policy_rate_rmse,rl_policy_rate_rmse,classical_regime_accuracy,rl_regime_accuracy,classical_unstable,rl_unstable
macro_core_strong_gap_rawobs,macro_core_strong_gap,"Фильтрация: инфляция, выпуск и ставка × сильный режимный разрыв",0.0001232517677935331,4.1840289958618936e-05,0.00011120249037220244,-8.141147783491417e-05,-0.004884688670094851,0.00210811020330691,0.0025634434301811037,0.9199999999999999,0.9333333333333332,0,0
