variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
thin_information_moderate_gap_rawobs,11,-0.0031764069803133436,-0.00795268629643063,-0.00606117091771867,,,
thin_information_moderate_gap_rawobs,22,-0.002068320123515901,-0.008696702379544199,-0.005555721064544231,-0.0031781097394201407,-0.0031781097394201407,-0.005732362571709459
