label,training_seed,iteration,mean_episode_return,std_episode_return,best_return_so_far,validation_return,best_validation_return,critic_loss,mean_ratio,clip_fraction,mean_log_prob,mean_action_std,mean_entropy,num_steps
thin_information_moderate_gap_rawobs,11,0,-0.006310752155329261,0.0028526550399257692,-0.006310752155329261,-0.00427461105567875,-0.00427461105567875,1.5098183646368132e-06,1.018053541099764,0.0625,6.82386859853208,0.00010145577410309419,-7.776949044354889,960.0
thin_information_moderate_gap_rawobs,11,1,-0.005984759151297959,0.004044497842871353,-0.005984759151297959,-0.007601827997536004,-0.00427461105567875,7.262125168828735e-07,0.9807933539131851,0.041666666666666664,7.201187201685015,0.00010133653585725552,-7.778125008666389,960.0
thin_information_moderate_gap_rawobs,11,2,-0.005743145629413363,0.004490105269586218,-0.005743145629413363,-0.003926074233247974,-0.003926074233247974,1.1542264894569638e-06,0.9850723938460465,0.036458333333333336,6.347601075848908,0.00010165081398943902,-7.775028476951063,960.0
thin_information_moderate_gap_rawobs,11,3,-0.005727857645125831,0.004054245932934781,-0.005727857645125831,-0.006849038955070103,-0.003926074233247974,1.0672022383007198e-06,0.9815804499016734,0.036458333333333336,7.466937317794833,0.00010211407306893107,-7.7704814729569405,960.0
thin_information_moderate_gap_rawobs,11,4,-0.005421265591425677,0.003530340982152254,-0.005421265591425677,-0.0051698040587163565,-0.003926074233247974,1.0333191633430656e-06,0.9731406021833454,0.08333333333333333,6.993584884255932,0.0001020190589803653,-7.771412376181449,960.0
thin_information_moderate_gap_rawobs,11,5,-0.004273474516223053,0.002828060925115514,-0.004273474516223053,-0.0031764069803133436,-0.0031764069803133436,8.808071904246793e-07,0.9786455069965406,0.03125,7.085522069352645,0.00010169367657098427,-7.774606900914633,960.0
thin_information_moderate_gap_rawobs,11,6,-0.005367842581251831,0.004355127591641836,-0.004273474516223053,-0.007209800188212449,-0.0031764069803133436,1.3817932577739023e-06,0.9906312655658844,0.052083333333333336,6.4523889568783765,0.0001015226194519684,-7.776290399361987,960.0
thin_information_moderate_gap_rawobs,11,7,-0.007098363593391594,0.0038472071994128947,-0.004273474516223053,-0.00501869430105231,-0.0031764069803133436,1.5571248504798198e-06,1.0101140715374402,0.03125,6.597019048592107,0.00010115656054572634,-7.779902603676958,960.0
thin_information_moderate_gap_rawobs,11,8,-0.00526600117581719,0.0029980204058874353,-0.004273474516223053,-0.008799068204833081,-0.0031764069803133436,1.2508919789118486e-06,0.9853455053738941,0.036458333333333336,6.858140942972509,0.00010061019046187532,-7.7853184753864175,960.0
thin_information_moderate_gap_rawobs,11,9,-0.00477148871546352,0.002686005256128718,-0.004273474516223053,-0.00979390503844193,-0.0031764069803133436,1.1014636264394468e-06,0.9854968276548868,0.020833333333333332,7.065195356683065,0.00010007232631151717,-7.790678837085058,960.0
thin_information_moderate_gap_rawobs,11,10,-0.005481893643936404,0.003773858294236662,-0.004273474516223053,-0.006058751517287914,-0.0031764069803133436,1.2090506772881516e-06,0.9856085977466748,0.020833333333333332,7.559466304206325,9.976667359559114e-05,-7.79373782911776,960.0
thin_information_moderate_gap_rawobs,11,11,-0.006374055013369817,0.004211470832633053,-0.004273474516223053,-0.004288400467812731,-0.0031764069803133436,1.2528382781185669e-06,0.9660937680120588,0.057291666666666664,6.27320587167151,9.968052073712183e-05,-7.794601745645806,960.0
