variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
thin_information_strong_gap_rawobs,11,-0.0034377775390505047,-0.0053104903321957156,-0.005126922586975319,-0.0041406962147929795,-0.0041406962147929795,-0.004783065014732523
thin_information_strong_gap_rawobs,22,-0.0034862020817341827,-0.0054915445153809975,-0.00427409397060483,,,
