variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_moderate_gap_rawobs,11,-0.002011349461036841,-0.002011349461036841,-0.003039965222458361,-0.0039070677905881,-0.0039070677905881,-0.005047980137255251
macro_core_moderate_gap_rawobs,22,-0.0018610930278452685,-0.0018610930278452685,-0.008755831032435919,,,
