label,training_seed,iteration,mean_episode_return,std_episode_return,best_return_so_far,validation_return,best_validation_return,critic_loss,mean_ratio,clip_fraction,mean_log_prob,mean_action_std,mean_entropy,num_steps
macro_core_moderate_gap_belief_state,11,0,-0.0048037765482325774,0.0034372022623647973,-0.0048037765482325774,-0.0043871589717484755,-0.0043871589717484755,0.0001238099078186453,0.9876428010009274,0.1125,7.430737075061771,0.00015234016610105947,-7.370456069484325,720.0
macro_core_moderate_gap_belief_state,11,1,-0.004803410648327848,0.002765595862864234,-0.004803410648327848,-0.006033220686602149,-0.0043871589717484755,1.3508715036755127e-05,0.9981942512061082,0.05,7.314927435328957,0.00015367631796319844,-7.361723465701379,720.0
macro_core_moderate_gap_belief_state,11,2,-0.0039265984265273194,0.004385908196722621,-0.0039265984265273194,-0.001697869682746657,-0.001697869682746657,1.999492807911821e-06,0.9626030112276396,0.1,7.055157647892704,0.00015395695655285105,-7.359898964317752,720.0
macro_core_moderate_gap_belief_state,11,3,-0.0036234917427478493,0.002507760298461884,-0.0036234917427478493,-0.007941346142694556,-0.001697869682746657,1.5263659885323625e-06,0.9778552949159929,0.025,7.08646706583661,0.00015453705596262248,-7.356138112761608,720.0
macro_core_moderate_gap_belief_state,11,4,-0.005333414920294239,0.004269258438090723,-0.0036234917427478493,-0.0036101676590310295,-0.001697869682746657,7.077395283533426e-07,0.9984709746643127,0.0125,7.467598397665929,0.0001554202030089626,-7.350439588783486,720.0
macro_core_moderate_gap_belief_state,11,5,-0.005167506060691932,0.0033361147202272644,-0.0036234917427478493,-0.0036189729606845807,-0.001697869682746657,8.973246246479833e-07,0.9875242919804584,0.0,7.400259955435362,0.00015456946747939977,-7.355928401775666,720.0
macro_core_moderate_gap_belief_state,11,6,-0.004362235761975969,0.004153089104960573,-0.0036234917427478493,-0.001327290484125128,-0.001327290484125128,1.0143165352858145e-06,0.9937277014249991,0.0125,7.352268287051499,0.00015366693683057685,-7.361784512316058,720.0
macro_core_moderate_gap_belief_state,11,7,-0.005226727014177874,0.004925997997370919,-0.0036234917427478493,-0.002557741856788198,-0.001327290484125128,1.2131048489040354e-06,1.0152329903927284,0.075,7.227787436882184,0.00015239034731648248,-7.370126721331337,720.0
macro_core_moderate_gap_belief_state,11,8,-0.0053121830485909,0.0028683930115055924,-0.0036234917427478493,-0.006005611347137573,-0.001327290484125128,2.4092695664480075e-06,0.990043428644827,0.075,7.178121931106385,0.00015128575848145307,-7.377401536079303,720.0
macro_core_moderate_gap_belief_state,11,9,-0.003545337478853848,0.001919316090084502,-0.003545337478853848,-0.004291755612039058,-0.001327290484125128,5.216512126147518e-07,0.9961507570990753,0.1125,7.353163392553734,0.00015077215399015851,-7.380802241474299,720.0
macro_core_moderate_gap_belief_state,11,10,-0.004202491966064476,0.002548201987431567,-0.003545337478853848,-0.0054211536634712915,-0.001327290484125128,8.096988066143493e-07,0.9764745122254809,0.0625,7.394992110343445,0.00015040777396028822,-7.383221926013926,720.0
macro_core_moderate_gap_belief_state,11,11,-0.004806984814223884,0.0025776021460708503,-0.003545337478853848,-0.003130995100255261,-0.001327290484125128,7.323635457194288e-07,1.0144320792685844,0.075,7.282008059991679,0.00015070923150286151,-7.381219663519163,720.0
macro_core_moderate_gap_belief_state,11,12,-0.0031133946954898357,0.0013242008042097797,-0.0031133946954898357,-0.002515089051396111,-0.001327290484125128,4.442963115802293e-07,1.002551222653599,0.0375,7.447040133559094,0.00014898203666318074,-7.392746285389512,720.0
macro_core_moderate_gap_belief_state,11,13,-0.003753845523670809,0.0022691001210514584,-0.0031133946954898357,-0.00408079776482962,-0.001327290484125128,7.268297704160596e-07,1.0077644793176748,0.05,7.40574625656595,0.0001478976139581127,-7.400051787978171,720.0
macro_core_moderate_gap_belief_state,11,14,-0.0024840739822479057,0.001440862024000045,-0.0024840739822479057,-0.0027967255309028346,-0.001327290484125128,3.480060230445121e-07,1.0067005395432882,0.025,7.319307251688187,0.00014727240589803195,-7.404288051507779,720.0
macro_core_moderate_gap_belief_state,11,15,-0.0038391297011294095,0.0036090284301366483,-0.0024840739822479057,-0.003471151583492709,-0.001327290484125128,5.644619373867988e-07,0.9908202153951422,0.0625,7.365162560877353,0.00014745576188603544,-7.4030438133812595,720.0
macro_core_moderate_gap_belief_state,11,16,-0.004153171579309938,0.0034418575795651233,-0.0024840739822479057,-0.0012832608886241105,-0.0012832608886241105,6.144710273338365e-07,1.0028578161916872,0.0125,7.538762753209605,0.0001477201345028119,-7.401252524250255,720.0
macro_core_moderate_gap_belief_state,11,17,-0.0034822117617448046,0.002210526537079897,-0.0024840739822479057,-0.0020598778830894244,-0.0012832608886241105,4.185117998813718e-07,0.993765114669246,0.025,7.391472128917323,0.00014779819474520603,-7.400724230493262,720.0
macro_core_moderate_gap_belief_state,11,18,-0.0016785965626563099,0.0009619031062176452,-0.0016785965626563099,-0.003949396879875555,-0.0012832608886241105,1.8132180177801184e-07,0.9835414344199647,0.0,7.439032048182296,0.00014865036968613824,-7.394974988361723,720.0
