scenario_name,scenario_label,misspecification_name,misspecification_label,evaluation_seed,switching_classical_cumulative_loss,switching_classical_policy_volatility,misspecified_cumulative_loss,misspecified_mean_loss,misspecified_policy_volatility,misspecified_corner_share,misspecified_unstable
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",inflation_only_rule,Inflation-only simple rule,904,0.00183545414542529,0.0010354690935752183,0.0006420719335758236,1.0701198892930393e-05,0.000442014051146485,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",inflation_only_rule,Inflation-only simple rule,905,0.013929746078108577,0.0026262732706965677,0.0012666628118373565,2.111104686395594e-05,0.0007427945621398842,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",inflation_only_rule,Inflation-only simple rule,906,0.010994343636626904,0.0036318738129031995,0.0016183115145741648,2.697185857623608e-05,0.001089852741121342,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",inflation_only_rule,Inflation-only simple rule,907,0.0016134221003488445,0.0016372638386964275,0.0007003654031081153,1.167275671846859e-05,0.0006142392873442827,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",inflation_only_rule,Inflation-only simple rule,908,0.007080651477282573,0.004334996017165015,0.001077483782133119,1.7958063035551984e-05,0.0008587370903949924,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",inflation_only_rule,Inflation-only simple rule,909,0.011044336156284635,0.0031286996723414655,0.001188949570055551,1.9815826167592518e-05,0.000623035552398309,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,900,0.002705334541334808,0.0012986160123786923,0.0030273080792985064,5.045513465497511e-05,0.0014083612716684296,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,901,0.012821854690590972,0.002855153088159903,0.014202118019282648,0.00023670196698804413,0.0029649123783620237,0.23333333333333334,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,902,0.013113524035803112,0.0027450040570819434,0.014528973752951353,0.0002421495625491892,0.00286292560878526,0.23333333333333334,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,903,0.0013949019555048682,0.001707883901410686,0.00142264072616608,2.3710678769434666e-05,0.0017545855333913445,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,904,0.00183545414542529,0.0010354690935752183,0.0020505721325416726,3.4176202209027876e-05,0.0010782085269457622,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,905,0.013929746078108577,0.0026262732706965677,0.016969526837407736,0.00028282544729012893,0.002876578103451466,0.23333333333333334,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,906,0.010994343636626904,0.0036318738129031995,0.011762269152079955,0.0001960378192013326,0.0035775369109669304,0.23333333333333334,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,907,0.0016134221003488445,0.0016372638386964275,0.0017243782901305619,2.87396381688427e-05,0.0017185706094242444,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,908,0.007080651477282573,0.004334996017165015,0.006942052173991561,0.00011570086956652602,0.004447455628561078,0.06666666666666667,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",normal_only_filter,Single-regime normal-only filter,909,0.011044336156284635,0.0031286996723414655,0.012391228395473682,0.0002065204732578947,0.003304321922817585,0.13333333333333333,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,900,0.002705334541334808,0.0012986160123786923,0.0024800789268876735,4.133464878146123e-05,0.0012100591016959027,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,901,0.012821854690590972,0.002855153088159903,0.012316773664009387,0.00020527956106682313,0.002972091539076505,0.16666666666666666,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,902,0.013113524035803112,0.0027450040570819434,0.012482612729212462,0.00020804354548687435,0.00279332545263956,0.13333333333333333,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,903,0.0013949019555048682,0.001707883901410686,0.0012612927006345031,2.1021545010575052e-05,0.0015950382114476287,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,904,0.00183545414542529,0.0010354690935752183,0.0016531588179799087,2.7552646966331812e-05,0.0008974884389590883,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,905,0.013929746078108577,0.0026262732706965677,0.01282835561386098,0.000213805926897683,0.002662506501915536,0.1,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,906,0.010994343636626904,0.0036318738129031995,0.010185352771882985,0.00016975587953138309,0.0034126398433775252,0.1,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,907,0.0016134221003488445,0.0016372638386964275,0.0013470749543189043,2.2451249238648406e-05,0.0014358751084085901,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,908,0.007080651477282573,0.004334996017165015,0.006136047871748468,0.00010226746452914113,0.00392829304326638,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",overstated_noise,Overstated measurement noise,909,0.011044336156284635,0.0031286996723414655,0.010259717959732073,0.00017099529932886788,0.0031051484610746098,0.06666666666666667,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",wrong_persistence,Normal-biased regime persistence,900,0.002705334541334808,0.0012986160123786923,0.0029732125148396915,4.955354191399486e-05,0.0013898071790825878,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",wrong_persistence,Normal-biased regime persistence,901,0.012821854690590972,0.002855153088159903,0.013982888578945547,0.00023304814298242578,0.002943585925915177,0.21666666666666667,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",wrong_persistence,Normal-biased regime persistence,902,0.013113524035803112,0.0027450040570819434,0.014413545114038414,0.00024022575190064025,0.002862410096994076,0.21666666666666667,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",wrong_persistence,Normal-biased regime persistence,903,0.0013949019555048682,0.001707883901410686,0.0014174747745569444,2.362457957594907e-05,0.0017473141684209203,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",wrong_persistence,Normal-biased regime persistence,904,0.00183545414542529,0.0010354690935752183,0.002017672144033874,3.362786906723123e-05,0.0010726259119270725,0.0,0
thin_information_moderate_gap,"Инфляция, ставка × умеренный режимный разрыв",wrong_persistence,Normal-biased regime persistence,905,0.013929746078108577,0.0026262732706965677,0.016820035318331282,0.000280333921972188,0.0028651982544940858,0.23333333333333334,0
