variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_belief_state,11,-0.0014707893860596657,-0.003306393561406492,-0.00278763015500284,-0.003306393561406492,-0.003306393561406492,-0.00278763015500284
