environment_name,environment_label,scenario_name,scenario_label,input_mode,evaluation_seed,policy_name,policy_label,cumulative_loss,mean_loss,policy_volatility,corner_share,unstable
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,909,fixed_classical_rule,Filter + fixed rule,0.011044336154790163,0.00018407226924650272,0.0031286996723576136,0.1,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,900,learned_policy,Learned policy (belief_state),0.00226336826505076,3.7722804417512665e-05,0.0009720503367940779,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,901,learned_policy,Learned policy (belief_state),0.008480404883909567,0.0001413400813984928,0.002959305241931482,0.03333333333333333,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,902,learned_policy,Learned policy (belief_state),0.010339330705535613,0.00017232217842559356,0.0028009934281820604,0.1,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,903,learned_policy,Learned policy (belief_state),0.000995351465146739,1.6589191085778985e-05,0.0012191935784359434,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,904,learned_policy,Learned policy (belief_state),0.000992209466247279,1.653682443745465e-05,0.000694214664853955,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,905,learned_policy,Learned policy (belief_state),0.004102599244218538,6.837665407030897e-05,0.0016103077829279033,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,906,learned_policy,Learned policy (belief_state),0.00543841022027893,9.064017033798216e-05,0.0024401396311516314,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,907,learned_policy,Learned policy (belief_state),0.001057141990181089,1.7619033169684815e-05,0.0009187799273263512,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,908,learned_policy,Learned policy (belief_state),0.005562453179526535,9.270755299210892e-05,0.0029591661518762803,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,909,learned_policy,Learned policy (belief_state),0.003664152393164687,6.106920655274478e-05,0.0019163385399316034,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,900,retuned_simple_rule,Filter + retuned simple rule,0.0004895407205117568,8.15901200852928e-06,0.0001552331007420641,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,901,retuned_simple_rule,Filter + retuned simple rule,0.0006950078109142253,1.1583463515237088e-05,0.00023428010533399924,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,902,retuned_simple_rule,Filter + retuned simple rule,0.0012841187461632695,2.1401979102721158e-05,0.0003400403928707246,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,903,retuned_simple_rule,Filter + retuned simple rule,0.0005859736062452332,9.766226770753887e-06,0.0002738760621222642,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,904,retuned_simple_rule,Filter + retuned simple rule,0.0004910161710117452,8.183602850195753e-06,0.00017578713040140279,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,905,retuned_simple_rule,Filter + retuned simple rule,0.0007591678998889164,1.2652798331481939e-05,0.00026462730324255197,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,906,retuned_simple_rule,Filter + retuned simple rule,0.0009546790615350477,1.5911317692250796e-05,0.0004158239463289495,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,907,retuned_simple_rule,Filter + retuned simple rule,0.0005107080409071795,8.511800681786325e-06,0.0002528735996762576,0.0,0
baseline_environment,Baseline regime environment,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,belief_state,908,retuned_simple_rule,Filter + retuned simple rule,0.0006349178892221325,1.0581964820368875e-05,0.00034122111621241985,0.0,0
