variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
thin_information_strong_gap_rawobs,11,-0.0027241378782563996,-0.010304173901341921,-0.005885732625768052,-0.004514136857551594,-0.004514136857551594,-0.006065303981520672
thin_information_strong_gap_rawobs,22,-0.005257163300460272,-0.008453542892694912,-0.010357637341101171,,,
