scenario_name,scenario_label,left_policy,right_policy,left_label,right_label,what_changes,what_fixed,mean_delta_cumulative_loss,ci_lower,ci_upper,win_rate,probability_of_degradation,relative_improvement_pct,num_test_trajectories
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,optimized_linear_estimated_state,classical_filtered_rule,Оптимизированное линейное правило по оценённому состоянию,Классическое правило по оценённому состоянию,Настройка коэффициентов при том же информационном наборе и той же линейной форме,"Оценённое макроэкономическое состояние, линейное правило, одинаковый тестовый набор",-0.005831614046419127,-0.006986635429260671,-0.004743531238110194,1.0,0.0,83.90106897400833,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,optimized_linear_estimated_state,classical_filtered_rule,Оптимизированное линейное правило по оценённому состоянию,Классическое правило по оценённому состоянию,Настройка коэффициентов при том же информационном наборе и той же линейной форме,"Оценённое макроэкономическое состояние, линейное правило, одинаковый тестовый набор",-0.007133394170802686,-0.008236421666438443,-0.0061066608966169325,1.0,0.0,86.4316107992228,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,optimized_linear_estimated_state,classical_filtered_rule,Оптимизированное линейное правило по оценённому состоянию,Классическое правило по оценённому состоянию,Настройка коэффициентов при том же информационном наборе и той же линейной форме,"Оценённое макроэкономическое состояние, линейное правило, одинаковый тестовый набор",-0.0056606656173239225,-0.006742759344157979,-0.0046306613799013616,1.0,0.0,82.20880120782793,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,optimized_linear_estimated_state,classical_filtered_rule,Оптимизированное линейное правило по оценённому состоянию,Классическое правило по оценённому состоянию,Настройка коэффициентов при том же информационном наборе и той же линейной форме,"Оценённое макроэкономическое состояние, линейное правило, одинаковый тестовый набор",-0.007290469966913248,-0.008524190117352793,-0.006126720917213728,1.0,0.0,84.57812344800092,50
