scenario_name,scenario_label,left_policy,right_policy,left_label,right_label,what_changes,what_fixed,mean_delta_cumulative_loss,ci_lower,ci_upper,win_rate,probability_of_degradation,relative_improvement_pct,num_test_trajectories
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,ppo_filtered_extended_state,optimized_linear_extended_state,PPO-правило на расширенном оценённом состоянии,Оптимизированное линейное правило на расширенном оценённом состоянии,Нелинейная PPO-архитектура при том же расширенном входе,"Расширенное оценённое состояние, одинаковый тестовый набор",0.002794186444366216,0.002106882025544011,0.003586776318387591,0.0,1.0,-364.4378298792038,50
macro_core_moderate_gap,Базовый макроэкономический набор × умеренная разделимость режимов,ppo_filtered_taylor_state,optimized_linear_estimated_state,PPO-правило на оценённом тейлоровском наборе,Оптимизированное линейное правило по оценённому состоянию,Нелинейная PPO-архитектура при том же тейлоровском входе,"Оценённый тейлоровский набор, одинаковый тестовый набор",0.001771234622248108,0.001344204221659432,0.002251074934975953,0.0,1.0,-192.65170016073793,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,ppo_filtered_extended_state,optimized_linear_extended_state,PPO-правило на расширенном оценённом состоянии,Оптимизированное линейное правило на расширенном оценённом состоянии,Нелинейная PPO-архитектура при том же расширенном входе,"Расширенное оценённое состояние, одинаковый тестовый набор",0.004715382706303247,0.003790558421488985,0.005714019100845675,0.0,1.0,-601.1907168000619,50
macro_core_strong_gap,Базовый макроэкономический набор × высокая разделимость режимов,ppo_filtered_taylor_state,optimized_linear_estimated_state,PPO-правило на оценённом тейлоровском наборе,Оптимизированное линейное правило по оценённому состоянию,Нелинейная PPO-архитектура при том же тейлоровском входе,"Оценённый тейлоровский набор, одинаковый тестовый набор",0.004962629397072641,0.004081101250715795,0.005894476090793349,0.0,1.0,-580.4179353240386,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,ppo_filtered_extended_state,optimized_linear_extended_state,PPO-правило на расширенном оценённом состоянии,Оптимизированное линейное правило на расширенном оценённом состоянии,Нелинейная PPO-архитектура при том же расширенном входе,"Расширенное оценённое состояние, одинаковый тестовый набор",0.0007767146975608194,0.0006117462924359966,0.0009632189544090848,0.02,0.98,-108.03366608315064,50
thin_information_moderate_gap,Ограниченный информационный набор × умеренная разделимость режимов,ppo_filtered_taylor_state,optimized_linear_estimated_state,PPO-правило на оценённом тейлоровском наборе,Оптимизированное линейное правило по оценённому состоянию,Нелинейная PPO-архитектура при том же тейлоровском входе,"Оценённый тейлоровский набор, одинаковый тестовый набор",0.003017133678017328,0.0022540077350314265,0.0038695331747340338,0.0,1.0,-374.1011113015066,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,ppo_filtered_extended_state,optimized_linear_extended_state,PPO-правило на расширенном оценённом состоянии,Оптимизированное линейное правило на расширенном оценённом состоянии,Нелинейная PPO-архитектура при том же расширенном входе,"Расширенное оценённое состояние, одинаковый тестовый набор",0.004533178087748343,0.003427263752140878,0.00563070977932983,0.0,1.0,-596.5956561462117,50
thin_information_strong_gap,Ограниченный информационный набор × высокая разделимость режимов,ppo_filtered_taylor_state,optimized_linear_estimated_state,PPO-правило на оценённом тейлоровском наборе,Оптимизированное линейное правило по оценённому состоянию,Нелинейная PPO-архитектура при том же тейлоровском входе,"Оценённый тейлоровский набор, одинаковый тестовый набор",0.004971019452940162,0.004054293629672859,0.005947703981130505,0.0,1.0,-636.4386484139973,50
