label,training_seed,iteration,mean_episode_return,std_episode_return,best_return_so_far,validation_return,best_validation_return,critic_loss,mean_ratio,clip_fraction,mean_log_prob,mean_action_std,mean_entropy,num_steps
thin_information_moderate_gap_rawobs,11,0,-0.006300583335210412,0.0031193902580117254,-0.006300583335210412,-0.004321074616258356,-0.004321074616258356,1.2927403028936172e-06,0.9593733883796953,0.13541666666666666,6.726630441136959,0.00012456719824693638,-7.571726709509444,480.0
thin_information_moderate_gap_rawobs,11,1,-0.004471738163461338,0.003124614977102247,-0.004471738163461338,-0.007459095652984333,-0.004321074616258356,4.396863185936139e-07,1.0011933271603244,0.0,7.506575439012415,0.00012380693569787206,-7.577848642670669,480.0
thin_information_moderate_gap_rawobs,11,2,-0.005051667829492993,0.0029183809329869485,-0.004471738163461338,-0.003935564156204176,-0.003935564156204176,6.40831961184076e-07,0.9932846695587205,0.041666666666666664,7.49190425221438,0.00012338144509367908,-7.5812912885026975,480.0
thin_information_moderate_gap_rawobs,11,3,-0.007404360888746976,0.0037891492380767973,-0.004471738163461338,-0.006613984455775854,-0.003935564156204176,8.685762283778476e-07,0.9791888372334189,0.020833333333333332,7.001694807553321,0.00012322081502299473,-7.582594034822425,480.0
thin_information_moderate_gap_rawobs,11,4,-0.005430351629535273,0.00417704881065305,-0.004471738163461338,-0.0050904366108758545,-0.003935564156204176,6.64179893039748e-07,0.9736898281367008,0.052083333333333336,7.1359411162904545,0.00012276816688600644,-7.586274269964419,480.0
thin_information_moderate_gap_rawobs,11,5,-0.004014272313890087,0.0026342618373002015,-0.004014272313890087,-0.003007648734050723,-0.003007648734050723,6.465433989593837e-07,0.992168805318096,0.010416666666666666,7.630681220207926,0.0001218811609315276,-7.593525545486215,480.0
thin_information_moderate_gap_rawobs,11,6,-0.004263792434568273,0.0032896124179755126,-0.004014272313890087,-0.0073806797976266195,-0.003007648734050723,1.0477475689088216e-06,1.0100945227126357,0.052083333333333336,6.211644014350218,0.00012232754120611536,-7.5898698135830225,480.0
thin_information_moderate_gap_rawobs,11,7,-0.007050827121408566,0.004353850727694102,-0.004014272313890087,-0.005452674972539813,-0.003007648734050723,1.247824146823439e-06,0.9714571506249771,0.0625,6.442779957288301,0.00012195727087469892,-7.592901280106232,480.0
thin_information_moderate_gap_rawobs,11,8,-0.005173042471897445,0.003115409426127182,-0.004014272313890087,-0.009471742807729382,-0.003007648734050723,1.409371423626427e-06,0.9849810430345712,0.052083333333333336,7.378147491050529,0.00012146356434604838,-7.596957688878105,480.0
thin_information_moderate_gap_rawobs,11,9,-0.00505286004354857,0.003269913978555632,-0.004014272313890087,-0.010226783237708625,-0.003007648734050723,9.087666681652785e-07,0.9725459145948002,0.041666666666666664,7.154103327961188,0.00012133285399570932,-7.598034396383587,480.0
thin_information_moderate_gap_rawobs,11,10,-0.004446857254111619,0.00296026179894947,-0.004014272313890087,-0.006357848312778587,-0.003007648734050723,7.618258396038399e-07,0.9944685683506597,0.041666666666666664,6.953115888344506,0.00012117556909127805,-7.599331546597862,480.0
thin_information_moderate_gap_rawobs,11,11,-0.005787536095660925,0.00410226533162951,-0.004014272313890087,-0.004467582738796703,-0.003007648734050723,1.1899508770706991e-06,0.9879884226862269,0.0,7.274352814299166,0.00012096695168645206,-7.6010546430269565,480.0
thin_information_moderate_gap_rawobs,11,12,-0.006798112928783198,0.004492843386492425,-0.004014272313890087,-0.0055502617280985935,-0.003007648734050723,1.4200894278685135e-06,0.9635240866317893,0.09375,6.374771581782089,0.00012044316308119022,-7.605394058777624,480.0
