variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
thin_information_moderate_gap_rawobs,11,-0.003007648734050723,-0.006313993560458539,-0.004508329026521048,,,
thin_information_moderate_gap_rawobs,22,-0.0030060582498661215,-0.003303961283030447,-0.008744292263439049,-0.0030060582498661215,-0.0030060582498661215,-0.006093633378072243
