candidate_name,scenario_name,scenario_label,delta_cumulative_policy_loss_rl_minus_classical,delta_mean_policy_loss_rl_minus_classical,classical_mean_policy_loss,rl_mean_policy_loss,classical_policy_rate_rmse,rl_policy_rate_rmse,selected_training_seed,selected_checkpoint_iteration,info_regime,structure_regime
larger_network,macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",-0.0036565660969806,-6.0942768283010446e-05,9.240566853150742e-05,3.1462900248496976e-05,0.0015036517487838,0.0022453508098112,11,32,macro_core,moderate_gap
larger_network,macro_core_strong_gap,"Фильтрация: инфляция, выпуск и ставка × сильный режимный разрыв",-0.0048846886700948,-8.141147783491417e-05,0.0001232517677935,4.1840289958618936e-05,0.0021081102033069,0.0025634434301811,11,35,macro_core,strong_gap
larger_network,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,-0.0020971951398538,-3.495325233089696e-05,9.447119082228088e-05,5.95179384913839e-05,0.0017307235040587,0.0017369621096465,11,0,thin_information,moderate_gap
larger_network,thin_information_strong_gap,Фильтрация: инфляция и ставка × сильный режимный разрыв,-0.0014692618315217,-2.4487697192029055e-05,0.0001187097836703,9.42220864783122e-05,0.0020502986802879,0.0018894132271473,11,0,thin_information,strong_gap
