candidate_name,num_wins,mean_delta_cumulative_loss,median_delta_cumulative_loss,worst_case_delta_cumulative_loss,best_case_delta_cumulative_loss,mean_relative_loss_improvement_pct,mean_rate_rmse_improvement_pct,nonzero_checkpoint_count
larger_network,4,-0.003026927934612725,-0.0028768806184172003,-0.0014692618315217,-0.0048846886700948,47.40784342480381,-15.859793041523808,2
wider_actions,2,-0.002167324624431075,-0.0018637961769733498,0.000256242612964,-0.0051979487567416,30.914719752830226,3.502926174227923,4
robust_rollout,4,-0.0006161931229318,-0.0006450704501493,-0.0002913476704318,-0.0008832839209968,10.697557236806247,54.6012736535937,1
baseline_rawobs,4,-0.0005257282972817982,-0.00061882513258815,-7.262161899265762e-08,-0.0008651903023319,9.283602569564371,55.28164705393928,1
cautious_policy,4,-0.00034957498736057504,-0.00033834041522525003,-0.0001482092730956,-0.0005734098458962,7.213790914573824,64.61944494577494,2
