t,innovation_x,standardized_innovation_x,innovation_pi,standardized_innovation_pi,innovation_i,standardized_innovation_i
164,0.020914805617435674,1.0817625430671132,0.003562139655726742,1.2925174712841023,0.009806175694017918,-1.2508224113542488
165,-0.030711659442181044,-1.5884786800164516,0.017528961153746945,-0.09270173240561969,0.011966921391538734,0.11746122745456031
166,0.013136667043866963,0.6794590687925226,0.0038077844993291143,0.9363954435633218,0.012614022131932176,0.3134338433206956
167,0.0043149230388251116,0.22317788675631162,-0.012789525237651245,-0.8060730235233643,-0.01656933944492035,-0.004732763918330193
168,-0.009377914329921126,-0.48504760884527987,-0.003480139932183838,-0.7288972384120552,-0.013477653106391513,-1.1093334528420977
169,0.012088543353111018,0.6252476661192017,0.0045205983495941815,0.9423206020442311,0.010011090157892689,-0.5171438359029626
170,0.036742552547174824,1.9004105421412063,-0.02027290893070149,0.1662887397198761,-0.013854232673886628,-0.2842278754473023
171,-0.009672332094690105,-0.5002755825480388,-0.0034904502560075094,-0.7439324594734233,-0.010520137272366373,-0.29367437971400556
172,0.029862606868608296,1.5445636999785761,-0.009704389903002444,0.6723309477921379,-0.00250770347829771,-0.5044339568776408
173,0.029289635247372672,1.5149282709226914,-0.018241095686866944,-0.0324529194475336,-0.019617447939885114,-1.6884996570190833
174,-0.042809568770350984,-2.2142107762175467,0.029848392232496176,0.30024412633385245,0.024689153734370334,0.21069399107315126
175,-0.015540724588907501,-0.8038025339517073,-0.0039033383393031647,-1.060066465078645,-0.013160727333341272,-0.13641068556866323
176,-0.04266886575662882,-2.2069332880722876,0.016832230535889035,-0.7253782388552301,7.08986756676206e-05,-1.328636530613596
177,0.020539224291975446,1.062336600641922,-0.015360952711596472,-0.22656263004625535,-0.01331752890885946,-0.09265247321635217
178,0.021414186193275377,1.107591671559148,-0.0387026194497467,-2.035726852546352,-0.047620530399364494,-0.3406641271397401
179,0.0063210320583920844,0.3269385257204866,-0.0030808181090522593,0.06087790284216165,0.002950849469053482,1.1978349542398987
180,-0.007923603602565422,-0.40982726496015326,0.008080296161960375,0.2582829429994893,0.015125635838305514,1.8411652093787803
181,0.015075507251333787,0.7797404078493679,-0.008874790704867365,0.024064514438429014,-0.0014404586406686019,1.2097444845501053
182,-0.014505867636725043,-0.750277317950162,0.0034883958847987894,-0.42379510936478676,-0.0032201713326431864,-0.45534075497300547
183,-0.01804930459526103,-0.9335521446723557,0.009993322674800428,-0.07894930442333564,0.002788978190066423,-0.9286587885292493
184,0.014470781755697715,0.7484625943242235,-0.003382355269796829,0.43051175072510073,0.004526330367562633,0.762329037547105
185,0.028072958672798274,1.4519989198459322,-0.024019799608169964,-0.549561878825622,-0.026881667490156955,-1.2577401338469678
186,0.00583241949289365,0.3016663438462503,-3.3354739363833374e-05,0.27900174795885263,0.0019246809996577192,-0.1715621915722835
187,0.022460961708280887,1.1617333434372148,0.009386869192205483,1.8291876509821174,0.025119500953609007,0.3764126642347132
188,-0.011805279061159392,-0.6105965760528305,0.018728496893013678,0.9154317394610649,0.021302023133798004,-0.12209409078367177
189,0.0022162962899293925,0.11463201497725331,0.005815582298213492,0.5683056906904557,0.008023448603966619,-0.3635544974313597
190,0.007368744442444328,0.38112865465146845,-0.0004962404858506134,0.31647563171212106,-0.002016166937132701,-1.2126736786347012
191,-0.008803519781471014,-0.4553385826740166,0.0032980519792115554,-0.1635265960234236,0.004375008402643779,0.9377188060847101
192,-0.023144529686279804,-1.1970890740983164,0.037930947425976365,1.8909610707662796,0.039362544664560704,-1.3308670520371808
193,-0.024568162149208123,-1.2707226665715061,0.016075693176548247,0.08869716731381926,0.0039097545983078005,-2.17368676045794
194,-0.0018190021992318187,-0.09408303767572589,-0.005607815948263373,-0.5326407423967445,-0.004100626950309522,1.2681410009560665
195,-0.009731240626436287,-0.5033224692500111,-0.03577201921079466,-3.307289108731727,-0.0594029166441787,-0.8653008330043486
196,-0.0005528269963346599,-0.028593502056389587,0.02712910797121845,2.1251326621586575,0.041408613765452074,0.6377977925724488
197,-0.015468992111093371,-0.8000923628394293,-0.011328911009320822,-1.645584647180564,-0.0270737862203286,-0.9790598274586005
198,0.013699020517461608,0.708545302479114,0.014705004876920811,1.8278980380028302,0.02552675336763036,-0.5004461002513922
199,-0.004823363097663534,-0.24947559284580673,0.006323952499003575,0.2686836731568324,0.007031994610330198,0.01550640768188803
200,0.009382364741195092,0.48527779449966657,-0.012712470363358118,-0.5552545544737644,-0.010567470879292069,0.9432932783300716
