t,filtered_r_n,filtered_std_r_n,lower_95_r_n,upper_95_r_n,filter_error_r_n,filtered_u,filtered_std_u,lower_95_u,upper_95_u,filter_error_u,filtered_nu,filtered_std_nu,lower_95_nu,upper_95_nu,filter_error_nu
10,-0.026672593003279295,0.0011257943562988947,-0.02887914994162513,-0.02446603606493346,0.00036150770785781106,0.011728443008622998,0.0007150903470662433,0.01032686592837316,0.013130020088872835,-0.0006225496145800744,0.0015926733148083772,0.0019347443994531734,-0.002199425708119843,0.005384772337736597,0.0024044385497382715
11,-0.01381365642795674,0.0011257943562988661,-0.016020213366302518,-0.011607099489610962,-0.0006744648844236572,-0.019979228756414922,0.0007150903470662143,-0.021380805836664702,-0.018577651676165142,0.0007042494096953927,-0.0007939275404330251,0.0019347443994529954,-0.004586026563360896,0.0029981714824948457,0.0007398538299985146
12,-0.004143627530968942,0.0011257943562988642,-0.006350184469314716,-0.0019370705926231684,0.0029955816215092284,-0.023591799323961864,0.0007150903470662123,-0.02499337640421164,-0.022190222243712088,-0.000358383409497693,-0.003919155361312385,0.001934744399452983,-0.007711254384240232,-0.00012705633838453823,0.0032521475313075235
13,-0.01973250117294483,0.001125794356298864,-0.021939058111290606,-0.017525944234599057,-0.001555534362296048,-0.014621954640083281,0.0007150903470662122,-0.016023531720333058,-0.013220377559833504,0.00010157093633952202,-0.003740153842003257,0.0019347443994529822,-0.007532252864931102,5.19451809245881e-05,-0.0011473550411618331
14,-0.007342242453636169,0.001125794356298864,-0.009548799391981942,-0.005135685515290396,0.0014646543639017448,-0.00853992768647705,0.0007150903470662122,-0.009941504766726825,-0.007138350606227274,-0.0005841686108403413,-0.003839179570739975,0.0019347443994529822,-0.00763127859366782,-4.7080547812129985e-05,0.0013599859691985836
15,-0.017890640381574487,0.001125794356298864,-0.02009719731992026,-0.015684083443228712,0.0005865382354716779,0.0009720180434109969,0.0007150903470662122,-0.0004295590368387789,0.0023735951236607726,0.0002570987161004592,-7.383824075923927e-05,0.0019347443994529822,-0.003865937263687084,0.003718260782168606,0.0003108559621062231
16,-0.014033341952428512,0.001125794356298864,-0.016239898890774287,-0.01182678501408274,-1.9975370000912054e-05,0.019207126598987607,0.0007150903470662122,0.01780554951873783,0.020608703679237384,-0.00021250410081981308,-0.001018945893148773,0.0019347443994529822,-0.004811044916076618,0.002773153129779072,0.0007871087902624817
17,-0.012212454541253644,0.001125794356298864,-0.014419011479599416,-0.010005897602907871,-0.0005526379187678152,0.011767101555233186,0.0007150903470662122,0.010365524474983411,0.013168678635482961,0.00030858898755535026,-0.0022607879347570584,0.0019347443994529822,-0.006052886957684904,0.0015313110881707867,-0.0007440743539260984
18,-0.023400891910698746,0.001125794356298864,-0.02560744884904452,-0.02119433497235297,-0.0004585177956839895,-0.00832783161083591,0.0007150903470662122,-0.009729408691085687,-0.006926254530586135,-0.00018517791305738308,-0.0001937761402101228,0.0019347443994529822,-0.003985875163137968,0.0035983228827177224,0.000513940046389599
19,-0.014384297894745858,0.001125794356298864,-0.016590854833091633,-0.012177740956400085,-0.0001327102200100374,0.013435804157908422,0.0007150903470662122,0.012034227077658645,0.014837381238158198,-0.0004387812411777922,0.0004233535020286068,0.0019347443994529822,-0.0033687455208992385,0.004215452524956452,0.0006568972234090259
20,-0.038057487614242214,0.001125794356298864,-0.04026404455258799,-0.03585093067589644,0.0011366600598591917,-0.008625874133471627,0.0007150903470662122,-0.010027451213721401,-0.007224297053221851,-0.0012533593553922685,-0.001803681690058239,0.0019347443994529822,-0.005595780712986084,0.001988417332869606,0.002502797939019481
21,-0.039835642318272343,0.001125794356298864,-0.04204219925661812,-0.03762908537992657,0.0011380135447308024,0.0005310596770987091,0.0007150903470662122,-0.0008705174031510667,0.0019326367573484849,-0.0004957260996562348,-0.0009113981746105072,0.0019347443994529822,-0.004703497197538352,0.002880700848317338,0.0005101306856265958
22,-0.028692604396622336,0.001125794356298864,-0.03089916133496811,-0.02648604745827656,0.0011884724241752638,-0.013690768655969118,0.0007150903470662122,-0.015092345736218895,-0.012289191575719342,0.00023716778027318107,0.0014260175640198802,0.0019347443994529822,-0.002366081458907965,0.005218116586947725,0.0030940287816058256
23,-0.023906944769087043,0.001125794356298864,-0.026113501707432818,-0.02170038783074127,0.00046381927314635,0.01381962206946839,0.0007150903470662122,0.012418044989218613,0.015221199149718166,-4.255748163272538e-05,0.0016575141714642325,0.0019347443994529822,-0.0021345848514636124,0.005449613194392078,-0.0008313674359811702
24,-0.02204411959281247,0.001125794356298864,-0.024250676531158245,-0.019837562654466696,-0.0006395282429647181,0.015576240365559638,0.0007150903470662122,0.014174663285309863,0.016977817445809413,-0.00011624112192914864,0.002537120924525677,0.0019347443994529822,-0.0012549780984021683,0.006329219947453522,0.0009780412515857846
