variant_name,scenario_name,scenario_label,policy_name,policy_label,training_seed,evaluation_seed,input_mode,include_distributional_state,mean_policy_loss,cumulative_policy_loss,mean_reference_loss,cumulative_reference_loss,mean_excess_loss,cumulative_excess_loss,mean_abs_rate_gap,policy_rate_rmse,policy_instrument_volatility,mean_state_rmse,distribution_state_rmse,regime_accuracy,stress_brier_score,unstable,impact_nominal_rate_pp,impact_inflation_pp,impact_output_gap_pct,impact_low_liquidity_gap_pp,impact_mean_mpc_gap_pp,peak_low_liquidity_gap,peak_mean_mpc_gap,peak_low_liquidity_gap_difference_vs_reference,peak_mean_mpc_gap_difference_vs_reference
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,700,raw_observations,1,2.243311193792133e-05,0.00134598671627528,2.7622337672054473e-05,0.0016573402603232684,-5.189225734133144e-06,-0.0003113535440479886,0.0007309128208022223,0.0007971542280298894,0.001567478881558855,0.0008598433000757614,0.000696075210390367,1.0,0.09824631453479947,0,-0.01937807763255578,-0.023519791633541766,-0.10215643292759186,-0.0054413993025247695,0.1468143378821827,0.0012731407634122604,0.007273169472744588,0.0002713029455720496,0.0011807326261630527
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,learning_policy,Learning-based policy,11,700,raw_observations,1,2.154606655452539e-05,0.0012927639932715233,2.243311193792133e-05,0.00134598671627528,-8.870453833959426e-07,-5.3222723003756555e-05,0.0007309030715235948,0.0008514278086015579,0.0013172234580585617,0.0008681597351966567,0.0006957697426385056,1.0,0.1096340595712675,0,-0.021555857407176835,-0.023519791633541766,-0.10215643292759186,-0.0054413993025247695,0.1468143378821827,0.0011088720720378359,0.006587700811958537,0.00029360545895689013,0.0012648061079707494
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,full_information_rule,Полная информация,-1,700,raw_observations,1,2.7622337672054473e-05,0.0016573402603232684,2.7622337672054473e-05,0.0016573402603232684,0.0,0.0,0.0,0.0,0.0017649642916708654,0.0008641007045788466,0.0007028619955321982,1.0,0.12283950136384526,0,-0.009445178238211562,-0.023519791633541766,-0.10215643292759186,-0.0054413993025247695,0.1468143378821827,0.0012480368336593565,0.007149846729724293,0.0,0.0
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,701,raw_observations,1,0.00016780888233680416,0.01006853294020825,0.0001256707001206676,0.007540242007240057,4.213818221613657e-05,0.0025282909329681943,0.0010315398461284966,0.0012889458840854519,0.0047345699830156525,0.0014179627257493268,0.0018443959467619243,0.5166666666666667,0.21511692919152364,0,0.020732965671114066,0.042632475409553144,0.2994669405207267,-0.01463410132443654,-0.08149330722347224,0.007465051821939974,0.015669990607319325,0.0016998747593141006,0.003263519735720697
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,learning_policy,Learning-based policy,11,701,raw_observations,1,0.0001199408479376681,0.007196450876260086,0.00016780888233680416,0.01006853294020825,-4.786803439913608e-05,-0.002872082063948165,0.0017804222717232256,0.002247793383185339,0.0033542251710761478,0.0014284472835726623,0.001842423909188366,0.5166666666666667,0.22610833664134022,0,0.014309829375934635,0.042632475409553144,0.2994669405207267,-0.01463410132443654,-0.08149330722347224,0.006757103513503914,0.014360891205490453,0.0029080074665034676,0.005500032885850409
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,full_information_rule,Полная информация,-1,701,raw_observations,1,0.0001256707001206676,0.007540242007240057,0.0001256707001206676,0.007540242007240057,0.0,0.0,0.0,0.0,0.003878640198404836,0.0014380008644889468,0.0018406898022623826,0.5666666666666667,0.20450198349763524,0,0.03556025842642712,0.042632475409553144,0.2994669405207267,-0.01463410132443654,-0.08149330722347224,0.006494822962916356,0.01614653351454981,0.0,0.0
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,702,raw_observations,1,0.00014698645055816716,0.00881918703349003,0.00011870340104918295,0.007122204062950977,2.8283049508984223e-05,0.0016969829705390533,0.0008062913385951761,0.0011201565582430522,0.0031038217831649327,0.001164761270266725,0.0012887809156639975,0.8833333333333333,0.1525637751445867,0,-0.01808378598359663,-0.007919021502653865,-0.09179416226890942,0.0014947714296663088,0.04718515918793991,0.005765371827101317,0.012254907294104066,0.0018077026996401093,0.003614809675032077
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,learning_policy,Learning-based policy,11,702,raw_observations,1,8.015713140056398e-05,0.004809427884033839,0.00014698645055816716,0.00881918703349003,-6.682931915760317e-05,-0.00400975914945619,0.001167827012937386,0.0018175600917143078,0.0018175441694401307,0.0011544045455769859,0.0012484718889392726,0.7833333333333333,0.18071944752655497,0,-0.020399004532354423,-0.007919021502653865,-0.09179416226890942,0.0014947714296663088,0.04718515918793991,0.003939174927718724,0.009354944615574613,0.002677776432921351,0.005000937860221932
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,full_information_rule,Полная информация,-1,702,raw_observations,1,0.00011870340104918295,0.007122204062950977,0.00011870340104918295,0.007122204062950977,0.0,0.0,0.0,0.0,0.002320003853292978,0.0011483894785043927,0.001251284656365772,0.9166666666666666,0.1521877051257586,0,-0.008396805683452434,-0.007919021502653865,-0.09179416226890942,0.0014947714296663088,0.04718515918793991,0.004966023738178382,0.01133549266170389,0.0,0.0
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,703,raw_observations,1,4.659477290408604e-05,0.002795686374245162,3.392239089827016e-05,0.0020353434538962095,1.267238200581588e-05,0.0007603429203489529,0.0028616515087928895,0.0033460693165625584,0.00249939425009139,0.0013897132840271194,0.001798089616278515,0.43333333333333335,0.29055231658090874,0,0.002250810933139391,-0.0007570773888424353,0.18228575133415484,0.004526077367278449,0.08901540660133997,0.004802877158876677,0.01211150173872556,0.003517285796750084,0.006627475182157138
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,learning_policy,Learning-based policy,11,703,raw_observations,1,3.593130507219668e-05,0.0021558783043318006,4.659477290408604e-05,0.002795686374245162,-1.0663467831889364e-05,-0.0006398080699133618,0.0016334732745884996,0.0020436311271868624,0.0017865369999177855,0.0014002766276128191,0.0017841734763840227,0.15,0.321523203590179,0,-0.0022168381136058344,-0.0007570773888424353,0.18228575133415484,0.004526077367278449,0.08901540660133997,0.003170682632784869,0.008366287615953254,0.002075067779792449,0.004159869626971498
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,full_information_rule,Полная информация,-1,703,raw_observations,1,3.392239089827016e-05,0.0020353434538962095,3.392239089827016e-05,0.0020353434538962095,0.0,0.0,0.0,0.0,0.0013492558349475097,0.0014194044278324255,0.0017665334123835611,0.4,0.30330800826274423,0,0.003115336139457613,-0.0007570773888424353,0.18228575133415484,0.004526077367278449,0.08901540660133997,0.00215492206234553,0.008349893442990135,0.0,0.0
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,classical_filtered_rule,Classical: normal-only filter + fixed rule,-1,704,raw_observations,1,8.853273637442568e-05,0.005311964182465541,0.00015717779730969303,0.009430667838581581,-6.864506093526732e-05,-0.00411870365611604,0.0016601149481105665,0.0021012915333727313,0.0020075459503685147,0.001270444791727788,0.000922340165752981,0.9333333333333333,0.13259575334586385,0,-0.015795499036240508,-0.03362088700830898,-0.18333539596600454,-0.0029233950525962226,0.18296223894709626,0.001737035766252322,0.008726394577112178,0.0008406404535436796,0.0037136873111807706
