variant_name,scenario_name,scenario_label,classical_mean_policy_loss,rl_mean_policy_loss,full_information_mean_policy_loss,delta_mean_policy_loss_rl_minus_classical,delta_cumulative_policy_loss_rl_minus_classical,classical_policy_rate_rmse,rl_policy_rate_rmse,classical_regime_accuracy,rl_regime_accuracy,classical_unstable,rl_unstable
thin_information_moderate_gap_rawobs,thin_information_moderate_gap,Фильтрация: инфляция и ставка × умеренный режимный разрыв,9.447119082228087e-05,5.95179384913839e-05,9.261932540997364e-05,-3.495325233089696e-05,-0.002097195139853818,0.0017307235040587368,0.0017369621096465335,0.7533333333333333,0.6833333333333333,0,0
