variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_rawobs,11,-0.0033442462302501717,-0.0033442462302501717,-0.004077420889207849,-0.004410874317719965,-0.004410874317719965,-0.006414230000968753
macro_core_strong_gap_rawobs,22,-0.003922294055208804,-0.005894508113257939,-0.008932879602732782,,,
