scenario,scenario_label,period,hidden_regime,full_information_rate,filtered_rate,rate_gap,abs_rate_gap,full_policy_loss,filtered_policy_loss,excess_loss,full_inflation_gap,filtered_inflation_gap,full_output_gap,filtered_output_gap,full_low_liquidity_gap,filtered_low_liquidity_gap,full_mean_mpc_gap,filtered_mean_mpc_gap,stress_probability
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",10,0,0.005691648374194292,0.00615750855738534,0.00046586018319104763,0.00046586018319104763,0.00025341407815225115,0.0002710536272674042,1.7639549115153045e-05,0.0027492078808374824,0.002826057549035237,0.02217435515029837,0.022936939598197596,-0.0017504245338867434,-0.0017395473135619092,-0.008858259604108156,-0.008951564499847065,0.9468530889603559
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",11,0,0.005752784232578194,0.006293517290005034,0.00054073305742684,0.00054073305742684,0.00022362752543713847,0.00025576882105752613,3.214129562038767e-05,0.002446446601651459,0.002597403741170582,0.02086347227010631,0.022316872090152408,-0.0016706341012374228,-0.0016750031242321255,-0.006892178593580181,-0.007040216793765065,0.04492726457935215
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",12,0,0.005553102682248385,0.0062684050924368614,0.0007153024101884762,0.0007153024101884762,0.0001817535016594099,0.00021831536863475059,3.65618669753407e-05,0.0019261221554316723,0.002118558448878542,0.018870164888823204,0.02067979918675772,-0.001605062333052671,-0.0016438654122565175,-0.004080387059605909,-0.0044531921757375035,0.009226328692424629
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",13,1,0.00565276634335268,0.006412294727883534,0.000759528384530854,0.000759528384530854,0.00017504753473595116,0.00022452640671043888,4.947887197448772e-05,0.00256285800620956,0.002854563425892667,0.018356404709729598,0.020802732471799725,-0.0025713664656470325,-0.002762639360133281,-0.008220361949875812,-0.008757401338547025,0.5279742318641764
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",14,1,0.00522957189198493,0.0059618003407151034,0.0007322284487301734,0.0007322284487301734,8.081812289137122e-05,0.00011823675620849313,3.741863331712192e-05,0.001863324237184382,0.0022084598622368902,0.012436815589314577,0.015056514469540302,-0.0034705127577219184,-0.0038065647981878428,-0.003494376687131704,-0.004324149253744018,0.2917716137543137
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",15,0,0.004757314622084782,0.005519874242612225,0.0007625596205274431,0.0007625596205274431,7.595430585535589e-05,0.00010979285316848952,3.383854731313363e-05,0.0015785065032217767,0.0018741269181503858,0.012120352447696707,0.014578802181890282,-0.0016895773370990599,-0.001935600817181186,-0.0038844814409519425,-0.004689338148618972,0.1787095836553972
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",16,0,0.003969500529609794,0.004810544117252505,0.000841043587642711,0.000841043587642711,2.995522541884601e-05,5.1771563571510426e-05,2.1816338152664414e-05,0.0009561479270188821,0.001232083130918911,0.007617082644725394,0.01002281170816636,-0.000955429285186752,-0.0011568415816995727,-0.0018434547540196345,-0.0025545706555457565,0.056351965239562415
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",17,0,0.0032550270238007623,0.004191725627041459,0.0009366986032406967,0.0009366986032406967,2.5835630766964423e-05,4.776717927902174e-05,2.193154851205732e-05,0.0005580541782631228,0.0008432049506237803,0.007141243964683231,0.009699179127542076,-0.0006128094088870701,-0.000785156428446403,0.0005635708274489527,-0.00010260202433385029,0.043373586119659024
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",18,0,0.002898294131940822,0.0038487443200292916,0.0009504501880884695,0.0009504501880884695,2.3630104051787307e-05,4.7422828150409266e-05,2.379272409862196e-05,0.0008654101917319325,0.0011764721781915611,0.006763845996772409,0.009595088280521705,-0.00032867423133143696,-0.0004884415341902804,-0.00291315703886315,-0.0036059564360119466,0.11530993420475792
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",19,0,0.002721032556830644,0.003703391561577528,0.0009823590047468838,0.0009823590047468838,2.761100563911489e-05,5.3907244022402326e-05,2.6296238383287435e-05,0.0010638735601988085,0.001384688146436666,0.007277033407058714,0.010196943305550016,-0.000507770410719018,-0.0006755639225210862,-0.004088791144161249,-0.004870116763816872,0.21427574424799387
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",20,0,0.002503042424295923,0.003402601807438548,0.0008995593831426251,0.0008995593831426251,7.039406093099727e-06,2.261205528493347e-05,1.5572649191833743e-05,0.001072755117640756,0.0014019297147597153,0.003431100862924659,0.006425282038322904,-0.0006003501050138438,-0.0007784873264523274,-0.005624571029616183,-0.006428201039153223,0.46094743038085717
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",21,0,0.001785253573025201,0.0026901429982609084,0.0009048894252357074,0.0009048894252357074,1.8433305003235449e-06,8.186936194461364e-07,-1.0246368808774085e-06,0.0003067142199158901,0.0006139074056702901,-0.001856607576131534,0.0009126132137664555,-0.0007089603317893717,-0.0009010151789025087,-0.0019946401180038252,-0.0028450625359799156,0.47451873265821576
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",22,0,0.0012646616907370021,0.001946240809627244,0.0006815791188902419,0.0006815791188902419,4.659583217864546e-06,3.2215512137009633e-07,-4.33742809649445e-06,0.00018674605010613328,0.0004854464100123758,-0.0030368267435726673,-0.00034300839949918103,-0.0003665833584062588,-0.0005569767894510896,-0.0023351121797648435,-0.003108425613139134,0.45885883705154273
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",23,0,0.0011094808573501773,0.00160939836204998,0.0004999175046998027,0.0004999175046998027,2.433550230716032e-07,3.743792988839272e-06,3.500437965767669e-06,0.0003074738374779581,0.0005433969922345874,0.0005433429999284981,0.0026240577569654156,-0.00032276440673807417,-0.000518977470946262,-0.001811767653422552,-0.0026136914821376298,0.4291497402218297
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",24,0,0.0012544965825108238,0.0016583580804457546,0.00040386149793493085,0.00040386149793493085,9.118508617231056e-06,1.629467512330771e-05,7.1761665060766525e-06,0.0006653994346085799,0.0008310615487689057,0.0041652612719075485,0.005586392748950662,-0.00016789331039907795,-0.00035307022993517033,-0.003345282065457346,-0.003977160721126246,0.41581248662026576
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",25,0,0.0015442251455796037,0.0017752920661906,0.00023106692061099633,0.00023106692061099633,1.7157314224309738e-05,2.37261123676564e-05,6.568798143346664e-06,0.0007440486725144848,0.0008638000799370583,0.005761858843329343,0.006779274018905863,-0.00031976673099241013,-0.0004685192002776606,-0.0022313015853154487,-0.002661480485216543,0.40527950156886267
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",26,0,0.0017167538499173584,0.0018088840610223718,9.213021110501341e-05,9.213021110501341e-05,1.0551448103554979e-05,1.3054309827839993e-05,2.5028617242850146e-06,0.0008065753611830231,0.0008706304170193026,0.00444958334737005,0.004959083803223121,-0.0004902769314125756,-0.000606625561581853,-0.0035764829786081318,-0.00390664637949179,0.5523238986025912
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",27,0,0.0019472442332988137,0.0018697582000825818,-7.748603321623194e-05,7.748603321623194e-05,1.79687267755364e-05,1.833989430344317e-05,3.711675279067695e-07,0.0009415210856379252,0.0009555048040400208,0.00584458869895804,0.005903680138669319,-0.00044489746557768375,-0.0005294155973033894,-0.003504995193266419,-0.003687210725956915,0.5927518511886947
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",28,0,0.0018859713377431904,0.0016716525139906795,-0.00021431882375251088,0.00021431882375251088,9.1332596049349e-06,7.3332154340331844e-06,-1.8000441709017162e-06,0.000768130949257613,0.0007268258410067184,0.004133532806532691,0.003688625038611261,-0.000646258265851558,-0.0007006088108450967,-0.002801556682420988,-0.0028640775889721337,0.4795400339407211
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",29,0,0.0015390295410054426,0.001454764206859715,-8.426533414572761e-05,8.426533414572761e-05,3.830915361933608e-06,1.7780536457412759e-06,-2.0528617161923323e-06,0.0004345326089711559,0.00034507340361769595,0.0026966936582259945,0.001820234031639046,-0.0005564122307362693,-0.0005784162332757614,-0.0009538742765806216,-0.0008694985136569509,0.4983918072298402
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",30,0,0.0013158297691556128,0.0012583076417935217,-5.75221273620911e-05,5.75221273620911e-05,6.097828396996131e-06,4.239496981322647e-06,-1.8583314156734833e-06,0.0003901582992460368,0.0003270851526177304,0.003447640930148579,0.0028742242519197428,-0.00032439728266254786,-0.0002980945502061925,-0.0008545901634141656,-0.0005877420155509405,0.45122289791290404
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",31,1,0.0014502829109288404,0.0013129619859943865,-0.00013732092493445392,0.00013732092493445392,1.271881879383483e-05,1.132364147198803e-05,-1.3951773218467992e-06,0.000652565152092368,0.0006047449584973734,0.0049582403398267935,0.004681404843055776,-0.000438208581590652,-0.00035011861054790223,-0.0018925158053360034,-0.001682193649296599,0.46651381966811134
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",32,1,0.0015670671418548015,0.0014390496076227609,-0.00012801753423204057,0.00012801753423204057,2.5932457586571487e-05,2.2795872689218735e-05,-3.1365848973527514e-06,0.0005742040380460232,0.0005166838268149186,0.007155706168007946,0.006712393851363347,-0.0007433751309407668,-0.000674272969119649,0.001582185792070283,0.0016731996756716152,0.3036742901061117
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",33,1,0.0020719333931496792,0.0019042914090681823,-0.0001676419840814969,0.0001676419840814969,6.062078036603107e-05,5.585937741214061e-05,-4.76140295389046e-06,0.0011722558580554933,0.0011115406132836201,0.010884287029723244,0.010451127439704395,-0.0007438522184039934,-0.0006685864015591877,-0.0029761286118084366,-0.0028146138640295555,0.30440023633750213
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",34,1,0.002646131141012754,0.0024306540020615,-0.0002154771389512541,0.0002154771389512541,8.061500289678066e-05,7.378960326872891e-05,-6.82539962805175e-06,0.001662291283046636,0.0015910040300396093,0.012476802910554072,0.011936871999494801,-0.0014487847697990167,-0.0013709707084216976,-0.00492390401936708,-0.004775901841092729,0.529606226373991
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",35,1,0.00288475627806419,0.0027069485371917766,-0.00017780774087241364,0.00017780774087241364,5.419135136069331e-05,4.692661145956409e-05,-7.26473990112922e-06,0.0014519506372371596,0.001361138465956544,0.010205914325519127,0.009494218936021058,-0.0021402668332253442,-0.002053881245262751,-0.003511659525564416,-0.003333209358156522,0.8033138411621903
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",36,1,0.003148668015527093,0.002840188107080232,-0.0003084799084468611,0.0003084799084468611,5.881917428404529e-05,5.256233950154249e-05,-6.256834782502803e-06,0.0014167490654710762,0.0013303862374016713,0.010659128848013198,0.010078841632025529,-0.001751044211425443,-0.0016346453777547664,-0.003976589218413156,-0.0037115278817301004,0.5845425283405102
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",37,1,0.003430352334029196,0.0031133785718967886,-0.00031697376213240744,0.00031697376213240744,6.9447251268064e-05,5.8264224286687885e-05,-1.1183026981376116e-05,0.0016413480402933402,0.001521328009714371,0.011554156012095796,0.010577906571911388,-0.0018785727094599595,-0.001772147566574789,-0.004423498726616765,-0.0042452449266659675,0.7984019345500736
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",38,1,0.003536763556493136,0.0031955679534103358,-0.00034119560308280015,0.00034119560308280015,5.221853000390878e-05,4.1684454775715875e-05,-1.0534075228192908e-05,0.0015967772523018597,0.0014551204848827803,0.00996677141736749,0.00889570024174249,-0.002051589873337852,-0.0019083803798217943,-0.003328339966078986,-0.002991858675749751,0.7921654396207075
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",39,1,0.003437406686850832,0.0031362325272851783,-0.00030117415956565363,0.00030117415956565363,4.231542141820867e-05,3.256660142667108e-05,-9.74881999153759e-06,0.0013997517948739812,0.001246959510465303,0.008983943760017477,0.007875470445794529,-0.0018467338731747742,-0.0016687269839968264,-0.004927840655372489,-0.004548638250176392,0.8248483214430732
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",40,1,0.0031833835439833724,0.002896030013384436,-0.0002873535305989365,0.0002873535305989365,3.3297871410225435e-05,2.6114194589096885e-05,-7.18367682112855e-06,0.0011055087481504258,0.0009660844353179667,0.0080090568021625,0.007096194838157847,-0.001819017880434682,-0.0016145419565865673,-0.0033166906808191486,-0.002896035950083923,0.6119773785589667
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",41,1,0.003162339567702199,0.002804539110118378,-0.0003578004575838212,0.0003578004575838212,5.051120532439495e-05,4.284161937153093e-05,-7.66958595286402e-06,0.0012964737049575158,0.0011744967197496706,0.00988234173810052,0.009106235039527497,-0.0015115308697853506,-0.0013142738941928258,-0.003261069007073059,-0.0029054553268632027,0.4588741538343522
