scenario,scenario_label,period,hidden_regime,policy_name,policy_label,filtered_rstar_gap,true_rstar_gap,filtered_productivity_gap,true_productivity_gap,filtered_fiscal_gap,true_fiscal_gap,filtered_inflation_gap,true_inflation_gap,filtered_output_gap,true_output_gap,filtered_low_liquidity_gap,true_low_liquidity_gap,filtered_mean_mpc_gap,true_mean_mpc_gap,p_normal,p_stress,policy_rate
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",10,0,classical_filtered_rule,Classical: switching filter + fixed rule,7.708307423425842e-05,-0.00047194432229613473,-0.0005320828522612602,-0.0008728396768844365,-6.6797337814073e-05,0.0006722792211677818,0.0030395615632369775,0.002826057549035237,0.022537299050434004,0.022936939598197596,-0.0035723979971125,-0.0017395473135619092,-0.008150095640352703,-0.008951564499847065,0.05314691103964411,0.9468530889603559,0.00615750855738534
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",11,0,classical_filtered_rule,Classical: switching filter + fixed rule,5.9598157792680046e-05,-0.00038216936743317673,-0.00040211029060762836,-0.0010243837262679395,-3.894746659620623e-05,0.0012505360604168352,0.0024773472835203365,0.002597403741170582,0.022682015331022407,0.022316872090152408,-0.0022277059122372623,-0.0016750031242321255,-0.005289512978049237,-0.007040216793765065,0.9550727354206479,0.04492726457935215,0.006293517290005034
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",12,0,classical_filtered_rule,Classical: switching filter + fixed rule,2.6912526917861407e-05,-0.00016077477943824661,-0.00010384029969469062,-0.0005516999244142753,1.5216139982373164e-05,0.0008995098665749229,0.002360690666440575,0.002118558448878542,0.02113489150559254,0.02067979918675772,-0.0016716812524783064,-0.0016438654122565175,-0.00603087157417184,-0.0044531921757375035,0.9907736713075754,0.009226328692424629,0.0062684050924368614
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",13,1,classical_filtered_rule,Classical: switching filter + fixed rule,2.815792645147414e-05,-0.00025352271210117545,-5.992997836298558e-05,-0.0002734249474816127,1.1633384691037768e-05,7.06774208686958e-05,0.002776090483339383,0.002854563425892667,0.020445948473055094,0.020802732471799725,-0.002370833735418984,-0.002762639360133281,-0.008519396858992698,-0.008757401338547025,0.47202576813582375,0.5279742318641764,0.006412294727883534
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",14,1,classical_filtered_rule,Classical: switching filter + fixed rule,-1.0947674917101336e-05,-0.00010747013231404819,0.0003025827688580373,3.720427202224676e-05,7.662125195731133e-05,0.0006707804759654079,0.0020689742410069543,0.0022084598622368902,0.014545064672496829,0.015056514469540302,-0.0023244074234057424,-0.0038065647981878428,-0.0059122244557408355,-0.004324149253744018,0.7082283862456863,0.2917716137543137,0.0059618003407151034
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",15,0,classical_filtered_rule,Classical: switching filter + fixed rule,6.214736340819154e-06,-0.00022742281847698396,0.00011375589175072118,0.0003741333782683849,2.8077788845621714e-05,0.0006137738319837405,0.00179882583542467,0.0018741269181503858,0.014274078860488138,0.014578802181890282,-0.0017536325535115705,-0.001935600817181186,-0.004789787288373054,-0.004689338148618972,0.8212904163446029,0.1787095836553972,0.005519874242612225
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",16,0,classical_filtered_rule,Classical: switching filter + fixed rule,-2.4381265715087448e-05,-0.0002550895739508398,0.00037427472137589604,0.0008735225970004749,7.61155200785082e-05,0.0005740518200062657,0.0012750837268670895,0.001232083130918911,0.010137569334620903,0.01002281170816636,-0.0013198250568925483,-0.0011568415816995727,-0.0031959203148331857,-0.0025545706555457565,0.9436480347604376,0.056351965239562415,0.004810544117252505
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",17,0,classical_filtered_rule,Classical: switching filter + fixed rule,-2.2972847310006883e-05,-0.00014181458606706677,0.0003113824501941106,0.0009560709912777559,5.628600612193699e-05,0.00039293835650735425,0.001070292132450541,0.0008432049506237803,0.009322803721465708,0.009699179127542076,-0.0009550800219935843,-0.000785156428446403,-0.002384081805462476,-0.00010260202433385029,0.9566264138803411,0.043373586119659024,0.004191725627041459
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",18,0,classical_filtered_rule,Classical: switching filter + fixed rule,-6.999371794670868e-06,-7.767865292682151e-05,0.00017236236854829547,0.0008270197505862104,2.227496973263665e-05,-0.00021582865265722958,0.00123013412129217,0.0011764721781915611,0.00968202234819187,0.009595088280521705,-0.0008096014350375382,-0.0004884415341902804,-0.0036683941955676317,-0.0036059564360119466,0.884690065795242,0.11530993420475792,0.0038487443200292916
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",19,0,classical_filtered_rule,Classical: switching filter + fixed rule,1.4986763162082225e-05,-0.00019801730127365726,-2.3889416365322063e-05,0.0002958166088944839,-1.832988744177425e-05,0.0004028446087247225,0.0013584563169743273,0.001384688146436666,0.01049251109253205,0.010196943305550016,-0.0009467299635715469,-0.0006755639225210862,-0.004182028296718441,-0.004870116763816872,0.7857242557520062,0.21427574424799387,0.003703391561577528
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",20,0,classical_filtered_rule,Classical: switching filter + fixed rule,-1.0207635249221236e-05,-4.36215026118089e-05,0.00023699880633353148,-1.2491113407020373e-05,3.512034203042417e-05,0.0010063042563501013,0.001229159650502046,0.0014019297147597153,0.0069378176582166485,0.006425282038322904,-0.0013314053271699059,-0.0007784873264523274,-0.004349100364213883,-0.006428201039153223,0.5390525696191428,0.46094743038085717,0.003402601807438548
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",21,0,classical_filtered_rule,Classical: switching filter + fixed rule,-4.345691462725204e-05,-0.00011758246279721074,0.0005317562282723484,-0.0006769864256710182,9.1976650635453e-05,0.000880397759531743,0.0005932634602661294,0.0006139074056702901,0.0014504066752624558,0.0009126132137664555,-0.0012857468423619581,-0.0009010151789025087,-0.0021051328928044797,-0.0028450625359799156,0.5254812673417844,0.47451873265821576,0.0026901429982609084
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",22,0,classical_filtered_rule,Classical: switching filter + fixed rule,-4.435756494486291e-05,0.00014943156651858855,0.0005261040026010854,-0.00035236866627336394,8.28589057146874e-05,-2.939056680393475e-05,0.00024291395350482342,0.0004854464100123758,-0.0008763546333094217,-0.00034300839949918103,-0.0007609093798447931,-0.0005569767894510896,-0.001069318563099793,-0.003108425613139134,0.5411411629484573,0.45885883705154273,0.001946240809627244
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",23,0,classical_filtered_rule,Classical: switching filter + fixed rule,9.281084442885877e-06,0.0002182636149062535,3.092244629746767e-05,-0.0005313781659136002,-2.1764035047200267e-05,0.0003138949538202612,0.00039443356431727837,0.0005433969922345874,0.001780009760940489,0.0026240577569654156,-0.0003243471540328235,-0.000518977470946262,-0.0018150140522869666,-0.0026136914821376298,0.5708502597781703,0.4291497402218297,0.00160939836204998
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",24,0,classical_filtered_rule,Classical: switching filter + fixed rule,5.805748292182484e-05,7.410979698435215e-05,-0.0004231884503689494,-0.00021492714501790606,-0.00010496932106326882,0.00010400906737643948,0.0006692424578295542,0.0008310615487689057,0.005685410029624584,0.005586392748950662,-0.00032929779460204745,-0.00035307022993517033,-0.002246121593675611,-0.003977160721126246,0.5841875133797342,0.41581248662026576,0.0016583580804457546
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",25,0,classical_filtered_rule,Classical: switching filter + fixed rule,5.882697183019814e-05,0.0003839530952188621,-0.000415858346864557,0.000632791897094641,-8.935788183895356e-05,0.0002314147938223808,0.0007885596608423668,0.0008638000799370583,0.006451772558678596,0.006779274018905863,-0.0005735665933963509,-0.0004685192002776606,-0.0025421423472229464,-0.002661480485216543,0.5947204984311373,0.40527950156886267,0.0017752920661906
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",26,0,classical_filtered_rule,Classical: switching filter + fixed rule,4.227171138886315e-05,0.0003532598665096621,-0.00021825528591365185,0.0011204323315332056,-4.28510151580807e-05,0.0001743673878446681,0.0008357760677669353,0.0008706304170193026,0.0047306365540579175,0.004959083803223121,-0.0008488302358913243,-0.000606625561581853,-0.0034751051589110137,-0.00390664637949179,0.44767610139740877,0.5523238986025912,0.0018088840610223718
macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",27,0,classical_filtered_rule,Classical: switching filter + fixed rule,5.513018456402277e-05,0.00034219991202890016,-0.0003295351414413078,0.001985908888420944,-6.236291043425408e-05,-0.0005416097748082263,0.0008499294318554951,0.0009555048040400208,0.005454188204339786,0.005903680138669319,-0.0009048407093544574,-0.0005294155973033894,-0.0030819185397957007,-0.003687210725956915,0.4072481488113053,0.5927518511886947,0.0018697582000825818
