variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_raw_observations,11,-0.001214169803265945,-0.0032796445204988666,-0.002298175447940477,-0.001214169803265945,-0.001214169803265945,-0.0017785371731845493
