label,training_seed,iteration,mean_episode_return,std_episode_return,best_return_so_far,validation_return,best_validation_return,critic_loss,mean_ratio,clip_fraction,mean_log_prob,mean_action_std,mean_entropy,num_steps
thin_information_moderate_gap_raw_observations,11,0,-0.004183740386568711,0.002765959002922684,-0.004183740386568711,-0.0029544069553497036,-0.0029544069553497036,1.6385527843520432e-05,0.9908608545997595,0.0125,7.543175989682003,0.0001484990328667398,-7.395993579219942,720.0
thin_information_moderate_gap_raw_observations,11,1,-0.0038206230507610525,0.0024323485909267745,-0.0038206230507610525,-0.004880323902403232,-0.0029544069553497036,5.18431602654869e-06,1.0047478825791873,0.0125,7.4442649833050085,0.0001476792339850352,-7.401529441010419,720.0
thin_information_moderate_gap_raw_observations,11,2,-0.0034526107515413843,0.003948135854827529,-0.0034526107515413843,-0.0018961939864119883,-0.0018961939864119883,7.215963924365389e-07,1.004603451405567,0.0,7.348698542666957,0.00014853382593824654,-7.39575930835977,720.0
thin_information_moderate_gap_raw_observations,11,3,-0.0036675654180290938,0.0016094359992997063,-0.0034526107515413843,-0.005026388571765827,-0.0018961939864119883,4.4286096509187506e-07,1.0047324894383631,0.0,7.289431602728255,0.00014847798160678034,-7.396135349518444,720.0
thin_information_moderate_gap_raw_observations,11,4,-0.005192605069125228,0.0037681166920736455,-0.0034526107515413843,-0.003685615927679225,-0.0018961939864119883,4.403052545328047e-07,0.9884227305039621,0.025,7.4471936353344885,0.00014734873762737964,-7.403769882783417,720.0
thin_information_moderate_gap_raw_observations,11,5,-0.0033947739281541874,0.0018833274354095953,-0.0033947739281541874,-0.0029039009493708003,-0.0018961939864119883,4.67275811854119e-07,0.979767104308533,0.0125,7.332068889890867,0.00014678785728440303,-7.40758362804665,720.0
thin_information_moderate_gap_raw_observations,11,6,-0.004887509997177424,0.004514481150090069,-0.0033947739281541874,-0.003727401969842925,-0.0018961939864119883,9.119384303513756e-07,1.007738714245106,0.0125,7.417303162542081,0.00014617102963485212,-7.411794652791727,720.0
thin_information_moderate_gap_raw_observations,11,7,-0.005123183331265058,0.003964412270602109,-0.0033947739281541874,-0.003783940976994333,-0.0018961939864119883,1.0093172017006524e-06,0.9846479501377772,0.075,7.291250157368263,0.0001451140061653848,-7.419052341854732,720.0
thin_information_moderate_gap_raw_observations,11,8,-0.005215224218020613,0.0023462506253828213,-0.0033947739281541874,-0.006529632096597677,-0.0018961939864119883,1.3767395631491525e-06,1.0066155963175532,0.025,7.284176476406219,0.00014333823440382444,-7.431364911809636,720.0
thin_information_moderate_gap_raw_observations,11,9,-0.003937049925560276,0.0024015358425859253,-0.0033947739281541874,-0.00618029272300139,-0.0018961939864119883,6.492131336173198e-07,0.9998808433771007,0.0125,7.545714577199652,0.00014334411869981568,-7.431323860828099,720.0
thin_information_moderate_gap_raw_observations,11,10,-0.004190912329065928,0.0027062391454483036,-0.0033947739281541874,-0.005101775771805099,-0.0018961939864119883,8.206341001763292e-07,0.9881223480367479,0.0125,7.452319606274903,0.00014306341776914954,-7.433284011905142,720.0
thin_information_moderate_gap_raw_observations,11,11,-0.004681791153394063,0.0034407469581041674,-0.0033947739281541874,-0.004045341891869406,-0.0018961939864119883,1.2040061704599871e-06,0.9847888373633904,0.025,6.938273706988442,0.00014223225108946164,-7.439110732195479,720.0
thin_information_moderate_gap_raw_observations,11,12,-0.005294779029003264,0.004082009013612164,-0.0033947739281541874,-0.0040990805750152955,-0.0018961939864119883,1.5960899482637745e-06,0.9973356146044388,0.0,7.53854944491855,0.00014079363724851316,-7.449276772053112,720.0
thin_information_moderate_gap_raw_observations,11,13,-0.004610581827296941,0.002484879928023604,-0.0033947739281541874,-0.004237574871971425,-0.0018961939864119883,1.2932299511684034e-06,1.0029804466612728,0.0375,7.381964211913077,0.00013911383644173327,-7.461279459592857,720.0
thin_information_moderate_gap_raw_observations,11,14,-0.0047453271328631455,0.0026091632360933648,-0.0033947739281541874,-0.004872185484571981,-0.0018961939864119883,8.555440159311581e-07,1.0068300121347167,0.0125,7.521173157403337,0.00013812129712808914,-7.4684397609693605,720.0
thin_information_moderate_gap_raw_observations,11,15,-0.0057038048015732425,0.003777520168824432,-0.0033947739281541874,-0.005281139994465818,-0.0018961939864119883,1.4862503295601153e-06,0.9997627287314661,0.0,7.52338437548391,0.00013807907295380702,-7.46874551128098,720.0
thin_information_moderate_gap_raw_observations,11,16,-0.005839019218168891,0.004512526960251739,-0.0033947739281541874,-0.0025663718623436405,-0.0018961939864119883,2.0813056796122797e-06,1.0062735646158494,0.0375,7.471318295574375,0.00013813650819747794,-7.468329638691467,720.0
thin_information_moderate_gap_raw_observations,11,17,-0.004001297244974274,0.0022274067371950115,-0.0033947739281541874,-0.0039675593360152936,-0.0018961939864119883,1.1460057557164212e-06,1.0072403123092855,0.025,7.3296538309607,0.00013673403103091453,-7.4785343651872775,720.0
thin_information_moderate_gap_raw_observations,11,18,-0.0035040035513563745,0.0011381730395758254,-0.0033947739281541874,-0.0035369526403371985,-0.0018961939864119883,8.999525091023004e-07,0.9874344071982482,0.0125,7.3813500021642025,0.00013681411274369705,-7.4779488615610035,720.0
thin_information_moderate_gap_raw_observations,11,19,-0.003163534676916437,0.0021013138464280267,-0.003163534676916437,-0.005855266037094552,-0.0018961939864119883,7.681307832731733e-07,1.0029936030603213,0.0,7.471707730002751,0.0001372562223848837,-7.474722609260027,720.0
thin_information_moderate_gap_raw_observations,11,20,-0.004742509117414538,0.0036488091675232117,-0.003163534676916437,-0.007540812540503341,-0.0018961939864119883,1.088912661074067e-06,0.9941220049848006,0.05,7.406356900749861,0.0001365459910510588,-7.479910536106027,720.0
thin_information_moderate_gap_raw_observations,11,21,-0.00540633630893439,0.0026782962572933036,-0.003163534676916437,-0.005186949743989195,-0.0018961939864119883,8.301838025222889e-07,1.0144109868646274,0.05,7.334567523653109,0.00013663080252794262,-7.479289608694899,720.0
thin_information_moderate_gap_raw_observations,11,22,-0.0041015432870864345,0.0023908902763213904,-0.003163534676916437,-0.005173639776689902,-0.0018961939864119883,8.410836347634559e-07,1.0044367422482356,0.0625,7.445419557728894,0.000135936208358105,-7.484386305255219,720.0
thin_information_moderate_gap_raw_observations,11,23,-0.0048084582735674715,0.004141268814718605,-0.003163534676916437,-0.0031686118459622018,-0.0018961939864119883,1.2689645180356697e-06,0.9836834215812583,0.0,7.538102010976277,0.0001343797389820969,-7.495902359656023,720.0
thin_information_moderate_gap_raw_observations,11,24,-0.005221199338882608,0.003639043260725599,-0.003163534676916437,-0.004930265122825201,-0.0018961939864119883,1.0972156297991374e-06,0.9997877173913139,0.0,7.5534195878216455,0.0001342226267636592,-7.497072209637944,720.0
thin_information_moderate_gap_raw_observations,11,25,-0.004546079195982062,0.0027203001504273686,-0.003163534676916437,-0.007809683589378586,-0.0018961939864119883,7.408079827403569e-07,1.002613920245382,0.025,7.302164194267698,0.00013313021599966845,-7.505244307845311,720.0
thin_information_moderate_gap_raw_observations,11,26,-0.005042067915479766,0.003051054301959741,-0.003163534676916437,-0.008929719892262166,-0.0018961939864119883,1.2899041008827942e-06,0.9839557509691609,0.025,7.510886100826099,0.0001318061022108393,-7.515240104742935,720.0
thin_information_moderate_gap_raw_observations,11,27,-0.003594769875877221,0.0022128281895737274,-0.003163534676916437,-0.00618619469939415,-0.0018961939864119883,5.555783119048076e-07,0.9848182092196491,0.0375,7.5131863012886155,0.00013138165102800353,-7.518465570560386,720.0
