variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_rawobs,11,-0.003952596328498516,-0.006878010041069626,-0.005826573377227551,-0.004382371519571525,-0.004382371519571525,-0.005884964260994794
macro_core_strong_gap_rawobs,22,-0.0035808070134551646,-0.008191661447276897,-0.005314331620097373,,,
