variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_strong_gap_rawobs,11,-0.0016951721444381147,-0.004653255620579256,-0.0030171194768543134,-0.004653255620579256,-0.004653255620579256,-0.0030171194768543134
macro_core_strong_gap_rawobs,22,-0.00437975152645501,-0.011696838927728015,-0.00916082030098083,,,
