scenario,scenario_label,period,group,variable,value
baseline,Базовое правило,0,liquid_q1,consumption,-0.2866251573859517
baseline,Базовое правило,1,liquid_q1,consumption,-0.20432325307695448
baseline,Базовое правило,2,liquid_q1,consumption,-0.05785040477833365
baseline,Базовое правило,3,liquid_q1,consumption,0.023983991214347678
baseline,Базовое правило,4,liquid_q1,consumption,0.06865520519976587
baseline,Базовое правило,5,liquid_q1,consumption,0.09180735302897818
baseline,Базовое правило,6,liquid_q1,consumption,0.10242737371877222
baseline,Базовое правило,7,liquid_q1,consumption,0.10578425446529507
baseline,Базовое правило,8,liquid_q1,consumption,0.10502188366839689
baseline,Базовое правило,9,liquid_q1,consumption,0.10204028685685752
baseline,Базовое правило,10,liquid_q1,consumption,0.09797886864352551
baseline,Базовое правило,11,liquid_q1,consumption,0.0934950913086993
baseline,Базовое правило,12,liquid_q1,consumption,0.08894139498092055
baseline,Базовое правило,13,liquid_q1,consumption,0.084485140020471
baseline,Базовое правило,14,liquid_q1,consumption,0.08018996300257242
baseline,Базовое правило,15,liquid_q1,consumption,0.07606823181107593
baseline,Базовое правило,16,liquid_q1,consumption,0.07211208873884999
baseline,Базовое правило,17,liquid_q1,consumption,0.06830967728899905
baseline,Базовое правило,18,liquid_q1,consumption,0.06465203791056381
baseline,Базовое правило,19,liquid_q1,consumption,0.06113478368970354
baseline,Базовое правило,20,liquid_q1,consumption,0.05775731649697169
baseline,Базовое правило,21,liquid_q1,consumption,0.05452123389374229
baseline,Базовое правило,22,liquid_q1,consumption,0.051428781874028794
baseline,Базовое правило,23,liquid_q1,consumption,0.04848170377933374
baseline,Базовое правило,24,liquid_q1,consumption,0.045680553301515076
baseline,Базовое правило,25,liquid_q1,consumption,0.043024405915237166
baseline,Базовое правило,26,liquid_q1,consumption,0.040510857908778654
baseline,Базовое правило,27,liquid_q1,consumption,0.03813620324475825
baseline,Базовое правило,28,liquid_q1,consumption,0.035895699118072416
baseline,Базовое правило,29,liquid_q1,consumption,0.03378385674437129
baseline,Базовое правило,30,liquid_q1,consumption,0.03179471729258189
baseline,Базовое правило,31,liquid_q1,consumption,0.029922091316051114
baseline,Базовое правило,32,liquid_q1,consumption,0.02815975320098339
baseline,Базовое правило,33,liquid_q1,consumption,0.02650159035305041
baseline,Базовое правило,34,liquid_q1,consumption,0.024941711548608612
baseline,Базовое правило,35,liquid_q1,consumption,0.023474520590785745
baseline,Базовое правило,36,liquid_q1,consumption,0.022094761270917352
baseline,Базовое правило,37,liquid_q1,consumption,0.020797538066757597
baseline,Базовое правило,38,liquid_q1,consumption,0.019578314455532955
baseline,Базовое правило,39,liquid_q1,consumption,0.018432887329112736
baseline,Базовое правило,40,liquid_q1,consumption,0.01735733207335711
baseline,Базовое правило,41,liquid_q1,consumption,0.016347907992666853
baseline,Базовое правило,42,liquid_q1,consumption,0.01540090876475795
baseline,Базовое правило,43,liquid_q1,consumption,0.014512437034307246
baseline,Базовое правило,44,liquid_q1,consumption,0.013678077520306604
baseline,Базовое правило,45,liquid_q1,consumption,0.012892439808673037
baseline,Базовое правило,46,liquid_q1,consumption,0.012148543109758573
baseline,Базовое правило,47,liquid_q1,consumption,0.011437023760594928
baseline,Базовое правило,48,liquid_q1,consumption,0.010745167670259249
baseline,Базовое правило,49,liquid_q1,consumption,0.010055811288372562
baseline,Базовое правило,50,liquid_q1,consumption,0.009346225769382915
baseline,Базовое правило,51,liquid_q1,consumption,0.008587211729816047
baseline,Базовое правило,52,liquid_q1,consumption,0.007742799017591984
baseline,Базовое правило,53,liquid_q1,consumption,0.006771179781545174
baseline,Базовое правило,54,liquid_q1,consumption,0.0056278088259183
baseline,Базовое правило,55,liquid_q1,consumption,0.004271973324956185
baseline,Базовое правило,56,liquid_q1,consumption,0.0026785226849377146
baseline,Базовое правило,57,liquid_q1,consumption,0.0008567646685152014
baseline,Базовое правило,58,liquid_q1,consumption,-0.0011213950758821043
baseline,Базовое правило,59,liquid_q1,consumption,-0.0030824164381020756
baseline,Базовое правило,0,liquid_q2,consumption,-0.32558600020608236
baseline,Базовое правило,1,liquid_q2,consumption,0.009458478014522282
baseline,Базовое правило,2,liquid_q2,consumption,0.4966831781607866
baseline,Базовое правило,3,liquid_q2,consumption,0.6772640945317602
baseline,Базовое правило,4,liquid_q2,consumption,0.7077378415416476
baseline,Базовое правило,5,liquid_q2,consumption,0.669669595286593
baseline,Базовое правило,6,liquid_q2,consumption,0.6043205775507156
baseline,Базовое правило,7,liquid_q2,consumption,0.5321389840743181
baseline,Базовое правило,8,liquid_q2,consumption,0.46283105417636705
baseline,Базовое правило,9,liquid_q2,consumption,0.4005428305081945
baseline,Базовое правило,10,liquid_q2,consumption,0.346547281832059
baseline,Базовое правило,11,liquid_q2,consumption,0.30067204969301914
baseline,Базовое правило,12,liquid_q2,consumption,0.26208142973004156
baseline,Базовое правило,13,liquid_q2,consumption,0.22971020048908333
baseline,Базовое правило,14,liquid_q2,consumption,0.20249649342729875
baseline,Базовое правило,15,liquid_q2,consumption,0.17949347165867247
baseline,Базовое правило,16,liquid_q2,consumption,0.15990880318931747
baseline,Базовое правило,17,liquid_q2,consumption,0.14310424362012525
baseline,Базовое правило,18,liquid_q2,consumption,0.12857639770554322
baseline,Базовое правило,19,liquid_q2,consumption,0.11593142893736444
baseline,Базовое правило,20,liquid_q2,consumption,0.10486056331934103
baseline,Базовое правило,21,liquid_q2,consumption,0.095119370584376
baseline,Базовое правило,22,liquid_q2,consumption,0.08651156506800951
baseline,Базовое правило,23,liquid_q2,consumption,0.07887695589568534
baseline,Базовое правило,24,liquid_q2,consumption,0.0720827561806173
baseline,Базовое правило,25,liquid_q2,consumption,0.06601741155723945
baseline,Базовое правило,26,liquid_q2,consumption,0.0605862231393845
baseline,Базовое правило,27,liquid_q2,consumption,0.05570820337516729
baseline,Базовое правило,28,liquid_q2,consumption,0.05131375877676206
baseline,Базовое правило,29,liquid_q2,consumption,0.047342920368465845
baseline,Базовое правило,30,liquid_q2,consumption,0.04374393701984996
baseline,Базовое правило,31,liquid_q2,consumption,0.0404721128784995
baseline,Базовое правило,32,liquid_q2,consumption,0.03748881405492717
baseline,Базовое правило,33,liquid_q2,consumption,0.03476059700761173
baseline,Базовое правило,34,liquid_q2,consumption,0.032258427564552467
baseline,Базовое правило,35,liquid_q2,consumption,0.029956967874931045
baseline,Базовое правило,36,liquid_q2,consumption,0.0278339122727614
baseline,Базовое правило,37,liquid_q2,consumption,0.02586935359822431
baseline,Базовое правило,38,liquid_q2,consumption,0.024045160504650023
baseline,Базовое правило,39,liquid_q2,consumption,0.02234434481445803
baseline,Базовое правило,40,liquid_q2,consumption,0.020750397596989337
baseline,Базовое правило,41,liquid_q2,consumption,0.019246573727438546
baseline,Базовое правило,42,liquid_q2,consumption,0.01781511065413345
baseline,Базовое правило,43,liquid_q2,consumption,0.01643637847069425
baseline,Базовое правило,44,liquid_q2,consumption,0.015087979987744382
baseline,Базовое правило,45,liquid_q2,consumption,0.013743853664440761
baseline,Базовое правило,46,liquid_q2,consumption,0.012373484578698442
baseline,Базовое правило,47,liquid_q2,consumption,0.010941402190188956
baseline,Базовое правило,48,liquid_q2,consumption,0.009407241843940886
baseline,Базовое правило,49,liquid_q2,consumption,0.0077267679343652985
baseline,Базовое правило,50,liquid_q2,consumption,0.005854391278964843
baseline,Базовое правило,51,liquid_q2,consumption,0.0037478372591630105
baseline,Базовое правило,52,liquid_q2,consumption,0.001375683747223151
baseline,Базовое правило,53,liquid_q2,consumption,-0.001271602362035563
baseline,Базовое правило,54,liquid_q2,consumption,-0.004166905866024929
baseline,Базовое правило,55,liquid_q2,consumption,-0.007228741123190055
baseline,Базовое правило,56,liquid_q2,consumption,-0.010303321354336797
baseline,Базовое правило,57,liquid_q2,consumption,-0.01315285852543958
baseline,Базовое правило,58,liquid_q2,consumption,-0.015462984282603605
baseline,Базовое правило,59,liquid_q2,consumption,-0.01689312173612989
baseline,Базовое правило,0,liquid_q3,consumption,-0.19728580514776373
baseline,Базовое правило,1,liquid_q3,consumption,-0.12040538103308991
baseline,Базовое правило,2,liquid_q3,consumption,-0.09120628153521983
baseline,Базовое правило,3,liquid_q3,consumption,-0.08929112764768393
baseline,Базовое правило,4,liquid_q3,consumption,-0.09127750543566461
baseline,Базовое правило,5,liquid_q3,consumption,-0.07775792912318666
baseline,Базовое правило,6,liquid_q3,consumption,-0.05808317431926195
baseline,Базовое правило,7,liquid_q3,consumption,-0.03574319502934232
baseline,Базовое правило,8,liquid_q3,consumption,-0.013762567426906043
baseline,Базовое правило,9,liquid_q3,consumption,0.005929117841689258
baseline,Базовое правило,10,liquid_q3,consumption,0.02238999825871488
baseline,Базовое правило,11,liquid_q3,consumption,0.03539313919207632
baseline,Базовое правило,12,liquid_q3,consumption,0.045154164604806805
baseline,Базовое правило,13,liquid_q3,consumption,0.0521114701711015
baseline,Базовое правило,14,liquid_q3,consumption,0.056772883243645836
baseline,Базовое правило,15,liquid_q3,consumption,0.0596240245007304
baseline,Базовое правило,16,liquid_q3,consumption,0.06108428533012788
baseline,Базовое правило,17,liquid_q3,consumption,0.06149411197608404
baseline,Базовое правило,18,liquid_q3,consumption,0.06111960646292989
baseline,Базовое правило,19,liquid_q3,consumption,0.060164549491074464
baseline,Базовое правило,20,liquid_q3,consumption,0.05878392041414335
baseline,Базовое правило,21,liquid_q3,consumption,0.057095983053203916
baseline,Базовое правило,22,liquid_q3,consumption,0.05519190060606939
baseline,Базовое правило,23,liquid_q3,consumption,0.05314285769930319
baseline,Базовое правило,24,liquid_q3,consumption,0.051005101806157464
baseline,Базовое правило,25,liquid_q3,consumption,0.048823422990331336
baseline,Базовое правило,26,liquid_q3,consumption,0.046633542901312025
baseline,Базовое правило,27,liquid_q3,consumption,0.04446378194502603
baseline,Базовое правило,28,liquid_q3,consumption,0.042336268108104494
baseline,Базовое правило,29,liquid_q3,consumption,0.040267862649849426
baseline,Базовое правило,30,liquid_q3,consumption,0.0382709117513375
baseline,Базовое правило,31,liquid_q3,consumption,0.036353887393661695
baseline,Базовое правило,32,liquid_q3,consumption,0.03452195104756134
baseline,Базовое правило,33,liquid_q3,consumption,0.03277745591085403
baseline,Базовое правило,34,liquid_q3,consumption,0.031120393808995016
baseline,Базовое правило,35,liquid_q3,consumption,0.029548788665199305
baseline,Базовое правило,36,liquid_q3,consumption,0.028059037677368438
baseline,Базовое правило,37,liquid_q3,consumption,0.026646202665477063
baseline,Базовое правило,38,liquid_q3,consumption,0.02530425661272822
baseline,Базовое правило,39,liquid_q3,consumption,0.02402629375430022
baseline,Базовое правило,40,liquid_q3,consumption,0.02280471544159358
baseline,Базовое правило,41,liquid_q3,consumption,0.021631408198378537
baseline,Базовое правило,42,liquid_q3,consumption,0.02049793485462367
baseline,Базовое правило,43,liquid_q3,consumption,0.019395763845694
baseline,Базовое правило,44,liquid_q3,consumption,0.01831656510417007
baseline,Базовое правило,45,liquid_q3,consumption,0.01725260194068324
baseline,Базовое правило,46,liquid_q3,consumption,0.01619724474040022
baseline,Базовое правило,47,liquid_q3,consumption,0.015145620611378039
baseline,Базовое правило,48,liquid_q3,consumption,0.014095388361017995
baseline,Базовое правило,49,liquid_q3,consumption,0.013047583540886785
baseline,Базовое правило,50,liquid_q3,consumption,0.012007405540609552
baseline,Базовое правило,51,liquid_q3,consumption,0.010984709047164342
baseline,Базовое правило,52,liquid_q3,consumption,0.00999380938012535
baseline,Базовое правило,53,liquid_q3,consumption,0.009052018890841307
baseline,Базовое правило,54,liquid_q3,consumption,0.008176128756852346
baseline,Базовое правило,55,liquid_q3,consumption,0.007375926435201869
baseline,Базовое правило,56,liquid_q3,consumption,0.006644018989618603
baseline,Базовое правило,57,liquid_q3,consumption,0.005942240556992221
baseline,Базовое правило,58,liquid_q3,consumption,0.00518788541753513
baseline,Базовое правило,59,liquid_q3,consumption,0.004250365227325761
baseline,Базовое правило,0,liquid_q4,consumption,-0.1540409912557673
baseline,Базовое правило,1,liquid_q4,consumption,-0.031257750436900746
baseline,Базовое правило,2,liquid_q4,consumption,0.08518693929389094
baseline,Базовое правило,3,liquid_q4,consumption,0.23146730899196613
baseline,Базовое правило,4,liquid_q4,consumption,0.33211218834251627
baseline,Базовое правило,5,liquid_q4,consumption,0.37471669160838217
baseline,Базовое правило,6,liquid_q4,consumption,0.3805888654960754
baseline,Базовое правило,7,liquid_q4,consumption,0.3634305657780978
baseline,Базовое правило,8,liquid_q4,consumption,0.33429319564600524
baseline,Базовое правило,9,liquid_q4,consumption,0.30047933267788224
baseline,Базовое правило,10,liquid_q4,consumption,0.26628603917909843
baseline,Базовое правило,11,liquid_q4,consumption,0.23396356906275884
baseline,Базовое правило,12,liquid_q4,consumption,0.20452395648208246
baseline,Базовое правило,13,liquid_q4,consumption,0.17828319292911166
baseline,Базовое правило,14,liquid_q4,consumption,0.15519226097535263
baseline,Базовое правило,15,liquid_q4,consumption,0.13502804780993527
baseline,Базовое правило,16,liquid_q4,consumption,0.1174983471080911
baseline,Базовое правило,17,liquid_q4,consumption,0.10229678853935864
baseline,Базовое правило,18,liquid_q4,consumption,0.08912974226797292
baseline,Базовое правило,19,liquid_q4,consumption,0.07772811305285991
baseline,Базовое правило,20,liquid_q4,consumption,0.06785129561381331
baseline,Базовое правило,21,liquid_q4,consumption,0.05928724704063696
baseline,Базовое правило,22,liquid_q4,consumption,0.05185076264491674
baseline,Базовое правило,23,liquid_q4,consumption,0.04538102429157062
baseline,Базовое правило,24,liquid_q4,consumption,0.039738952597580306
baseline,Базовое правило,25,liquid_q4,consumption,0.03480461678452402
baseline,Базовое правило,26,liquid_q4,consumption,0.03047481518420337
baseline,Базовое правило,27,liquid_q4,consumption,0.02666086912261392
baseline,Базовое правило,28,liquid_q4,consumption,0.02328663860852706
baseline,Базовое правило,29,liquid_q4,consumption,0.02028675225918222
baseline,Базовое правило,30,liquid_q4,consumption,0.017605037269534256
baseline,Базовое правило,31,liquid_q4,consumption,0.015193133381031941
baseline,Базовое правило,32,liquid_q4,consumption,0.013009275433718558
baseline,Базовое правило,33,liquid_q4,consumption,0.011017230975775748
baseline,Базовое правило,34,liquid_q4,consumption,0.00918538203463505
baseline,Базовое правило,35,liquid_q4,consumption,0.007485943261173043
baseline,Базовое правило,36,liquid_q4,consumption,0.0058943121368187825
baseline,Базовое правило,37,liquid_q4,consumption,0.004388550670402069
baseline,Базовое правило,38,liquid_q4,consumption,0.002949001775892815
baseline,Базовое правило,39,liquid_q4,consumption,0.0015580468975765053
baseline,Базовое правило,40,liquid_q4,consumption,0.0002000137093209949
baseline,Базовое правило,41,liquid_q4,consumption,-0.0011387571903287565
baseline,Базовое правило,42,liquid_q4,consumption,-0.0024696811397040305
baseline,Базовое правило,43,liquid_q4,consumption,-0.0038015370324797374
baseline,Базовое правило,44,liquid_q4,consumption,-0.005139932301869456
baseline,Базовое правило,45,liquid_q4,consumption,-0.006486666999869516
baseline,Базовое правило,46,liquid_q4,consumption,-0.007839069014964208
baseline,Базовое правило,47,liquid_q4,consumption,-0.009189406801556324
baseline,Базовое правило,48,liquid_q4,consumption,-0.010524517345307424
baseline,Базовое правило,49,liquid_q4,consumption,-0.011825803903315975
baseline,Базовое правило,50,liquid_q4,consumption,-0.013069745055688056
baseline,Базовое правило,51,liquid_q4,consumption,-0.014228998252419257
baseline,Базовое правило,52,liquid_q4,consumption,-0.015274068132210305
baseline,Базовое правило,53,liquid_q4,consumption,-0.016175347700428114
baseline,Базовое правило,54,liquid_q4,consumption,-0.016905153292622592
baseline,Базовое правило,55,liquid_q4,consumption,-0.01743920061617781
baseline,Базовое правило,56,liquid_q4,consumption,-0.017756853155963325
baseline,Базовое правило,57,liquid_q4,consumption,-0.017839548148910412
baseline,Базовое правило,58,liquid_q4,consumption,-0.01766754000129129
baseline,Базовое правило,59,liquid_q4,consumption,-0.017218264741740277
baseline,Базовое правило,0,liquid_q5,consumption,-0.11828959824862244
baseline,Базовое правило,1,liquid_q5,consumption,-0.3275616652133809
baseline,Базовое правило,2,liquid_q5,consumption,-0.5492794736019977
baseline,Базовое правило,3,liquid_q5,consumption,-0.6633951926972879
baseline,Базовое правило,4,liquid_q5,consumption,-0.6953836104012803
baseline,Базовое правило,5,liquid_q5,consumption,-0.6818599371468467
baseline,Базовое правило,6,liquid_q5,consumption,-0.6440882342807842
baseline,Базовое правило,7,liquid_q5,consumption,-0.5952692776887719
baseline,Базовое правило,8,liquid_q5,consumption,-0.5433487902718283
baseline,Базовое правило,9,liquid_q5,consumption,-0.4926674167925458
baseline,Базовое правило,10,liquid_q5,consumption,-0.44532894105575416
baseline,Базовое правило,11,liquid_q5,consumption,-0.40213383944043335
baseline,Базовое правило,12,liquid_q5,consumption,-0.3631938544691424
baseline,Базовое правило,13,liquid_q5,consumption,-0.32829044032655696
baseline,Базовое правило,14,liquid_q5,consumption,-0.29706980839946623
baseline,Базовое правило,15,liquid_q5,consumption,-0.2691429327565727
baseline,Базовое правило,16,liquid_q5,consumption,-0.2441331714155144
baseline,Базовое правило,17,liquid_q5,consumption,-0.2216962503326366
baseline,Базовое правило,18,liquid_q5,consumption,-0.20152633496416972
baseline,Базовое правило,19,liquid_q5,consumption,-0.18335553818746186
baseline,Базовое правило,20,liquid_q5,consumption,-0.16695066558661742
baseline,Базовое правило,21,liquid_q5,consumption,-0.1521090829141982
baseline,Базовое правило,22,liquid_q5,consumption,-0.13865458350898918
baseline,Базовое правило,23,liquid_q5,consumption,-0.12643362023680238
baseline,Базовое правило,24,liquid_q5,consumption,-0.11531201552002816
baseline,Базовое правило,25,liquid_q5,consumption,-0.10517214791562017
baseline,Базовое правило,26,liquid_q5,consumption,-0.09591056695720257
baseline,Базовое правило,27,liquid_q5,consumption,-0.08743597431835187
baseline,Базовое правило,28,liquid_q5,consumption,-0.07966751042202648
baseline,Базовое правило,29,liquid_q5,consumption,-0.07253329252597593
baseline,Базовое правило,30,liquid_q5,consumption,-0.06596915863591912
baseline,Базовое правило,31,liquid_q5,consumption,-0.05991757956412741
baseline,Базовое правило,32,liquid_q5,consumption,-0.05432670840011679
baseline,Базовое правило,33,liquid_q5,consumption,-0.04914954234406275
baseline,Базовое правило,34,liquid_q5,consumption,-0.04434317682226977
baseline,Базовое правило,35,liquid_q5,consumption,-0.03986813597591713
baseline,Базовое правило,36,liquid_q5,consumption,-0.03568776766965179
baseline,Базовое правило,37,liquid_q5,consumption,-0.03176769536736362
baseline,Базовое правило,38,liquid_q5,consumption,-0.028075324051279684
baseline,Базовое правило,39,liquid_q5,consumption,-0.02457940331674419
baseline,Базовое правило,40,liquid_q5,consumption,-0.02124965847564621
baseline,Базовое правило,41,liquid_q5,consumption,-0.01805651023687418
baseline,Базовое правило,42,liquid_q5,consumption,-0.01497091648031621
baseline,Базовое правило,43,liquid_q5,consumption,-0.011964385768253361
baseline,Базовое правило,44,liquid_q5,consumption,-0.009009232765680815
baseline,Базовое правило,45,liquid_q5,consumption,-0.0060791705820204016
baseline,Базовое правило,46,liquid_q5,consumption,-0.0031503646909075643
baseline,Базовое правило,47,liquid_q5,consumption,-0.00020310618512458156
baseline,Базовое правило,48,liquid_q5,consumption,0.0027757043359767784
baseline,Базовое правило,49,liquid_q5,consumption,0.00578904529223559
baseline,Базовое правило,50,liquid_q5,consumption,0.008825018073283071
baseline,Базовое правило,51,liquid_q5,consumption,0.011850690481670673
baseline,Базовое правило,52,liquid_q5,consumption,0.014804570550941202
baseline,Базовое правило,53,liquid_q5,consumption,0.017588159907360706
baseline,Базовое правило,54,liquid_q5,consumption,0.020057842564654555
baseline,Базовое правило,55,liquid_q5,consumption,0.022019758400702964
baseline,Базовое правило,56,liquid_q5,consumption,0.02323249244200273
baseline,Базовое правило,57,liquid_q5,consumption,0.023425538131204227
baseline,Базовое правило,58,liquid_q5,consumption,0.02234563743716174
baseline,Базовое правило,59,liquid_q5,consumption,0.01984832435508897
baseline,Базовое правило,0,low_liquid,consumption,-0.2583531860455096
baseline,Базовое правило,1,low_liquid,consumption,-0.08981328432166834
baseline,Базовое правило,2,low_liquid,consumption,0.12114177838956529
baseline,Базовое правило,3,low_liquid,consumption,0.2001354449737329
baseline,Базовое правило,4,low_liquid,consumption,0.2180644723556168
baseline,Базовое правило,5,low_liquid,consumption,0.21551993551505885
baseline,Базовое правило,6,low_liquid,consumption,0.20406764087637727
baseline,Базовое правило,7,low_liquid,consumption,0.1901436564443028
baseline,Базовое правило,8,low_liquid,consumption,0.17627628230626816
baseline,Базовое правило,9,low_liquid,consumption,0.16334647670789465
baseline,Базовое правило,10,low_liquid,consumption,0.1515606925571151
baseline,Базовое правило,11,low_liquid,consumption,0.14087140034814502
baseline,Базовое правило,12,low_liquid,consumption,0.1311543283495699
baseline,Базовое правило,13,low_liquid,consumption,0.12227810532878458
baseline,Базовое правило,14,low_liquid,consumption,0.1141275727916099
baseline,Базовое правило,15,low_liquid,consumption,0.10660844472441534
baseline,Базовое правило,16,low_liquid,consumption,0.09964538662264275
baseline,Базовое правило,17,low_liquid,consumption,0.09317841709831234
baseline,Базовое правило,18,low_liquid,consumption,0.0871593981091304
baseline,Базовое правило,19,low_liquid,consumption,0.08154911395029849
baseline,Базовое правило,20,low_liquid,consumption,0.07631498594526517
baseline,Базовое правило,21,low_liquid,consumption,0.0714293375081482
baseline,Базовое правило,22,low_liquid,consumption,0.06686810283859078
baseline,Базовое правило,23,low_liquid,consumption,0.06260988250946925
baseline,Базовое правило,24,low_liquid,consumption,0.05863526500181056
baseline,Базовое правило,25,low_liquid,consumption,0.05492634829863801
baseline,Базовое правило,26,low_liquid,consumption,0.051466408848721515
baseline,Базовое правило,27,low_liquid,consumption,0.04823967670741568
baseline,Базовое правило,28,low_liquid,consumption,0.04523118521301987
baseline,Базовое правило,29,low_liquid,consumption,0.042426671375523806
baseline,Базовое правило,30,low_liquid,consumption,0.03981250916666059
baseline,Базовое правило,31,low_liquid,consumption,0.03737566244304882
baseline,Базовое правило,32,low_liquid,consumption,0.035103647574769824
baseline,Базовое правило,33,low_liquid,consumption,0.03298449802894484
baseline,Базовое правило,34,low_liquid,consumption,0.031006724829668635
baseline,Базовое правило,35,low_liquid,consumption,0.029159267713648584
baseline,Базовое правило,36,low_liquid,consumption,0.027431432421499907
baseline,Базовое правило,37,low_liquid,consumption,0.025812809890689004
baseline,Базовое правило,38,low_liquid,consumption,0.024293173353190162
baseline,Базовое правило,39,low_liquid,consumption,0.022862349687332393
baseline,Базовое правило,40,low_liquid,consumption,0.021510062300813742
baseline,Базовое правило,41,low_liquid,consumption,0.020225744287939332
baseline,Базовое правило,42,low_liquid,consumption,0.018998323941201715
baseline,Базовое правило,43,low_liquid,consumption,0.017815989756437205
baseline,Базовое правило,44,low_liquid,consumption,0.01666595053983463
baseline,Базовое правило,45,low_liquid,consumption,0.0155342183538375
baseline,Базовое правило,46,low_liquid,consumption,0.014405459293667006
baseline,Базовое правило,47,low_liquid,consumption,0.01326297942604101
baseline,Базовое правило,48,low_liquid,consumption,0.012088940482364408
baseline,Базовое правило,49,low_liquid,consumption,0.010864929429337217
baseline,Базовое правило,50,low_liquid,consumption,0.009573032359277705
baseline,Базовое правило,51,low_liquid,consumption,0.00819757543639712
baseline,Базовое правило,52,low_liquid,consumption,0.006727674831681617
baseline,Базовое правило,53,low_liquid,consumption,0.005160654755145694
baseline,Базовое правило,54,low_liquid,consumption,0.0035062041637056547
baseline,Базовое правило,55,low_liquid,consumption,0.0017907937038575262
baseline,Базовое правило,56,low_liquid,consumption,6.130916061580011e-05
baseline,Базовое правило,57,low_liquid,consumption,-0.0016139368673175846
baseline,Базовое правило,58,low_liquid,consumption,-0.003149558398198291
baseline,Базовое правило,59,low_liquid,consumption,-0.004456070150073784
baseline,Базовое правило,0,wealthy_htm,consumption,-0.24224285452971112
baseline,Базовое правило,1,wealthy_htm,consumption,-0.14045139808385868
baseline,Базовое правило,2,wealthy_htm,consumption,0.0629829203535456
baseline,Базовое правило,3,wealthy_htm,consumption,0.13481330421957605
baseline,Базовое правило,4,wealthy_htm,consumption,0.14586718508872723
baseline,Базовое правило,5,wealthy_htm,consumption,0.14031919849345137
baseline,Базовое правило,6,wealthy_htm,consumption,0.13052199935854325
baseline,Базовое правило,7,wealthy_htm,consumption,0.12102422427364665
baseline,Базовое правило,8,wealthy_htm,consumption,0.11302952356947973
baseline,Базовое правило,9,wealthy_htm,consumption,0.10655004941090689
baseline,Базовое правило,10,wealthy_htm,consumption,0.10125223718077404
baseline,Базовое правило,11,wealthy_htm,consumption,0.09677249975933551
baseline,Базовое правило,12,wealthy_htm,consumption,0.09281733366562743
baseline,Базовое правило,13,wealthy_htm,consumption,0.08917920893203733
baseline,Базовое правило,14,wealthy_htm,consumption,0.08572370418194222
baseline,Базовое правило,15,wealthy_htm,consumption,0.08237049288582994
baseline,Базовое правило,16,wealthy_htm,consumption,0.07907632173773588
baseline,Базовое правило,17,wealthy_htm,consumption,0.07582201833472312
baseline,Базовое правило,18,wealthy_htm,consumption,0.07260329464720768
baseline,Базовое правило,19,wealthy_htm,consumption,0.06942450006040372
baseline,Базовое правило,20,wealthy_htm,consumption,0.06629448915790136
baseline,Базовое правило,21,wealthy_htm,consumption,0.0632239527272214
baseline,Базовое правило,22,wealthy_htm,consumption,0.0602237462442511
baseline,Базовое правило,23,wealthy_htm,consumption,0.057303893152646515
baseline,Базовое правило,24,wealthy_htm,consumption,0.05447304056260255
baseline,Базовое правило,25,wealthy_htm,consumption,0.05173821360823142
baseline,Базовое правило,26,wealthy_htm,consumption,0.049104761929390395
baseline,Базовое правило,27,wealthy_htm,consumption,0.04657642489959681
baseline,Базовое правило,28,wealthy_htm,consumption,0.044155465560023414
baseline,Базовое правило,29,wealthy_htm,consumption,0.04184283972870429
baseline,Базовое правило,30,wealthy_htm,consumption,0.03963837816476492
baseline,Базовое правило,31,wealthy_htm,consumption,0.037540967461124744
baseline,Базовое правило,32,wealthy_htm,consumption,0.03554872055163191
baseline,Базовое правило,33,wealthy_htm,consumption,0.03365913090954046
baseline,Базовое правило,34,wealthy_htm,consumption,0.03186920660795695
baseline,Базовое правило,35,wealthy_htm,consumption,0.030175581388546577
baseline,Базовое правило,36,wealthy_htm,consumption,0.028574600276961362
baseline,Базовое правило,37,wealthy_htm,consumption,0.02706237711946953
baseline,Базовое правило,38,wealthy_htm,consumption,0.025634820844543032
baseline,Базовое правило,39,wealthy_htm,consumption,0.02428762637601458
baseline,Базовое правило,40,wealthy_htm,consumption,0.02301622526138643
baseline,Базовое правило,41,wealthy_htm,consumption,0.021815690048303433
baseline,Базовое правило,42,wealthy_htm,consumption,0.020680586296292658
baseline,Базовое правило,43,wealthy_htm,consumption,0.019604766616352562
baseline,Базовое правило,44,wealthy_htm,consumption,0.018581103754660773
baseline,Базовое правило,45,wealthy_htm,consumption,0.01760116484362368
baseline,Базовое правило,46,wealthy_htm,consumption,0.01665483825195756
baseline,Базовое правило,47,wealthy_htm,consumption,0.015729938815333248
baseline,Базовое правило,48,wealthy_htm,consumption,0.014811838019561175
baseline,Базовое правило,49,wealthy_htm,consumption,0.01388319310726855
baseline,Базовое правило,50,wealthy_htm,consumption,0.012923882079895749
baseline,Базовое правило,51,wealthy_htm,consumption,0.01191128624801458
baseline,Базовое правило,52,wealthy_htm,consumption,0.010821089471551667
baseline,Базовое правило,53,wealthy_htm,consumption,0.009628769115197933
baseline,Базовое правило,54,wealthy_htm,consumption,0.008311915002139934
baseline,Базовое правило,55,wealthy_htm,consumption,0.006853403503273643
baseline,Базовое правило,56,wealthy_htm,consumption,0.005245261102064966
baseline,Базовое правило,57,wealthy_htm,consumption,0.003492828713457686
baseline,Базовое правило,58,wealthy_htm,consumption,0.001618815707523757
baseline,Базовое правило,59,wealthy_htm,consumption,-0.0003322851377701819
