scenario,scenario_label,period,group,variable,value
baseline,Базовое правило,0,low_liquid,labor_income,-0.8955420260300608
baseline,Базовое правило,1,low_liquid,labor_income,-0.7756999043564073
baseline,Базовое правило,2,low_liquid,labor_income,-0.12216343831695242
baseline,Базовое правило,3,low_liquid,labor_income,0.15858489038890788
baseline,Базовое правило,4,low_liquid,labor_income,0.2643272810520223
baseline,Базовое правило,5,low_liquid,labor_income,0.2993572984969476
baseline,Базовое правило,6,low_liquid,labor_income,0.2998290238373744
baseline,Базовое правило,7,low_liquid,labor_income,0.28557392038970497
baseline,Базовое правило,8,low_liquid,labor_income,0.2658043819345946
baseline,Базовое правило,9,low_liquid,labor_income,0.24479406930598258
baseline,Базовое правило,10,low_liquid,labor_income,0.22446133646074182
baseline,Базовое правило,11,low_liquid,labor_income,0.20558700423539378
baseline,Базовое правило,12,low_liquid,labor_income,0.1884056653190966
baseline,Базовое правило,13,low_liquid,labor_income,0.172898443163829
baseline,Базовое правило,14,low_liquid,labor_income,0.15893893151021068
baseline,Базовое правило,15,low_liquid,labor_income,0.14636526202028735
baseline,Базовое правило,16,low_liquid,labor_income,0.1350144478307993
baseline,Базовое правило,17,low_liquid,labor_income,0.12473735640763339
baseline,Базовое правило,18,low_liquid,labor_income,0.1154038297952416
baseline,Базовое правило,19,low_liquid,labor_income,0.10690297563743241
baseline,Базовое правило,20,low_liquid,labor_income,0.09914130063747907
baseline,Базовое правило,21,low_liquid,labor_income,0.09204009243128115
baseline,Базовое правило,22,low_liquid,labor_income,0.08553275874522331
baseline,Базовое правило,23,low_liquid,labor_income,0.07956244655704599
baseline,Базовое правило,24,low_liquid,labor_income,0.07408005428861714
baseline,Базовое правило,25,low_liquid,labor_income,0.06904264228877124
baseline,Базовое правило,26,low_liquid,labor_income,0.06441219716075204
baseline,Базовое правило,27,low_liquid,labor_income,0.06015468864823218
baseline,Базовое правило,28,low_liquid,labor_income,0.0562393570821337
baseline,Базовое правило,29,low_liquid,labor_income,0.0526381766037476
baseline,Базовое правило,30,low_liquid,labor_income,0.049325448655451715
baseline,Базовое правило,31,low_liquid,labor_income,0.04627748956509083
baseline,Базовое правило,32,low_liquid,labor_income,0.04347238444932972
baseline,Базовое правило,33,low_liquid,labor_income,0.04088978554990791
baseline,Базовое правило,34,low_liquid,labor_income,0.038510738489413776
baseline,Базовое правило,35,low_liquid,labor_income,0.036317522827702495
baseline,Базовое правило,36,low_liquid,labor_income,0.03429349534531559
baseline,Базовое правило,37,low_liquid,labor_income,0.03242292508999408
baseline,Базовое правило,38,low_liquid,labor_income,0.03069080872502632
baseline,Базовое правило,39,low_liquid,labor_income,0.029082653042081862
baseline,Базовое правило,40,low_liquid,labor_income,0.027584209862849995
baseline,Базовое правило,41,low_liquid,labor_income,0.026181145066109374
baseline,Базовое правило,42,low_liquid,labor_income,0.024858622371564457
baseline,Базовое правило,43,low_liquid,labor_income,0.02360078118660256
baseline,Базовое правило,44,low_liquid,labor_income,0.022390091725273946
baseline,Базовое правило,45,low_liquid,labor_income,0.021206579740456685
baseline,Базовое правило,46,low_liquid,labor_income,0.020026934438288638
baseline,Базовое правило,47,low_liquid,labor_income,0.018823550456183457
baseline,Базовое правило,48,low_liquid,labor_income,0.01756361747156396
baseline,Базовое правило,49,low_liquid,labor_income,0.01620846795401904
baseline,Базовое правило,50,low_liquid,labor_income,0.014713536712550905
baseline,Базовое правило,51,low_liquid,labor_income,0.013029487684287541
baseline,Базовое правило,52,low_liquid,labor_income,0.011105331864041581
baseline,Базовое правило,53,low_liquid,labor_income,0.008894701720381433
baseline,Базовое правило,54,low_liquid,labor_income,0.006366847337513965
baseline,Базовое правило,55,low_liquid,labor_income,0.0035243428946546153
baseline,Базовое правило,56,low_liquid,labor_income,0.0004298617768328419
baseline,Базовое правило,57,low_liquid,labor_income,-0.002755404762754953
baseline,Базовое правило,58,low_liquid,labor_income,-0.005719120441237907
baseline,Базовое правило,59,low_liquid,labor_income,-0.007928276287559105
baseline,Базовое правило,0,low_liquid,financial_income,-10.323221756203829
baseline,Базовое правило,1,low_liquid,financial_income,7.934150782050674
baseline,Базовое правило,2,low_liquid,financial_income,4.273092239275905
baseline,Базовое правило,3,low_liquid,financial_income,2.2743130154972206
baseline,Базовое правило,4,low_liquid,financial_income,1.1865850336987873
baseline,Базовое правило,5,low_liquid,financial_income,0.6015094193494198
baseline,Базовое правило,6,low_liquid,financial_income,0.2903355325282249
baseline,Базовое правило,7,low_liquid,financial_income,0.1277485486095103
baseline,Базовое правило,8,low_liquid,financial_income,0.04510518127056703
baseline,Базовое правило,9,low_liquid,financial_income,0.004974470100659262
baseline,Базовое правило,10,low_liquid,financial_income,-0.012945866565998682
baseline,Базовое правило,11,low_liquid,financial_income,-0.0195849342762063
baseline,Базовое правило,12,low_liquid,financial_income,-0.020759414234611848
baseline,Базовое правило,13,low_liquid,financial_income,-0.01951077943353335
baseline,Базовое правило,14,low_liquid,financial_income,-0.01738509728547893
baseline,Базовое правило,15,low_liquid,financial_income,-0.015131784177700343
baseline,Базовое правило,16,low_liquid,financial_income,-0.013083297510988284
baseline,Базовое правило,17,low_liquid,financial_income,-0.011359921962675188
baseline,Базовое правило,18,low_liquid,financial_income,-0.00997897223418329
baseline,Базовое правило,19,low_liquid,financial_income,-0.00891201656400937
baseline,Базовое правило,20,low_liquid,financial_income,-0.008114037806130538
baseline,Базовое правило,21,low_liquid,financial_income,-0.007537607054275228
baseline,Базовое правило,22,low_liquid,financial_income,-0.007139184245051005
baseline,Базовое правило,23,low_liquid,financial_income,-0.006881392013379123
baseline,Базовое правило,24,low_liquid,financial_income,-0.00673332220346007
baseline,Базовое правило,25,low_liquid,financial_income,-0.006669961329435555
baseline,Базовое правило,26,low_liquid,financial_income,-0.00667129255355012
baseline,Базовое правило,27,low_liquid,financial_income,-0.006721347896738651
baseline,Базовое правило,28,low_liquid,financial_income,-0.0068073321518898975
baseline,Базовое правило,29,low_liquid,financial_income,-0.006918860991340562
baseline,Базовое правило,30,low_liquid,financial_income,-0.007047314894657791
baseline,Базовое правило,31,low_liquid,financial_income,-0.007185291570102751
baseline,Базовое правило,32,low_liquid,financial_income,-0.007326131139726868
baseline,Базовое правило,33,low_liquid,financial_income,-0.007463485746071926
baseline,Базовое правило,34,low_liquid,financial_income,-0.0075909073719114374
baseline,Базовое правило,35,low_liquid,financial_income,-0.0077014319694392475
baseline,Базовое правило,36,low_liquid,financial_income,-0.0077871474077927105
baseline,Базовое правило,37,low_liquid,financial_income,-0.007838748288635648
baseline,Базовое правило,38,low_liquid,financial_income,-0.007845106038402215
baseline,Базовое правило,39,low_liquid,financial_income,-0.00779292199378332
baseline,Базовое правило,40,low_liquid,financial_income,-0.007666591301992453
baseline,Базовое правило,41,low_liquid,financial_income,-0.007448488798084259
baseline,Базовое правило,42,low_liquid,financial_income,-0.007120006186850404
baseline,Базовое правило,43,low_liquid,financial_income,-0.006663819612740076
baseline,Базовое правило,44,low_liquid,financial_income,-0.0060680529673861365
baseline,Базовое правило,45,low_liquid,financial_income,-0.005333208733929647
baseline,Базовое правило,46,low_liquid,financial_income,-0.004482940963833888
baseline,Базовое правило,47,low_liquid,financial_income,-0.003579885401166081
baseline,Базовое правило,48,low_liquid,financial_income,-0.0027477451145399403
baseline,Базовое правило,49,low_liquid,financial_income,-0.0022004979132109297
baseline,Базовое правило,50,low_liquid,financial_income,-0.0022787048307899944
baseline,Базовое правило,51,low_liquid,financial_income,-0.0034911075808813845
baseline,Базовое правило,52,low_liquid,financial_income,-0.006556519209131298
baseline,Базовое правило,53,low_liquid,financial_income,-0.012435798803462999
baseline,Базовое правило,54,low_liquid,financial_income,-0.0223356562919227
baseline,Базовое правило,55,low_liquid,financial_income,-0.037654248634550906
baseline,Базовое правило,56,low_liquid,financial_income,-0.05982209154305513
baseline,Базовое правило,57,low_liquid,financial_income,-0.08997005432246649
baseline,Базовое правило,58,low_liquid,financial_income,-0.12832911811184394
baseline,Базовое правило,59,low_liquid,financial_income,-0.17323533338390495
baseline,Базовое правило,0,low_liquid,disposable_income,-4.9647295657989154
baseline,Базовое правило,1,low_liquid,disposable_income,2.9836573182846022
baseline,Базовое правило,2,low_liquid,disposable_income,1.7749226050407665
baseline,Базовое правило,3,low_liquid,disposable_income,1.0717782497978605
baseline,Базовое правило,4,low_liquid,disposable_income,0.6623933867041097
baseline,Базовое правило,5,low_liquid,disposable_income,0.4297725947816201
baseline,Базовое правило,6,low_liquid,disposable_income,0.2957314306172101
baseline,Базовое правило,7,low_liquid,disposable_income,0.21745312559310226
baseline,Базовое правило,8,low_liquid,disposable_income,0.17054590232114286
baseline,Базовое правило,9,low_liquid,disposable_income,0.14128281809585314
baseline,Базовое правило,10,low_liquid,disposable_income,0.12199132686591245
baseline,Базовое правило,11,low_liquid,disposable_income,0.10839799562233672
baseline,Базовое правило,12,low_liquid,disposable_income,0.09812555824773274
baseline,Базовое правило,13,low_liquid,disposable_income,0.08985052113653207
baseline,Базовое правило,14,low_liquid,disposable_income,0.08283372201303325
baseline,Базовое правило,15,low_liquid,disposable_income,0.07665969427649308
baseline,Базовое правило,16,low_liquid,disposable_income,0.0710923039671204
baseline,Базовое правило,17,low_liquid,disposable_income,0.06599486990073855
baseline,Базовое правило,18,low_liquid,disposable_income,0.061285939675724994
baseline,Базовое правило,19,low_liquid,disposable_income,0.05691475619502834
baseline,Базовое правило,20,low_liquid,disposable_income,0.052847610221641604
baseline,Базовое правило,21,low_liquid,disposable_income,0.049060234652631984
baseline,Базовое правило,22,low_liquid,disposable_income,0.04553357267876544
baseline,Базовое правило,23,low_liquid,disposable_income,0.0422514431216248
baseline,Базовое правило,24,low_liquid,disposable_income,0.039199278309812055
baseline,Базовое правило,25,low_liquid,disposable_income,0.036363468614620746
baseline,Базовое правило,26,low_liquid,disposable_income,0.03373104772556644
baseline,Базовое правило,27,low_liquid,disposable_income,0.03128956569046429
baseline,Базовое правило,28,low_liquid,disposable_income,0.029027062053308045
baseline,Базовое правило,29,low_liquid,disposable_income,0.02693208961057943
baseline,Базовое правило,30,low_liquid,disposable_income,0.02499376221870768
baseline,Базовое правило,31,low_liquid,disposable_income,0.023201813570229005
baseline,Базовое правило,32,low_liquid,disposable_income,0.021546662257891227
baseline,Базовое правило,33,low_liquid,disposable_income,0.02001948292019754
baseline,Базовое правило,34,low_liquid,disposable_income,0.018612285394817272
baseline,Базовое правило,35,low_liquid,disposable_income,0.017318003592779612
baseline,Базовое правило,36,low_liquid,disposable_income,0.01613059290726686
baseline,Базовое правило,37,low_liquid,disposable_income,0.01504512860859642
baseline,Базовое правило,38,low_liquid,disposable_income,0.014057886449684868
baseline,Базовое правило,39,low_liquid,disposable_income,0.013166368786296845
baseline,Базовое правило,40,low_liquid,disposable_income,0.012369212644864507
baseline,Базовое правило,41,low_liquid,disposable_income,0.011665878213202427
baseline,Базовое правило,42,low_liquid,disposable_income,0.011055964602837816
baseline,Базовое правило,43,low_liquid,disposable_income,0.010537934336341622
baseline,Базовое правило,44,low_liquid,disposable_income,0.010106949838571046
baseline,Базовое правило,45,low_liquid,disposable_income,0.009751441290809394
baseline,Базовое правило,46,low_liquid,disposable_income,0.009447949741907016
baseline,Базовое правило,47,low_liquid,disposable_income,0.009153749969976225
baseline,Базовое правило,48,low_liquid,disposable_income,0.008796800405571518
baseline,Базовое правило,49,low_liquid,disposable_income,0.008262765864971404
baseline,Базовое правило,50,low_liquid,disposable_income,0.007379323041741712
baseline,Базовое правило,51,low_liquid,disposable_income,0.0058988466011604965
baseline,Базовое правило,52,low_liquid,disposable_income,0.0034821004462212836
baseline,Базовое правило,53,low_liquid,disposable_income,-0.0003119970043226489
baseline,Базовое правило,54,low_liquid,disposable_income,-0.006021765075284855
baseline,Базовое правило,55,low_liquid,disposable_income,-0.014249215006292172
baseline,Базовое правило,56,low_liquid,disposable_income,-0.025576165656537198
baseline,Базовое правило,57,low_liquid,disposable_income,-0.04039910665239733
baseline,Базовое правило,58,low_liquid,disposable_income,-0.05864020909209511
baseline,Базовое правило,59,low_liquid,disposable_income,-0.0792783259524209
baseline,Базовое правило,0,wealthy_htm,labor_income,-0.8955420260300712
baseline,Базовое правило,1,wealthy_htm,labor_income,-0.8691394188528113
baseline,Базовое правило,2,wealthy_htm,labor_income,-0.22036623699614608
baseline,Базовое правило,3,wealthy_htm,labor_income,0.04445336204442039
baseline,Базовое правило,4,wealthy_htm,labor_income,0.1316710112498436
baseline,Базовое правило,5,wealthy_htm,labor_income,0.15771607800305382
baseline,Базовое правило,6,wealthy_htm,labor_income,0.1593473018662414
baseline,Базовое правило,7,wealthy_htm,labor_income,0.15243408230098932
baseline,Базовое правило,8,wealthy_htm,labor_income,0.14329102351486386
baseline,Базовое правило,9,wealthy_htm,labor_income,0.13429440477993543
baseline,Базовое правило,10,wealthy_htm,labor_income,0.12620058469071274
baseline,Базовое правило,11,wealthy_htm,labor_income,0.11911994740140862
baseline,Базовое правило,12,wealthy_htm,labor_income,0.1129296393399275
baseline,Базовое правило,13,wealthy_htm,labor_income,0.10744641639021413
baseline,Базовое правило,14,wealthy_htm,labor_income,0.10249532783960066
baseline,Базовое правило,15,wealthy_htm,labor_income,0.09793313632372033
baseline,Базовое правило,16,wealthy_htm,labor_income,0.09365246901135531
baseline,Базовое правило,17,wealthy_htm,labor_income,0.08957826232423383
baseline,Базовое правило,18,wealthy_htm,labor_income,0.08566165180578952
baseline,Базовое правило,19,wealthy_htm,labor_income,0.08187358394996978
baseline,Базовое правило,20,wealthy_htm,labor_income,0.07819911139795964
baseline,Базовое правило,21,wealthy_htm,labor_income,0.0746327126241346
baseline,Базовое правило,22,wealthy_htm,labor_income,0.07117467681361098
baseline,Базовое правило,23,wealthy_htm,labor_income,0.06782845229297929
baseline,Базовое правило,24,wealthy_htm,labor_income,0.0645987989059139
baseline,Базовое правило,25,wealthy_htm,labor_income,0.061490573342250755
baseline,Базовое правило,26,wealthy_htm,labor_income,0.05850798938756121
baseline,Базовое правило,27,wealthy_htm,labor_income,0.05565421968249007
baseline,Базовое правило,28,wealthy_htm,labor_income,0.05293123258633705
baseline,Базовое правило,29,wealthy_htm,labor_income,0.050339783432791864
baseline,Базовое правило,30,wealthy_htm,labor_income,0.0478795009419434
baseline,Базовое правило,31,wealthy_htm,labor_income,0.04554902675093568
baseline,Базовое правило,32,wealthy_htm,labor_income,0.0433461793254426
baseline,Базовое правило,33,wealthy_htm,labor_income,0.041268122322236686
baseline,Базовое правило,34,wealthy_htm,labor_income,0.03931152436618503
baseline,Базовое правило,35,wealthy_htm,labor_income,0.03747270072896457
baseline,Базовое правило,36,wealthy_htm,labor_income,0.03574772936867457
baseline,Базовое правило,37,wealthy_htm,labor_income,0.034132533781808846
baseline,Базовое правило,38,wealthy_htm,labor_income,0.032622923453193155
baseline,Базовое правило,39,wealthy_htm,labor_income,0.031214579221888056
baseline,Базовое правило,40,wealthy_htm,labor_income,0.029902966648251435
baseline,Базовое правило,41,wealthy_htm,labor_income,0.028683153425217114
baseline,Базовое правило,42,wealthy_htm,labor_income,0.027549500891006537
baseline,Базовое правило,43,wealthy_htm,labor_income,0.026495192034093642
baseline,Базовое правило,44,wealthy_htm,labor_income,0.02551155417904272
baseline,Базовое правило,45,wealthy_htm,labor_income,0.024587133893600618
baseline,Базовое правило,46,wealthy_htm,labor_income,0.02370649169146336
baseline,Базовое правило,47,wealthy_htm,labor_income,0.022848709858549084
baseline,Базовое правило,48,wealthy_htm,labor_income,0.02198565941734484
baseline,Базовое правило,49,wealthy_htm,labor_income,0.021080164320988574
baseline,Базовое правило,50,wealthy_htm,labor_income,0.020084350159230473
baseline,Базовое правило,51,wealthy_htm,labor_income,0.01893869256618873
baseline,Базовое правило,52,wealthy_htm,labor_income,0.017572609034603958
baseline,Базовое правило,53,wealthy_htm,labor_income,0.01590789363407661
baseline,Базовое правило,54,wealthy_htm,labor_income,0.013866892461360287
baseline,Базовое правило,55,wealthy_htm,labor_income,0.011388066823780406
baseline,Базовое правило,56,wealthy_htm,labor_income,0.008452480327989653
baseline,Базовое правило,57,wealthy_htm,labor_income,0.00512578605322131
baseline,Базовое правило,58,wealthy_htm,labor_income,0.0016216005878138173
baseline,Базовое правило,59,wealthy_htm,labor_income,-0.0016054542760784195
baseline,Базовое правило,0,wealthy_htm,financial_income,-10.325504359140435
baseline,Базовое правило,1,wealthy_htm,financial_income,7.895256669595192
baseline,Базовое правило,2,wealthy_htm,financial_income,4.2483579894878485
baseline,Базовое правило,3,wealthy_htm,financial_income,2.2565957749831096
baseline,Базовое правило,4,wealthy_htm,financial_income,1.1719109494936608
baseline,Базовое правило,5,wealthy_htm,financial_income,0.5884506341362993
baseline,Базовое правило,6,wealthy_htm,financial_income,0.27869073881677225
baseline,Базовое правило,7,wealthy_htm,financial_income,0.11746612437032002
baseline,Базовое правило,8,wealthy_htm,financial_income,0.03615918000195315
baseline,Базовое правило,9,wealthy_htm,financial_income,-0.0026775104273724743
baseline,Базовое правило,10,wealthy_htm,financial_income,-0.019370885662313646
baseline,Базовое правило,11,wealthy_htm,financial_income,-0.0248702506144485
baseline,Базовое правило,12,wealthy_htm,financial_income,-0.025004739733952844
baseline,Базовое правило,13,wealthy_htm,financial_income,-0.02282104030396868
baseline,Базовое правило,14,wealthy_htm,financial_income,-0.019864904381466868
baseline,Базовое правило,15,wealthy_htm,financial_income,-0.016881692317396838
baseline,Базовое правило,16,wealthy_htm,financial_income,-0.014197532772607937
baseline,Базовое правило,17,wealthy_htm,financial_income,-0.011925182799485021
baseline,Базовое правило,18,wealthy_htm,financial_income,-0.01007396237551223
baseline,Базовое правило,19,wealthy_htm,financial_income,-0.008607450543469302
baseline,Базовое правило,20,wealthy_htm,financial_income,-0.007472936072471135
baseline,Базовое правило,21,wealthy_htm,financial_income,-0.006615756553613765
baseline,Базовое правило,22,wealthy_htm,financial_income,-0.005985682571676174
baseline,Базовое правило,23,wealthy_htm,financial_income,-0.005539222317195604
baseline,Базовое правило,24,wealthy_htm,financial_income,-0.005239925715499097
baseline,Базовое правило,25,wealthy_htm,financial_income,-0.005057787514958129
baseline,Базовое правило,26,wealthy_htm,financial_income,-0.004968315581122811
baseline,Базовое правило,27,wealthy_htm,financial_income,-0.004951543735883784
baseline,Базовое правило,28,wealthy_htm,financial_income,-0.004991114149590023
baseline,Базовое правило,29,wealthy_htm,financial_income,-0.005073473908831069
baseline,Базовое правило,30,wealthy_htm,financial_income,-0.00518718857666646
baseline,Базовое правило,31,wealthy_htm,financial_income,-0.0053223560034392344
baseline,Базовое правило,32,wealthy_htm,financial_income,-0.005470094861142607
baseline,Базовое правило,33,wealthy_htm,financial_income,-0.0056220795323158835
baseline,Базовое правило,34,wealthy_htm,financial_income,-0.005770094996508324
baseline,Базовое правило,35,wealthy_htm,financial_income,-0.005905589606960247
baseline,Базовое правило,36,wealthy_htm,financial_income,-0.006019213066892317
baseline,Базовое правило,37,wealthy_htm,financial_income,-0.006100342508816499
baseline,Базовое правило,38,wealthy_htm,financial_income,-0.006136625054155322
baseline,Базовое правило,39,wealthy_htm,financial_income,-0.00611360473027628
baseline,Базовое правило,40,wealthy_htm,financial_income,-0.006014562025662579
baseline,Базовое правило,41,wealthy_htm,financial_income,-0.005820778145268278
baseline,Базовое правило,42,wealthy_htm,financial_income,-0.005512554825344135
baseline,Базовое правило,43,wealthy_htm,financial_income,-0.005071471187714904
baseline,Базовое правило,44,wealthy_htm,financial_income,-0.004484546529854603
baseline,Базовое правило,45,wealthy_htm,financial_income,-0.003751185854373145
baseline,Базовое правило,46,wealthy_htm,financial_income,-0.0028939895019824387
baseline,Базовое правило,47,wealthy_htm,financial_income,-0.001974650659621625
baseline,Базовое правило,48,wealthy_htm,financial_income,-0.0011161498843895476
baseline,Базовое правило,49,wealthy_htm,financial_income,-0.0005321253813855311
baseline,Базовое правило,50,wealthy_htm,financial_income,-0.0005634114687993852
baseline,Базовое правило,51,wealthy_htm,financial_income,-0.0017199449202579056
baseline,Базовое правило,52,wealthy_htm,financial_income,-0.004723050146044582
baseline,Базовое правило,53,wealthy_htm,financial_income,-0.010537889631343932
baseline,Базовое правило,54,wealthy_htm,financial_income,-0.02037780027522379
baseline,Базовое правило,55,wealthy_htm,financial_income,-0.035650415417206725
baseline,Базовое правило,56,wealthy_htm,financial_income,-0.057798975279366394
baseline,Базовое правило,57,wealthy_htm,financial_income,-0.0879703737582568
baseline,Базовое правило,58,wealthy_htm,financial_income,-0.1264142394630377
baseline,Базовое правило,59,wealthy_htm,financial_income,-0.17148582280994484
baseline,Базовое правило,0,wealthy_htm,disposable_income,-5.615266462127286
baseline,Базовое правило,1,wealthy_htm,disposable_income,3.5174671151988166
baseline,Базовое правило,2,wealthy_htm,disposable_income,2.016243643815462
baseline,Базовое правило,3,wealthy_htm,disposable_income,1.1516372757928732
baseline,Базовое правило,4,wealthy_htm,disposable_income,0.6523142208939282
baseline,Базовое правило,5,wealthy_htm,disposable_income,0.3733000154823686
baseline,Базовое правило,6,wealthy_htm,disposable_income,0.21907905007115683
baseline,Базовое правило,7,wealthy_htm,disposable_income,0.1349325144584078
baseline,Базовое правило,8,wealthy_htm,disposable_income,0.08967121445828101
baseline,Базовое правило,9,wealthy_htm,disposable_income,0.065739550324894
baseline,Базовое правило,10,wealthy_htm,disposable_income,0.053341627087920195
baseline,Базовое правило,11,wealthy_htm,disposable_income,0.04705242134696485
baseline,Базовое правило,12,wealthy_htm,disposable_income,0.04389306883239723
baseline,Базовое правило,13,wealthy_htm,disposable_income,0.04224716353327988
baseline,Базовое правило,14,wealthy_htm,disposable_income,0.041253664551860164
baseline,Базовое правило,15,wealthy_htm,disposable_income,0.04046797016275267
baseline,Базовое правило,16,wealthy_htm,disposable_income,0.039673219585770164
baseline,Базовое правило,17,wealthy_htm,disposable_income,0.03877548354574088
baseline,Базовое правило,18,wealthy_htm,disposable_income,0.03774568971655103
baseline,Базовое правило,19,wealthy_htm,disposable_income,0.036587554757390554
baseline,Базовое правило,20,wealthy_htm,disposable_income,0.0353199946365863
baseline,Базовое правило,21,wealthy_htm,disposable_income,0.03396761006829383
baseline,Базовое правило,22,wealthy_htm,disposable_income,0.03255568547257113
baseline,Базовое правило,23,wealthy_htm,disposable_income,0.03110771105933592
baseline,Базовое правило,24,wealthy_htm,disposable_income,0.029644307727898157
baseline,Базовое правило,25,wealthy_htm,disposable_income,0.02818291909879585
baseline,Базовое правило,26,wealthy_htm,disposable_income,0.026737908332001046
baseline,Базовое правило,27,wealthy_htm,disposable_income,0.025320853284031074
baseline,Базовое правило,28,wealthy_htm,disposable_income,0.023940924287236983
baseline,Базовое правило,29,wealthy_htm,disposable_income,0.022605281902400614
baseline,Базовое правило,30,wealthy_htm,disposable_income,0.021319463646310332
baseline,Базовое правило,31,wealthy_htm,disposable_income,0.0200877470763514
baseline,Базовое правило,32,wealthy_htm,disposable_income,0.01891348765404616
baseline,Базовое правило,33,wealthy_htm,disposable_income,0.01779943563094365
baseline,Базовое правило,34,wealthy_htm,disposable_income,0.01674803863753791
baseline,Базовое правило,35,wealthy_htm,disposable_income,0.015761736287909944
baseline,Базовое правило,36,wealthy_htm,disposable_income,0.01484324938553451
baseline,Базовое правило,37,wealthy_htm,disposable_income,0.01399585850614536
baseline,Базовое правило,38,wealthy_htm,disposable_income,0.013223653152832535
baseline,Базовое правило,39,wealthy_htm,disposable_income,0.012531711175261329
baseline,Базовое правило,40,wealthy_htm,disposable_income,0.011926135800109509
baseline,Базовое правило,41,wealthy_htm,disposable_income,0.01141383216791874
baseline,Базовое правило,42,wealthy_htm,disposable_income,0.011001842824099032
baseline,Базовое правило,43,wealthy_htm,disposable_income,0.010695982396648658
baseline,Базовое правило,44,wealthy_htm,disposable_income,0.01049841579072639
baseline,Базовое правило,45,wealthy_htm,disposable_income,0.010403719849310086
baseline,Базовое правило,46,wealthy_htm,disposable_income,0.010392871056976784
baseline,Базовое правило,47,wealthy_htm,disposable_income,0.010424543453095654
baseline,Базовое правило,48,wealthy_htm,disposable_income,0.01042313456010189
baseline,Базовое правило,49,wealthy_htm,disposable_income,0.010263148491532684
baseline,Базовое правило,50,wealthy_htm,disposable_income,0.009750083524407094
baseline,Базовое правило,51,wealthy_htm,disposable_income,0.008598982531595521
baseline,Базовое правило,52,wealthy_htm,disposable_income,0.006413564731266415
baseline,Базовое правило,53,wealthy_htm,disposable_income,0.0026716997766100567
baseline,Базовое правило,54,wealthy_htm,disposable_income,-0.0032726789819019324
baseline,Базовое правило,55,wealthy_htm,disposable_income,-0.01215483464575332
baseline,Базовое правило,56,wealthy_htm,disposable_income,-0.02470657194724574
baseline,Базовое правило,57,wealthy_htm,disposable_income,-0.041469121205986816
baseline,Базовое правило,58,wealthy_htm,disposable_income,-0.062460721444653707
baseline,Базовое правило,59,wealthy_htm,disposable_income,-0.08663108834115382
baseline,Базовое правило,0,high_liquid,labor_income,-0.8955420260300578
baseline,Базовое правило,1,high_liquid,labor_income,-1.221432642056981
baseline,Базовое правило,2,high_liquid,labor_income,-0.9966053910801999
baseline,Базовое правило,3,high_liquid,labor_income,-0.866629750808497
baseline,Базовое правило,4,high_liquid,labor_income,-0.7641911760085993
baseline,Базовое правило,5,high_liquid,labor_income,-0.6758513615963698
baseline,Базовое правило,6,high_liquid,labor_income,-0.5964472280021872
baseline,Базовое правило,7,high_liquid,labor_income,-0.524996267268269
baseline,Базовое правило,8,high_liquid,labor_income,-0.4615200154968345
baseline,Базовое правило,9,high_liquid,labor_income,-0.4058087154651018
baseline,Базовое правило,10,high_liquid,labor_income,-0.3573078868179729
baseline,Базовое правило,11,high_liquid,labor_income,-0.3152344411944559
baseline,Базовое правило,12,high_liquid,labor_income,-0.27874455439471973
baseline,Базовое правило,13,high_liquid,labor_income,-0.24703734261614332
baseline,Базовое правило,14,high_liquid,labor_income,-0.2194013267673292
baseline,Базовое правило,15,high_liquid,labor_income,-0.19522653483954117
baseline,Базовое правило,16,high_liquid,labor_income,-0.1739995075604906
baseline,Базовое правило,17,high_liquid,labor_income,-0.1552914513313411
baseline,Базовое правило,18,high_liquid,labor_income,-0.1387448546926071
baseline,Базовое правило,19,high_liquid,labor_income,-0.12406098430746403
baseline,Базовое правило,20,high_liquid,labor_income,-0.11098913831276218
baseline,Базовое правило,21,high_liquid,labor_income,-0.09931779248686291
baseline,Базовое правило,22,high_liquid,labor_income,-0.0888674603710742
baseline,Базовое правило,23,high_liquid,labor_income,-0.07948498792369942
baseline,Базовое правило,24,high_liquid,labor_income,-0.07103900024610445
baseline,Базовое правило,25,high_liquid,labor_income,-0.0634162531333724
baseline,Базовое правило,26,high_liquid,labor_income,-0.05651868769546677
baseline,Базовое правило,27,high_liquid,labor_income,-0.05026102914773335
baseline,Базовое правило,28,high_liquid,labor_income,-0.044568807373132666
baseline,Базовое правило,29,high_liquid,labor_income,-0.039376705627782005
baseline,Базовое правило,30,high_liquid,labor_income,-0.034627166064500496
baseline,Базовое правило,31,high_liquid,labor_income,-0.03026919746541533
baseline,Базовое правило,32,high_liquid,labor_income,-0.026257342759640725
baseline,Базовое правило,33,high_liquid,labor_income,-0.0225507736462406
baseline,Базовое правило,34,high_liquid,labor_income,-0.019112486593021904
baseline,Базовое правило,35,high_liquid,labor_income,-0.015908580874699
baseline,Базовое правило,36,high_liquid,labor_income,-0.012907605146336891
baseline,Базовое правило,37,high_liquid,labor_income,-0.010079965565686093
baseline,Базовое правило,38,high_liquid,labor_income,-0.007397396472661062
baseline,Базовое правило,39,high_liquid,labor_income,-0.004832505257802888
baseline,Базовое правило,40,high_liquid,labor_income,-0.002358416456691649
baseline,Базовое правило,41,high_liquid,labor_income,5.144103276210372e-05
baseline,Базовое правило,42,high_liquid,labor_income,0.002423337107313862
