scenario,scenario_label,period,variable,value,raw_deviation,units
baseline,Базовое правило,0,Y,-0.2182728942730371,-0.002182728942730371,% отклонения
baseline,Базовое правило,1,Y,-0.11115849946659306,-0.0011115849946659307,% отклонения
baseline,Базовое правило,2,Y,-0.051412160532228565,-0.0005141216053222857,% отклонения
baseline,Базовое правило,3,Y,-0.01947537668868807,-0.0001947537668868807,% отклонения
baseline,Базовое правило,4,Y,-0.0027321237794818106,-2.7321237794818106e-05,% отклонения
baseline,Базовое правило,5,Y,0.005820218513001692,5.820218513001692e-05,% отклонения
baseline,Базовое правило,6,Y,0.009992576309264532,9.992576309264532e-05,% отклонения
baseline,Базовое правило,7,Y,0.011852492036873778,0.00011852492036873777,% отклонения
baseline,Базовое правило,8,Y,0.012513180167777119,0.00012513180167777118,% отклонения
baseline,Базовое правило,9,Y,0.012569022388936665,0.00012569022388936665,% отклонения
baseline,Базовое правило,10,Y,0.012334045479878061,0.0001233404547987806,% отклонения
baseline,Базовое правило,11,Y,0.01197173669375687,0.0001197173669375687,% отклонения
baseline,Базовое правило,12,Y,0.011565363397587233,0.00011565363397587233,% отклонения
baseline,Базовое правило,13,Y,0.011155884665869333,0.00011155884665869334,% отклонения
baseline,Базовое правило,14,Y,0.01076227799398798,0.00010762277993987979,% отклонения
baseline,Базовое правило,15,Y,0.01039235639897973,0.00010392356398979729,% отклонения
baseline,Базовое правило,16,Y,0.010048461805203763,0.00010048461805203763,% отклонения
baseline,Базовое правило,17,Y,0.009730411625783027,9.730411625783028e-05,% отклонения
baseline,Базовое правило,18,Y,0.009436983764901041,9.436983764901041e-05,% отклонения
baseline,Базовое правило,19,Y,0.009166633313327077,9.166633313327077e-05,% отклонения
baseline,Базовое правило,20,Y,0.008917813128335885,8.917813128335885e-05,% отклонения
baseline,Базовое правило,21,Y,0.0086890966982972,8.6890966982972e-05,% отклонения
baseline,Базовое правило,22,Y,0.008479207671073657,8.479207671073658e-05,% отклонения
baseline,Базовое правило,23,Y,0.008287009743562885,8.287009743562884e-05,% отклонения
baseline,Базовое правило,24,Y,0.008111483536429164,8.111483536429164e-05,% отклонения
baseline,Базовое правило,25,Y,0.007951702825954827,7.951702825954827e-05,% отклонения
baseline,Базовое правило,26,Y,0.007806815075821197,7.806815075821197e-05,% отклонения
baseline,Базовое правило,27,Y,0.0076760276716473065,7.676027671647306e-05,% отклонения
baseline,Базовое правило,28,Y,0.0075585995699474695,7.55859956994747e-05,% отклонения
baseline,Базовое правило,29,Y,0.007453837538037315,7.453837538037314e-05,% отклонения
baseline,Базовое правило,30,Y,0.007361096047870694,7.361096047870694e-05,% отклонения
baseline,Базовое правило,31,Y,0.007279780046876876,7.279780046876876e-05,% отклонения
baseline,Базовое правило,32,Y,0.007209350226270813,7.209350226270812e-05,% отклонения
baseline,Базовое правило,33,Y,0.007149330550016779,7.14933055001678e-05,% отклонения
baseline,Базовое правило,34,Y,0.007099318263838153,7.099318263838153e-05,% отклонения
baseline,Базовое правило,35,Y,0.007058996745598839,7.058996745598839e-05,% отклонения
baseline,Базовое правило,36,Y,0.007028151740954582,7.028151740954582e-05,% отклонения
baseline,Базовое правило,37,Y,0.0070066914874024385,7.006691487402439e-05,% отклонения
baseline,Базовое правило,38,Y,0.006994670920758055,6.994670920758055e-05,% отклонения
baseline,Базовое правило,39,Y,0.00699231932190086,6.99231932190086e-05,% отклонения
baseline,Базовое правило,40,Y,0.007000069525412685,7.000069525412685e-05,% отклонения
baseline,Базовое правило,41,Y,0.00701858412922894,7.018584129228939e-05,% отклонения
baseline,Базовое правило,42,Y,0.007048770709169517,7.048770709169516e-05,% отклонения
baseline,Базовое правило,43,Y,0.007091772319843221,7.091772319843221e-05,% отклонения
baseline,Базовое правило,44,Y,0.007148912138644693,7.148912138644693e-05,% отклонения
baseline,Базовое правило,45,Y,0.007221560814012749,7.221560814012749e-05,% отклонения
baseline,Базовое правило,46,Y,0.007310882630050151,7.310882630050151e-05,% отклонения
baseline,Базовое правило,47,Y,0.007417402038947115,7.417402038947114e-05,% отклонения
baseline,Базовое правило,48,Y,0.007540317515931392,7.540317515931392e-05,% отклонения
baseline,Базовое правило,49,Y,0.00767647830458412,7.67647830458412e-05,% отклонения
baseline,Базовое правило,50,Y,0.007818937951371166,7.818937951371166e-05,% отклонения
baseline,Базовое правило,51,Y,0.007955017535345686,7.955017535345686e-05,% отклонения
baseline,Базовое правило,52,Y,0.00806386742774754,8.063867427747539e-05,% отклонения
baseline,Базовое правило,53,Y,0.00811363525528193,8.11363525528193e-05,% отклонения
baseline,Базовое правило,54,Y,0.00805856334897678,8.058563348976779e-05,% отклонения
baseline,Базовое правило,55,Y,0.007836696040345622,7.836696040345621e-05,% отклонения
baseline,Базовое правило,56,Y,0.007369422124051228,7.369422124051228e-05,% отклонения
baseline,Базовое правило,57,Y,0.006564846445510151,6.564846445510151e-05,% отклонения
baseline,Базовое правило,58,Y,0.005327972272024842,5.327972272024842e-05,% отклонения
baseline,Базовое правило,59,Y,0.0035818016523717,3.5818016523717e-05,% отклонения
baseline,Базовое правило,0,C,-0.19570127549983332,-0.0010769573195953397,% отклонения
baseline,Базовое правило,1,C,-0.14840258654068436,-0.0008166694438432875,% отклонения
baseline,Базовое правило,2,C,-0.085071657097987,-0.000468155067297249,% отклонения
baseline,Базовое правило,3,C,-0.04996508348504131,-0.00027496122468273487,% отклонения
baseline,Базовое правило,4,C,-0.030322585119519144,-0.00016686723124370584,% отклонения
baseline,Базовое правило,5,C,-0.019129691885690355,-0.00010527198479048927,% отклонения
baseline,Базовое правило,6,C,-0.012587667053058917,-6.92707808612747e-05,% отклонения
baseline,Базовое правило,7,C,-0.008622212460595363,-4.744861675953782e-05,% отклонения
baseline,Базовое правило,8,C,-0.006099967992143723,-3.356853531821802e-05,% отклонения
baseline,Базовое правило,9,C,-0.004399886349389038,-2.4212871363560318e-05,% отклонения
baseline,Базовое правило,10,C,-0.0031796794771732687,-1.749799063988089e-05,% отклонения
baseline,Базовое правило,11,C,-0.002249002786842517,-1.2376414036618932e-05,% отклонения
baseline,Базовое правило,12,C,-0.0015007125541717584,-8.258522412263325e-06,% отклонения
baseline,Базовое правило,13,C,-0.0008735505845864666,-4.807207790058499e-06,% отклонения
baseline,Базовое правило,14,C,-0.00033178899925139974,-1.8258572428431208e-06,% отклонения
baseline,Базовое правило,15,C,0.00014596051888774963,8.032305808258755e-07,% отклонения
baseline,Базовое правило,16,C,0.0005729575201136014,3.1530238805421718e-06,% отклонения
baseline,Базовое правило,17,C,0.0009578119220989287,5.270903614018607e-06,% отклонения
baseline,Базовое правило,18,C,0.001306446968815293,7.1894657923676775e-06,% отклонения
baseline,Базовое правило,19,C,0.0016232105763858283,8.932637291292345e-06,% отклонения
baseline,Базовое правило,20,C,0.0019115037716142245,1.0519134190700719e-05,% отклонения
baseline,Базовое правило,21,C,0.0021741340705727,1.1964406440911901e-05,% отклонения
baseline,Базовое правило,22,C,0.0024135125657495874,1.3281722446523148e-05,% отклонения
baseline,Базовое правило,23,C,0.0026317631838501045,1.4482770319457217e-05,% отклонения
baseline,Базовое правило,24,C,0.0028307836211018235,1.5577993210058594e-05,% отклонения
baseline,Базовое правило,25,C,0.003012280591869013,1.657678328259582e-05,% отклонения
baseline,Базовое правило,26,C,0.003177792100869788,1.7487604280774782e-05,% отклонения
baseline,Базовое правило,27,C,0.0033287036797517724,1.8318080878709786e-05,% отклонения
baseline,Базовое правило,28,C,0.0034662621843946357,1.907507460841007e-05,% отклонения
baseline,Базовое правило,29,C,0.00359158890006172,1.9764755978313175e-05,% отклонения
baseline,Базовое правило,30,C,0.0037056927144796118,2.0392676965630407e-05,% отклонения
baseline,Базовое правило,31,C,0.0038094836491584737,2.0963845480115317e-05,% отклонения
baseline,Базовое правило,32,C,0.0039037868872098024,2.1482802560091052e-05,% отклонения
baseline,Базовое правило,33,C,0.003989357387095722,2.1953702792898433e-05,% отклонения
baseline,Базовое правило,34,C,0.004066895233801033,2.2380398793431233e-05,% отклонения
baseline,Базовое правило,35,C,0.004137061888058367,2.276653062471823e-05,% отклонения
baseline,Базовое правило,36,C,0.004200497444021959,2.311562076806606e-05,% отклонения
baseline,Базовое правило,37,C,0.004257838791470576,2.3431174070887018e-05,% отклонения
baseline,Базовое правило,38,C,0.004309738116096747,2.3716779555038592e-05,% отклонения
baseline,Базовое правило,39,C,0.004356880328079764,2.3976206327436245e-05,% отклонения
baseline,Базовое правило,40,C,0.004399996698112288,2.421347862002765e-05,% отклонения
baseline,Базовое правило,41,C,0.004439869876725112,2.4432903411475415e-05,% отклонения
baseline,Базовое правило,42,C,0.0044773226211525545,2.4639008390336947e-05,% отклонения
baseline,Базовое правило,43,C,0.004513178549258112,2.4836325981270058e-05,% отклонения
baseline,Базовое правило,44,C,0.004548178233687489,2.5028931605497462e-05,% отклонения
baseline,Базовое правило,45,C,0.004582827899692788,2.5219611054727586e-05,% отклонения
baseline,Базовое правило,46,C,0.004617151540366193,2.5408496364565103e-05,% отклонения
baseline,Базовое правило,47,C,0.004650311438588112,2.559097752119488e-05,% отклонения
baseline,Базовое правило,48,C,0.004680059061827744,2.575468069843101e-05,% отклонения
baseline,Базовое правило,49,C,0.004701981548486464,2.587532162123818e-05,% отклонения
baseline,Базовое правило,50,C,0.004708524137982519,2.59113259325483e-05,% отклонения
baseline,Базовое правило,51,C,0.004687804228388233,2.5797302872443417e-05,% отклонения
baseline,Базовое правило,52,C,0.00462229994130475,2.5436828362201958e-05,% отклонения
baseline,Базовое правило,53,C,0.00448761132299987,2.4695627810600307e-05,% отклонения
baseline,Базовое правило,54,C,0.004251676124291711,2.3397260497715067e-05,% отклонения
baseline,Базовое правило,55,C,0.003875099371973809,2.1324933228705767e-05,% отклонения
baseline,Базовое правило,56,C,0.0033136520938468307,1.8235250986209373e-05,% отклонения
baseline,Базовое правило,57,C,0.0025245269956835387,1.3892642342638872e-05,% отклонения
baseline,Базовое правило,58,C,0.0014786000875012591,8.136836016636728e-06,% отклонения
baseline,Базовое правило,59,C,0.00018165891019371439,9.996812361245944e-07,% отклонения
baseline,Базовое правило,0,I,-0.7055224599738256,-0.001411044919947646,% отклонения
baseline,Базовое правило,1,I,-0.30456815761646766,-0.0006091363152329332,% отклонения
baseline,Базовое правило,2,I,-0.09371899539839557,-0.00018743799079679047,% отклонения
baseline,Базовое правило,3,I,0.01429897405623442,2.859794811246874e-05,% отклонения
baseline,Базовое правило,4,I,0.06719577737493455,0.00013439155474986864,% отклонения
baseline,Базовое правило,5,I,0.09087652522994681,0.00018175305045989298,% отклонения
baseline,Базовое правило,6,I,0.09932905083601153,0.00019865810167202236,% отклонения
baseline,Базовое правило,7,I,0.10005359434131536,0.00020010718868263,% отклонения
baseline,Базовое правило,8,I,0.09703524089291239,0.0001940704817858241,% отклонения
baseline,Базовое правило,9,I,0.09236409971066817,0.00018472819942133567,% отклонения
baseline,Базовое правило,10,I,0.08711500348543319,0.00017423000697086577,% отклонения
baseline,Базовое правило,11,I,0.08182330523326427,0.00016364661046652795,% отклонения
baseline,Базовое правило,12,I,0.07674107384164658,0.0001534821476832926,% отклонения
baseline,Базовое правило,13,I,0.07197425082095002,0.00014394850164189954,% отклонения
baseline,Базовое правило,14,I,0.06755548884740416,0.00013511097769480784,% отклонения
baseline,Базовое правило,15,I,0.06348237754781627,0.0001269647550956321,% отклонения
baseline,Базовое правило,16,I,0.059737145168992305,0.00011947429033798418,% отклонения
baseline,Базовое правило,17,I,0.05629652648479775,0.0001125930529695951,% отклонения
baseline,Базовое правило,18,I,0.053136474407716926,0.00010627294881543348,% отклонения
baseline,Базовое правило,19,I,0.05023421968070059,0.00010046843936140082,% отклонения
baseline,Базовое правило,20,I,0.04756900866666208,9.513801733332383e-05,% отклонения
baseline,Базовое правило,21,I,0.04512221658771481,9.02444331754293e-05,% отклонения
baseline,Базовое правило,22,I,0.04287719429600671,8.575438859201312e-05,% отклонения
baseline,Базовое правило,23,I,0.04081902633121263,8.163805266242496e-05,% отклонения
baseline,Базовое правило,24,I,0.03893428328932705,7.786856657865382e-05,% отклонения
baseline,Базовое правило,25,I,0.037210802907541994,7.442160581508372e-05,% отклонения
baseline,Базовое правило,26,I,0.03563751030924446,7.127502061848867e-05,% отклонения
baseline,Базовое правило,27,I,0.03420427666597793,6.840855333195561e-05,% отклонения
baseline,Базовое правило,28,I,0.0329018111912689,6.580362238253756e-05,% отклонения
baseline,Базовое правило,29,I,0.03172158036592054,6.344316073184086e-05,% отклонения
baseline,Базовое правило,30,I,0.030655748687019698,6.131149737403918e-05,% отклонения
baseline,Базовое правило,31,I,0.029697136548004315,5.939427309600842e-05,% отклонения
baseline,Базовое правило,32,I,0.028839192212401603,5.7678384424803e-05,% отклонения
baseline,Базовое правило,33,I,0.028075976177835516,5.615195235567083e-05,% отклонения
baseline,Базовое правило,34,I,0.02740215765965902,5.480431531931784e-05,% отклонения
baseline,Базовое правило,35,I,0.026813023866076407,5.3626047732152626e-05,% отклонения
baseline,Базовое правило,36,I,0.026304503576116228,5.260900715223227e-05,% отклонения
baseline,Базовое правило,37,I,0.025873206801793704,5.174641360358723e-05,% отклонения
baseline,Базовое правило,38,I,0.025516481684834204,5.103296336966823e-05,% отклонения
baseline,Базовое правило,39,I,0.025232487952608997,5.046497590521781e-05,% отклонения
baseline,Базовое правило,40,I,0.02502028231352047,5.004056462704076e-05,% отклонения
baseline,Базовое правило,41,I,0.024879904293756503,4.975980858751283e-05,% отклонения
baseline,Базовое правило,42,I,0.024812439960789166,4.962487992157816e-05,% отклонения
baseline,Базовое правило,43,I,0.024820024205077316,4.964004841015446e-05,% отклонения
baseline,Базовое правило,44,I,0.024905718329762495,4.981143665952481e-05,% отклонения
baseline,Базовое правило,45,I,0.025073167204237114,5.014633440847405e-05,% отклонения
baseline,Базовое правило,46,I,0.025325898605488374,5.065179721097657e-05,% отклонения
baseline,Базовое правило,47,I,0.025666077492200824,5.133215498440147e-05,% отклонения
baseline,Базовое правило,48,I,0.02609247418951253,5.2184948379024876e-05,% отклонения
baseline,Базовое правило,49,I,0.026597356673832655,5.3194713347665123e-05,% отклонения
baseline,Базовое правило,50,I,0.02716199120919592,5.432398241839165e-05,% отклонения
baseline,Базовое правило,51,I,0.027750461963918602,5.550092392783701e-05,% отклонения
baseline,Базовое правило,52,I,0.02830164642810006,5.6603292856199916e-05,% отклонения
baseline,Базовое правило,53,I,0.02871948101827736,5.743896203655452e-05,% отклонения
baseline,Базовое правило,54,I,0.02886222266086657,5.772444532173293e-05,% отклонения
baseline,Базовое правило,55,I,0.02853239801332851,5.7064796026656817e-05,% отклонения
baseline,Базовое правило,56,I,0.027470714777863656,5.494142955572712e-05,% отклонения
baseline,Базовое правило,57,I,0.02535960982989758,5.071921965979498e-05,% отклонения
baseline,Базовое правило,58,I,0.02184556628093145,4.3691132561862744e-05,% отклонения
baseline,Базовое правило,59,I,0.01659405876178194,3.3188117523563765e-05,% отклонения
baseline,Базовое правило,0,N,-0.32558062836149926,-0.0032558062836149926,% отклонения
baseline,Базовое правило,1,N,-0.15890656392563152,-0.0015890656392563152,% отклонения
baseline,Базовое правило,2,N,-0.06690916198546226,-0.0006690916198546226,% отклонения
baseline,Базовое правило,3,N,-0.018522821596045347,-0.00018522821596045347,% отклонения
baseline,Базовое правило,4,N,0.006114725814909683,6.114725814909683e-05,% отклонения
baseline,Базовое правило,5,N,0.018014013501321813,0.00018014013501321813,% отклонения
baseline,Базовое правило,6,N,0.0231599572156016,0.000231599572156016,% отклонения
baseline,Базовое правило,7,N,0.024792692475461564,0.00024792692475461564,% отклонения
baseline,Базовое правило,8,N,0.02465117550121132,0.0002465117550121132,% отклонения
baseline,Базовое правило,9,N,0.023659164264677734,0.00023659164264677734,% отклонения
baseline,Базовое правило,10,N,0.02230062329977578,0.0002230062329977578,% отклонения
baseline,Базовое правило,11,N,0.02082391772459946,0.0002082391772459946,% отклонения
baseline,Базовое правило,12,N,0.0193523108017013,0.000193523108017013,% отклонения
baseline,Базовое правило,13,N,0.0179434523139399,0.000179434523139399,% отклонения
baseline,Базовое правило,14,N,0.016621208603528892,0.00016621208603528892,% отклонения
baseline,Базовое правило,15,N,0.015392550157389273,0.00015392550157389273,% отклонения
baseline,Базовое правило,16,N,0.014256399664680508,0.00014256399664680508,% отклонения
baseline,Базовое правило,17,N,0.013208178944346116,0.00013208178944346116,% отклонения
baseline,Базовое правило,18,N,0.01224207409842304,0.0001224207409842304,% отклонения
baseline,Базовое правило,19,N,0.011352106516837601,0.00011352106516837601,% отклонения
baseline,Базовое правило,20,N,0.010532592349221659,0.00010532592349221659,% отклонения
baseline,Базовое правило,21,N,0.009778300003682183,9.778300003682183e-05,% отклонения
baseline,Базовое правило,22,N,0.009084467752407122,9.084467752407122e-05,% отклонения
baseline,Базовое правило,23,N,0.008446764224334657,8.446764224334657e-05,% отклонения
baseline,Базовое правило,24,N,0.007861232353256753,7.861232353256753e-05,% отклонения
baseline,Базовое правило,25,N,0.0073242352420122,7.3242352420122e-05,% отклонения
baseline,Базовое правило,26,N,0.006832410979140668,6.832410979140668e-05,% отклонения
baseline,Базовое правило,27,N,0.006382638063606727,6.382638063606727e-05,% отклонения
baseline,Базовое правило,28,N,0.005972010585986176,5.972010585986176e-05,% отклонения
baseline,Базовое правило,29,N,0.005597821575031858,5.597821575031858e-05,% отклонения
baseline,Базовое правило,30,N,0.005257552816329003,5.257552816329003e-05,% отклонения
baseline,Базовое правило,31,N,0.004948869749710205,4.948869749710205e-05,% отклонения
baseline,Базовое правило,32,N,0.004669620696207133,4.669620696207133e-05,% отклонения
baseline,Базовое правило,33,N,0.004417839907877585,4.4178399078775854e-05,% отклонения
baseline,Базовое правило,34,N,0.004191754638349643,4.191754638349643e-05,% отклонения
baseline,Базовое правило,35,N,0.003989796646575172,3.989796646575172e-05,% отклонения
baseline,Базовое правило,36,N,0.0038106188155362375,3.8106188155362375e-05,% отклонения
baseline,Базовое правило,37,N,0.0036531174949283596,3.6531174949283596e-05,% отклонения
baseline,Базовое правило,38,N,0.0035164607002036163,3.5164607002036163e-05,% отклонения
baseline,Базовое правило,39,N,0.0034001210444500884,3.4001210444500884e-05,% отклонения
baseline,Базовое правило,40,N,0.003303910444540925,3.303910444540925e-05,% отклонения
baseline,Базовое правило,41,N,0.0032280096898817945,3.2280096898817945e-05,% отклонения
baseline,Базовое правило,42,N,0.0031729809471636727,3.172980947163673e-05,% отклонения
baseline,Базовое правило,43,N,0.003139742961999481,3.139742961999481e-05,% отклонения
baseline,Базовое правило,44,N,0.003129478014285425,3.129478014285425e-05,% отклонения
baseline,Базовое правило,45,N,0.0031434249367690015,3.1434249367690015e-05,% отклонения
baseline,Базовое правило,46,N,0.003182494839615302,3.182494839615302e-05,% отклонения
baseline,Базовое правило,47,N,0.0032466257694485634,3.2466257694485634e-05,% отклонения
baseline,Базовое правило,48,N,0.0033337725181548095,3.3337725181548095e-05,% отклонения
baseline,Базовое правило,49,N,0.003438413075218527,3.438413075218527e-05,% отклонения
baseline,Базовое правило,50,N,0.0035494534293967206,3.5494534293967206e-05,% отклонения
baseline,Базовое правило,51,N,0.00364744369965031,3.64744369965031e-05,% отклонения
baseline,Базовое правило,52,N,0.00370110463663309,3.70110463663309e-05,% отклонения
baseline,Базовое правило,53,N,0.0036633421964138435,3.6633421964138435e-05,% отклонения
baseline,Базовое правило,54,N,0.0034672480216713097,3.46724802167131e-05,% отклонения
baseline,Базовое правило,55,N,0.0030231093447907753,3.0231093447907753e-05,% отклонения
baseline,Базовое правило,56,N,0.002218248321028682,2.218248321028682e-05,% отклонения
baseline,Базовое правило,57,N,0.000922625782129316,9.22625782129316e-06,% отклонения
baseline,Базовое правило,58,N,-0.0009954369065368063,-9.954369065368063e-06,% отклонения
baseline,Базовое правило,59,N,-0.0036374731941513083,-3.637473194151308e-05,% отклонения
baseline,Базовое правило,0,w,-0.062439461440256784,-0.0004121004455056948,% отклонения
baseline,Базовое правило,1,w,-0.04938118301247188,-0.0003259158078823144,% отклонения
baseline,Базовое правило,2,w,-0.04031159272735777,-0.0002660565120005613,% отклонения
baseline,Базовое правило,3,w,-0.0336912793681369,-0.00022236244382970355,% отклонения
baseline,Базовое правило,4,w,-0.028665846012993164,-0.0001891945836857549,% отклонения
baseline,Базовое правило,5,w,-0.0247185578170729,-0.00016314248159268114,% отклонения
baseline,Базовое правило,6,w,-0.021525513240636663,-0.00014206838738820197,% отклонения
baseline,Базовое правило,7,w,-0.018876057343778854,-0.00012458197846894044,% отклонения
baseline,Базовое правило,8,w,-0.01662977558758997,-0.00010975651887809381,% отклонения
baseline,Базовое правило,9,w,-0.014691045954472463,-9.696090329951825e-05,% отклонения
baseline,Базовое правило,10,w,-0.012993235850852807,-8.575535661562854e-05,% отклонения
baseline,Базовое правило,11,w,-0.011488765854661945,-7.582585464076884e-05,% отклонения
baseline,Базовое правило,12,w,-0.010142833178482162,-6.694269897798228e-05,% отклонения
baseline,Базовое правило,13,w,-0.008929409892973247,-5.893410529362343e-05,% отклонения
baseline,Базовое правило,14,w,-0.007828646634309013,-5.166906778643949e-05,% отклонения
baseline,Базовое правило,15,w,-0.006825144658882226,-4.504595474862269e-05,% отклонения
baseline,Базовое правило,16,w,-0.00590677028207286,-3.898468386168088e-05,% отклонения
baseline,Базовое правило,17,w,-0.005063816323858135,-3.3421187737463695e-05,% отклонения
baseline,Базовое правило,18,w,-0.0042883935743334945,-2.8303397590601067e-05,% отклонения
baseline,Базовое правило,19,w,-0.0035739811094416124,-2.358827532231464e-05,% отклонения
baseline,Базовое правило,20,w,-0.00291509065635474,-1.9239598331941284e-05,% отклонения
baseline,Базовое правило,21,w,-0.0023070153573011183,-1.5226301358187382e-05,% отклонения
baseline,Базовое правило,22,w,-0.0017456421790742293,-1.1521238381889915e-05,% отклонения
baseline,Базовое правило,23,w,-0.0012273126959887763,-8.100263793525925e-06,% отклонения
baseline,Базовое правило,24,w,-0.0007487205781071111,-4.941555815506934e-06,% отклонения
baseline,Базовое правило,25,w,-0.0003068366648987112,-2.0251219883314936e-06,% отклонения
baseline,Базовое правило,26,w,0.00010114557568694987,6.675607995338693e-07,% отклонения
baseline,Базовое правило,27,w,0.000477849920433247,3.15380947485943e-06,% отклонения
baseline,Базовое правило,28,w,0.0008257471390925448,5.449931118010796e-06,% отклонения
baseline,Базовое правило,29,w,0.001147178242521728,7.5713764006434045e-06,% отклонения
baseline,Базовое правило,30,w,0.0014443741313984184,9.532869267229562e-06,% отклонения
baseline,Базовое правило,31,w,0.0017194739710618603,1.1348528209008278e-05,% отклонения
baseline,Базовое правило,32,w,0.001974544147817087,1.3031991375592774e-05,% отклонения
baseline,Базовое правило,33,w,0.0022115991778131885,1.4596554573567045e-05,% отклонения
baseline,Базовое правило,34,w,0.0024326253894111326,1.6055327570113478e-05,% отклонения
baseline,Базовое правило,35,w,0.0026396074007488763,1.7421408844942586e-05,% отклонения
baseline,Базовое правило,36,w,0.002834556208170972,1.8708070973928416e-05,% отклонения
baseline,Базовое правило,37,w,0.0030195358510114907,1.992893661667584e-05,% отклонения
baseline,Базовое правило,38,w,0.0031966828453720494,2.1098106779455527e-05,% отклонения
baseline,Базовое правило,39,w,0.0033682085791505597,2.2230176622393694e-05,% отклонения
baseline,Базовое правило,40,w,0.0035363693553325387,2.3340037745194757e-05,% отклонения
baseline,Базовое правило,41,w,0.0037033815053608876,2.444231793538186e-05,% отклонения
baseline,Базовое правило,42,w,0.0038712500658861773,2.555025043484877e-05,% отклонения
baseline,Базовое правило,43,w,0.004041469325734313,2.667369754984646e-05,% отклонения
baseline,Базовое правило,44,w,0.00421454344408085,2.781598673093361e-05,% отклонения
baseline,Базовое правило,45,w,0.004389267837103792,2.896916772488503e-05,% отклонения
baseline,Базовое правило,46,w,0.004561711736744987,3.0107297462516914e-05,% отклонения
baseline,Базовое правило,47,w,0.004723856675374826,3.1177454057473854e-05,% отклонения
baseline,Базовое правило,48,w,0.004861886153526837,3.208844861327713e-05,% отклонения
baseline,Базовое правило,49,w,0.0049542052041094,3.269775434712204e-05,% отклонения
baseline,Базовое правило,50,w,0.0049694184128871235,3.2798161525055016e-05,% отклонения
baseline,Базовое правило,51,w,0.004864742217713227,3.21072986369073e-05,% отклонения
baseline,Базовое правило,52,w,0.004585710545649439,3.0265689601286298e-05,% отклонения
baseline,Базовое правило,53,w,0.004068596381002921,2.6852736114619275e-05,% отклонения
baseline,Базовое правило,54,w,0.0032477600663801884,2.1435216438109247e-05,% отклонения
baseline,Базовое правило,55,w,0.0020711816316919653,1.3669798769166972e-05,% отклонения
baseline,Базовое правило,56,w,0.0005287428443000779,3.489702772380514e-06,% отклонения
baseline,Базовое правило,57,w,-0.00130065949215564,-8.584352648227226e-06,% отклонения
baseline,Базовое правило,58,w,-0.003175512618493678,-2.0958383282058274e-05,% отклонения
baseline,Базовое правило,59,w,-0.0045825856161833805,-3.024506506681031e-05,% отклонения
baseline,Базовое правило,0,output_gap,-0.21827289427304164,-0.0021827289427304164,% отклонения
baseline,Базовое правило,1,output_gap,-0.1111584994665904,-0.001111584994665904,% отклонения
baseline,Базовое правило,2,output_gap,-0.05141216053222708,-0.0005141216053222708,% отклонения
baseline,Базовое правило,3,output_gap,-0.01947537668869348,-0.0001947537668869348,% отклонения
baseline,Базовое правило,4,output_gap,-0.002732123779480844,-2.732123779480844e-05,% отклонения
baseline,Базовое правило,5,output_gap,0.005820218513008513,5.820218513008513e-05,% отклонения
baseline,Базовое правило,6,output_gap,0.009992576309270085,9.992576309270085e-05,% отклонения
baseline,Базовое правило,7,output_gap,0.011852492036878992,0.00011852492036878992,% отклонения
baseline,Базовое правило,8,output_gap,0.012513180167772475,0.00012513180167772475,% отклонения
baseline,Базовое правило,9,output_gap,0.012569022388930762,0.00012569022388930762,% отклонения
baseline,Базовое правило,10,output_gap,0.01233404547986705,0.0001233404547986705,% отклонения
baseline,Базовое правило,11,output_gap,0.01197173669376106,0.00011971736693761059,% отклонения
baseline,Базовое правило,12,output_gap,0.011565363397592066,0.00011565363397592066,% отклонения
baseline,Базовое правило,13,output_gap,0.01115588466586992,0.0001115588466586992,% отклонения
baseline,Базовое правило,14,output_gap,0.010762277993991987,0.00010762277993991987,% отклонения
baseline,Базовое правило,15,output_gap,0.010392356398969405,0.00010392356398969405,% отклонения
baseline,Базовое правило,16,output_gap,0.010048461805212128,0.00010048461805212128,% отклонения
baseline,Базовое правило,17,output_gap,0.009730411625774593,9.730411625774593e-05,% отклонения
baseline,Базовое правило,18,output_gap,0.009436983764898876,9.436983764898876e-05,% отклонения
baseline,Базовое правило,19,output_gap,0.009166633313317796,9.166633313317796e-05,% отклонения
baseline,Базовое правило,20,output_gap,0.008917813128328511,8.917813128328511e-05,% отклонения
baseline,Базовое правило,21,output_gap,0.008689096698288878,8.689096698288878e-05,% отклонения
baseline,Базовое правило,22,output_gap,0.008479207671063804,8.479207671063804e-05,% отклонения
baseline,Базовое правило,23,output_gap,0.008287009743557228,8.287009743557228e-05,% отклонения
baseline,Базовое правило,24,output_gap,0.008111483536432651,8.111483536432651e-05,% отклонения
baseline,Базовое правило,25,output_gap,0.007951702825947926,7.951702825947926e-05,% отклонения
baseline,Базовое правило,26,output_gap,0.007806815075817042,7.806815075817042e-05,% отклонения
baseline,Базовое правило,27,output_gap,0.007676027671643659,7.676027671643659e-05,% отклонения
baseline,Базовое правило,28,output_gap,0.007558599569956748,7.558599569956748e-05,% отклонения
baseline,Базовое правило,29,output_gap,0.007453837538040631,7.453837538040631e-05,% отклонения
baseline,Базовое правило,30,output_gap,0.0073610960478642795,7.36109604786428e-05,% отклонения
baseline,Базовое правило,31,output_gap,0.007279780046887119,7.279780046887119e-05,% отклонения
