scenario,scenario_label,period,component,component_label,value
baseline,Базовое правило,0,household_total,Отклик household-блока,-0.19570127549983332
baseline,Базовое правило,1,household_total,Отклик household-блока,-0.14840258654068436
baseline,Базовое правило,2,household_total,Отклик household-блока,-0.085071657097987
baseline,Базовое правило,3,household_total,Отклик household-блока,-0.04996508348504131
baseline,Базовое правило,4,household_total,Отклик household-блока,-0.030322585119519144
baseline,Базовое правило,5,household_total,Отклик household-блока,-0.019129691885690355
baseline,Базовое правило,6,household_total,Отклик household-блока,-0.012587667053058917
baseline,Базовое правило,7,household_total,Отклик household-блока,-0.008622212460595363
baseline,Базовое правило,8,household_total,Отклик household-блока,-0.006099967992143723
baseline,Базовое правило,9,household_total,Отклик household-блока,-0.004399886349389038
baseline,Базовое правило,10,household_total,Отклик household-блока,-0.0031796794771732687
baseline,Базовое правило,11,household_total,Отклик household-блока,-0.002249002786842517
baseline,Базовое правило,12,household_total,Отклик household-блока,-0.0015007125541717584
baseline,Базовое правило,13,household_total,Отклик household-блока,-0.0008735505845864666
baseline,Базовое правило,14,household_total,Отклик household-блока,-0.00033178899925139974
baseline,Базовое правило,15,household_total,Отклик household-блока,0.00014596051888774963
baseline,Базовое правило,16,household_total,Отклик household-блока,0.0005729575201136014
baseline,Базовое правило,17,household_total,Отклик household-блока,0.0009578119220989287
baseline,Базовое правило,18,household_total,Отклик household-блока,0.001306446968815293
baseline,Базовое правило,19,household_total,Отклик household-блока,0.0016232105763858283
baseline,Базовое правило,20,household_total,Отклик household-блока,0.0019115037716142245
baseline,Базовое правило,21,household_total,Отклик household-блока,0.0021741340705727
baseline,Базовое правило,22,household_total,Отклик household-блока,0.0024135125657495874
baseline,Базовое правило,23,household_total,Отклик household-блока,0.0026317631838501045
baseline,Базовое правило,24,household_total,Отклик household-блока,0.0028307836211018235
baseline,Базовое правило,25,household_total,Отклик household-блока,0.003012280591869013
baseline,Базовое правило,26,household_total,Отклик household-блока,0.003177792100869788
baseline,Базовое правило,27,household_total,Отклик household-блока,0.0033287036797517724
baseline,Базовое правило,28,household_total,Отклик household-блока,0.0034662621843946357
baseline,Базовое правило,29,household_total,Отклик household-блока,0.00359158890006172
baseline,Базовое правило,30,household_total,Отклик household-блока,0.0037056927144796118
baseline,Базовое правило,31,household_total,Отклик household-блока,0.0038094836491584737
baseline,Базовое правило,32,household_total,Отклик household-блока,0.0039037868872098024
baseline,Базовое правило,33,household_total,Отклик household-блока,0.003989357387095722
baseline,Базовое правило,34,household_total,Отклик household-блока,0.004066895233801033
baseline,Базовое правило,35,household_total,Отклик household-блока,0.004137061888058367
baseline,Базовое правило,36,household_total,Отклик household-блока,0.004200497444021959
baseline,Базовое правило,37,household_total,Отклик household-блока,0.004257838791470576
baseline,Базовое правило,38,household_total,Отклик household-блока,0.004309738116096747
baseline,Базовое правило,39,household_total,Отклик household-блока,0.004356880328079764
baseline,Базовое правило,40,household_total,Отклик household-блока,0.004399996698112288
baseline,Базовое правило,41,household_total,Отклик household-блока,0.004439869876725112
baseline,Базовое правило,42,household_total,Отклик household-блока,0.0044773226211525545
baseline,Базовое правило,43,household_total,Отклик household-блока,0.004513178549258112
baseline,Базовое правило,44,household_total,Отклик household-блока,0.004548178233687489
baseline,Базовое правило,45,household_total,Отклик household-блока,0.004582827899692788
baseline,Базовое правило,46,household_total,Отклик household-блока,0.004617151540366193
baseline,Базовое правило,47,household_total,Отклик household-блока,0.004650311438588112
baseline,Базовое правило,48,household_total,Отклик household-блока,0.004680059061827744
baseline,Базовое правило,49,household_total,Отклик household-блока,0.004701981548486464
baseline,Базовое правило,50,household_total,Отклик household-блока,0.004708524137982519
baseline,Базовое правило,51,household_total,Отклик household-блока,0.004687804228388233
baseline,Базовое правило,52,household_total,Отклик household-блока,0.00462229994130475
baseline,Базовое правило,53,household_total,Отклик household-блока,0.00448761132299987
baseline,Базовое правило,54,household_total,Отклик household-блока,0.004251676124291711
baseline,Базовое правило,55,household_total,Отклик household-блока,0.003875099371973809
baseline,Базовое правило,56,household_total,Отклик household-блока,0.0033136520938468307
baseline,Базовое правило,57,household_total,Отклик household-блока,0.0025245269956835387
baseline,Базовое правило,58,household_total,Отклик household-блока,0.0014786000875012591
baseline,Базовое правило,59,household_total,Отклик household-блока,0.00018165891019371439
baseline,Базовое правило,0,intertemporal_financial_channel,Межвременной и финансовый канал,-0.055309903493235765
baseline,Базовое правило,1,intertemporal_financial_channel,Межвременной и финансовый канал,-0.002825908323791414
baseline,Базовое правило,2,intertemporal_financial_channel,Межвременной и финансовый канал,0.01978818537666393
baseline,Базовое правило,3,intertemporal_financial_channel,Межвременной и финансовый канал,0.030779202547737656
baseline,Базовое правило,4,intertemporal_financial_channel,Межвременной и финансовый канал,0.03560576396982049
baseline,Базовое правило,5,intertemporal_financial_channel,Межвременной и финансовый канал,0.03723863163543129
baseline,Базовое правило,6,intertemporal_financial_channel,Межвременной и финансовый канал,0.03724156933389707
baseline,Базовое правило,7,intertemporal_financial_channel,Межвременной и финансовый канал,0.03644568834438377
baseline,Базовое правило,8,intertemporal_financial_channel,Межвременной и финансовый канал,0.03528834494597513
baseline,Базовое правило,9,intertemporal_financial_channel,Межвременной и финансовый канал,0.03399595987732093
baseline,Базовое правило,10,intertemporal_financial_channel,Межвременной и финансовый канал,0.032682773656275504
baseline,Базовое правило,11,intertemporal_financial_channel,Межвременной и финансовый канал,0.031403895244757014
baseline,Базовое правило,12,intertemporal_financial_channel,Межвременной и финансовый канал,0.030183658169660246
baseline,Базовое правило,13,intertemporal_financial_channel,Межвременной и финансовый канал,0.029030714471774553
baseline,Базовое правило,14,intertemporal_financial_channel,Межвременной и финансовый канал,0.027946018755356006
baseline,Базовое правило,15,intertemporal_financial_channel,Межвременной и финансовый канал,0.026926998864391115
baseline,Базовое правило,16,intertemporal_financial_channel,Межвременной и финансовый канал,0.025969683928838683
baseline,Базовое правило,17,intertemporal_financial_channel,Межвременной и финансовый канал,0.025069746107937853
baseline,Базовое правило,18,intertemporal_financial_channel,Межвременной и финансовый канал,0.024222974219041942
baseline,Базовое правило,19,intertemporal_financial_channel,Межвременной и финансовый канал,0.023425459215562584
baseline,Базовое правило,20,intertemporal_financial_channel,Межвременной и финансовый канал,0.02267364096802308
baseline,Базовое правило,21,intertemporal_financial_channel,Межвременной и финансовый канал,0.021964294246630572
baseline,Базовое правило,22,intertemporal_financial_channel,Межвременной и финансовый канал,0.021294492893892156
baseline,Базовое правило,23,intertemporal_financial_channel,Межвременной и финансовый канал,0.020661570417668106
baseline,Базовое правило,24,intertemporal_financial_channel,Межвременной и финансовый канал,0.02006308450685742
baseline,Базовое правило,25,intertemporal_financial_channel,Межвременной и финансовый канал,0.019496787731028514
baseline,Базовое правило,26,intertemporal_financial_channel,Межвременной и финансовый канал,0.01896060434412371
baseline,Базовое правило,27,intertemporal_financial_channel,Межвременной и финансовый канал,0.018452612255065847
baseline,Базовое правило,28,intertemporal_financial_channel,Межвременной и финансовый канал,0.017971029077269832
baseline,Базовое правило,29,intertemporal_financial_channel,Межвременной и финансовый канал,0.01751420132232861
baseline,Базовое правило,30,intertemporal_financial_channel,Межвременной и финансовый канал,0.01708059604439108
baseline,Базовое правило,31,intertemporal_financial_channel,Межвременной и финансовый канал,0.016668794503313523
baseline,Базовое правило,32,intertemporal_financial_channel,Межвременной и финансовый канал,0.016277487638221
baseline,Базовое правило,33,intertemporal_financial_channel,Межвременной и финансовый канал,0.015905473338405623
baseline,Базовое правило,34,intertemporal_financial_channel,Межвременной и финансовый канал,0.015551655655083926
baseline,Базовое правило,35,intertemporal_financial_channel,Межвременной и финансовый канал,0.015215046212026562
baseline,Базовое правило,36,intertemporal_financial_channel,Межвременной и финансовый канал,0.014894768133193955
baseline,Базовое правило,37,intertemporal_financial_channel,Межвременной и финансовый канал,0.01459006277912308
baseline,Базовое правило,38,intertemporal_financial_channel,Межвременной и финансовый канал,0.014300299408190522
baseline,Базовое правило,39,intertemporal_financial_channel,Межвременной и финансовый канал,0.014024987481295648
baseline,Базовое правило,40,intertemporal_financial_channel,Межвременной и финансовый канал,0.013763790572423459
baseline,Базовое правило,41,intertemporal_financial_channel,Межвременной и финансовый канал,0.013516539591071299
baseline,Базовое правило,42,intertemporal_financial_channel,Межвременной и финансовый канал,0.013283241050777089
baseline,Базовое правило,43,intertemporal_financial_channel,Межвременной и финансовый канал,0.013064073218813003
baseline,Базовое правило,44,intertemporal_financial_channel,Межвременной и финансовый канал,0.012859358925335095
baseline,Базовое правило,45,intertemporal_financial_channel,Межвременной и финансовый канал,0.012669498456439221
baseline,Базовое правило,46,intertemporal_financial_channel,Межвременной и финансовый канал,0.012494839273557413
baseline,Базовое правило,47,intertemporal_financial_channel,Межвременной и финансовый канал,0.012335451678325405
baseline,Базовое правило,48,intertemporal_financial_channel,Межвременной и финансовый канал,0.012190771859556096
baseline,Базовое правило,49,intertemporal_financial_channel,Межвременной и финансовый канал,0.01205906792869
baseline,Базовое правило,50,intertemporal_financial_channel,Межвременной и финансовый канал,0.01193668391201071
baseline,Базовое правило,51,intertemporal_financial_channel,Межвременной и финансовый канал,0.01181702672032207
baseline,Базовое правило,52,intertemporal_financial_channel,Межвременной и финансовый канал,0.011689290350153144
baseline,Базовое правило,53,intertemporal_financial_channel,Межвременной и финансовый канал,0.011536972427907754
baseline,Базовое правило,54,intertemporal_financial_channel,Межвременной и финансовый канал,0.01133634815021691
baseline,Базовое правило,55,intertemporal_financial_channel,Межвременной и финансовый канал,0.011055248890327786
baseline,Базовое правило,56,intertemporal_financial_channel,Межвременной и финансовый канал,0.010652775963399547
baseline,Базовое правило,57,intertemporal_financial_channel,Межвременной и финансовый канал,0.010080995478069194
baseline,Базовое правило,58,intertemporal_financial_channel,Межвременной и финансовый канал,0.009290233312672296
baseline,Базовое правило,59,intertemporal_financial_channel,Межвременной и финансовый канал,0.008240296445373373
baseline,Базовое правило,0,labor_income_channel,Канал трудового дохода,-0.14048138088478188
baseline,Базовое правило,1,labor_income_channel,Канал трудового дохода,-0.1457040905369061
baseline,Базовое правило,2,labor_income_channel,Канал трудового дохода,-0.10491959623995963
baseline,Базовое правило,3,labor_income_channel,Канал трудового дохода,-0.0807738747353812
baseline,Базовое правило,4,labor_income_channel,Канал трудового дохода,-0.06594480739363402
baseline,Базовое правило,5,labor_income_channel,Канал трудового дохода,-0.05637733922610604
baseline,Базовое правило,6,labor_income_channel,Канал трудового дохода,-0.04983241168141361
baseline,Базовое правило,7,labor_income_channel,Канал трудового дохода,-0.045066084719109924
baseline,Базовое правило,8,labor_income_channel,Канал трудового дохода,-0.04138190125919914
baseline,Базовое правило,9,labor_income_channel,Канал трудового дохода,-0.03838503126978239
baseline,Базовое правило,10,labor_income_channel,Канал трудового дохода,-0.03584742084987514
baseline,Базовое правило,11,labor_income_channel,Канал трудового дохода,-0.033633945579410844
baseline,Базовое правило,12,labor_income_channel,Канал трудового дохода,-0.03166193526887677
baseline,Базовое правило,13,labor_income_channel,Канал трудового дохода,-0.02987888829434582
baseline,Базовое правило,14,labor_income_channel,Канал трудового дохода,-0.02825007240879277
baseline,Базовое правило,15,labor_income_channel,Канал трудового дохода,-0.026751505856396983
baseline,Базовое правило,16,labor_income_channel,Канал трудового дохода,-0.025365891872914912
baseline,Базовое правило,17,labor_income_channel,Канал трудового дохода,-0.024080203164620305
baseline,Базовое правило,18,labor_income_channel,Канал трудового дохода,-0.022884211921273087
baseline,Базовое правило,19,labor_income_channel,Канал трудового дохода,-0.021769577587687182
baseline,Базовое правило,20,labor_income_channel,Канал трудового дохода,-0.020729272675747076
baseline,Базовое правило,21,labor_income_channel,Канал трудового дохода,-0.019757217656597582
baseline,Базовое правило,22,labor_income_channel,Канал трудового дохода,-0.018848046695703884
baseline,Базовое правило,23,labor_income_channel,Канал трудового дохода,-0.01799695553348254
baseline,Базовое правило,24,labor_income_channel,Канал трудового дохода,-0.017199600782730487
baseline,Базовое правило,25,labor_income_channel,Канал трудового дохода,-0.0164520311637709
baseline,Базовое правило,26,labor_income_channel,Канал трудового дохода,-0.015750638439269573
baseline,Базовое правило,27,labor_income_channel,Канал трудового дохода,-0.015092120427072576
baseline,Базовое правило,28,labor_income_channel,Канал трудового дохода,-0.014473451451769783
baseline,Базовое правило,29,labor_income_channel,Канал трудового дохода,-0.013891857457967846
baseline,Базовое правило,30,labor_income_channel,Канал трудового дохода,-0.013344794177375418
baseline,Базовое правило,31,labor_income_channel,Канал трудового дохода,-0.012829927436133273
baseline,Базовое правило,32,labor_income_channel,Канал трудового дохода,-0.012345115081944608
baseline,Базовое правило,33,labor_income_channel,Канал трудового дохода,-0.011888390281586666
baseline,Базовое правило,34,labor_income_channel,Канал трудового дохода,-0.011457946062651794
baseline,Базовое правило,35,labor_income_channel,Канал трудового дохода,-0.011052121118603125
baseline,Базовое правило,36,labor_income_channel,Канал трудового дохода,-0.010669387036685771
baseline,Базовое правило,37,labor_income_channel,Канал трудового дохода,-0.010308337318958376
baseline,Базовое правило,38,labor_income_channel,Канал трудового дохода,-0.009967678873666709
baseline,Базовое правило,39,labor_income_channel,Канал трудового дохода,-0.009646227110208136
baseline,Базовое правило,40,labor_income_channel,Канал трудового дохода,-0.009342906338770694
baseline,Базовое правило,41,labor_income_channel,Канал трудового дохода,-0.009056758016669246
baseline,Базовое правило,42,labor_income_channel,Канал трудового дохода,-0.008786960272597621
baseline,Базовое правило,43,labor_income_channel,Канал трудового дохода,-0.008532863238160654
baseline,Базовое правило,44,labor_income_channel,Канал трудового дохода,-0.008294045669744718
baseline,Базовое правило,45,labor_income_channel,Канал трудового дохода,-0.008070399026070894
baseline,Базовое правило,46,labor_income_channel,Канал трудового дохода,-0.00786224494919161
baseline,Базовое правило,47,labor_income_channel,Канал трудового дохода,-0.007670490275044303
baseline,Базовое правило,48,labor_income_channel,Канал трудового дохода,-0.007496819059311044
baseline,Базовое правило,49,labor_income_channel,Канал трудового дохода,-0.0073439120077374125
baseline,Базовое правило,50,labor_income_channel,Канал трудового дохода,-0.00721566793991199
baseline,Базовое правило,51,labor_income_channel,Канал трудового дохода,-0.0071173766349923485
baseline,Базовое правило,52,labor_income_channel,Канал трудового дохода,-0.007055754458573375
baseline,Базовое правило,53,labor_income_channel,Канал трудового дохода,-0.007038699780607342
baseline,Базовое правило,54,labor_income_channel,Канал трудового дохода,-0.007074551338647805
baseline,Базовое правило,55,labor_income_channel,Канал трудового дохода,-0.007170537644692263
baseline,Базовое правило,56,labor_income_channel,Канал трудового дохода,-0.007329992601572946
baseline,Базовое правило,57,labor_income_channel,Канал трудового дохода,-0.007547795427408011
baseline,Базовое правило,58,labor_income_channel,Канал трудового дохода,-0.007803404763631397
baseline,Базовое правило,59,labor_income_channel,Канал трудового дохода,-0.008050852208957262
baseline,Базовое правило,0,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,9.000887818430972e-05
baseline,Базовое правило,1,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,0.0001274123200131656
baseline,Базовое правило,2,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,5.975376530870218e-05
baseline,Базовое правило,3,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,2.9588702602232757e-05
baseline,Базовое правило,4,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,1.645830429438591e-05
baseline,Базовое правило,5,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,9.015704984394373e-06
baseline,Базовое правило,6,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,3.1752944576214495e-06
baseline,Базовое правило,7,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.81608586920681e-06
baseline,Базовое правило,8,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.411678919708124e-06
baseline,Базовое правило,9,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.0814956927573302e-05
baseline,Базовое правило,10,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.5032283573634664e-05
baseline,Базовое правило,11,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.8952452188691497e-05
baseline,Базовое правило,12,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.2435454955236185e-05
baseline,Базовое правило,13,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.5376762015199278e-05
baseline,Базовое правило,14,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.773534581463355e-05
baseline,Базовое правило,15,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.9532489106382387e-05
baseline,Базовое правило,16,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.083453581016865e-05
baseline,Базовое правило,17,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.173102121861737e-05
baseline,Базовое правило,18,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.231532895356273e-05
baseline,Базовое правило,19,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.2671051489574756e-05
baseline,Базовое правило,20,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.2864520661778065e-05
baseline,Базовое правило,21,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.294251946029123e-05
baseline,Базовое правило,22,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.293363243868568e-05
baseline,Базовое правило,23,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.285170033545796e-05
baseline,Базовое правило,24,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.2700103025108025e-05
baseline,Базовое правило,25,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.247597538860128e-05
baseline,Базовое правило,26,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.217380398435023e-05
baseline,Базовое правило,27,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.178814824149994e-05
baseline,Базовое правило,28,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.1315441105413e-05
baseline,Базовое правило,29,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.075496429904323e-05
baseline,Базовое правило,30,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-3.0109152536052e-05
baseline,Базовое правило,31,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.938341802177655e-05
baseline,Базовое правило,32,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.8585669066588436e-05
baseline,Базовое правило,33,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.7725669723235287e-05
baseline,Базовое правило,34,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.681435863109801e-05
baseline,Базовое правило,35,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.586320536506924e-05
baseline,Базовое правило,36,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.4883652486223538e-05
baseline,Базовое правило,37,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.3886668694127727e-05
baseline,Базовое правило,38,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.2882418427065984e-05
baseline,Базовое правило,39,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.188004300774678e-05
baseline,Базовое правило,40,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.0887535540475473e-05
baseline,Базовое правило,41,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.9911697676940633e-05
baseline,Базовое правило,42,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.895815702691233e-05
baseline,Базовое правило,43,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.8031431394236686e-05
baseline,Базовое правило,44,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.7135021902888345e-05
baseline,Базовое правило,45,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.627153067553716e-05
baseline,Базовое правило,46,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.544278399961193e-05
baseline,Базовое правило,47,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.4649964692991475e-05
baseline,Базовое правило,48,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.3893738417309319e-05
baseline,Базовое правило,49,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.3174372466124568e-05
baseline,Базовое правило,50,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.2491834116201285e-05
baseline,Базовое правило,51,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.184585694148909e-05
baseline,Базовое правило,52,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.1235950275020599e-05
baseline,Базовое правило,53,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.066132430054211e-05
baseline,Базовое правило,54,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-1.0120687277393792e-05
baseline,Базовое правило,55,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.611873661713166e-06
baseline,Базовое правило,56,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.131267979771423e-06
baseline,Базовое правило,57,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.673054977644737e-06
baseline,Базовое правило,58,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.228461539640055e-06
baseline,Базовое правило,59,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.785326222398e-06
baseline,Базовое правило,0,general_equilibrium_total,Полный отклик,-0.19570127549983332
baseline,Базовое правило,1,general_equilibrium_total,Полный отклик,-0.14840258654068436
baseline,Базовое правило,2,general_equilibrium_total,Полный отклик,-0.085071657097987
baseline,Базовое правило,3,general_equilibrium_total,Полный отклик,-0.04996508348504131
baseline,Базовое правило,4,general_equilibrium_total,Полный отклик,-0.030322585119519144
baseline,Базовое правило,5,general_equilibrium_total,Полный отклик,-0.019129691885690355
baseline,Базовое правило,6,general_equilibrium_total,Полный отклик,-0.012587667053058917
baseline,Базовое правило,7,general_equilibrium_total,Полный отклик,-0.008622212460595363
baseline,Базовое правило,8,general_equilibrium_total,Полный отклик,-0.006099967992143723
baseline,Базовое правило,9,general_equilibrium_total,Полный отклик,-0.004399886349389038
baseline,Базовое правило,10,general_equilibrium_total,Полный отклик,-0.0031796794771732687
baseline,Базовое правило,11,general_equilibrium_total,Полный отклик,-0.002249002786842517
baseline,Базовое правило,12,general_equilibrium_total,Полный отклик,-0.0015007125541717584
baseline,Базовое правило,13,general_equilibrium_total,Полный отклик,-0.0008735505845864666
baseline,Базовое правило,14,general_equilibrium_total,Полный отклик,-0.00033178899925139974
baseline,Базовое правило,15,general_equilibrium_total,Полный отклик,0.00014596051888774963
baseline,Базовое правило,16,general_equilibrium_total,Полный отклик,0.0005729575201136014
baseline,Базовое правило,17,general_equilibrium_total,Полный отклик,0.0009578119220989287
baseline,Базовое правило,18,general_equilibrium_total,Полный отклик,0.001306446968815293
baseline,Базовое правило,19,general_equilibrium_total,Полный отклик,0.0016232105763858283
baseline,Базовое правило,20,general_equilibrium_total,Полный отклик,0.0019115037716142245
baseline,Базовое правило,21,general_equilibrium_total,Полный отклик,0.0021741340705727
baseline,Базовое правило,22,general_equilibrium_total,Полный отклик,0.0024135125657495874
baseline,Базовое правило,23,general_equilibrium_total,Полный отклик,0.0026317631838501045
baseline,Базовое правило,24,general_equilibrium_total,Полный отклик,0.0028307836211018235
baseline,Базовое правило,25,general_equilibrium_total,Полный отклик,0.003012280591869013
baseline,Базовое правило,26,general_equilibrium_total,Полный отклик,0.003177792100869788
baseline,Базовое правило,27,general_equilibrium_total,Полный отклик,0.0033287036797517724
baseline,Базовое правило,28,general_equilibrium_total,Полный отклик,0.0034662621843946357
baseline,Базовое правило,29,general_equilibrium_total,Полный отклик,0.00359158890006172
baseline,Базовое правило,30,general_equilibrium_total,Полный отклик,0.0037056927144796118
baseline,Базовое правило,31,general_equilibrium_total,Полный отклик,0.0038094836491584737
baseline,Базовое правило,32,general_equilibrium_total,Полный отклик,0.0039037868872098024
baseline,Базовое правило,33,general_equilibrium_total,Полный отклик,0.003989357387095722
baseline,Базовое правило,34,general_equilibrium_total,Полный отклик,0.004066895233801033
baseline,Базовое правило,35,general_equilibrium_total,Полный отклик,0.004137061888058367
baseline,Базовое правило,36,general_equilibrium_total,Полный отклик,0.004200497444021959
baseline,Базовое правило,37,general_equilibrium_total,Полный отклик,0.004257838791470576
baseline,Базовое правило,38,general_equilibrium_total,Полный отклик,0.004309738116096747
baseline,Базовое правило,39,general_equilibrium_total,Полный отклик,0.004356880328079764
baseline,Базовое правило,40,general_equilibrium_total,Полный отклик,0.004399996698112288
baseline,Базовое правило,41,general_equilibrium_total,Полный отклик,0.004439869876725112
baseline,Базовое правило,42,general_equilibrium_total,Полный отклик,0.0044773226211525545
baseline,Базовое правило,43,general_equilibrium_total,Полный отклик,0.004513178549258112
baseline,Базовое правило,44,general_equilibrium_total,Полный отклик,0.004548178233687489
baseline,Базовое правило,45,general_equilibrium_total,Полный отклик,0.004582827899692788
baseline,Базовое правило,46,general_equilibrium_total,Полный отклик,0.004617151540366193
baseline,Базовое правило,47,general_equilibrium_total,Полный отклик,0.004650311438588112
baseline,Базовое правило,48,general_equilibrium_total,Полный отклик,0.004680059061827744
baseline,Базовое правило,49,general_equilibrium_total,Полный отклик,0.004701981548486464
baseline,Базовое правило,50,general_equilibrium_total,Полный отклик,0.004708524137982519
baseline,Базовое правило,51,general_equilibrium_total,Полный отклик,0.004687804228388233
baseline,Базовое правило,52,general_equilibrium_total,Полный отклик,0.00462229994130475
baseline,Базовое правило,53,general_equilibrium_total,Полный отклик,0.00448761132299987
baseline,Базовое правило,54,general_equilibrium_total,Полный отклик,0.004251676124291711
baseline,Базовое правило,55,general_equilibrium_total,Полный отклик,0.003875099371973809
baseline,Базовое правило,56,general_equilibrium_total,Полный отклик,0.0033136520938468307
baseline,Базовое правило,57,general_equilibrium_total,Полный отклик,0.0025245269956835387
baseline,Базовое правило,58,general_equilibrium_total,Полный отклик,0.0014786000875012591
baseline,Базовое правило,59,general_equilibrium_total,Полный отклик,0.00018165891019371439
high_phi_pi,Сильная реакция на инфляцию,0,household_total,Отклик household-блока,-0.1724581838762791
high_phi_pi,Сильная реакция на инфляцию,1,household_total,Отклик household-блока,-0.13140216924562836
high_phi_pi,Сильная реакция на инфляцию,2,household_total,Отклик household-блока,-0.07318708020403271
high_phi_pi,Сильная реакция на инфляцию,3,household_total,Отклик household-блока,-0.041911134537143624
high_phi_pi,Сильная реакция на инфляцию,4,household_total,Отклик household-блока,-0.02488496896072713
high_phi_pi,Сильная реакция на инфляцию,5,household_total,Отклик household-блока,-0.015404672502430765
high_phi_pi,Сильная реакция на инфляцию,6,household_total,Отклик household-блока,-0.009962772950695932
high_phi_pi,Сильная реакция на инфляцию,7,household_total,Отклик household-блока,-0.0067038464725545435
high_phi_pi,Сильная реакция на инфляцию,8,household_total,Отклик household-блока,-0.004643098165168104
high_phi_pi,Сильная реакция на инфляцию,9,household_total,Отклик household-блока,-0.003254487182422263
high_phi_pi,Сильная реакция на инфляцию,10,household_total,Отклик household-блока,-0.002254312016917484
high_phi_pi,Сильная реакция на инфляцию,11,household_total,Отклик household-блока,-0.0014875377214821702
high_phi_pi,Сильная реакция на инфляцию,12,household_total,Отклик household-блока,-0.0008680169954317357
high_phi_pi,Сильная реакция на инфляцию,13,household_total,Отклик household-блока,-0.0003469056080822034
high_phi_pi,Сильная реакция на инфляцию,14,household_total,Отклик household-блока,0.00010417310202792346
