scenario,scenario_label,period,component,component_label,value
persistent_shock,Более персистентный монетарный шок,27,household_total,Отклик household-блока,0.006168677134609376
persistent_shock,Более персистентный монетарный шок,28,household_total,Отклик household-блока,0.006578876074272184
persistent_shock,Более персистентный монетарный шок,29,household_total,Отклик household-блока,0.006955998905273519
persistent_shock,Более персистентный монетарный шок,30,household_total,Отклик household-блока,0.007302682246101754
persistent_shock,Более персистентный монетарный шок,31,household_total,Отклик household-блока,0.007621311719633023
persistent_shock,Более персистентный монетарный шок,32,household_total,Отклик household-блока,0.007914057524983342
persistent_shock,Более персистентный монетарный шок,33,household_total,Отклик household-блока,0.008182910080738553
persistent_shock,Более персистентный монетарный шок,34,household_total,Отклик household-блока,0.008429716864418256
persistent_shock,Более персистентный монетарный шок,35,household_total,Отклик household-блока,0.008656221323106738
persistent_shock,Более персистентный монетарный шок,36,household_total,Отклик household-блока,0.008864104362743474
persistent_shock,Более персистентный монетарный шок,37,household_total,Отклик household-блока,0.009055028349416275
persistent_shock,Более персистентный монетарный шок,38,household_total,Отклик household-блока,0.009230682419967186
persistent_shock,Более персистентный монетарный шок,39,household_total,Отклик household-блока,0.009392825921503123
persistent_shock,Более персистентный монетарный шок,40,household_total,Отклик household-блока,0.009543323620508297
persistent_shock,Более персистентный монетарный шок,41,household_total,Отклик household-блока,0.009684161427852014
persistent_shock,Более персистентный монетарный шок,42,household_total,Отклик household-блока,0.009817424398303496
persistent_shock,Более персистентный монетарный шок,43,household_total,Отклик household-блока,0.009945209173784548
persistent_shock,Более персистентный монетарный шок,44,household_total,Отклик household-блока,0.010069430677551266
persistent_shock,Более персистентный монетарный шок,45,household_total,Отклик household-блока,0.01019146795654289
persistent_shock,Более персистентный монетарный шок,46,household_total,Отклик household-блока,0.010311577749561835
persistent_shock,Более персистентный монетарный шок,47,household_total,Отклик household-блока,0.010427989216382515
persistent_shock,Более персистентный монетарный шок,48,household_total,Отклик household-блока,0.010535584397532447
persistent_shock,Более персистентный монетарный шок,49,household_total,Отклик household-блока,0.010624074875444903
persistent_shock,Более персистентный монетарный шок,50,household_total,Отклик household-блока,0.010675619770022184
persistent_shock,Более персистентный монетарный шок,51,household_total,Отклик household-блока,0.010661914353686441
persistent_shock,Более персистентный монетарный шок,52,household_total,Отклик household-блока,0.010540942644069344
persistent_shock,Более персистентный монетарный шок,53,household_total,Отклик household-блока,0.010253872682700248
persistent_shock,Более персистентный монетарный шок,54,household_total,Отклик household-блока,0.009723033530049042
persistent_shock,Более персистентный монетарный шок,55,household_total,Отклик household-блока,0.008852610607053977
persistent_shock,Более персистентный монетарный шок,56,household_total,Отклик household-блока,0.007534689358684858
persistent_shock,Более персистентный монетарный шок,57,household_total,Отклик household-блока,0.005664588657681936
persistent_shock,Более персистентный монетарный шок,58,household_total,Отклик household-блока,0.003170982561912974
persistent_shock,Более персистентный монетарный шок,59,household_total,Отклик household-блока,6.78617476406954e-05
persistent_shock,Более персистентный монетарный шок,0,intertemporal_financial_channel,Межвременной и финансовый канал,-0.09035969576260573
persistent_shock,Более персистентный монетарный шок,1,intertemporal_financial_channel,Межвременной и финансовый канал,-0.02058829897808486
persistent_shock,Более персистентный монетарный шок,2,intertemporal_financial_channel,Межвременной и финансовый канал,0.023478588924034757
persistent_shock,Более персистентный монетарный шок,3,intertemporal_financial_channel,Межвременной и финансовый канал,0.05236332208346381
persistent_shock,Более персистентный монетарный шок,4,intertemporal_financial_channel,Межвременной и финансовый канал,0.06950202218788137
persistent_shock,Более персистентный монетарный шок,5,intertemporal_financial_channel,Межвременной и финансовый канал,0.07854314899614376
persistent_shock,Более персистентный монетарный шок,6,intertemporal_financial_channel,Межвременной и финансовый канал,0.08238201599529518
persistent_shock,Более персистентный монетарный шок,7,intertemporal_financial_channel,Межвременной и финансовый канал,0.08308715011754049
persistent_shock,Более персистентный монетарный шок,8,intertemporal_financial_channel,Межвременной и финансовый канал,0.08199104813796396
persistent_shock,Более персистентный монетарный шок,9,intertemporal_financial_channel,Межвременной и финансовый канал,0.07992782560742176
persistent_shock,Более персистентный монетарный шок,10,intertemporal_financial_channel,Межвременной и финансовый канал,0.07739946222425062
persistent_shock,Более персистентный монетарный шок,11,intertemporal_financial_channel,Межвременной и финансовый канал,0.07469715432622599
persistent_shock,Более персистентный монетарный шок,12,intertemporal_financial_channel,Межвременной и финансовый канал,0.07198303292695456
persistent_shock,Более персистентный монетарный шок,13,intertemporal_financial_channel,Межвременной и финансовый канал,0.06934256809179126
persistent_shock,Более персистентный монетарный шок,14,intertemporal_financial_channel,Межвременной и финансовый канал,0.06681700030722067
persistent_shock,Более персистентный монетарный шок,15,intertemporal_financial_channel,Межвременной и финансовый канал,0.0644228579965119
persistent_shock,Более персистентный монетарный шок,16,intertemporal_financial_channel,Межвременной и финансовый канал,0.06216341163836969
persistent_shock,Более персистентный монетарный шок,17,intertemporal_financial_channel,Межвременной и финансовый канал,0.06003522315190881
persistent_shock,Более персистентный монетарный шок,18,intertemporal_financial_channel,Межвременной и финансовый канал,0.05803177979987928
persistent_shock,Более персистентный монетарный шок,19,intertemporal_financial_channel,Межвременной и финансовый канал,0.056145434995275835
persistent_shock,Более персистентный монетарный шок,20,intertemporal_financial_channel,Межвременной и финансовый канал,0.054368391232860636
persistent_shock,Более персистентный монетарный шок,21,intertemporal_financial_channel,Межвременной и финансовый канал,0.052693157916265186
persistent_shock,Более персистентный монетарный шок,22,intertemporal_financial_channel,Межвременной и финансовый канал,0.0511127328650445
persistent_shock,Более персистентный монетарный шок,23,intertemporal_financial_channel,Межвременной и финансовый канал,0.04962064659918154
persistent_shock,Более персистентный монетарный шок,24,intertemporal_financial_channel,Межвременной и финансовый канал,0.04821094454041079
persistent_shock,Более персистентный монетарный шок,25,intertemporal_financial_channel,Межвременной и финансовый канал,0.04687814590176681
persistent_shock,Более персистентный монетарный шок,26,intertemporal_financial_channel,Межвременной и финансовый канал,0.04561719798726517
persistent_shock,Более персистентный монетарный шок,27,intertemporal_financial_channel,Межвременной и финансовый канал,0.04442343400087807
persistent_shock,Более персистентный монетарный шок,28,intertemporal_financial_channel,Межвременной и финансовый канал,0.04329253715112167
persistent_shock,Более персистентный монетарный шок,29,intertemporal_financial_channel,Межвременной и финансовый канал,0.042220511415285863
persistent_shock,Более персистентный монетарный шок,30,intertemporal_financial_channel,Межвременной и финансовый канал,0.041203658427932756
persistent_shock,Более персистентный монетарный шок,31,intertemporal_financial_channel,Межвременной и финансовый канал,0.040238559804458236
persistent_shock,Более персистентный монетарный шок,32,intertemporal_financial_channel,Межвременной и финансовый канал,0.03932206441108743
persistent_shock,Более персистентный монетарный шок,33,intertemporal_financial_channel,Межвременной и финансовый канал,0.038451280416719504
persistent_shock,Более персистентный монетарный шок,34,intertemporal_financial_channel,Межвременной и финансовый канал,0.03762357232175058
persistent_shock,Более персистентный монетарный шок,35,intertemporal_financial_channel,Межвременной и финансовый канал,0.036836563464730125
persistent_shock,Более персистентный монетарный шок,36,intertemporal_financial_channel,Межвременной и финансовый канал,0.036088144703319
persistent_shock,Более персистентный монетарный шок,37,intertemporal_financial_channel,Межвременной и финансовый канал,0.035376489965533185
persistent_shock,Более персистентный монетарный шок,38,intertemporal_financial_channel,Межвременной и финансовый канал,0.03470007902249332
persistent_shock,Более персистентный монетарный шок,39,intertemporal_financial_channel,Межвременной и финансовый канал,0.03405772694258514
persistent_shock,Более персистентный монетарный шок,40,intertemporal_financial_channel,Межвременной и финансовый канал,0.03344861796345854
persistent_shock,Более персистентный монетарный шок,41,intertemporal_financial_channel,Межвременной и финансовый канал,0.03287233856785536
persistent_shock,Более персистентный монетарный шок,42,intertemporal_financial_channel,Межвременной и финансовый канал,0.032328899882866115
persistent_shock,Более персистентный монетарный шок,43,intertemporal_financial_channel,Межвременной и финансовый канал,0.03181873258325575
persistent_shock,Более персистентный монетарный шок,44,intertemporal_financial_channel,Межвременной и финансовый канал,0.03134262770029454
persistent_shock,Более персистентный монетарный шок,45,intertemporal_financial_channel,Межвременной и финансовый канал,0.030901583663911623
persistent_shock,Более персистентный монетарный шок,46,intertemporal_financial_channel,Межвременной и финансовый канал,0.030496503493490253
persistent_shock,Более персистентный монетарный шок,47,intertemporal_financial_channel,Межвременной и финансовый канал,0.030127666984298057
persistent_shock,Более персистентный монетарный шок,48,intertemporal_financial_channel,Межвременной и финансовый канал,0.029793883140875166
persistent_shock,Более персистентный монетарный шок,49,intertemporal_financial_channel,Межвременной и финансовый канал,0.02949121241881942
persistent_shock,Более персистентный монетарный шок,50,intertemporal_financial_channel,Межвременной и финансовый канал,0.029211144592966438
persistent_shock,Более персистентный монетарный шок,51,intertemporal_financial_channel,Межвременной и финансовый канал,0.028938139777895368
persistent_shock,Более персистентный монетарный шок,52,intertemporal_financial_channel,Межвременной и финансовый канал,0.028646508309406505
persistent_shock,Более персистентный монетарный шок,53,intertemporal_financial_channel,Межвременной и финансовый канал,0.02829675135019782
persistent_shock,Более персистентный монетарный шок,54,intertemporal_financial_channel,Межвременной и финансовый канал,0.027831752724715785
persistent_shock,Более персистентный монетарный шок,55,intertemporal_financial_channel,Межвременной и финансовый канал,0.02717366331411946
persistent_shock,Более персистентный монетарный шок,56,intertemporal_financial_channel,Межвременной и финансовый канал,0.02622302580280504
persistent_shock,Более персистентный монетарный шок,57,intertemporal_financial_channel,Межвременной и финансовый канал,0.02486272712879576
persistent_shock,Более персистентный монетарный шок,58,intertemporal_financial_channel,Межвременной и финансовый канал,0.022970794071013184
persistent_shock,Более персистентный монетарный шок,59,intertemporal_financial_channel,Межвременной и финансовый канал,0.02044778287479018
persistent_shock,Более персистентный монетарный шок,0,labor_income_channel,Канал трудового дохода,-0.3235642687604071
persistent_shock,Более персистентный монетарный шок,1,labor_income_channel,Канал трудового дохода,-0.2952134723139794
persistent_shock,Более персистентный монетарный шок,2,labor_income_channel,Канал трудового дохода,-0.25304288513361295
persistent_shock,Более персистентный монетарный шок,3,labor_income_channel,Канал трудового дохода,-0.21246055165587066
persistent_shock,Более персистентный монетарный шок,4,labor_income_channel,Канал трудового дохода,-0.17909413114434525
persistent_shock,Более персистентный монетарный шок,5,labor_income_channel,Канал трудового дохода,-0.15334894987312817
persistent_shock,Более персистентный монетарный шок,6,labor_income_channel,Канал трудового дохода,-0.13391209531148007
persistent_shock,Более персистентный монетарный шок,7,labor_income_channel,Канал трудового дохода,-0.11919660853751009
persistent_shock,Более персистентный монетарный шок,8,labor_income_channel,Канал трудового дохода,-0.10785245385597006
persistent_shock,Более персистентный монетарный шок,9,labor_income_channel,Канал трудового дохода,-0.09886678944040554
persistent_shock,Более персистентный монетарный шок,10,labor_income_channel,Канал трудового дохода,-0.09152750009739752
persistent_shock,Более персистентный монетарный шок,11,labor_income_channel,Канал трудового дохода,-0.08535161834603591
persistent_shock,Более персистентный монетарный шок,12,labor_income_channel,Канал трудового дохода,-0.08001726919063609
persistent_shock,Более персистентный монетарный шок,13,labor_income_channel,Канал трудового дохода,-0.07531091469428428
persistent_shock,Более персистентный монетарный шок,14,labor_income_channel,Канал трудового дохода,-0.07109005332874242
persistent_shock,Более персистентный монетарный шок,15,labor_income_channel,Канал трудового дохода,-0.06725816222500594
persistent_shock,Более персистентный монетарный шок,16,labor_income_channel,Канал трудового дохода,-0.0637483587311359
persistent_shock,Более персистентный монетарный шок,17,labor_income_channel,Канал трудового дохода,-0.06051292194562276
persistent_shock,Более персистентный монетарный шок,18,labor_income_channel,Канал трудового дохода,-0.057516623575475954
persistent_shock,Более персистентный монетарный шок,19,labor_income_channel,Канал трудового дохода,-0.05473249031979983
persistent_shock,Более персистентный монетарный шок,20,labor_income_channel,Канал трудового дохода,-0.052139105466385824
persistent_shock,Более персистентный монетарный шок,21,labor_income_channel,Канал трудового дохода,-0.049718882787176705
persistent_shock,Более персистентный монетарный шок,22,labor_income_channel,Канал трудового дохода,-0.04745695543882653
persistent_shock,Более персистентный монетарный шок,23,labor_income_channel,Канал трудового дохода,-0.04534045484383719
persistent_shock,Более персистентный монетарный шок,24,labor_income_channel,Канал трудового дохода,-0.043358037443690635
persistent_shock,Более персистентный монетарный шок,25,labor_income_channel,Канал трудового дохода,-0.041499569199000295
persistent_shock,Более персистентный монетарный шок,26,labor_income_channel,Канал трудового дохода,-0.039755910548645135
persistent_shock,Более персистентный монетарный шок,27,labor_income_channel,Канал трудового дохода,-0.0381187653541075
persistent_shock,Более персистентный монетарный шок,28,labor_income_channel,Канал трудового дохода,-0.03658057065850255
persistent_shock,Более персистентный монетарный шок,29,labor_income_channel,Канал трудового дохода,-0.03513441260069295
persistent_shock,Более персистентный монетарный шок,30,labor_income_channel,Канал трудового дохода,-0.0337739592582714
persistent_shock,Более персистентный монетарный шок,31,labor_income_channel,Канал трудового дохода,-0.032493404638554726
persistent_shock,Более персистентный монетарный шок,32,labor_income_channel,Канал трудового дохода,-0.03128742026576683
persistent_shock,Более персистентный монетарный шок,33,labor_income_channel,Канал трудового дохода,-0.03015111216489243
persistent_shock,Более персистентный монетарный шок,34,labor_income_channel,Канал трудового дохода,-0.029079982014676962
persistent_shock,Более персистентный монетарный шок,35,labor_income_channel,Канал трудового дохода,-0.028069891867519594
persistent_shock,Более персистентный монетарный шок,36,labor_income_channel,Канал трудового дохода,-0.027117032463797933
persistent_shock,Более персистентный монетарный шок,37,labor_income_channel,Канал трудового дохода,-0.02621789579468551
persistent_shock,Более персистентный монетарный шок,38,labor_income_channel,Канал трудового дохода,-0.02536925341013657
persistent_shock,Более персистентный монетарный шок,39,labor_income_channel,Канал трудового дохода,-0.02456814309116802
persistent_shock,Более персистентный монетарный шок,40,labor_income_channel,Канал трудового дохода,-0.023811867978759636
persistent_shock,Более персистентный монетарный шок,41,labor_income_channel,Канал трудового дохода,-0.023098014218658636
persistent_shock,Более персистентный монетарный шок,42,labor_income_channel,Канал трудового дохода,-0.022424495500629107
persistent_shock,Более персистентный монетарный шок,43,labor_income_channel,Канал трудового дохода,-0.02178963553720678
persistent_shock,Более персистентный монетарный шок,44,labor_income_channel,Канал трудового дохода,-0.02119230209010443
persistent_shock,Более персистентный монетарный шок,45,labor_income_channel,Канал трудового дохода,-0.020632108005351295
persistent_shock,Более персистентный монетарный шок,46,labor_income_channel,Канал трудового дохода,-0.02010969461059814
persistent_shock,Более персистентный монетарный шок,47,labor_income_channel,Канал трудового дохода,-0.019627108902179443
persistent_shock,Более персистентный монетарный шок,48,labor_income_channel,Канал трудового дохода,-0.019188275233410934
persistent_shock,Более персистентный монетарный шок,49,labor_income_channel,Канал трудового дохода,-0.018799540617579002
persistent_shock,Более персистентный монетарный шок,50,labor_income_channel,Канал трудового дохода,-0.018470234396955235
persistent_shock,Более персистентный монетарный шок,51,labor_income_channel,Канал трудового дохода,-0.018213120591399224
persistent_shock,Более персистентный монетарный шок,52,labor_income_channel,Канал трудового дохода,-0.018044525412113755
persistent_shock,Более персистентный монетарный шок,53,labor_income_channel,Канал трудового дохода,-0.01798378327674914
persistent_shock,Более персистентный монетарный шок,54,labor_income_channel,Канал трудового дохода,-0.01805145303889964
persistent_shock,Более персистентный монетарный шок,55,labor_income_channel,Канал трудового дохода,-0.018265509405460654
persistent_shock,Более персистентный монетарный шок,56,labor_income_channel,Канал трудового дохода,-0.018634427541816677
persistent_shock,Более персистентный монетарный шок,57,labor_income_channel,Канал трудового дохода,-0.019145806598609982
persistent_shock,Более персистентный монетарный шок,58,labor_income_channel,Канал трудового дохода,-0.019749047933125218
persistent_shock,Более персистентный монетарный шок,59,labor_income_channel,Канал трудового дохода,-0.020330785441356133
persistent_shock,Более персистентный монетарный шок,0,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,0.0001438362844388565
persistent_shock,Более персистентный монетарный шок,1,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,0.0004796957921315103
persistent_shock,Более персистентный монетарный шок,2,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,0.0002673479819382228
persistent_shock,Более персистентный монетарный шок,3,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,0.00011681759911832696
persistent_shock,Более персистентный монетарный шок,4,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,2.6233982082531947e-05
persistent_shock,Более персистентный монетарный шок,5,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-2.7786363457786716e-05
persistent_shock,Более персистентный монетарный шок,6,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.798187830270639e-05
persistent_shock,Более персистентный монетарный шок,7,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.924152656442379e-05
persistent_shock,Более персистентный монетарный шок,8,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.575485169156599e-05
persistent_shock,Более персистентный монетарный шок,9,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00010936673380192621
persistent_shock,Более персистентный монетарный шок,10,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00012106671923271784
persistent_shock,Более персистентный монетарный шок,11,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00013118591990278356
persistent_shock,Более персистентный монетарный шок,12,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00013971439749099602
persistent_shock,Более персистентный монетарный шок,13,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00014654430198166515
persistent_shock,Более персистентный монетарный шок,14,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015161864543574845
persistent_shock,Более персистентный монетарный шок,15,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015499238854545575
persistent_shock,Более персистентный монетарный шок,16,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.0001568304246448554
persistent_shock,Более персистентный монетарный шок,17,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015737229459964215
persistent_shock,Более персистентный монетарный шок,18,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015688790801207601
persistent_shock,Более персистентный монетарный шок,19,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015563913191193998
persistent_shock,Более персистентный монетарный шок,20,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015385363645803858
persistent_shock,Более персистентный монетарный шок,21,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00015171167200713287
persistent_shock,Более персистентный монетарный шок,22,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00014934344568687038
persistent_shock,Более персистентный монетарный шок,23,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.0001468337295617605
persistent_shock,Более персистентный монетарный шок,24,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.0001442304517132586
persistent_shock,Более персистентный монетарный шок,25,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.0001415546715409744
persistent_shock,Более персистентный монетарный шок,26,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00013881015605021817
persistent_shock,Более персистентный монетарный шок,27,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00013599151216119374
persistent_shock,Более персистентный монетарный шок,28,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00013309041834693377
persistent_shock,Более персистентный монетарный шок,29,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00013009990931939545
persistent_shock,Более персистентный монетарный шок,30,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00012701692355960467
persistent_shock,Более персистентный монетарный шок,31,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00012384344627048313
persistent_shock,Более персистентный монетарный шок,32,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.000120586620337266
persistent_shock,Более персистентный монетарный шок,33,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00011725817108852152
persistent_shock,Более персистентный монетарный шок,34,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00011387344265535936
persistent_shock,Более персистентный монетарный шок,35,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00011045027410379542
persistent_shock,Более персистентный монетарный шок,36,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00010700787677759415
persistent_shock,Более персистентный монетарный шок,37,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00010356582143140044
persistent_shock,Более персистентный монетарный шок,38,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-0.00010014319238956234
persistent_shock,Более персистентный монетарный шок,39,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.675792991399674e-05
persistent_shock,Более персистентный монетарный шок,40,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.34263641906095e-05
persistent_shock,Более персистентный монетарный шок,41,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-9.016292134471205e-05
persistent_shock,Более персистентный монетарный шок,42,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.697998393351448e-05
persistent_shock,Более персистентный монетарный шок,43,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.3887872264426e-05
persistent_shock,Более персистентный монетарный шок,44,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-8.089493263884907e-05
persistent_shock,Более персистентный монетарный шок,45,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.800770201743931e-05
persistent_shock,Более персистентный монетарный шок,46,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.523113333027748e-05
persistent_shock,Более персистентный монетарный шок,47,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.256886573609794e-05
persistent_shock,Более персистентный монетарный шок,48,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-7.002350993178463e-05
persistent_shock,Более персистентный монетарный шок,49,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.759692579551101e-05
persistent_shock,Более персистентный монетарный шок,50,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.529042598901932e-05
persistent_shock,Более персистентный монетарный шок,51,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.310483280970374e-05
persistent_shock,Более персистентный монетарный шок,52,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-6.104025322340698e-05
persistent_shock,Более персистентный монетарный шок,53,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.9095390748433185e-05
persistent_shock,Более персистентный монетарный шок,54,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.7266155767101105e-05
persistent_shock,Более персистентный монетарный шок,55,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.5543301604829246e-05
persistent_shock,Более персистентный монетарный шок,56,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.390890230350727e-05
persistent_shock,Более персистентный монетарный шок,57,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.2331872503842624e-05
persistent_shock,Более персистентный монетарный шок,58,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-5.076357597499374e-05
persistent_shock,Более персистентный монетарный шок,59,redistribution_liquidity_residual,Остаточный канал перераспределения и ликвидности,-4.9135685793349846e-05
persistent_shock,Более персистентный монетарный шок,0,general_equilibrium_total,Полный отклик,-0.41378012823857396
persistent_shock,Более персистентный монетарный шок,1,general_equilibrium_total,Полный отклик,-0.31532207549993274
persistent_shock,Более персистентный монетарный шок,2,general_equilibrium_total,Полный отклик,-0.22929694822763996
persistent_shock,Более персистентный монетарный шок,3,general_equilibrium_total,Полный отклик,-0.15998041197328852
persistent_shock,Более персистентный монетарный шок,4,general_equilibrium_total,Полный отклик,-0.10956587497438135
persistent_shock,Более персистентный монетарный шок,5,general_equilibrium_total,Полный отклик,-0.07483358724044219
persistent_shock,Более персистентный монетарный шок,6,general_equilibrium_total,Полный отклик,-0.051588061194487604
persistent_shock,Более персистентный монетарный шок,7,general_equilibrium_total,Полный отклик,-0.03618869994653402
persistent_shock,Более персистентный монетарный шок,8,general_equilibrium_total,Полный отклик,-0.025957160569697664
persistent_shock,Более персистентный монетарный шок,9,general_equilibrium_total,Полный отклик,-0.019048330566785704
persistent_shock,Более персистентный монетарный шок,10,general_equilibrium_total,Полный отклик,-0.014249104592379613
persistent_shock,Более персистентный монетарный шок,11,general_equilibrium_total,Полный отклик,-0.010785649939712701
persistent_shock,Более персистентный монетарный шок,12,general_equilibrium_total,Полный отклик,-0.008173950661172534
persistent_shock,Более персистентный монетарный шок,13,general_equilibrium_total,Полный отклик,-0.006114890904474688
persistent_shock,Более персистентный монетарный шок,14,general_equilibrium_total,Полный отклик,-0.004424671666957491
persistent_shock,Более персистентный монетарный шок,15,general_equilibrium_total,Полный отклик,-0.0029902966170394993
persistent_shock,Более персистентный монетарный шок,16,general_equilibrium_total,Полный отклик,-0.0017417775174110711
persistent_shock,Более персистентный монетарный шок,17,general_equilibrium_total,Полный отклик,-0.000635071088313586
persistent_shock,Более персистентный монетарный шок,18,general_equilibrium_total,Полный отклик,0.00035826831639124547
persistent_shock,Более персистентный монетарный шок,19,general_equilibrium_total,Полный отклик,0.001257305543564072
persistent_shock,Более персистентный монетарный шок,20,general_equilibrium_total,Полный отклик,0.0020754321300167694
persistent_shock,Более персистентный монетарный шок,21,general_equilibrium_total,Полный отклик,0.0028225634570813517
