код группы,группа,доля группы,средняя MPC,среднее ликвидное богатство,среднее неликвидное богатство,среднее совокупное богатство,доля в совокупном потреблении,доля в располагаемом доходе
low_liquid,Низкая ликвидность,0.5933819694104535,0.15154267159244206,0.033297386027888426,15.683569593540529,15.716866979568419,0.5011458877478987,0.46099024362824986
wealthy_htm,Состоятельные с низкой ликвидностью (WHtM),0.3574695597801803,0.16688504553663722,0.014525731281296427,24.28468292542238,24.299208656703676,0.40408664425286217,0.3709476861334303
high_liquid,Высоколиквидные,0.2160997286280828,0.030411016976882185,4.054460041713672,8.82373229555141,12.87819233726508,0.30965786359049124,0.3379327445559305
high_total_wealth,Высокое совокупное богатство,0.2032477510686679,0.13021729804366808,0.7440242617651822,38.04962753832627,38.79365180009145,0.3712185868811512,0.37065458194942874
mpc_high,Высокая MPC,0.34057420910597624,0.18946947779061937,0.00026249243531489065,18.742525513616627,18.74278800605194,0.2769024607451156,0.23609382083670433
