scenario,scenario_label,period,b,a,delta_mass,steady_mass,path_mass
baseline,Базовое правило,4,2.605718825166612,1.333684106226619,-3.2852186279195943e-06,0.0015079872204591255,0.0015047020018312059
baseline,Базовое правило,4,2.605718825166612,1.9042196502815902,-4.3390504668402476e-06,0.0018618858608029569,0.0018575468103361166
baseline,Базовое правило,4,2.605718825166612,2.6802954316542698,-5.7988894456187205e-06,0.002379665837928278,0.0023738669484826593
baseline,Базовое правило,4,2.605718825166612,3.7359590528066504,-7.074774120245913e-06,0.003023663094702552,0.003016588320582306
baseline,Базовое правило,4,2.605718825166612,5.171934388943833,-7.0888850531251185e-06,0.003815420775662596,0.003808331890609471
baseline,Базовое правило,4,2.605718825166612,7.125231940055185,-7.425218992301863e-06,0.004731858755810737,0.004724433536818435
baseline,Базовое правило,4,2.605718825166612,9.782221393259215,-5.731748580468585e-06,0.005706706441350833,0.005700974692770365
baseline,Базовое правило,4,2.605718825166612,13.396413685888078,7.693909221930754e-05,0.00682325918139852,0.006900198273617828
baseline,Базовое правило,4,2.605718825166612,18.312649206637353,-0.0002401041511505657,0.009989198926350844,0.009749094775200279
baseline,Базовое правило,4,2.605718825166612,25.0,-5.781919800487093e-05,0.003521229034157817,0.003463409836152946
baseline,Базовое правило,4,2.605718825166612,47.15592934036566,-1.06942716461813e-06,0.00016063979639050665,0.00015957036922588852
baseline,Базовое правило,4,2.605718825166612,79.08071848043826,2.996741126667665e-08,4.0286910120607256e-06,4.058658423327402e-06
baseline,Базовое правило,4,2.605718825166612,125.08159463331742,1.6840649057846126e-09,5.6296920793537945e-08,5.798098569932256e-08
baseline,Базовое правило,4,2.605718825166612,191.36490186357162,3.027140932535606e-11,4.803904224736804e-10,5.106618317990364e-10
baseline,Базовое правило,4,2.605718825166612,286.87344832644783,3.3335904191739525e-13,3.013961995932612e-12,3.3473210378500074e-12
baseline,Базовое правило,4,2.605718825166612,424.49305164171244,2.0443979031732847e-15,1.0565438840299775e-14,1.260983674347306e-14
baseline,Базовое правило,4,2.605718825166612,622.7910670346317,6.748058379076273e-18,1.2168464954707098e-17,1.891652333378337e-17
baseline,Базовое правило,4,2.605718825166612,908.5214569027802,4.4576520244586725e-21,5.885889063066828e-21,1.03435410875255e-20
baseline,Базовое правило,4,2.605718825166612,1320.234380667721,1.77498345261818e-24,4.286154130685663e-25,2.2035988656867464e-24
baseline,Базовое правило,4,2.605718825166612,1913.4773033869203,2.6396265881457505e-30,1.4026611788946077e-30,4.042287767040358e-30
baseline,Базовое правило,4,2.605718825166612,2768.2893460551436,3.033338215445334e-39,0.0,3.033338215445334e-39
baseline,Базовое правило,4,2.605718825166612,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,3.622018056792183,0.0,-4.2997515830502927e-07,3.1853671685513526e-05,3.1423696527208496e-05
baseline,Базовое правило,4,3.622018056792183,0.09006460660490612,-1.5375485947224335e-06,0.0001682220601346969,0.00016668451153997447
baseline,Базовое правило,4,3.622018056792183,0.21257574666139822,-2.4092883247012827e-06,0.0004258683743400256,0.0004234590860153243
baseline,Базовое правило,4,3.622018056792183,0.3792225572535164,-2.5950008036846857e-06,0.0007455054163300709,0.0007429104155263862
baseline,Базовое правило,4,3.622018056792183,0.6059052855974003,-2.477936188673537e-06,0.0010678992909123688,0.0010654213547236953
baseline,Базовое правило,4,3.622018056792183,0.9142523769509592,-2.4350339390079214e-06,0.001377514860233418,0.00137507982629441
baseline,Базовое правило,4,3.622018056792183,1.333684106226619,-2.7116728572346323e-06,0.001705655493934612,0.0017029438210773773
baseline,Базовое правило,4,3.622018056792183,1.9042196502815902,-3.438084445844987e-06,0.0021099326368922665,0.0021064945524464215
baseline,Базовое правило,4,3.622018056792183,2.6802954316542698,-4.8703667304382525e-06,0.002688203167625188,0.00268333280089475
baseline,Базовое правило,4,3.622018056792183,3.7359590528066504,-6.267954925972836e-06,0.0034391644398997063,0.0034328964849737334
baseline,Базовое правило,4,3.622018056792183,5.171934388943833,-7.511877277190104e-06,0.004379203646501621,0.004371691769224431
baseline,Базовое правило,4,3.622018056792183,7.125231940055185,-8.96320449620281e-06,0.0054970019858308445,0.005488038781334642
baseline,Базовое правило,4,3.622018056792183,9.782221393259215,4.543627906287203e-05,0.006891324642284796,0.0069367609213476684
baseline,Базовое правило,4,3.622018056792183,13.396413685888078,-0.00011015935985168347,0.010376538267669278,0.010266378907817595
baseline,Базовое правило,4,3.622018056792183,18.312649206637353,-4.629093900645944e-05,0.00454878785874261,0.004502496919736151
baseline,Базовое правило,4,3.622018056792183,25.0,-1.0083310269068824e-05,0.0012181655103288447,0.001208082200059776
baseline,Базовое правило,4,3.622018056792183,47.15592934036566,-9.324081504698126e-08,5.678628620326046e-05,5.669304538821348e-05
baseline,Базовое правило,4,3.622018056792183,79.08071848043826,1.569959129957799e-08,1.6046076506972094e-06,1.6203072419967874e-06
baseline,Базовое правило,4,3.622018056792183,125.08159463331742,7.549795638687236e-10,2.739506576202635e-08,2.8150045325895075e-08
baseline,Базовое правило,4,3.622018056792183,191.36490186357162,1.5984258679632576e-11,2.9612526566666874e-10,3.121095243463013e-10
baseline,Базовое правило,4,3.622018056792183,286.87344832644783,1.9618761707014868e-13,2.047352020339641e-12,2.2435396374097898e-12
baseline,Базовое правило,4,3.622018056792183,424.49305164171244,1.5100684363402029e-15,8.84957009072491e-15,1.0359638527065112e-14
baseline,Базовое правило,4,3.622018056792183,622.7910670346317,5.3038019816838084e-18,1.471552708730809e-17,2.0019329068991897e-17
baseline,Базовое правило,4,3.622018056792183,908.5214569027802,3.486044136305374e-21,3.790315627094924e-21,7.276359763400297e-21
baseline,Базовое правило,4,3.622018056792183,1320.234380667721,2.973830828551668e-25,1.2370117265913604e-25,4.210842555143029e-25
baseline,Базовое правило,4,3.622018056792183,1913.4773033869203,1.289214519092353e-29,1.2155326307150162e-30,1.4107677821638545e-29
baseline,Базовое правило,4,3.622018056792183,2768.2893460551436,9.023014957089822e-41,0.0,9.023014957089822e-41
baseline,Базовое правило,4,3.622018056792183,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,5.0,0.0,-1.9780471118723735e-07,1.5632435762509256e-05,1.543463105132202e-05
baseline,Базовое правило,4,5.0,0.09006460660490612,-1.046383530693725e-06,0.00010996884793337097,0.00010892246440267724
baseline,Базовое правило,4,5.0,0.21257574666139822,-2.422927008704362e-06,0.00035593713296044036,0.000353514205951736
baseline,Базовое правило,4,5.0,0.3792225572535164,-3.588503971222617e-06,0.0007537047706540218,0.0007501162666827992
baseline,Базовое правило,4,5.0,0.6059052855974003,-4.133350241593021e-06,0.0012329600547959785,0.0012288267045543855
baseline,Базовое правило,4,5.0,0.9142523769509592,-4.2689494518020985e-06,0.0017257157339086884,0.0017214467844568863
baseline,Базовое правило,4,5.0,1.333684106226619,-4.5048527656261356e-06,0.0022224656470264405,0.0022179607942608144
baseline,Базовое правило,4,5.0,1.9042196502815902,-5.293286918667175e-06,0.002773905116191359,0.002768611829272692
baseline,Базовое правило,4,5.0,2.6802954316542698,-7.142871628199217e-06,0.0034865116838306755,0.0034793688122024763
baseline,Базовое правило,4,5.0,3.7359590528066504,-9.815746057047561e-06,0.004401960259233041,0.004392144513175994
baseline,Базовое правило,4,5.0,5.171934388943833,-5.41738144232886e-06,0.005651253148117023,0.005645835766674694
baseline,Базовое правило,4,5.0,7.125231940055185,-8.438162063417742e-06,0.007449515619487099,0.007441077457423681
baseline,Базовое правило,4,5.0,9.782221393259215,-0.00010423459326204358,0.008788392977065662,0.008684158383803618
baseline,Базовое правило,4,5.0,13.396413685888078,-5.609422091413206e-05,0.004514434148504073,0.004458339927589941
baseline,Базовое правило,4,5.0,18.312649206637353,-1.0419782425160912e-05,0.0014261272550853898,0.0014157074726602289
baseline,Базовое правило,4,5.0,25.0,-1.3069811657180803e-06,0.00033571730389210747,0.0003344103227263894
baseline,Базовое правило,4,5.0,47.15592934036566,3.024831616306705e-08,1.682285509922297e-05,1.6853103415386036e-05
baseline,Базовое правило,4,5.0,79.08071848043826,6.284543147983528e-09,5.68992227204303e-07,5.752767703522865e-07
baseline,Базовое правило,4,5.0,125.08159463331742,3.113868188408346e-10,1.241873215115387e-08,1.2730118969994705e-08
baseline,Базовое правило,4,5.0,191.36490186357162,7.999125871862483e-12,1.6857430430466023e-10,1.7657343017652271e-10
baseline,Базовое правило,4,5.0,286.87344832644783,1.1369810922709525e-13,1.3395284974504207e-12,1.453226606677516e-12
baseline,Базовое правило,4,5.0,424.49305164171244,8.758716021408481e-16,5.728488534481942e-15,6.60436013662279e-15
baseline,Базовое правило,4,5.0,622.7910670346317,3.667555379684851e-18,1.2709307875928308e-17,1.637686325561316e-17
baseline,Базовое правило,4,5.0,908.5214569027802,6.958159239321098e-21,8.983270171657363e-21,1.594142941097846e-20
baseline,Базовое правило,4,5.0,1320.234380667721,1.2263249167775343e-24,4.781648139039117e-25,1.704489730681446e-24
baseline,Базовое правило,4,5.0,1913.4773033869203,1.4641009552596976e-29,2.1968178751629134e-30,1.6837827427759888e-29
baseline,Базовое правило,4,5.0,2768.2893460551436,2.054121805926258e-40,0.0,2.054121805926258e-40
baseline,Базовое правило,4,5.0,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,7.788851931474873,0.0,-4.351108697654499e-08,3.17032374761954e-06,3.126812660642995e-06
baseline,Базовое правило,4,7.788851931474873,0.09006460660490612,-3.348900897039588e-07,3.0306179331209507e-05,2.9971289241505548e-05
baseline,Базовое правило,4,7.788851931474873,0.21257574666139822,-1.1224831568994653e-06,0.00013062164003447218,0.00012949915687757271
baseline,Базовое правило,4,7.788851931474873,0.3792225572535164,-2.3351352195081815e-06,0.0003575341258048336,0.0003551989905853254
baseline,Базовое правило,4,7.788851931474873,0.6059052855974003,-3.5818427180265514e-06,0.0007287112466023708,0.0007251294038843443
baseline,Базовое правило,4,7.788851931474873,0.9142523769509592,-4.536722259989093e-06,0.001218510516041927,0.0012139737937819379
baseline,Базовое правило,4,7.788851931474873,1.333684106226619,-5.221182895195648e-06,0.0017940666914031977,0.001788845508508002
baseline,Базовое правило,4,7.788851931474873,1.9042196502815902,-5.86478189865949e-06,0.002463947430020973,0.0024580826481223135
baseline,Базовое правило,4,7.788851931474873,2.6802954316542698,-6.957159832570066e-06,0.0032715816620167712,0.003264624502184201
baseline,Базовое правило,4,7.788851931474873,3.7359590528066504,-8.697154388276687e-06,0.00423140383975214,0.0042227066853638634
baseline,Базовое правило,4,7.788851931474873,5.171934388943833,-2.5797114504889224e-05,0.004967130480081874,0.0049413333655769845
baseline,Базовое правило,4,7.788851931474873,7.125231940055185,-3.39878515381439e-05,0.004428313873366569,0.004394326021828425
baseline,Базовое правило,4,7.788851931474873,9.782221393259215,-6.962114370455061e-06,0.0024694965933173105,0.0024625344789468554
baseline,Базовое правило,4,7.788851931474873,13.396413685888078,-5.251125516391505e-07,0.0010406411894599375,0.0010401160769082983
baseline,Базовое правило,4,7.788851931474873,18.312649206637353,2.3633644076075143e-07,0.0003323670710324608,0.00033260340747322156
baseline,Базовое правило,4,7.788851931474873,25.0,1.8821418102131287e-07,9.057239258482188e-05,9.07606067658432e-05
baseline,Базовое правило,4,7.788851931474873,47.15592934036566,3.2392443695623805e-08,5.941481000727466e-06,5.97387344442309e-06
baseline,Базовое правило,4,7.788851931474873,79.08071848043826,3.2828036848630007e-09,2.6701958869128106e-07,2.7030239237614406e-07
baseline,Базовое правило,4,7.788851931474873,125.08159463331742,1.771278752334671e-10,7.348592873674324e-09,7.525720748907791e-09
baseline,Базовое правило,4,7.788851931474873,191.36490186357162,5.14114263894665e-12,1.1530098072709245e-10,1.204421233660391e-10
baseline,Базовое правило,4,7.788851931474873,286.87344832644783,7.796648622830888e-14,9.755013049861684e-13,1.0534677912144772e-12
baseline,Базовое правило,4,7.788851931474873,424.49305164171244,5.89116013647055e-16,4.0716752476238744e-15,4.660791261270929e-15
baseline,Базовое правило,4,7.788851931474873,622.7910670346317,2.015908806839128e-18,7.2539853452199e-18,9.269894152059027e-18
baseline,Базовое правило,4,7.788851931474873,908.5214569027802,2.5541321781002093e-21,4.15593246212486e-21,6.710064640225069e-21
baseline,Базовое правило,4,7.788851931474873,1320.234380667721,7.653968438076068e-25,5.497681397410833e-25,1.3151649835486901e-24
baseline,Базовое правило,4,7.788851931474873,1913.4773033869203,4.2978027430726696e-30,2.470615703247699e-30,6.768418446320369e-30
baseline,Базовое правило,4,7.788851931474873,2768.2893460551436,1.6957291214015078e-40,0.0,1.6957291214015078e-40
baseline,Базовое правило,4,7.788851931474873,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,11.336503384480594,0.0,-4.259074382715468e-09,2.9009607239762985e-07,2.858369980149144e-07
baseline,Базовое правило,4,11.336503384480594,0.09006460660490612,-4.609476782492543e-08,3.7211831523366477e-06,3.6750883845117222e-06
baseline,Базовое правило,4,11.336503384480594,0.21257574666139822,-2.1569578316288693e-07,2.1074287494624717e-05,2.085859171146183e-05
baseline,Базовое правило,4,11.336503384480594,0.3792225572535164,-6.182213346089252e-07,7.39338079559811e-05,7.331558662137218e-05
baseline,Базовое правило,4,11.336503384480594,0.6059052855974003,-1.2794137704039794e-06,0.00018765821477918302,0.00018637880100877904
baseline,Базовое правило,4,11.336503384480594,0.9142523769509592,-2.116852917351253e-06,0.00037779758585274617,0.0003756807329353949
baseline,Базовое правило,4,11.336503384480594,1.333684106226619,-2.978963279763841e-06,0.0006320685495430972,0.0006290895862633333
baseline,Базовое правило,4,11.336503384480594,1.9042196502815902,-3.923708767802447e-06,0.0008801216224349624,0.0008761979136671599
baseline,Базовое правило,4,11.336503384480594,2.6802954316542698,-4.93846911918264e-06,0.0010237907788465711,0.0010188523097273885
baseline,Базовое правило,4,11.336503384480594,3.7359590528066504,-6.1082100725449746e-06,0.0009400040400653768,0.0009338958299928319
baseline,Базовое правило,4,11.336503384480594,5.171934388943833,-1.0238953028261864e-06,0.0006216256667371917,0.0006206017714343655
baseline,Базовое правило,4,11.336503384480594,7.125231940055185,4.1539989077677125e-07,0.0003415023333448136,0.00034191773323559037
baseline,Базовое правило,4,11.336503384480594,9.782221393259215,3.5464516693996316e-07,0.00015630870950306754,0.0001566633546700075
baseline,Базовое правило,4,11.336503384480594,13.396413685888078,1.7435427646085805e-07,5.819108838418164e-05,5.83654426606425e-05
baseline,Базовое правило,4,11.336503384480594,18.312649206637353,6.708673722993156e-08,1.721136220192353e-05,1.727844893915346e-05
baseline,Базовое правило,4,11.336503384480594,25.0,2.3249788307820903e-08,4.512873259326569e-06,4.5361230476343895e-06
baseline,Базовое правило,4,11.336503384480594,47.15592934036566,2.4765476344689976e-09,3.0634737281068765e-07,3.0882392044515664e-07
baseline,Базовое правило,4,11.336503384480594,79.08071848043826,2.1060772104194786e-10,1.4777583976440275e-08,1.4988191697482223e-08
baseline,Базовое правило,4,11.336503384480594,125.08159463331742,1.1061507545187177e-11,4.520097355823772e-10,4.630712431275644e-10
baseline,Базовое правило,4,11.336503384480594,191.36490186357162,3.3704246042949317e-13,8.14500191877159e-12,8.482044379201083e-12
baseline,Базовое правило,4,11.336503384480594,286.87344832644783,5.649405149771131e-15,8.132776012253334e-14,8.697716527230447e-14
baseline,Базовое правило,4,11.336503384480594,424.49305164171244,4.8665407339686305e-17,4.1123685854138093e-16,4.599022658810672e-16
baseline,Базовое правило,4,11.336503384480594,622.7910670346317,1.9223517166426895e-19,9.129852846525868e-19,1.1052204563168558e-18
baseline,Базовое правило,4,11.336503384480594,908.5214569027802,2.818512348284277e-22,6.798773902266464e-22,9.617286250550741e-22
baseline,Базовое правило,4,11.336503384480594,1320.234380667721,1.0063814644464627e-25,1.0060304499049294e-25,2.012411914351392e-25
baseline,Базовое правило,4,11.336503384480594,1913.4773033869203,7.481375204759423e-30,3.4311678825417594e-30,1.0912543087301182e-29
baseline,Базовое правило,4,11.336503384480594,2768.2893460551436,0.0,0.0,0.0
baseline,Базовое правило,4,11.336503384480594,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,15.849410896697492,0.0,-3.753311414091161e-11,6.409373374816771e-09,6.37184026067586e-09
baseline,Базовое правило,4,15.849410896697492,0.09006460660490612,-4.4804396396174504e-10,1.0280101576544316e-07,1.0235297180148141e-07
baseline,Базовое правило,4,15.849410896697492,0.21257574666139822,-2.1191253678422396e-09,6.891032489634059e-07,6.869841235955636e-07
baseline,Базовое правило,4,15.849410896697492,0.3792225572535164,-5.382605479319731e-09,2.6571488753577303e-06,2.6517662698784105e-06
baseline,Базовое правило,4,15.849410896697492,0.6059052855974003,-7.751070857240452e-09,6.612376273868479e-06,6.604625203011239e-06
baseline,Базовое правило,4,15.849410896697492,0.9142523769509592,-4.569835919466842e-09,1.0466456164793857e-05,1.046188632887439e-05
baseline,Базовое правило,4,15.849410896697492,1.333684106226619,-1.77121930459485e-08,9.74667246688e-06,9.728960273834051e-06
baseline,Базовое правило,4,15.849410896697492,1.9042196502815902,6.159216214424179e-09,7.71293698349746e-06,7.719096199711884e-06
baseline,Базовое правило,4,15.849410896697492,2.6802954316542698,1.6682150476487404e-08,5.568997563036317e-06,5.585679713512804e-06
baseline,Базовое правило,4,15.849410896697492,3.7359590528066504,1.3397345976106533e-08,3.636524027287489e-06,3.6499213732635957e-06
baseline,Базовое правило,4,15.849410896697492,5.171934388943833,8.504098565442184e-09,2.1171992676406235e-06,2.1257033662060657e-06
baseline,Базовое правило,4,15.849410896697492,7.125231940055185,4.734388740105572e-09,1.079020760123336e-06,1.0837551488634415e-06
baseline,Базовое правило,4,15.849410896697492,9.782221393259215,2.2911920336970738e-09,4.712335441271539e-07,4.7352473616085097e-07
baseline,Базовое правило,4,15.849410896697492,13.396413685888078,9.452286713584656e-10,1.7239514774327888e-07,1.7334037641463735e-07
baseline,Базовое правило,4,15.849410896697492,18.312649206637353,3.257264554639535e-10,5.169777276801929e-08,5.202349922348324e-08
baseline,Базовое правило,4,15.849410896697492,25.0,1.0596585002665933e-10,1.4270234438624881e-08,1.437620028865154e-08
baseline,Базовое правило,4,15.849410896697492,47.15592934036566,1.0621799365193128e-11,1.0776733219774412e-09,1.0882951213426343e-09
baseline,Базовое правило,4,15.849410896697492,79.08071848043826,9.079904874268676e-13,6.005354913814587e-11,6.096153962557274e-11
baseline,Базовое правило,4,15.849410896697492,125.08159463331742,5.194271677125436e-14,2.211338041934423e-12,2.2632807587056774e-12
baseline,Базовое правило,4,15.849410896697492,191.36490186357162,1.841795189913284e-15,5.016817788874884e-14,5.2009973078662126e-14
baseline,Базовое правило,4,15.849410896697492,286.87344832644783,3.8291322657758214e-17,6.620108651134225e-16,7.003021877711808e-16
baseline,Базовое правило,4,15.849410896697492,424.49305164171244,4.366792545337892e-19,4.701452500981882e-18,5.1381317555156715e-18
baseline,Базовое правило,4,15.849410896697492,622.7910670346317,2.4687841474650044e-21,1.5992207122541315e-20,1.846099127000632e-20
baseline,Базовое правило,4,15.849410896697492,908.5214569027802,5.789468322375973e-24,2.1132302249349462e-23,2.6921770571725436e-23
baseline,Базовое правило,4,15.849410896697492,1320.234380667721,3.7731168447035595e-27,6.720507615486041e-27,1.04936244601896e-26
baseline,Базовое правило,4,15.849410896697492,1913.4773033869203,4.198137333582013e-33,2.6555696694418326e-33,6.853707003023846e-33
baseline,Базовое правило,4,15.849410896697492,2768.2893460551436,0.0,0.0,0.0
baseline,Базовое правило,4,15.849410896697492,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,0.0,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,0.09006460660490612,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,0.21257574666139822,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,0.3792225572535164,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,0.6059052855974003,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,0.9142523769509592,0.0,2e-323,2e-323
baseline,Базовое правило,4,21.59020434374498,1.333684106226619,0.0,2.5e-323,2.5e-323
baseline,Базовое правило,4,21.59020434374498,1.9042196502815902,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,2.6802954316542698,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,3.7359590528066504,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,5.171934388943833,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,7.125231940055185,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,9.782221393259215,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,13.396413685888078,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,18.312649206637353,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,25.0,0.0,3e-323,3e-323
baseline,Базовое правило,4,21.59020434374498,47.15592934036566,0.0,2e-323,2e-323
baseline,Базовое правило,4,21.59020434374498,79.08071848043826,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,125.08159463331742,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,191.36490186357162,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,21.59020434374498,286.87344832644783,0.0,1e-323,1e-323
baseline,Базовое правило,4,21.59020434374498,424.49305164171244,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,622.7910670346317,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,908.5214569027802,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,1320.234380667721,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,1913.4773033869203,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,2768.2893460551436,0.0,0.0,0.0
baseline,Базовое правило,4,21.59020434374498,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,0.0,0.0,1e-323,1e-323
baseline,Базовое правило,4,28.89297075596287,0.09006460660490612,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,0.21257574666139822,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,0.3792225572535164,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,0.6059052855974003,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,0.9142523769509592,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,1.333684106226619,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,1.9042196502815902,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,2.6802954316542698,0.0,2.5e-323,2.5e-323
baseline,Базовое правило,4,28.89297075596287,3.7359590528066504,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,5.171934388943833,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,7.125231940055185,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,9.782221393259215,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,13.396413685888078,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,18.312649206637353,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,25.0,0.0,3e-323,3e-323
baseline,Базовое правило,4,28.89297075596287,47.15592934036566,0.0,2e-323,2e-323
baseline,Базовое правило,4,28.89297075596287,79.08071848043826,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,125.08159463331742,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,191.36490186357162,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,286.87344832644783,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,28.89297075596287,424.49305164171244,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,622.7910670346317,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,908.5214569027802,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,1320.234380667721,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,1913.4773033869203,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,2768.2893460551436,0.0,0.0,0.0
baseline,Базовое правило,4,28.89297075596287,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,0.0,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,0.09006460660490612,0.0,5e-324,5e-324
baseline,Базовое правило,4,38.18269660367578,0.21257574666139822,0.0,1e-323,1e-323
baseline,Базовое правило,4,38.18269660367578,0.3792225572535164,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,0.6059052855974003,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,0.9142523769509592,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,1.333684106226619,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,1.9042196502815902,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,2.6802954316542698,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,3.7359590528066504,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,5.171934388943833,0.0,2.5e-323,2.5e-323
baseline,Базовое правило,4,38.18269660367578,7.125231940055185,0.0,3e-323,3e-323
baseline,Базовое правило,4,38.18269660367578,9.782221393259215,0.0,3e-323,3e-323
baseline,Базовое правило,4,38.18269660367578,13.396413685888078,0.0,3e-323,3e-323
baseline,Базовое правило,4,38.18269660367578,18.312649206637353,0.0,3e-323,3e-323
baseline,Базовое правило,4,38.18269660367578,25.0,0.0,3e-323,3e-323
baseline,Базовое правило,4,38.18269660367578,47.15592934036566,0.0,2e-323,2e-323
baseline,Базовое правило,4,38.18269660367578,79.08071848043826,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,125.08159463331742,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,191.36490186357162,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,286.87344832644783,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,38.18269660367578,424.49305164171244,0.0,5e-324,5e-324
baseline,Базовое правило,4,38.18269660367578,622.7910670346317,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,908.5214569027802,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,1320.234380667721,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,1913.4773033869203,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,2768.2893460551436,0.0,0.0,0.0
baseline,Базовое правило,4,38.18269660367578,4000.0,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,0.0,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,0.09006460660490612,0.0,0.0,0.0
baseline,Базовое правило,4,50.0,0.21257574666139822,0.0,5e-324,5e-324
baseline,Базовое правило,4,50.0,0.3792225572535164,0.0,1e-323,1e-323
baseline,Базовое правило,4,50.0,0.6059052855974003,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,0.9142523769509592,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,1.333684106226619,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,1.9042196502815902,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,2.6802954316542698,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,3.7359590528066504,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,5.171934388943833,0.0,1.5e-323,1.5e-323
baseline,Базовое правило,4,50.0,7.125231940055185,0.0,1.5e-323,1.5e-323
