output,input,response_period,shock_period,value
Y,monetary_policy_shock,23,2,0.08760313214877398
Y,monetary_policy_shock,23,3,0.0866454643419614
Y,monetary_policy_shock,23,4,0.08276171029258872
Y,monetary_policy_shock,23,5,0.07659805670321763
Y,monetary_policy_shock,23,6,0.0689680081261194
Y,monetary_policy_shock,23,7,0.06063688653834833
Y,monetary_policy_shock,23,8,0.052228284204728116
Y,monetary_policy_shock,23,9,0.04420145099447157
Y,monetary_policy_shock,23,10,0.036865630745013936
Y,monetary_policy_shock,23,11,0.030409143273189807
Y,monetary_policy_shock,23,12,0.024927858844248436
Y,monetary_policy_shock,23,13,0.02043929913859348
Y,monetary_policy_shock,23,14,0.016863192970721662
Y,monetary_policy_shock,23,15,0.013932445087501391
Y,monetary_policy_shock,23,16,0.010960364188121472
Y,monetary_policy_shock,23,17,0.006310552424715701
Y,monetary_policy_shock,23,18,-0.003745093667844914
Y,monetary_policy_shock,23,19,-0.027416481463564336
Y,monetary_policy_shock,23,20,-0.08230716649162746
Y,monetary_policy_shock,23,21,-0.2053764488072559
Y,monetary_policy_shock,23,22,-0.47293485238401006
Y,monetary_policy_shock,23,23,-0.9542527248874291
Y,monetary_policy_shock,23,24,-0.5427270631962381
Y,monetary_policy_shock,23,25,-0.24058593624641136
Y,monetary_policy_shock,23,26,-0.03562277977088913
Y,monetary_policy_shock,23,27,0.0911289925540623
Y,monetary_policy_shock,23,28,0.15948739738027176
Y,monetary_policy_shock,23,29,0.1871231848186383
Y,monetary_policy_shock,23,30,0.18836703194531157
Y,monetary_policy_shock,23,31,0.17404409742418575
Y,monetary_policy_shock,23,32,0.15183550545644892
Y,monetary_policy_shock,23,33,0.12685508538878604
Y,monetary_policy_shock,23,34,0.1022604279505104
Y,monetary_policy_shock,23,35,0.07980447582136321
Y,monetary_policy_shock,23,36,0.060288678665633824
Y,monetary_policy_shock,23,37,0.04391067488179059
Y,monetary_policy_shock,23,38,0.030516105570236703
Y,monetary_policy_shock,23,39,0.019771202881314707
Y,monetary_policy_shock,23,40,0.011274223427507876
Y,monetary_policy_shock,23,41,0.0046222790001226545
Y,monetary_policy_shock,23,42,-0.0005526745739275781
Y,monetary_policy_shock,23,43,-0.004568009868243768
Y,monetary_policy_shock,23,44,-0.007686927383893921
Y,monetary_policy_shock,23,45,-0.010121828063733731
Y,monetary_policy_shock,23,46,-0.012040957549074641
Y,monetary_policy_shock,23,47,-0.013576074510848185
Y,monetary_policy_shock,23,48,-0.014829813306101959
Y,monetary_policy_shock,23,49,-0.015881952375688083
Y,monetary_policy_shock,23,50,-0.016793987567749146
Y,monetary_policy_shock,23,51,-0.0176111910279214
Y,monetary_policy_shock,23,52,-0.018360517543691373
Y,monetary_policy_shock,23,53,-0.019040842153557738
Y,monetary_policy_shock,23,54,-0.019598111699513625
Y,monetary_policy_shock,23,55,-0.019870126766620942
Y,monetary_policy_shock,23,56,-0.019470008776488076
Y,monetary_policy_shock,23,57,-0.017546451637396442
Y,monetary_policy_shock,23,58,-0.012298036560735403
Y,monetary_policy_shock,23,59,0.0
Y,monetary_policy_shock,24,0,0.08001165398666804
Y,monetary_policy_shock,24,1,0.08382602901064776
Y,monetary_policy_shock,24,2,0.08590680699163412
Y,monetary_policy_shock,24,3,0.08503848234883259
Y,monetary_policy_shock,24,4,0.08127999336927674
Y,monetary_policy_shock,24,5,0.07526341653088563
Y,monetary_policy_shock,24,6,0.06778714574740292
Y,monetary_policy_shock,24,7,0.05960229837930498
Y,monetary_policy_shock,24,8,0.05131956637241199
Y,monetary_policy_shock,24,9,0.04338628526076925
Y,monetary_policy_shock,24,10,0.03610049540408938
Y,monetary_policy_shock,24,11,0.029640867834001383
Y,monetary_policy_shock,24,12,0.024099177237006546
Y,monetary_policy_shock,24,13,0.01950582248983659
Y,monetary_policy_shock,24,14,0.015838277166375925
Y,monetary_policy_shock,24,15,0.012995416381921246
Y,monetary_policy_shock,24,16,0.010702784844975775
Y,monetary_policy_shock,24,17,0.008275125983889815
Y,monetary_policy_shock,24,18,0.004082679077090852
Y,monetary_policy_shock,24,19,-0.005593395041909791
Y,monetary_policy_shock,24,20,-0.028952843820543427
Y,monetary_policy_shock,24,21,-0.0835892481881266
Y,monetary_policy_shock,24,22,-0.2064527278304868
Y,monetary_policy_shock,24,23,-0.4738457063959163
Y,monetary_policy_shock,24,24,-0.9550315896384514
Y,monetary_policy_shock,24,25,-0.5434015464792965
Y,monetary_policy_shock,24,26,-0.24117882314089956
Y,monetary_policy_shock,24,27,-0.036152903175651126
Y,monetary_policy_shock,24,28,0.0906460188225015
Y,monetary_policy_shock,24,29,0.15903857281571218
Y,monetary_policy_shock,24,30,0.1866976277330339
Y,monetary_policy_shock,24,31,0.18795557853798708
Y,monetary_policy_shock,24,32,0.17363897742814735
Y,monetary_policy_shock,24,33,0.1514300793028421
Y,monetary_policy_shock,24,34,0.12644363015085258
Y,monetary_policy_shock,24,35,0.10183796160782914
Y,monetary_policy_shock,24,36,0.07936661137003818
Y,monetary_policy_shock,24,37,0.05983150119953766
Y,monetary_policy_shock,24,38,0.04343063592803387
Y,monetary_policy_shock,24,39,0.030009929711401075
Y,monetary_policy_shock,24,40,0.01923580203329908
Y,monetary_policy_shock,24,41,0.010706614116036718
Y,monetary_policy_shock,24,42,0.004019497666521977
Y,monetary_policy_shock,24,43,-0.0011936635998257602
Y,monetary_policy_shock,24,44,-0.005250419029326599
Y,monetary_policy_shock,24,45,-0.008414266650117333
Y,monetary_policy_shock,24,46,-0.010898038591921951
Y,monetary_policy_shock,24,47,-0.01287053677671047
Y,monetary_policy_shock,24,48,-0.014464126602911619
Y,monetary_policy_shock,24,49,-0.015781856760765836
Y,monetary_policy_shock,24,50,-0.01690309229341148
Y,monetary_policy_shock,24,51,-0.017886581056265095
Y,monetary_policy_shock,24,52,-0.018769132282371218
Y,monetary_policy_shock,24,53,-0.019556206910341607
Y,monetary_policy_shock,24,54,-0.020196712995487306
Y,monetary_policy_shock,24,55,-0.02052616229507049
Y,monetary_policy_shock,24,56,-0.020146105809588127
Y,monetary_policy_shock,24,57,-0.01817565786481717
Y,monetary_policy_shock,24,58,-0.012747822244950578
Y,monetary_policy_shock,24,59,-0.0
Y,monetary_policy_shock,25,0,0.0784134570876798
Y,monetary_policy_shock,25,1,0.08223246337396534
Y,monetary_policy_shock,25,2,0.08435349092100115
Y,monetary_policy_shock,25,3,0.083566193141287
Y,monetary_policy_shock,25,4,0.07992207392935577
Y,monetary_policy_shock,25,5,0.07404091509343864
Y,monetary_policy_shock,25,6,0.06670805535459395
Y,monetary_policy_shock,25,7,0.05866257439955217
Y,monetary_policy_shock,25,8,0.05050451414522111
Y,monetary_policy_shock,25,9,0.04267155233742232
Y,monetary_policy_shock,25,10,0.03545241070207883
Y,monetary_policy_shock,25,11,0.02901643484244388
Y,monetary_policy_shock,25,12,0.023446976466675446
Y,monetary_policy_shock,25,13,0.01877103496255725
Y,monetary_policy_shock,25,14,0.014979261507897091
Y,monetary_policy_shock,25,15,0.012028302647066065
Y,monetary_policy_shock,25,16,0.009809526315958599
Y,monetary_policy_shock,25,17,0.008049666895055116
Y,monetary_policy_shock,25,18,0.006069815926947769
Y,monetary_policy_shock,25,19,0.002249179893726979
Y,monetary_policy_shock,25,20,-0.007121203625791642
Y,monetary_policy_shock,25,21,-0.030231364764821585
Y,monetary_policy_shock,25,22,-0.08466593030478851
Y,monetary_policy_shock,25,23,-0.20736711393750548
Y,monetary_policy_shock,25,24,-0.47463056155791283
Y,monetary_policy_shock,25,25,-0.9557139879681575
Y,monetary_policy_shock,25,26,-0.5440038527470175
Y,monetary_policy_shock,25,27,-0.24171954320006775
Y,monetary_policy_shock,25,28,-0.036647400222091966
Y,monetary_policy_shock,25,29,0.09018493243040225
Y,monetary_policy_shock,25,30,0.15860015254406298
Y,monetary_policy_shock,25,31,0.18627280534529594
Y,monetary_policy_shock,25,32,0.1875366454234398
Y,monetary_policy_shock,25,33,0.17321932802871925
Y,monetary_policy_shock,25,34,0.1510040021486894
Y,monetary_policy_shock,25,35,0.1260061362455422
Y,monetary_policy_shock,25,36,0.10138464184532064
Y,monetary_policy_shock,25,37,0.07889351622681941
Y,monetary_policy_shock,25,38,0.05933503706864704
Y,monetary_policy_shock,25,39,0.042907473178184385
Y,monetary_policy_shock,25,40,0.02945691785805326
Y,monetary_policy_shock,25,41,0.018649887348273348
Y,monetary_policy_shock,25,42,0.010084754654212815
Y,monetary_policy_shock,25,43,0.003358570264417467
Y,monetary_policy_shock,25,44,-0.0018969697474814126
Y,monetary_policy_shock,25,45,-0.00599972570874783
Y,monetary_policy_shock,25,46,-0.009213643497806349
Y,monetary_policy_shock,25,47,-0.011752131177878569
Y,monetary_policy_shock,25,48,-0.013784617392004258
Y,monetary_policy_shock,25,49,-0.01544389350737115
Y,monetary_policy_shock,25,50,-0.016832575394719277
Y,monetary_policy_shock,25,51,-0.01802717595968494
Y,monetary_policy_shock,25,52,-0.019077671185299426
Y,monetary_policy_shock,25,53,-0.019998603227594176
Y,monetary_policy_shock,25,54,-0.02074368162443218
Y,monetary_policy_shock,25,55,-0.021147451705048656
Y,monetary_policy_shock,25,56,-0.020800794580422423
Y,monetary_policy_shock,25,57,-0.018793758190874723
Y,monetary_policy_shock,25,58,-0.0131938364114444
Y,monetary_policy_shock,25,59,-0.0
Y,monetary_policy_shock,26,0,0.07695610711304934
Y,monetary_policy_shock,26,1,0.08077918219172486
Y,monetary_policy_shock,26,2,0.08293628227010298
Y,monetary_policy_shock,26,3,0.08222199700815142
Y,monetary_policy_shock,26,4,0.07868140542489162
Y,monetary_policy_shock,26,5,0.07292353719280122
Y,monetary_policy_shock,26,6,0.06572240431897125
Y,monetary_policy_shock,26,7,0.05780684064796965
Y,monetary_policy_shock,26,8,0.04976809804447758
Y,monetary_policy_shock,26,9,0.04203616568393113
Y,monetary_policy_shock,26,10,0.03489247758285254
Y,monetary_policy_shock,26,11,0.028498775180940805
Y,monetary_policy_shock,26,12,0.02293020367237682
Y,monetary_policy_shock,26,13,0.018205974895927193
Y,monetary_policy_shock,26,14,0.014313614944036624
Y,monetary_policy_shock,26,15,0.011222972670868518
Y,monetary_policy_shock,26,16,0.008883053615961683
Y,monetary_policy_shock,26,17,0.007186192226251875
Y,monetary_policy_shock,26,18,0.005865207665565825
Y,monetary_policy_shock,26,19,0.0042498878424862465
Y,monetary_policy_shock,26,20,0.0007290576559027702
Y,monetary_policy_shock,26,21,-0.008396762921627707
Y,monetary_policy_shock,26,22,-0.0313088566850751
Y,monetary_policy_shock,26,23,-0.0855841223611232
Y,monetary_policy_shock,26,24,-0.20815814650324072
Y,monetary_policy_shock,26,25,-0.4753210100701586
Y,monetary_policy_shock,26,26,-0.9563258231107278
Y,monetary_policy_shock,26,27,-0.5445552726286528
Y,monetary_policy_shock,26,28,-0.24222567431058276
Y,monetary_policy_shock,26,29,-0.03712087654917478
Y,monetary_policy_shock,26,30,0.08973349686556033
Y,monetary_policy_shock,26,31,0.15816178076727644
Y,monetary_policy_shock,26,32,0.1858398478133082
Y,monetary_policy_shock,26,33,0.18710252922357276
Y,monetary_policy_shock,26,34,0.17277835262657062
Y,monetary_policy_shock,26,35,0.15055117160216433
Y,monetary_policy_shock,26,36,0.12553701970599007
Y,monetary_policy_shock,26,37,0.10089525569243883
Y,monetary_policy_shock,26,38,0.07838022227599487
Y,monetary_policy_shock,26,39,0.05879445197552212
Y,monetary_policy_shock,26,40,0.04233638443804368
Y,monetary_policy_shock,26,41,0.028852201704625415
Y,monetary_policy_shock,26,42,0.01800842347446085
Y,monetary_policy_shock,26,43,0.009403332223196358
Y,monetary_policy_shock,26,44,0.0026337797224239624
Y,monetary_policy_shock,26,45,-0.0026688625872976894
Y,monetary_policy_shock,26,46,-0.006822919731144959
Y,monetary_policy_shock,26,47,-0.010092933343784468
Y,monetary_policy_shock,26,48,-0.012692958372740244
Y,monetary_policy_shock,26,49,-0.014792861281164055
Y,monetary_policy_shock,26,50,-0.016524981575628813
Y,monetary_policy_shock,26,51,-0.017988979665916886
Y,monetary_policy_shock,26,52,-0.019252289496599993
Y,monetary_policy_shock,26,53,-0.0203418509718415
Y,monetary_policy_shock,26,54,-0.021218679747597835
Y,monetary_policy_shock,26,55,-0.02171821505091374
Y,monetary_policy_shock,26,56,-0.02142203279832361
Y,monetary_policy_shock,26,57,-0.019392102787460647
Y,monetary_policy_shock,26,58,-0.013631101590378222
Y,monetary_policy_shock,26,59,-0.0
Y,monetary_policy_shock,27,0,0.07563264271859903
Y,monetary_policy_shock,27,1,0.07945952547681996
Y,monetary_policy_shock,27,2,0.08164896642842283
Y,monetary_policy_shock,27,3,0.08100016973536886
Y,monetary_policy_shock,27,4,0.07755263294127072
Y,monetary_policy_shock,27,5,0.07190596368497076
Y,monetary_policy_shock,27,6,0.06482431999008928
Y,monetary_policy_shock,27,7,0.05702777730064696
Y,monetary_policy_shock,27,8,0.04910030381323774
Y,monetary_policy_shock,27,9,0.041465796589511786
Y,monetary_policy_shock,27,10,0.03440015825794416
Y,monetary_policy_shock,27,11,0.028059401592852255
Y,monetary_policy_shock,27,12,0.022512083991442174
Y,monetary_policy_shock,27,13,0.01776978700541935
Y,monetary_policy_shock,27,14,0.013812497029896651
Y,monetary_policy_shock,27,15,0.01060695876996172
Y,monetary_policy_shock,27,16,0.00811525708681495
Y,monetary_policy_shock,27,17,0.006287160041312437
Y,monetary_policy_shock,27,18,0.005020846531577306
Y,monetary_policy_shock,27,19,0.004057585044168965
Y,monetary_policy_shock,27,20,0.002736546281150667
Y,monetary_policy_shock,27,21,-0.0005441768168504476
Y,monetary_policy_shock,27,22,-0.009475505786027976
Y,monetary_policy_shock,27,23,-0.03223115804284815
Y,monetary_policy_shock,27,24,-0.08638154309574357
Y,monetary_policy_shock,27,25,-0.20885679819973643
Y,monetary_policy_shock,27,26,-0.4759424957876364
Y,monetary_policy_shock,27,27,-0.9568880530221375
Y,monetary_policy_shock,27,28,-0.5450731510944381
Y,monetary_policy_shock,27,29,-0.24271166745532138
Y,monetary_policy_shock,27,30,-0.03758547526167931
Y,monetary_policy_shock,27,31,0.08928140186525367
Y,monetary_policy_shock,27,32,0.15771459576613048
Y,monetary_policy_shock,27,33,0.18539103060254458
Y,monetary_policy_shock,27,34,0.18664638918498105
Y,monetary_policy_shock,27,35,0.17230988648399617
Y,monetary_policy_shock,27,36,0.15006592678091174
Y,monetary_policy_shock,27,37,0.12503097873740646
Y,monetary_policy_shock,27,38,0.10036473616374993
Y,monetary_policy_shock,27,39,0.07782178748376728
Y,monetary_policy_shock,27,40,0.05820482768491828
Y,monetary_policy_shock,27,41,0.0417123770261452
Y,monetary_policy_shock,27,42,0.028190612551116986
Y,monetary_policy_shock,27,43,0.017305953980070964
Y,monetary_policy_shock,27,44,0.008656473871038212
Y,monetary_policy_shock,27,45,0.001838685612885834
Y,monetary_policy_shock,27,46,-0.003516520958510198
Y,monetary_policy_shock,27,47,-0.007728086472863114
Y,monetary_policy_shock,27,48,-0.011061219648393317
Y,monetary_policy_shock,27,49,-0.013730425288275774
Y,monetary_policy_shock,27,50,-0.01590509963698867
Y,monetary_policy_shock,27,51,-0.017714525415419624
Y,monetary_policy_shock,27,52,-0.019248982109374854
Y,monetary_policy_shock,27,53,-0.02055211072594022
Y,monetary_policy_shock,27,54,-0.0215955769006406
Y,monetary_policy_shock,27,55,-0.022218277780899198
Y,monetary_policy_shock,27,56,-0.021994470223898784
Y,monetary_policy_shock,27,57,-0.019959672069420675
Y,monetary_policy_shock,27,58,-0.014053266315680836
Y,monetary_policy_shock,27,59,-0.0
Y,monetary_policy_shock,28,0,0.07443654104035057
Y,monetary_policy_shock,28,1,0.0782672879488396
Y,monetary_policy_shock,28,2,0.08048582981790088
Y,monetary_policy_shock,28,3,0.07989558623412553
Y,monetary_policy_shock,28,4,0.07653118579653743
Y,monetary_policy_shock,28,5,0.07098397920451963
Y,monetary_policy_shock,28,6,0.0640095468694195
Y,monetary_policy_shock,28,7,0.05632045810463431
Y,monetary_policy_shock,28,8,0.04849461893112866
Y,monetary_policy_shock,28,9,0.04095109304964833
Y,monetary_policy_shock,28,10,0.033961646812693994
Y,monetary_policy_shock,28,11,0.027678172683923676
Y,monetary_policy_shock,28,12,0.022164417269913788
Y,monetary_policy_shock,28,13,0.01742589282018728
Y,monetary_policy_shock,28,14,0.013435176407312167
Y,monetary_policy_shock,28,15,0.010151488726098208
Y,monetary_policy_shock,28,16,0.007533696230565097
Y,monetary_policy_shock,28,17,0.005544459128213111
Y,monetary_policy_shock,28,18,0.004139170248637819
Y,monetary_policy_shock,28,19,0.003224232384245751
Y,monetary_policy_shock,28,20,0.0025500819748487465
Y,monetary_policy_shock,28,21,0.0014649623525895194
Y,monetary_policy_shock,28,22,-0.001624647266765861
Y,monetary_policy_shock,28,23,-0.010402251508816152
Y,monetary_policy_shock,28,24,-0.03303520460599893
Y,monetary_policy_shock,28,25,-0.08708857262754575
Y,monetary_policy_shock,28,26,-0.20948807259443705
Y,monetary_policy_shock,28,27,-0.47651565737706886
Y,monetary_policy_shock,28,28,-0.957417799079425
Y,monetary_policy_shock,28,29,-0.5455717909521008
Y,monetary_policy_shock,28,30,-0.24318957685169457
Y,monetary_policy_shock,28,31,-0.038051464268448354
Y,monetary_policy_shock,28,32,0.08881979156275396
Y,monetary_policy_shock,28,33,0.1572508502061793
Y,monetary_policy_shock,28,34,0.18491946760822178
Y,monetary_policy_shock,28,35,0.18616199736575598
Y,monetary_policy_shock,28,36,0.171808191228032
Y,monetary_policy_shock,28,37,0.14954287675446448
Y,monetary_policy_shock,28,38,0.12448284744379601
Y,monetary_policy_shock,28,39,0.09978803374702931
Y,monetary_policy_shock,28,40,0.07721317817902107
Y,monetary_policy_shock,28,41,0.05756104816376432
Y,monetary_policy_shock,28,42,0.0410301504401456
Y,monetary_policy_shock,28,43,0.027466552564939583
Y,monetary_policy_shock,28,44,0.01653645311355376
Y,monetary_policy_shock,28,45,0.007837572540516384
Y,monetary_policy_shock,28,46,0.0009659258224506601
Y,monetary_policy_shock,28,47,-0.00444823249981931
Y,monetary_policy_shock,28,48,-0.008724530205512419
Y,monetary_policy_shock,28,49,-0.01212863805070041
Y,monetary_policy_shock,28,50,-0.014874573336890975
Y,monetary_policy_shock,28,51,-0.017128577712135246
Y,monetary_policy_shock,28,52,-0.01901026031386661
Y,monetary_policy_shock,28,53,-0.020585373123105377
Y,monetary_policy_shock,28,54,-0.021840585507963636
Y,monetary_policy_shock,28,55,-0.022621706118859202
Y,monetary_policy_shock,28,56,-0.022498469410379224
Y,monetary_policy_shock,28,57,-0.02048241108598917
Y,monetary_policy_shock,28,58,-0.014452237382966818
Y,monetary_policy_shock,28,59,-0.0
Y,monetary_policy_shock,29,0,0.0733616813261558
Y,monetary_policy_shock,29,1,0.07719666060461972
Y,monetary_policy_shock,29,2,0.07944156388861175
Y,monetary_policy_shock,29,3,0.07890356486273611
Y,monetary_policy_shock,29,4,0.0756130312257126
Y,monetary_policy_shock,29,5,0.07015409307761807
Y,monetary_policy_shock,29,6,0.0632748798345114
Y,monetary_policy_shock,29,7,0.05568152965055597
Y,monetary_policy_shock,29,8,0.04794689060848915
Y,monetary_policy_shock,29,9,0.04048618146644424
Y,monetary_policy_shock,29,10,0.03356810029891167
Y,monetary_policy_shock,29,11,0.0273416732748343
Y,monetary_policy_shock,29,12,0.02186734985947829
Y,monetary_policy_shock,29,13,0.017146293720948128
Y,monetary_policy_shock,29,14,0.01314520651562546
Y,monetary_policy_shock,29,15,0.009815908816895647
Y,monetary_policy_shock,29,16,0.007109635721595962
Y,monetary_policy_shock,29,17,0.004985656606182576
Y,monetary_policy_shock,29,18,0.0034120553372144974
Y,monetary_policy_shock,29,19,0.0023522428801709115
Y,monetary_policy_shock,29,20,0.0017215941922865945
Y,monetary_policy_shock,29,21,0.0012794403906249436
Y,monetary_policy_shock,29,22,0.0003822542704040077
Y,monetary_policy_shock,29,23,-0.002556203287923071
Y,monetary_policy_shock,29,24,-0.011213188644450737
Y,monetary_policy_shock,29,25,-0.0337508092569833
Y,monetary_policy_shock,29,26,-0.08772979174506898
Y,monetary_policy_shock,29,27,-0.21007230082699008
Y,monetary_policy_shock,29,28,-0.47705740021608695
Y,monetary_policy_shock,29,29,-0.9579292205229748
Y,monetary_policy_shock,29,30,-0.5460631600207396
Y,monetary_policy_shock,29,31,-0.24366962904700012
Y,monetary_policy_shock,29,32,-0.03852769351439808
Y,monetary_policy_shock,29,33,0.0883408966594817
Y,monetary_policy_shock,29,34,0.15676361404142017
Y,monetary_policy_shock,29,35,0.184418869551854
Y,monetary_policy_shock,29,36,0.1856435401651406
Y,monetary_policy_shock,29,37,0.17126778942862939
Y,monetary_policy_shock,29,38,0.14897675973516944
Y,monetary_policy_shock,29,39,0.12388747227318327
Y,monetary_policy_shock,29,40,0.09916000325860765
Y,monetary_policy_shock,29,41,0.07654915948292326
Y,monetary_policy_shock,29,42,0.056857686336980656
Y,monetary_policy_shock,29,43,0.04028397160029158
Y,monetary_policy_shock,29,44,0.02667385055246054
Y,monetary_policy_shock,29,45,0.015693156131243308
Y,monetary_policy_shock,29,46,0.0069390938702057516
Y,monetary_policy_shock,29,47,7.024150123449907e-06
Y,monetary_policy_shock,29,48,-0.005473505356645812
Y,monetary_policy_shock,29,49,-0.0098225967518501
Y,monetary_policy_shock,29,50,-0.013305417588820739
Y,monetary_policy_shock,29,51,-0.016132738221124758
Y,monetary_policy_shock,29,52,-0.01846084870819519
Y,monetary_policy_shock,29,53,-0.020384131388926877
Y,monetary_policy_shock,29,54,-0.02190974911956713
Y,monetary_policy_shock,29,55,-0.022894949831121555
Y,monetary_policy_shock,29,56,-0.022908768205427033
Y,monetary_policy_shock,29,57,-0.020942321795399704
Y,monetary_policy_shock,29,58,-0.014817681371534394
Y,monetary_policy_shock,29,59,-0.0
Y,monetary_policy_shock,30,0,0.07240234768372074
Y,monetary_policy_shock,30,1,0.07624222305910282
Y,monetary_policy_shock,30,2,0.0785112356465886
Y,monetary_policy_shock,30,3,0.07801979954786052
Y,monetary_policy_shock,30,4,0.07479454482914263
Y,monetary_policy_shock,30,5,0.06941331624302122
Y,monetary_policy_shock,30,6,0.06261780490157973
Y,monetary_policy_shock,30,7,0.05510866093759053
Y,monetary_policy_shock,30,8,0.047454518068626626
Y,monetary_policy_shock,30,9,0.04006753470107153
Y,monetary_policy_shock,30,10,0.033214148029593576
Y,monetary_policy_shock,30,11,0.02704145114346617
Y,monetary_policy_shock,30,12,0.021607759171624604
Y,monetary_policy_shock,30,13,0.01691134592852262
Y,monetary_policy_shock,30,14,0.012914731172381198
Y,monetary_policy_shock,30,15,0.00956386170102472
Y,monetary_policy_shock,30,16,0.00680247044615045
Y,monetary_policy_shock,30,17,0.004582035916844194
Y,monetary_policy_shock,30,18,0.0028670667519164867
Y,monetary_policy_shock,30,19,0.0016334771137665068
Y,monetary_policy_shock,30,20,0.0008534718264364515
Y,monetary_policy_shock,30,21,0.0004511586760784291
Y,monetary_policy_shock,30,22,0.00019395570189728928
Y,monetary_policy_shock,30,23,-0.0005545055818196224
Y,monetary_policy_shock,30,24,-0.0033743205630820446
Y,monetary_policy_shock,30,25,-0.01193758686217109
Y,monetary_policy_shock,30,26,-0.03440214618855438
Y,monetary_policy_shock,30,27,-0.08832523436357816
Y,monetary_policy_shock,30,28,-0.2106261782139128
Y,monetary_policy_shock,30,29,-0.4775817427008317
Y,monetary_policy_shock,30,30,-0.9584341991351515
Y,monetary_policy_shock,30,31,-0.546557442107373
Y,monetary_policy_shock,30,32,-0.24416066538678768
Y,monetary_policy_shock,30,33,-0.03902195059084293
Y,monetary_policy_shock,30,34,0.0878377476314198
Y,monetary_policy_shock,30,35,0.15624654178656874
Y,monetary_policy_shock,30,36,0.1838833533338437
Y,monetary_policy_shock,30,37,0.18508545995902623
Y,monetary_policy_shock,30,38,0.17068333030325716
Y,monetary_policy_shock,30,39,0.14836232566852756
Y,monetary_policy_shock,30,40,0.12323960479321239
Y,monetary_policy_shock,30,41,0.09847530009577639
Y,monetary_policy_shock,30,42,0.07582418791850774
Y,monetary_policy_shock,30,43,0.05608888536906959
Y,monetary_policy_shock,30,44,0.03946753706218802
Y,monetary_policy_shock,30,45,0.025805599490329022
Y,monetary_policy_shock,30,46,0.014768374712903813
Y,monetary_policy_shock,30,47,0.005952395051110245
Y,monetary_policy_shock,30,48,-0.0010477050835363073
Y,monetary_policy_shock,30,49,-0.006602864674858237
Y,monetary_policy_shock,30,50,-0.01103266915613825
Y,monetary_policy_shock,30,51,-0.014598954737615157
Y,monetary_policy_shock,30,52,-0.01750228369301179
Y,monetary_policy_shock,30,53,-0.019873071893036463
Y,monetary_policy_shock,30,54,-0.021745612702307012
Y,monetary_policy_shock,30,55,-0.022994339409634714
Y,monetary_policy_shock,30,56,-0.023192658280707688
Y,monetary_policy_shock,30,57,-0.021316221491222507
Y,monetary_policy_shock,30,58,-0.01513634262852923
Y,monetary_policy_shock,30,59,-0.0
Y,monetary_policy_shock,31,0,0.07155326293135193
Y,monetary_policy_shock,31,1,0.07539897492045519
Y,monetary_policy_shock,31,2,0.07769030787610413
Y,monetary_policy_shock,31,3,0.07724035618716672
Y,monetary_policy_shock,31,4,0.07407246563937585
Y,monetary_policy_shock,31,5,0.06875905120307815
Y,monetary_policy_shock,31,6,0.062036292068266045
Y,monetary_policy_shock,31,7,0.054600196634755585
Y,monetary_policy_shock,31,8,0.04701591154770328
Y,monetary_policy_shock,31,9,0.039693171200770455
Y,monetary_policy_shock,31,10,0.03289676440351663
Y,monetary_policy_shock,31,11,0.02677252952580366
Y,monetary_policy_shock,31,12,0.02137749251990636
Y,monetary_policy_shock,31,13,0.01670814644395223
Y,monetary_policy_shock,31,14,0.012724260549913437
Y,monetary_policy_shock,31,15,0.00936759282930825
Y,monetary_policy_shock,31,16,0.006575904232112324
Y,monetary_policy_shock,31,17,0.004293022835262385
Y,monetary_policy_shock,31,18,0.0024754970358298626
Y,monetary_policy_shock,31,19,0.0010954942517493107
Y,monetary_policy_shock,31,20,0.00013756024584569746
Y,monetary_policy_shock,31,21,-0.00041751431679111083
Y,monetary_policy_shock,31,22,-0.0006376640457015648
Y,monetary_policy_shock,31,23,-0.0007484236891128171
Y,monetary_policy_shock,31,24,-0.0013801128420543828
Y,monetary_policy_shock,31,25,-0.004107748100636344
Y,monetary_policy_shock,31,26,-0.012599228371490112
Y,monetary_policy_shock,31,27,-0.035008960626150436
Y,monetary_policy_shock,31,28,-0.08889138964842923
Y,monetary_policy_shock,31,29,-0.21116358270479452
Y,monetary_policy_shock,31,30,-0.47810047829776475
Y,monetary_policy_shock,31,31,-0.9589428716416012
Y,monetary_policy_shock,31,32,-0.5470634639975818
Y,monetary_policy_shock,31,33,-0.2446704844838827
Y,monetary_policy_shock,31,34,-0.03954123612468885
Y,monetary_policy_shock,31,35,0.08730395213708937
Y,monetary_policy_shock,31,36,0.15569369110199874
Y,monetary_policy_shock,31,37,0.18330729228544923
Y,monetary_policy_shock,31,38,0.18448232903584255
Y,monetary_policy_shock,31,39,0.17004948034581463
Y,monetary_policy_shock,31,40,0.14769423702650541
Y,monetary_policy_shock,31,41,0.12253380610978389
Y,monetary_policy_shock,31,42,0.0977282813492247
Y,monetary_policy_shock,31,43,0.07503230176727115
Y,monetary_policy_shock,31,44,0.05524823085148198
Y,monetary_policy_shock,31,45,0.03857382191559601
Y,monetary_policy_shock,31,46,0.0248539854902372
Y,monetary_policy_shock,31,47,0.013753332867904283
Y,monetary_policy_shock,31,48,0.004867652266352534
Y,monetary_policy_shock,31,49,-0.002208920872689713
Y,monetary_policy_shock,31,50,-0.007846798474160447
Y,monetary_policy_shock,31,51,-0.012362161400578485
