output,input,response_period,shock_period,value
A,monetary_policy_shock,44,10,0.6250848254675474
A,monetary_policy_shock,44,11,0.5655274336156506
A,monetary_policy_shock,44,12,0.5158934597261374
A,monetary_policy_shock,44,13,0.4761052033064329
A,monetary_policy_shock,44,14,0.44561129900755503
A,monetary_policy_shock,44,15,0.42360982244318546
A,monetary_policy_shock,44,16,0.4092043553544006
A,monetary_policy_shock,44,17,0.401505440126138
A,monetary_policy_shock,44,18,0.3996906789621806
A,monetary_policy_shock,44,19,0.4030354750834955
A,monetary_policy_shock,44,20,0.4109242969996162
A,monetary_policy_shock,44,21,0.4228500853528558
A,monetary_policy_shock,44,22,0.43840738993482087
A,monetary_policy_shock,44,23,0.45728318620396097
A,monetary_policy_shock,44,24,0.4792481172249274
A,monetary_policy_shock,44,25,0.5041501139288241
A,monetary_policy_shock,44,26,0.5319119043009298
A,monetary_policy_shock,44,27,0.5625337410650536
A,monetary_policy_shock,44,28,0.5961026103789315
A,monetary_policy_shock,44,29,0.6328089429580362
A,monetary_policy_shock,44,30,0.6729708151997886
A,monetary_policy_shock,44,31,0.7170624471684575
A,monetary_policy_shock,44,32,0.7657355463235899
A,monetary_policy_shock,44,33,0.8198024839958763
A,monetary_policy_shock,44,34,0.8801064191181263
A,monetary_policy_shock,44,35,0.9471085254608098
A,monetary_policy_shock,44,36,1.0198219763510499
A,monetary_policy_shock,44,37,1.0933066529628597
A,monetary_policy_shock,44,38,1.153088825810948
A,monetary_policy_shock,44,39,1.1631526971916397
A,monetary_policy_shock,44,40,1.0407119094594608
A,monetary_policy_shock,44,41,0.6041385009554024
A,monetary_policy_shock,44,42,-0.5330522123308182
A,monetary_policy_shock,44,43,-3.1756959380548966
A,monetary_policy_shock,44,44,-8.973007243021552
A,monetary_policy_shock,44,45,-3.5532716006853775
A,monetary_policy_shock,44,46,0.40778141632381404
A,monetary_policy_shock,44,47,3.0378117090478547
A,monetary_policy_shock,44,48,4.584798851899638
A,monetary_policy_shock,44,49,5.322249561054447
A,monetary_policy_shock,44,50,5.49981812586454
A,monetary_policy_shock,44,51,5.322123934072611
A,monetary_policy_shock,44,52,4.943730147281415
A,monetary_policy_shock,44,53,4.472088561461894
A,monetary_policy_shock,44,54,3.972805024512117
A,monetary_policy_shock,44,55,3.4728735473695074
A,monetary_policy_shock,44,56,2.9573997144537447
A,monetary_policy_shock,44,57,2.3532521769601566
A,monetary_policy_shock,44,58,1.4878138278178699
A,monetary_policy_shock,44,59,0.0
A,monetary_policy_shock,45,0,0.8845101808050173
A,monetary_policy_shock,45,1,0.9700150663283826
A,monetary_policy_shock,45,2,1.0247303969799957
A,monetary_policy_shock,45,3,1.0390347843274055
A,monetary_policy_shock,45,4,1.0164482293236035
A,monetary_policy_shock,45,5,0.9660051695646973
A,monetary_policy_shock,45,6,0.8979138897995614
A,monetary_policy_shock,45,7,0.8213475811217871
A,monetary_policy_shock,45,8,0.7435424986855087
A,monetary_policy_shock,45,9,0.669640665797484
A,monetary_policy_shock,45,10,0.6029108501390941
A,monetary_policy_shock,45,11,0.5451223487569041
A,monetary_policy_shock,45,12,0.49694276730607684
A,monetary_policy_shock,45,13,0.45829419480153316
A,monetary_policy_shock,45,14,0.4286412406201052
A,monetary_policy_shock,45,15,0.40720681115815366
A,monetary_policy_shock,45,16,0.3931229785648571
A,monetary_policy_shock,45,17,0.38552898506807853
A,monetary_policy_shock,45,18,0.3836292087004065
A,monetary_policy_shock,45,19,0.38672268570950297
A,monetary_policy_shock,45,20,0.3942137245810087
A,monetary_policy_shock,45,21,0.40561094382493545
A,monetary_policy_shock,45,22,0.4205200811481141
A,monetary_policy_shock,45,23,0.4386343116046627
A,monetary_policy_shock,45,24,0.4597246150425742
A,monetary_policy_shock,45,25,0.4836319255727102
A,monetary_policy_shock,45,26,0.5102623269895078
A,monetary_policy_shock,45,27,0.5395863643144582
A,monetary_policy_shock,45,28,0.5716435407126431
A,monetary_policy_shock,45,29,0.6065531257542754
A,monetary_policy_shock,45,30,0.6445322403333558
A,monetary_policy_shock,45,31,0.685921198734363
A,monetary_policy_shock,45,32,0.7312129349651145
A,monetary_policy_shock,45,33,0.7810750961684124
A,monetary_policy_shock,45,34,0.8363338294330307
A,monetary_policy_shock,45,35,0.8978444174012228
A,monetary_policy_shock,45,36,0.9660789602461181
A,monetary_policy_shock,45,37,1.0400608008638008
A,monetary_policy_shock,45,38,1.1148597060719319
A,monetary_policy_shock,45,39,1.1760121076131722
A,monetary_policy_shock,45,40,1.1875133557829471
A,monetary_policy_shock,45,41,1.0665901688300718
A,monetary_policy_shock,45,42,0.631630847965391
A,monetary_policy_shock,45,43,-0.5038281850092561
A,monetary_policy_shock,45,44,-3.1445946230759887
A,monetary_policy_shock,45,45,-8.939845830450347
A,monetary_policy_shock,45,46,-3.5178191429106813
A,monetary_policy_shock,45,47,0.44581410612725736
A,monetary_policy_shock,45,48,3.0787737541603217
A,monetary_policy_shock,45,49,4.629073639761704
A,monetary_policy_shock,45,50,5.370157740561801
A,monetary_policy_shock,45,51,5.551351980467272
A,monetary_policy_shock,45,52,5.376304350247535
A,monetary_policy_shock,45,53,4.997148025558442
A,monetary_policy_shock,45,54,4.515726578328113
A,monetary_policy_shock,45,55,3.985298957941003
A,monetary_policy_shock,45,56,3.4065055149853967
A,monetary_policy_shock,45,57,2.709421884541597
A,monetary_policy_shock,45,58,1.707876496169881
A,monetary_policy_shock,45,59,0.0
A,monetary_policy_shock,46,0,0.8591430640900917
A,monetary_policy_shock,46,1,0.9420265162686505
A,monetary_policy_shock,46,2,0.9948695460029713
A,monetary_policy_shock,46,3,1.0084236482411306
A,monetary_policy_shock,46,4,0.9861581586871624
A,monetary_policy_shock,46,5,0.9368698144913754
A,monetary_policy_shock,46,6,0.870478915438787
A,monetary_policy_shock,46,7,0.7958917236257247
A,monetary_policy_shock,46,8,0.7201294280493862
A,monetary_policy_shock,46,9,0.6481782298722751
A,monetary_policy_shock,46,10,0.5832054952525851
A,monetary_policy_shock,46,11,0.5269234884385545
A,monetary_policy_shock,46,12,0.4799759160999227
A,monetary_policy_shock,46,13,0.4422837971862809
A,monetary_policy_shock,46,14,0.4133250303832775
A,monetary_policy_shock,46,15,0.3923437377727864
A,monetary_policy_shock,46,16,0.3784965677277583
A,monetary_policy_shock,46,17,0.3709476695625446
A,monetary_policy_shock,46,18,0.36892479484493634
A,monetary_policy_shock,46,19,0.3717477733047915
A,monetary_policy_shock,46,20,0.3788386006706477
A,monetary_policy_shock,46,21,0.3897202267633407
A,monetary_policy_shock,46,22,0.40400919244947675
A,monetary_policy_shock,46,23,0.4214056833643385
A,monetary_policy_shock,46,24,0.4416833814852885
A,monetary_policy_shock,46,25,0.4646806787253016
A,monetary_policy_shock,46,26,0.4902943209850019
A,monetary_policy_shock,46,27,0.5184763215488013
A,monetary_policy_shock,46,28,0.5492349624779227
A,monetary_policy_shock,46,29,0.5826408210929972
A,monetary_policy_shock,46,30,0.6188388930413039
A,monetary_policy_shock,46,31,0.6580677702502366
A,monetary_policy_shock,46,32,0.7006858738757236
A,monetary_policy_shock,46,33,0.7472016025061637
A,monetary_policy_shock,46,34,0.7982960172210649
A,monetary_policy_shock,46,35,0.8548071307199808
A,monetary_policy_shock,46,36,0.9176009980411114
A,monetary_policy_shock,46,37,0.9871598511499805
A,monetary_policy_shock,46,38,1.062517024142909
A,monetary_policy_shock,46,39,1.1387527409424942
A,monetary_policy_shock,46,40,1.2014151413881389
A,monetary_policy_shock,46,41,1.2145135861548373
A,monetary_policy_shock,46,42,1.095292522841875
A,monetary_policy_shock,46,43,0.6621635724097352
A,monetary_policy_shock,46,44,-0.471305592087396
A,monetary_policy_shock,46,45,-3.109880893616451
A,monetary_policy_shock,46,46,-8.902685421884687
A,monetary_policy_shock,46,47,-3.4778906838346866
A,monetary_policy_shock,46,48,0.48889979281460505
A,monetary_policy_shock,46,49,3.1254444161868546
A,monetary_policy_shock,46,50,4.679684961241556
A,monetary_policy_shock,46,51,5.424690165735487
A,monetary_policy_shock,46,52,5.608676378741147
A,monetary_policy_shock,46,53,5.432515559974265
A,monetary_policy_shock,46,54,5.041932270441586
A,monetary_policy_shock,46,55,4.52465696128755
A,monetary_policy_shock,46,56,3.903816825589973
A,monetary_policy_shock,46,57,3.117117873882693
A,monetary_policy_shock,46,58,1.9653312776684881
A,monetary_policy_shock,46,59,0.0
A,monetary_policy_shock,47,0,0.8377192621363059
A,monetary_policy_shock,47,1,0.9183261777838612
A,monetary_policy_shock,47,2,0.9694966460236203
A,monetary_policy_shock,47,3,0.982324222438494
A,monetary_policy_shock,47,4,0.9602477999055532
A,monetary_policy_shock,47,5,0.9118670911863024
A,monetary_policy_shock,47,6,0.8468583451332898
A,monetary_policy_shock,47,7,0.7738995158422669
A,monetary_policy_shock,47,8,0.699826706702641
A,monetary_policy_shock,47,9,0.6294912603265514
A,monetary_policy_shock,47,10,0.565972179603994
A,monetary_policy_shock,47,11,0.5109314637581138
A,monetary_policy_shock,47,12,0.46499112528211667
A,monetary_policy_shock,47,13,0.4280702607350311
A,monetary_policy_shock,47,14,0.39965735560149723
A,monetary_policy_shock,47,15,0.3790140950216808
A,monetary_policy_shock,47,16,0.36531773106301657
A,monetary_policy_shock,47,17,0.3577534430139905
A,monetary_policy_shock,47,18,0.35556883241079507
A,monetary_policy_shock,47,19,0.35810150637028815
A,monetary_policy_shock,47,20,0.364788734935529
A,monetary_policy_shock,47,21,0.3751660662489096
A,monetary_policy_shock,47,22,0.3888598843708487
A,monetary_policy_shock,47,23,0.4055773421313138
A,monetary_policy_shock,47,24,0.42509592770603327
A,monetary_policy_shock,47,25,0.44725410313134867
A,monetary_policy_shock,47,26,0.471943936748823
A,monetary_policy_shock,47,27,0.4991063867117543
A,monetary_policy_shock,47,28,0.5287298307414743
A,monetary_policy_shock,47,29,0.5608525325011652
A,monetary_policy_shock,47,30,0.5955699286325851
A,monetary_policy_shock,47,31,0.6330478010121665
A,monetary_policy_shock,47,32,0.6735423116347479
A,monetary_policy_shock,47,33,0.7174269328017099
A,monetary_policy_shock,47,34,0.7652231714118807
A,monetary_policy_shock,47,35,0.8176237502060577
A,monetary_policy_shock,47,36,0.8754773565456386
A,monetary_policy_shock,47,37,0.9396602033706931
A,monetary_policy_shock,47,38,1.01066469848408
A,monetary_policy_shock,47,39,1.0875350339518162
A,monetary_policy_shock,47,40,1.1653638480361046
A,monetary_policy_shock,47,41,1.2297144343708108
A,monetary_policy_shock,47,42,1.2446156514351607
A,monetary_policy_shock,47,43,1.1273379167502298
A,monetary_policy_shock,47,44,0.6963279630080379
A,monetary_policy_shock,47,45,-0.43479932518219744
A,monetary_policy_shock,47,46,-3.070748278481326
A,monetary_policy_shock,47,47,-8.860567074439555
A,monetary_policy_shock,47,48,-3.4323498974484306
A,monetary_policy_shock,47,49,0.538343812419513
A,monetary_policy_shock,47,50,3.17919022668298
A,monetary_policy_shock,47,51,4.737702152506084
A,monetary_policy_shock,47,52,5.485678705821642
A,monetary_policy_shock,47,53,5.6681575232547905
A,monetary_policy_shock,47,54,5.478668054335893
A,monetary_policy_shock,47,55,5.046757238164016
A,monetary_policy_shock,47,56,4.425601977688126
A,monetary_policy_shock,47,57,3.566135063258116
A,monetary_policy_shock,47,58,2.25768984076244
A,monetary_policy_shock,47,59,0.0
A,monetary_policy_shock,48,0,0.8200488256564122
A,monetary_policy_shock,48,1,0.8987112067571816
A,monetary_policy_shock,48,2,0.94840112749486
A,monetary_policy_shock,48,3,0.960525745519534
A,monetary_policy_shock,48,4,0.9385133006860946
A,monetary_policy_shock,48,5,0.8908055117079594
A,monetary_policy_shock,48,6,0.8268765615616253
A,monetary_policy_shock,48,7,0.7552129354918069
A,monetary_policy_shock,48,8,0.6824942162569214
A,monetary_policy_shock,48,9,0.6134568452699878
A,monetary_policy_shock,48,10,0.5511038659141003
A,monetary_policy_shock,48,11,0.4970534457881589
A,monetary_policy_shock,48,12,0.4519079949854324
A,monetary_policy_shock,48,13,0.4155838715816665
A,monetary_policy_shock,48,14,0.38757757113746977
A,monetary_policy_shock,48,15,0.3671648581530014
A,monetary_policy_shock,48,16,0.35353979313054096
A,monetary_policy_shock,48,17,0.34590486774339635
A,monetary_policy_shock,48,18,0.34352413085426114
A,monetary_policy_shock,48,19,0.34575001392804217
A,monetary_policy_shock,48,20,0.3520326318276119
A,monetary_policy_shock,48,21,0.3619182732360002
A,monetary_policy_shock,48,22,0.37504193142692666
A,monetary_policy_shock,48,23,0.39111719976862797
A,monetary_policy_shock,48,24,0.4099256966182452
A,monetary_policy_shock,48,25,0.4313073645913842
A,monetary_policy_shock,48,26,0.4551524595823083
A,monetary_policy_shock,48,27,0.48139575222100717
A,monetary_policy_shock,48,28,0.5100133620238277
A,monetary_policy_shock,48,29,0.5410226945224595
A,monetary_policy_shock,48,30,0.5744861199609562
A,monetary_policy_shock,48,31,0.6105192707848243
A,monetary_policy_shock,48,32,0.6493050412443615
A,monetary_policy_shock,48,33,0.6911142987621888
A,monetary_policy_shock,48,34,0.7363333783365656
A,monetary_policy_shock,48,35,0.7854953007520383
A,monetary_policy_shock,48,36,0.8393034225019658
A,monetary_policy_shock,48,37,0.8986166781128722
A,monetary_policy_shock,48,38,0.9643217180875051
A,monetary_policy_shock,48,39,1.0369223106153465
A,monetary_policy_shock,48,40,1.1154759091529534
A,monetary_policy_shock,48,41,1.1950916500639592
A,monetary_policy_shock,48,42,1.2613543832861769
A,monetary_policy_shock,48,43,1.2783220062796046
A,monetary_policy_shock,48,44,1.163304508331546
A,monetary_policy_shock,48,45,0.7348021172719388
A,monetary_policy_shock,48,46,-0.39350022870810286
A,monetary_policy_shock,48,47,-3.026221403716748
A,monetary_policy_shock,48,48,-8.812321097225436
A,monetary_policy_shock,48,49,-3.379842574305139
A,monetary_policy_shock,48,50,0.5955618293235834
A,monetary_policy_shock,48,51,3.241079685998265
A,monetary_policy_shock,48,52,4.80277448935127
A,monetary_policy_shock,48,53,5.548812223240061
A,monetary_policy_shock,48,54,5.715831002045086
A,monetary_policy_shock,48,55,5.478841368610109
A,monetary_policy_shock,48,56,4.927814943948307
A,monetary_policy_shock,48,57,4.0332063002360385
A,monetary_policy_shock,48,58,2.575878059504245
A,monetary_policy_shock,48,59,0.0
A,monetary_policy_shock,49,0,0.8055702958986493
A,monetary_policy_shock,49,1,0.8825792114737894
A,monetary_policy_shock,49,2,0.930956529854815
A,monetary_policy_shock,49,3,0.9424014061309545
A,monetary_policy_shock,49,4,0.9203496314199242
A,monetary_policy_shock,49,5,0.8731187460333766
A,monetary_policy_shock,49,6,0.8100167650013582
A,monetary_policy_shock,49,7,0.7393700045277094
A,monetary_policy_shock,49,8,0.6677256962284187
A,monetary_policy_shock,49,9,0.5997222089614475
A,monetary_policy_shock,49,10,0.538297047779793
A,monetary_policy_shock,49,11,0.4850299236031847
A,monetary_policy_shock,49,12,0.44050535998324325
A,monetary_policy_shock,49,13,0.404636248012598
A,monetary_policy_shock,49,14,0.3769248887305706
A,monetary_policy_shock,49,15,0.3566581631670268
A,monetary_policy_shock,49,16,0.3430437177221799
A,monetary_policy_shock,49,17,0.33529819789242676
A,monetary_policy_shock,49,18,0.3326991999850405
A,monetary_policy_shock,49,19,0.33461144562861855
A,monetary_policy_shock,49,20,0.3404957800556255
A,monetary_policy_shock,49,21,0.349907567116961
A,monetary_policy_shock,49,22,0.3624892211911682
A,monetary_policy_shock,49,23,0.3779601131850947
A,monetary_policy_shock,49,24,0.39610594226895024
A,monetary_policy_shock,49,25,0.4167688489569801
A,monetary_policy_shock,49,26,0.4398390080906799
A,monetary_policy_shock,49,27,0.46524812802700877
A,monetary_policy_shock,49,28,0.4929651477057956
A,monetary_policy_shock,49,29,0.5229944299147778
A,monetary_policy_shock,49,30,0.5553768704488797
A,monetary_policy_shock,49,31,0.5901945551699601
A,monetary_policy_shock,49,32,0.6275798608456873
A,monetary_policy_shock,49,33,0.6677301152909527
A,monetary_policy_shock,49,34,0.7109288654327579
A,monetary_policy_shock,49,35,0.7575738676129661
A,monetary_policy_shock,49,36,0.8082087880348886
A,monetary_policy_shock,49,37,0.8635473748161475
A,monetary_policy_shock,49,38,0.9244593261977159
A,monetary_policy_shock,49,39,0.9918432378509913
A,monetary_policy_shock,49,40,1.066217098544181
A,monetary_policy_shock,49,41,1.1466563623881987
A,monetary_policy_shock,49,42,1.2282940075201305
A,monetary_policy_shock,49,43,1.2967473185576943
A,monetary_policy_shock,49,44,1.3161186920710148
A,monetary_policy_shock,49,45,1.2037785546148463
A,monetary_policy_shock,49,46,0.7783065512451489
A,monetary_policy_shock,49,47,-0.34651520435387784
A,monetary_policy_shock,49,48,-2.975204553178182
A,monetary_policy_shock,49,49,-8.756662186233735
A,monetary_policy_shock,49,50,-3.3190348147725017
A,monetary_policy_shock,49,51,0.6614734049559918
A,monetary_policy_shock,49,52,3.3104077485362065
A,monetary_policy_shock,49,53,4.869707755555479
A,monetary_policy_shock,49,54,5.597994384291779
A,monetary_policy_shock,49,55,5.710843840973277
A,monetary_policy_shock,49,56,5.338227987601388
A,monetary_policy_shock,49,57,4.475928070454747
A,monetary_policy_shock,49,58,2.9006700269471075
A,monetary_policy_shock,49,59,0.0
A,monetary_policy_shock,50,0,0.7931249923497306
A,monetary_policy_shock,50,1,0.8686852951311523
A,monetary_policy_shock,50,2,0.9158676867161386
A,monetary_policy_shock,50,3,0.9266555521079662
A,monetary_policy_shock,50,4,0.9045068891527437
A,monetary_policy_shock,50,5,0.8576378865013727
A,monetary_policy_shock,50,6,0.7952135519428691
A,monetary_policy_shock,50,7,0.7254197726754004
A,monetary_policy_shock,50,8,0.654686437958865
A,monetary_policy_shock,50,9,0.5875641555588782
A,monetary_policy_shock,50,10,0.5269311824952925
A,monetary_policy_shock,50,11,0.4743319385362744
A,monetary_policy_shock,50,12,0.4303339853396714
A,monetary_policy_shock,50,13,0.3948461907298683
A,monetary_policy_shock,50,14,0.36737522194783345
A,monetary_policy_shock,50,15,0.34721719281147945
A,monetary_policy_shock,50,16,0.33359130879151716
A,monetary_policy_shock,50,17,0.3257263928167252
A,monetary_policy_shock,50,18,0.32291177761351764
A,monetary_policy_shock,50,19,0.32452289160215064
A,monetary_policy_shock,50,20,0.33002998590276744
A,monetary_policy_shock,50,21,0.33899645172842846
A,monetary_policy_shock,50,22,0.3510713723948643
A,monetary_policy_shock,50,23,0.365979473265556
A,monetary_policy_shock,50,24,0.38351050184988766
A,monetary_policy_shock,50,25,0.40350926049824287
A,monetary_policy_shock,50,26,0.42586697429699066
A,monetary_policy_shock,50,27,0.4505143521818897
A,monetary_policy_shock,50,28,0.4774165416062215
A,monetary_policy_shock,50,29,0.5065701492023778
A,monetary_policy_shock,50,30,0.5380025764230284
A,monetary_policy_shock,50,31,0.5717740837516029
A,monetary_policy_shock,50,32,0.6079832343421019
A,monetary_policy_shock,50,33,0.6467766454518493
A,monetary_policy_shock,50,34,0.688364202845919
A,monetary_policy_shock,50,35,0.733040831182324
A,monetary_policy_shock,50,36,0.7812149841564855
A,monetary_policy_shock,50,37,0.8334408995430597
A,monetary_policy_shock,50,38,0.8904434499687871
A,monetary_policy_shock,50,39,0.9531049016608224
A,monetary_policy_shock,50,40,1.0223390763429345
A,monetary_policy_shock,50,41,1.0986835264632622
A,monetary_policy_shock,50,42,1.1812399157650564
A,monetary_policy_shock,50,43,1.2651771676992762
A,monetary_policy_shock,50,44,1.3361621560000378
A,monetary_policy_shock,50,45,1.35836488896964
A,monetary_policy_shock,50,46,1.2492449070447758
A,monetary_policy_shock,50,47,0.8274912239266075
A,monetary_policy_shock,50,48,-0.29299980992275354
A,monetary_policy_shock,50,49,-2.9166780966891315
A,monetary_policy_shock,50,50,-8.692557347634464
A,monetary_policy_shock,50,51,-3.249398619694362
A,monetary_policy_shock,50,52,0.734757889655926
A,monetary_policy_shock,50,53,3.3808374506894063
A,monetary_policy_shock,50,54,4.920072274864259
A,monetary_policy_shock,50,55,5.587434117153283
A,monetary_policy_shock,50,56,5.547890862809698
A,monetary_policy_shock,50,57,4.825514848932491
A,monetary_policy_shock,50,58,3.198173133679114
A,monetary_policy_shock,50,59,0.0
A,monetary_policy_shock,51,0,0.7806583754349163
A,monetary_policy_shock,51,1,0.8548205100868362
A,monetary_policy_shock,51,2,0.9008361128135247
A,monetary_policy_shock,51,3,0.9109891053397432
A,monetary_policy_shock,51,4,0.8887677400873356
A,monetary_policy_shock,51,5,0.8422899898986786
A,monetary_policy_shock,51,6,0.7805783026589785
A,monetary_policy_shock,51,7,0.711677303660539
A,monetary_policy_shock,51,8,0.6418982634690038
A,monetary_policy_shock,51,9,0.5757027628719438
A,monetary_policy_shock,51,10,0.5159087661961772
A,monetary_policy_shock,51,11,0.4640246449526623
A,monetary_policy_shock,51,12,0.42060051743884125
A,monetary_policy_shock,51,13,0.385540974446123
A,monetary_policy_shock,51,14,0.3583569645599881
A,monetary_policy_shock,51,15,0.3383538626609772
A,monetary_policy_shock,51,16,0.3247625285862613
A,monetary_policy_shock,51,17,0.3168240909581409
A,monetary_policy_shock,51,18,0.31383975835259936
A,monetary_policy_shock,51,19,0.31519580638113964
A,monetary_policy_shock,51,20,0.3203720342210329
A,monetary_policy_shock,51,21,0.32894001626098535
A,monetary_policy_shock,51,22,0.34055569846040723
A,monetary_policy_shock,51,23,0.3549494318520141
A,monetary_policy_shock,51,24,0.3719154214491853
A,monetary_policy_shock,51,25,0.39130176848403886
A,monetary_policy_shock,51,26,0.4130017459774808
A,monetary_policy_shock,51,27,0.4369466168098945
A,monetary_policy_shock,51,28,0.46310013087173085
A,monetary_policy_shock,51,29,0.4914547851162635
A,monetary_policy_shock,51,30,0.5220299711778048
A,monetary_policy_shock,51,31,0.5548722543225362
A,monetary_policy_shock,51,32,0.5900582167895457
A,monetary_policy_shock,51,33,0.6277005495053191
A,monetary_policy_shock,51,34,0.6679583611257299
A,monetary_policy_shock,51,35,0.7110529054388282
A,monetary_policy_shock,51,36,0.7572898718964042
A,monetary_policy_shock,51,37,0.8070884637375922
A,monetary_policy_shock,51,38,0.8610143832823731
A,monetary_policy_shock,51,39,0.9198056501895132
A,monetary_policy_shock,51,40,0.9843606872845475
A,monetary_policy_shock,51,41,1.0556143236127284
A,monetary_policy_shock,51,42,1.1341325055025133
A,monetary_policy_shock,51,43,1.219056077742313
A,monetary_policy_shock,51,44,1.305608243412874
A,monetary_policy_shock,51,45,1.3795301049974007
A,monetary_policy_shock,51,46,1.4050897508191444
A,monetary_policy_shock,51,47,1.2998674281253897
A,monetary_policy_shock,51,48,0.8826788277503752
A,monetary_policy_shock,51,49,-0.2325028823172435
A,monetary_policy_shock,51,50,-2.850248075680876
A,monetary_policy_shock,51,51,-8.620239677399784
A,monetary_policy_shock,51,52,-3.1732480896037125
A,monetary_policy_shock,51,53,0.807618920259838
A,monetary_policy_shock,51,54,3.431525049790193
A,monetary_policy_shock,51,55,4.903697845749006
A,monetary_policy_shock,51,56,5.403416042966385
A,monetary_policy_shock,51,57,4.9790351147301815
A,monetary_policy_shock,51,58,3.4145467742449593
A,monetary_policy_shock,51,59,0.0
A,monetary_policy_shock,52,0,0.7648491124808923
A,monetary_policy_shock,52,1,0.837412346298902
A,monetary_policy_shock,52,2,0.8821442339206262
A,monetary_policy_shock,52,3,0.8916838282946384
A,monetary_policy_shock,52,4,0.8695466233428796
A,monetary_policy_shock,52,5,0.8237234681927952
A,monetary_policy_shock,52,6,0.7630578740546199
A,monetary_policy_shock,52,7,0.6954190702920541
A,monetary_policy_shock,52,8,0.6269720970101353
A,monetary_policy_shock,52,9,0.5620695330126049
A,monetary_policy_shock,52,10,0.503456159208814
A,monetary_policy_shock,52,11,0.4525972108742739
A,monetary_policy_shock,52,12,0.41002261505478593
A,monetary_policy_shock,52,13,0.37563292308165963
A,monetary_policy_shock,52,14,0.34894546813824356
A,monetary_policy_shock,52,15,0.3292780016847314
A,monetary_policy_shock,52,16,0.31587655983013485
A,monetary_policy_shock,52,17,0.3079981057904277
A,monetary_policy_shock,52,18,0.3049590203169135
A,monetary_policy_shock,52,19,0.30615936693431456
A,monetary_policy_shock,52,20,0.31109103559743345
A,monetary_policy_shock,52,21,0.31933593953686285
A,monetary_policy_shock,52,22,0.3305587012716117
A,monetary_policy_shock,52,23,0.3444968377906844
A,monetary_policy_shock,52,24,0.36095036410404024
A,monetary_policy_shock,52,25,0.37977194936281283
A,monetary_policy_shock,52,26,0.4008582292485461
A,monetary_policy_shock,52,27,0.4241425474429013
A,monetary_policy_shock,52,28,0.4495892184541963
A,monetary_policy_shock,52,29,0.47718933506424566
A,monetary_policy_shock,52,30,0.506958158652375
A,monetary_policy_shock,52,31,0.5389342133824835
A,monetary_policy_shock,52,32,0.5731803486429035
A,monetary_policy_shock,52,33,0.6097872369205005
A,monetary_policy_shock,52,34,0.648880032740655
A,monetary_policy_shock,52,35,0.6906292087886401
A,monetary_policy_shock,52,36,0.7352668237782201
A,monetary_policy_shock,52,37,0.7831094300096636
A,monetary_policy_shock,52,38,0.8345879230495991
A,monetary_policy_shock,52,39,0.8902815530783663
A,monetary_policy_shock,52,40,0.9509451530579514
A,monetary_policy_shock,52,41,1.0174991823064987
A,monetary_policy_shock,52,42,1.0909084278253567
A,monetary_policy_shock,52,43,1.171780337481032
A,monetary_policy_shock,52,44,1.259313401804827
A,monetary_policy_shock,52,45,1.348809808742971
A,monetary_policy_shock,52,46,1.426115211187187
A,monetary_policy_shock,52,47,1.4556266570012375
A,monetary_policy_shock,52,48,1.3550603006072888
A,monetary_policy_shock,52,49,0.9433157037554956
A,monetary_policy_shock,52,50,-0.16575841051627993
A,monetary_policy_shock,52,51,-2.7774384974868975
A,monetary_policy_shock,52,52,-8.543537061553694
A,monetary_policy_shock,52,53,-3.100207262826806
A,monetary_policy_shock,52,54,0.8569319890484468
A,monetary_policy_shock,52,55,3.409353298624585
A,monetary_policy_shock,52,56,4.70293117504869
A,monetary_policy_shock,52,57,4.792587904306095
A,monetary_policy_shock,52,58,3.47051950957882
A,monetary_policy_shock,52,59,0.0
A,monetary_policy_shock,53,0,0.7406851343774956
A,monetary_policy_shock,53,1,0.8110679417216999
A,monetary_policy_shock,53,2,0.8541799797882264
A,monetary_policy_shock,53,3,0.8631269686546292
A,monetary_policy_shock,53,4,0.8414314695257638
A,monetary_policy_shock,53,5,0.796879708352224
A,monetary_policy_shock,53,6,0.7380442176786313
A,monetary_policy_shock,53,7,0.6725344254509846
A,monetary_policy_shock,53,8,0.6063018070189767
A,monetary_policy_shock,53,9,0.5435417633723002
A,monetary_policy_shock,53,10,0.4868951569779135
A,monetary_policy_shock,53,11,0.4377674706860957
A,monetary_policy_shock,53,12,0.3966622887608801
A,monetary_policy_shock,53,13,0.3634771099809895
A,monetary_policy_shock,53,14,0.3377410579956329
A,monetary_policy_shock,53,15,0.31879203063850137
A,monetary_policy_shock,53,16,0.3058999257089646
A,monetary_policy_shock,53,17,0.29834619375942145
A,monetary_policy_shock,53,18,0.29547044224685703
A,monetary_policy_shock,53,19,0.2966936887201088
A,monetary_policy_shock,53,20,0.3015260879600713
A,monetary_policy_shock,53,21,0.30956508890490864
A,monetary_policy_shock,53,22,0.320488295010431
A,monetary_policy_shock,53,23,0.3340439232864017
A,monetary_policy_shock,53,24,0.3500407030179592
A,monetary_policy_shock,53,25,0.36833829582935296
A,monetary_policy_shock,53,26,0.38883880402365995
A,monetary_policy_shock,53,27,0.4114796101252617
A,monetary_policy_shock,53,28,0.4362276089917222
A,monetary_policy_shock,53,29,0.46307481582400806
A,monetary_policy_shock,53,30,0.49203533113861997
A,monetary_policy_shock,53,31,0.5231436997919864
A,monetary_policy_shock,53,32,0.5564548075038471
A,monetary_policy_shock,53,33,0.5920456147149874
