scenario,scenario_label,period,mean_liquid_wealth,median_liquid_wealth,mean_illiquid_wealth,median_illiquid_wealth,mean_total_wealth,median_total_wealth,p10_liquid_wealth,p25_liquid_wealth,p75_liquid_wealth,p90_liquid_wealth,p10_illiquid_wealth,p25_illiquid_wealth,p75_illiquid_wealth,p90_illiquid_wealth,share_low_liquidity,share_wealthy_htm,share_top20_total_wealth,gini_liquid_wealth,gini_total_wealth,mean_mpc,median_mpc
high_rho_i,Высокая инерция ставки,29,1.037052189253871,0.08897052667346173,12.965674406309025,7.125231940055185,14.002726595562896,9.741666019351209,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5939573096859203,0.3578052463253845,0.20327311760900074,0.7721793610331595,0.5339899756062729,0.10622626748244711,0.08515081812557636
high_rho_i,Высокая инерция ставки,30,1.0372732735038883,0.08897052667346173,12.965394717550373,7.125231940055185,14.00266799105426,9.741672033242605,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5939095448189426,0.3577848864822938,0.2032701609554216,0.7721598020094775,0.5339847930592507,0.10622224626447788,0.0851506169166738
high_rho_i,Высокая инерция ставки,31,1.0374813232557787,0.08897052667346173,12.965131321765917,7.125231940055185,14.002612645021694,9.741677517130736,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5938655990992546,0.3577653064520051,0.20326750053177728,0.7721422232754531,0.5339799098020228,0.10621847582309427,0.08515039350220918
high_rho_i,Высокая инерция ставки,32,1.0376772957059852,0.08897052667346173,12.964883218694961,7.125231940055185,14.002560514400948,9.741682529547319,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5938250993922851,0.35774650483077763,0.2032651190939737,0.772126377589519,0.5339752961872168,0.10621493221313683,0.08515013232854797
high_rho_i,Высокая инерция ставки,33,1.0378620867434227,0.08897052667346173,12.964649484289454,7.125231940055185,14.002511571032878,9.741687127209252,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5937877053627922,0.3577284758923022,0.20326299871761516,0.7721120472533131,0.5339709251966798,0.10621159292588742,0.0851498174639675
high_rho_i,Высокая инерция ставки,34,1.0380365368494462,0.08897052667346173,12.964429264523838,7.125231940055185,14.002465801373285,9.741691363910059,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5937531053509318,0.3577112100452738,0.20326112170540095,0.7720990396164842,0.533966772134278,0.10620843681898659,0.08514943213536083
high_rho_i,Высокая инерция ставки,35,1.038201436472145,0.08897052667346173,12.96422177058341,7.125231940055185,14.002423207055553,9.741695289920681,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5937210126011349,0.3576946941989712,0.20325947123349547,0.772087183241638,0.5339628143536966,0.10620544396963133,0.08514895825679875
high_rho_i,Высокая инерция ставки,36,1.0383575310245503,0.08897052667346173,12.96402627525401,7.125231940055185,14.00238380627856,9.741698951771793,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5936911617701197,0.3576789120313289,0.20325803181202975,0.772076324591419,0.5339590310146574,0.10620259541400526,0.0851483759732067
high_rho_i,Высокая инерция ставки,37,1.03850552564919,0.08897052667346173,12.963842110502286,7.125231940055185,14.002347636151475,9.741702392322978,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5936633056405216,0.35766384415111235,0.20325678962097343,0.7720663251243973,0.5339554028614526,0.10619987271627157,0.08514766325987268
high_rho_i,Высокая инерция ставки,38,1.0386460898879954,0.08897052667346173,12.963668666421873,7.125231940055185,14.002314756309866,9.741705651053772,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5936372119681048,0.3576494681410229,0.20325573277100134,0.7720570587050485,0.5339519120184057,0.10619725728012075,0.08514679564544447
high_rho_i,Высокая инерция ставки,39,1.0387798623909315,0.08897052667346173,12.963505391917533,7.125231940055185,14.002285254308465,9.741708764537668,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5936126603959527,0.3576357584641205,0.203254851529193,0.7720484092480214,0.533948541797331,0.10619472927086142,0.08514574616126422
high_rho_i,Высокая инерция ставки,40,1.0389074557805986,0.08897052667346173,12.963351797683163,7.125231940055185,14.002259253463762,9.741711767081563,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.593589439381568,0.35762268621351867,0.20325413854046284,0.7720402685303528,0.5339452765131685,0.10619226596896786,0.08514448566459826
high_rho_i,Высокая инерция ставки,41,1.0390294617410405,0.08897052667346173,12.96320746214923,7.125231940055185,14.002236923890269,9.741714691527555,0.0,0.0,1.3033580968401854,3.622018056792183,0.6059052855974003,2.6802954316542698,18.312649206637353,25.0,0.5935673431107532,0.3576102186876859,0.2032535890657194,0.7720325341220865,0.5339421013058026,0.10618983932457902,0.08514298373703452
