scenario,scenario_label,period,channel,value
high_rho_i,Высокая инерция ставки,18,labor_income,0.06695436646603686
high_rho_i,Высокая инерция ставки,18,financial_income,-0.21880463632393746
high_rho_i,Высокая инерция ставки,18,disposable_income,-0.010988797660707447
high_rho_i,Высокая инерция ставки,19,labor_income,0.06434756622514033
high_rho_i,Высокая инерция ставки,19,financial_income,-0.20565263168144585
high_rho_i,Высокая инерция ставки,19,disposable_income,-0.009297251730607786
high_rho_i,Высокая инерция ставки,20,labor_income,0.06191988259781244
high_rho_i,Высокая инерция ставки,20,financial_income,-0.19344301016713766
high_rho_i,Высокая инерция ставки,20,disposable_income,-0.007732487645391358
high_rho_i,Высокая инерция ставки,21,labor_income,0.05968326856050592
high_rho_i,Высокая инерция ставки,21,financial_income,-0.18223087124335888
high_rho_i,Высокая инерция ставки,21,disposable_income,-0.006300841543528707
high_rho_i,Высокая инерция ставки,22,labor_income,0.05763390919798706
high_rho_i,Высокая инерция ставки,22,financial_income,-0.17197676658396316
high_rho_i,Высокая инерция ставки,22,disposable_income,-0.004994327928377077
high_rho_i,Высокая инерция ставки,23,labor_income,0.05576089198187081
high_rho_i,Высокая инерция ставки,23,financial_income,-0.16260181533579657
high_rho_i,Высокая инерция ставки,23,disposable_income,-0.0037993674305856896
high_rho_i,Высокая инерция ставки,24,labor_income,0.0540508813130605
high_rho_i,Высокая инерция ставки,24,financial_income,-0.1540167008319355
high_rho_i,Высокая инерция ставки,24,disposable_income,-0.0027012963829881236
high_rho_i,Высокая инерция ставки,25,labor_income,0.05249047103248331
high_rho_i,Высокая инерция ставки,25,financial_income,-0.14613563869001422
high_rho_i,Высокая инерция ставки,25,disposable_income,-0.0016864658926962007
high_rho_i,Высокая инерция ставки,26,labor_income,0.051067234204631475
high_rho_i,Высокая инерция ставки,26,financial_income,-0.13888203482501063
high_rho_i,Высокая инерция ставки,26,disposable_income,-0.0007430216654566298
high_rho_i,Высокая инерция ставки,27,labor_income,0.049770077424812514
high_rho_i,Высокая инерция ставки,27,financial_income,-0.132189806784798
high_rho_i,Высокая инерция ставки,27,disposable_income,0.00013899325612652045
high_rho_i,Высокая инерция ставки,28,labor_income,0.04858925069203606
high_rho_i,Высокая инерция ставки,28,financial_income,-0.12600264747860165
high_rho_i,Высокая инерция ставки,28,disposable_income,0.0009678464967319056
high_rho_i,Высокая инерция ставки,29,labor_income,0.04751620926502089
high_rho_i,Высокая инерция ставки,29,financial_income,-0.12027248731207048
high_rho_i,Высокая инерция ставки,29,disposable_income,0.001750435349819472
high_rho_i,Высокая инерция ставки,30,labor_income,0.046543431709937695
high_rho_i,Высокая инерция ставки,30,financial_income,-0.11495780495968538
high_rho_i,Высокая инерция ставки,30,disposable_income,0.0024926152054430342
high_rho_i,Высокая инерция ставки,31,labor_income,0.045664245383668145
high_rho_i,Высокая инерция ставки,31,financial_income,-0.11002208822876819
high_rho_i,Высокая инерция ставки,31,disposable_income,0.0031994924465186254
high_rho_i,Высокая инерция ставки,32,labor_income,0.04487268154980469
high_rho_i,Высокая инерция ставки,32,financial_income,-0.10543255162026961
high_rho_i,Высокая инерция ставки,32,disposable_income,0.0038756688793364054
high_rho_i,Высокая инерция ставки,33,labor_income,0.0441633669714849
high_rho_i,Высокая инерция ставки,33,financial_income,-0.10115911070919872
high_rho_i,Высокая инерция ставки,33,disposable_income,0.004525442641620236
high_rho_i,Высокая инерция ставки,34,labor_income,0.043531452107521476
high_rho_i,Высокая инерция ставки,34,financial_income,-0.09717355660587267
high_rho_i,Высокая инерция ставки,34,disposable_income,0.005152981156391163
high_rho_i,Высокая инерция ставки,35,labor_income,0.04297257318957391
high_rho_i,Высокая инерция ставки,35,financial_income,-0.09344884115456457
high_rho_i,Высокая инерция ставки,35,disposable_income,0.005762488520980465
high_rho_i,Высокая инерция ставки,36,labor_income,0.042482845339418866
high_rho_i,Высокая инерция ставки,36,financial_income,-0.08995836294155574
high_rho_i,Высокая инерция ставки,36,disposable_income,0.006358395248969874
high_rho_i,Высокая инерция ставки,37,labor_income,0.04205888390778933
high_rho_i,Высокая инерция ставки,37,financial_income,-0.08667512781627797
high_rho_i,Высокая инерция ставки,37,disposable_income,0.006945602763414748
high_rho_i,Высокая инерция ставки,38,labor_income,0.04169785001919744
high_rho_i,Высокая инерция ставки,38,financial_income,-0.08357064757274654
high_rho_i,Высокая инерция ставки,38,disposable_income,0.007529816913007857
high_rho_i,Высокая инерция ставки,39,labor_income,0.04139751327153165
high_rho_i,Высокая инерция ставки,39,financial_income,-0.0806134454361593
high_rho_i,Высокая инерция ставки,39,disposable_income,0.008118001210807175
high_rho_i,Высокая инерция ставки,40,labor_income,0.041156315836259
high_rho_i,Высокая инерция ставки,40,financial_income,-0.07776707469411633
high_rho_i,Высокая инерция ставки,40,disposable_income,0.008718963885443291
high_rho_i,Высокая инерция ставки,41,labor_income,0.04097340704104945
high_rho_i,Высокая инерция ставки,41,financial_income,-0.07498766357666159
high_rho_i,Высокая инерция ставки,41,disposable_income,0.009344052685721528
high_rho_i,Высокая инерция ставки,42,labor_income,0.04084859081759108
high_rho_i,Высокая инерция ставки,42,financial_income,-0.07222122666368397
high_rho_i,Высокая инерция ставки,42,disposable_income,0.010007849998666404
high_rho_i,Высокая инерция ставки,43,labor_income,0.04078208680877602
high_rho_i,Высокая инерция ставки,43,financial_income,-0.06940141277963376
high_rho_i,Высокая инерция ставки,43,disposable_income,0.010728613397169197
high_rho_i,Высокая инерция ставки,44,labor_income,0.04077394525653253
high_rho_i,Высокая инерция ставки,44,financial_income,-0.06644910072069682
high_rho_i,Высокая инерция ставки,44,disposable_income,0.011527960391058408
high_rho_i,Высокая инерция ставки,45,labor_income,0.04082287383740964
high_rho_i,Высокая инерция ставки,45,financial_income,-0.06327644621603969
high_rho_i,Высокая инерция ставки,45,disposable_income,0.01242891141037851
high_rho_i,Высокая инерция ставки,46,labor_income,0.040924133761824015
high_rho_i,Высокая инерция ставки,46,financial_income,-0.059799779732853664
high_rho_i,Высокая инерция ставки,46,disposable_income,0.013450841776795348
high_rho_i,Высокая инерция ставки,47,labor_income,0.04106605696443727
high_rho_i,Высокая инерция ставки,47,financial_income,-0.055968284001831764
high_rho_i,Высокая инерция ставки,47,disposable_income,0.014599126823935634
high_rho_i,Высокая инерция ставки,48,labor_income,0.04122465937144857
high_rho_i,Высокая инерция ставки,48,financial_income,-0.051818663334435355
high_rho_i,Высокая инерция ставки,48,disposable_income,0.015846312926521014
high_rho_i,Высокая инерция ставки,49,labor_income,0.04135584542041111
high_rho_i,Высокая инерция ставки,49,financial_income,-0.047569815511910314
high_rho_i,Высокая инерция ставки,49,disposable_income,0.017100625751199135
high_rho_i,Высокая инерция ставки,50,labor_income,0.041384942879169634
high_rho_i,Высокая инерция ставки,50,financial_income,-0.0437750718787272
high_rho_i,Высокая инерция ставки,50,disposable_income,0.018156834779320126
high_rho_i,Высокая инерция ставки,51,labor_income,0.0411939839775479
high_rho_i,Высокая инерция ставки,51,financial_income,-0.041551179859863875
high_rho_i,Высокая инерция ставки,51,disposable_income,0.018624546715019445
high_rho_i,Высокая инерция ставки,52,labor_income,0.04060859866048338
high_rho_i,Высокая инерция ставки,52,financial_income,-0.0428996031999204
high_rho_i,Высокая инерция ставки,52,disposable_income,0.017831036379039166
high_rho_i,Высокая инерция ставки,53,labor_income,0.03938910666771662
high_rho_i,Высокая инерция ставки,53,financial_income,-0.05112119625345718
high_rho_i,Высокая инерция ставки,53,disposable_income,0.014701662608674901
high_rho_i,Высокая инерция ставки,54,labor_income,0.0372350804020317
high_rho_i,Высокая инерция ставки,54,financial_income,-0.07129060195612846
high_rho_i,Высокая инерция ставки,54,disposable_income,0.007633790540936412
high_rho_i,Высокая инерция ставки,55,labor_income,0.03382013166387615
high_rho_i,Высокая инерция ставки,55,financial_income,-0.11068775700970779
high_rho_i,Высокая инерция ставки,55,disposable_income,-0.005595606683907095
high_rho_i,Высокая инерция ставки,56,labor_income,0.02888470981535803
high_rho_i,Высокая инерция ставки,56,financial_income,-0.1789608702312527
high_rho_i,Высокая инерция ставки,56,disposable_income,-0.027806914946838304
high_rho_i,Высокая инерция ставки,57,labor_income,0.022429398492675577
high_rho_i,Высокая инерция ставки,57,financial_income,-0.28759294879233255
high_rho_i,Высокая инерция ставки,57,disposable_income,-0.0621317962954768
high_rho_i,Высокая инерция ставки,58,labor_income,0.015067965358010273
high_rho_i,Высокая инерция ставки,58,financial_income,-0.4479349403886154
high_rho_i,Высокая инерция ставки,58,disposable_income,-0.11121995950673938
high_rho_i,Высокая инерция ставки,59,labor_income,0.00861309982916108
high_rho_i,Высокая инерция ставки,59,financial_income,-0.6666316236303618
high_rho_i,Высокая инерция ставки,59,disposable_income,-0.17556556048413516
low_phi_y,Слабая реакция на выпуск,0,labor_income,-1.0315561731096448
low_phi_y,Слабая реакция на выпуск,0,financial_income,-11.685775667742613
low_phi_y,Слабая реакция на выпуск,0,disposable_income,-3.9375838768907765
low_phi_y,Слабая реакция на выпуск,1,labor_income,-1.1128447057516924
low_phi_y,Слабая реакция на выпуск,1,financial_income,9.438472768806552
low_phi_y,Слабая реакция на выпуск,1,disposable_income,1.7651156092110818
low_phi_y,Слабая реакция на выпуск,2,labor_income,-0.6087967093582406
low_phi_y,Слабая реакция на выпуск,2,financial_income,5.2284643900036825
low_phi_y,Слабая реакция на выпуск,2,disposable_income,0.9833652014691939
low_phi_y,Слабая реакция на выпуск,3,labor_income,-0.3195781394608469
low_phi_y,Слабая реакция на выпуск,3,financial_income,2.82021537210146
low_phi_y,Слабая реакция на выпуск,3,disposable_income,0.536826868277986
low_phi_y,Слабая реакция на выпуск,4,labor_income,-0.15610853137766462
low_phi_y,Слабая реакция на выпуск,4,financial_income,1.4616009861933363
low_phi_y,Слабая реакция на выпуск,4,disposable_income,0.28513530418438815
low_phi_y,Слабая реакция на выпуск,5,labor_income,-0.06524773421908282
low_phi_y,Слабая реакция на выпуск,5,financial_income,0.7069309283836538
low_phi_y,Слабая реакция на выпуск,5,disposable_income,0.1453704707956266
low_phi_y,Слабая реакция на выпуск,6,labor_income,-0.015802023998033616
low_phi_y,Слабая реакция на выпуск,6,financial_income,0.2956510048750708
low_phi_y,Слабая реакция на выпуск,6,disposable_income,0.06914940118968901
low_phi_y,Слабая реакция на выпуск,7,labor_income,0.01031591125796928
low_phi_y,Слабая реакция на выпуск,7,financial_income,0.07718821276283519
low_phi_y,Слабая реакция на выпуск,7,disposable_income,0.028555892223894718
low_phi_y,Слабая реакция на выпуск,8,labor_income,0.023480633069063096
low_phi_y,Слабая реакция на выпуск,8,financial_income,-0.03452411063292463
low_phi_y,Слабая реакция на выпуск,8,disposable_income,0.007659352849182699
low_phi_y,Слабая реакция на выпуск,9,labor_income,0.029574922494424376
low_phi_y,Слабая реакция на выпуск,9,financial_income,-0.08813122313373037
low_phi_y,Слабая реакция на выпуск,9,disposable_income,-0.002530415702603859
low_phi_y,Слабая реакция на выпуск,10,labor_income,0.031895100145387226
low_phi_y,Слабая реакция на выпуск,10,financial_income,-0.11080105123124077
low_phi_y,Слабая реакция на выпуск,10,disposable_income,-0.007026471663056287
low_phi_y,Слабая реакция на выпуск,11,labor_income,0.032264112131874495
low_phi_y,Слабая реакция на выпуск,11,financial_income,-0.11750280634121232
low_phi_y,Слабая реакция на выпуск,11,disposable_income,-0.008586070691171723
low_phi_y,Слабая реакция на выпуск,12,labor_income,0.0316745239460638
low_phi_y,Слабая реакция на выпуск,12,financial_income,-0.1163500825238733
low_phi_y,Слабая реакция на выпуск,12,disposable_income,-0.008700428668665867
low_phi_y,Слабая реакция на выпуск,13,labor_income,0.030656153989854516
low_phi_y,Слабая реакция на выпуск,13,financial_income,-0.11164761015010022
low_phi_y,Слабая реакция на выпуск,13,disposable_income,-0.00815839090959719
low_phi_y,Слабая реакция на выпуск,14,labor_income,0.02948420744493181
low_phi_y,Слабая реакция на выпуск,14,financial_income,-0.10561196706994842
low_phi_y,Слабая реакция на выпуск,14,disposable_income,-0.007364406947953401
low_phi_y,Слабая реакция на выпуск,15,labor_income,0.028295936918847523
low_phi_y,Слабая реакция на выпуск,15,financial_income,-0.09933373609573151
low_phi_y,Слабая реакция на выпуск,15,disposable_income,-0.006516126582531489
low_phi_y,Слабая реакция на выпуск,16,labor_income,0.027155325218189138
low_phi_y,Слабая реакция на выпуск,16,financial_income,-0.0933095778427259
low_phi_y,Слабая реакция на выпуск,16,disposable_income,-0.005702487201066514
low_phi_y,Слабая реакция на выпуск,17,labor_income,0.026088497935798174
low_phi_y,Слабая реакция на выпуск,17,financial_income,-0.08773259863973189
low_phi_y,Слабая реакция на выпуск,17,disposable_income,-0.004957160555634292
low_phi_y,Слабая реакция на выпуск,18,labor_income,0.025102806898090847
low_phi_y,Слабая реакция на выпуск,18,financial_income,-0.08264814607146775
low_phi_y,Слабая реакция на выпуск,18,disposable_income,-0.004287169026094988
low_phi_y,Слабая реакция на выпуск,19,labor_income,0.024196899573032962
low_phi_y,Слабая реакция на выпуск,19,financial_income,-0.0780354741019182
low_phi_y,Слабая реакция на выпуск,19,disposable_income,-0.003687837574753512
low_phi_y,Слабая реакция на выпуск,20,labor_income,0.023365874996479807
low_phi_y,Слабая реакция на выпуск,20,financial_income,-0.07384910346219593
low_phi_y,Слабая реакция на выпуск,20,disposable_income,-0.0031503255347474063
low_phi_y,Слабая реакция на выпуск,21,labor_income,0.022603805430522532
low_phi_y,Слабая реакция на выпуск,21,financial_income,-0.07003864442958387
low_phi_y,Слабая реакция на выпуск,21,disposable_income,-0.0026651995843631642
low_phi_y,Слабая реакция на выпуск,22,labor_income,0.021904877593461512
low_phi_y,Слабая реакция на выпуск,22,financial_income,-0.06655738817432406
low_phi_y,Слабая реакция на выпуск,22,disposable_income,-0.002223947159007071
low_phi_y,Слабая реакция на выпуск,23,labor_income,0.021263834832797424
low_phi_y,Слабая реакция на выпуск,23,financial_income,-0.06336525424281779
low_phi_y,Слабая реакция на выпуск,23,disposable_income,-0.001819458835339118
low_phi_y,Слабая реакция на выпуск,24,labor_income,0.020676084336582145
low_phi_y,Слабая реакция на выпуск,24,financial_income,-0.06042906983748301
low_phi_y,Слабая реакция на выпуск,24,disposable_income,-0.0014460265386351742
low_phi_y,Слабая реакция на выпуск,25,labor_income,0.02013765964181417
low_phi_y,Слабая реакция на выпуск,25,financial_income,-0.05772172463464826
low_phi_y,Слабая реакция на выпуск,25,disposable_income,-0.001099140277745208
low_phi_y,Слабая реакция на выпуск,26,labor_income,0.019645134268883375
low_phi_y,Слабая реакция на выпуск,26,financial_income,-0.05522096831718098
low_phi_y,Слабая реакция на выпуск,26,disposable_income,-0.0007752229706796969
low_phi_y,Слабая реакция на выпуск,27,labor_income,0.019195532548718898
low_phi_y,Слабая реакция на выпуск,27,financial_income,-0.05290820376702476
low_phi_y,Слабая реакция на выпуск,27,disposable_income,-0.00047136612792121634
low_phi_y,Слабая реакция на выпуск,28,labor_income,0.01878625774991546
low_phi_y,Слабая реакция на выпуск,28,financial_income,-0.050767412082285523
low_phi_y,Слабая реакция на выпуск,28,disposable_income,-0.0001850889107940841
low_phi_y,Слабая реакция на выпуск,29,labor_income,0.01841504509455212
low_phi_y,Слабая реакция на выпуск,29,financial_income,-0.048784235752012545
low_phi_y,Слабая реакция на выпуск,29,disposable_income,8.587777144519709e-05
low_phi_y,Слабая реакция на выпуск,30,labor_income,0.018079941472340853
low_phi_y,Слабая реакция на выпуск,30,financial_income,-0.046945193427807196
low_phi_y,Слабая реакция на выпуск,30,disposable_income,0.00034379068653949855
low_phi_y,Слабая реакция на выпуск,31,labor_income,0.01777931180132933
low_phi_y,Слабая реакция на выпуск,31,financial_income,-0.04523697668319054
low_phi_y,Слабая реакция на выпуск,31,disposable_income,0.0005910907197638316
low_phi_y,Слабая реакция на выпуск,32,labor_income,0.017511871361840403
low_phi_y,Слабая реакция на выпуск,32,financial_income,-0.04364577148969404
low_phi_y,Слабая реакция на выпуск,32,disposable_income,0.0008306114615784381
low_phi_y,Слабая реакция на выпуск,33,labor_income,0.017276743883066457
low_phi_y,Слабая реакция на выпуск,33,financial_income,-0.04215654944471858
low_phi_y,Слабая реакция на выпуск,33,disposable_income,0.0010658147742333007
low_phi_y,Слабая реакция на выпуск,34,labor_income,0.017073544854126807
low_phi_y,Слабая реакция на выпуск,34,financial_income,-0.04075228206548265
low_phi_y,Слабая реакция на выпуск,34,disposable_income,0.0013010656868834211
low_phi_y,Слабая реакция на выпуск,35,labor_income,0.016902489037686635
low_phi_y,Слабая реакция на выпуск,35,financial_income,-0.039413048789198
low_phi_y,Слабая реакция на выпуск,35,disposable_income,0.00154195388439351
low_phi_y,Слабая реакция на выпуск,36,labor_income,0.01676451883945505
low_phi_y,Слабая реакция на выпуск,36,financial_income,-0.03811503641364975
low_phi_y,Слабая реакция на выпуск,36,disposable_income,0.0017956599740171213
low_phi_y,Слабая реакция на выпуск,37,labor_income,0.016661446451854457
low_phi_y,Слабая реакция на выпуск,37,financial_income,-0.036829470980392076
low_phi_y,Слабая реакция на выпуск,37,disposable_income,0.00207135019591747
low_phi_y,Слабая реакция на выпуск,38,labor_income,0.016596095859042717
low_phi_y,Слабая реакция на выпуск,38,financial_income,-0.03552158706046254
low_phi_y,Слабая реакция на выпуск,38,disposable_income,0.002380560831145347
low_phi_y,Слабая реакция на выпуск,39,labor_income,0.016572421449157344
low_phi_y,Слабая реакция на выпуск,39,financial_income,-0.034149832177166044
low_phi_y,Слабая реакция на выпуск,39,disposable_income,0.0027375014617748066
low_phi_y,Слабая реакция на выпуск,40,labor_income,0.016595566139676263
low_phi_y,Слабая реакция на выпуск,40,financial_income,-0.03266563016033125
low_phi_y,Слабая реакция на выпуск,40,disposable_income,0.003159161789157258
low_phi_y,Слабая реакция на выпуск,41,labor_income,0.01667180432279532
low_phi_y,Слабая реакция на выпуск,41,financial_income,-0.031014193961166805
low_phi_y,Слабая реакция на выпуск,41,disposable_income,0.00366504843932961
low_phi_y,Слабая реакция на выпуск,42,labor_income,0.016808293183895397
low_phi_y,Слабая реакция на выпуск,42,financial_income,-0.029137084729160864
low_phi_y,Слабая реакция на выпуск,42,disposable_income,0.004276306101862484
low_phi_y,Слабая реакция на выпуск,43,labor_income,0.017012531151678587
low_phi_y,Слабая реакция на выпуск,43,financial_income,-0.026977453576641847
low_phi_y,Слабая реакция на выпуск,43,disposable_income,0.005013893956931085
low_phi_y,Слабая реакция на выпуск,44,labor_income,0.017291397380633313
low_phi_y,Слабая реакция на выпуск,44,financial_income,-0.024489155593631434
low_phi_y,Слабая реакция на выпуск,44,disposable_income,0.0058954012230902145
low_phi_y,Слабая реакция на выпуск,45,labor_income,0.017649625394986143
low_phi_y,Слабая реакция на выпуск,45,financial_income,-0.02165115036477112
low_phi_y,Слабая реакция на выпуск,45,disposable_income,0.006930009265866967
low_phi_y,Слабая реакция на выпуск,46,labor_income,0.018087557353678802
low_phi_y,Слабая реакция на выпуск,46,financial_income,-0.018488730378191376
low_phi_y,Слабая реакция на выпуск,46,disposable_income,0.008111068179241487
low_phi_y,Слабая реакция на выпуск,47,labor_income,0.01859804430710849
low_phi_y,Слабая реакция на выпуск,47,financial_income,-0.015103031773314731
low_phi_y,Слабая реакция на выпуск,47,disposable_income,0.009405793219529567
low_phi_y,Слабая реакция на выпуск,48,labor_income,0.01916242419262031
low_phi_y,Слабая реакция на выпуск,48,financial_income,-0.011709811960518589
low_phi_y,Слабая реакция на выпуск,48,disposable_income,0.010741762915293713
low_phi_y,Слабая реакция на выпуск,49,labor_income,0.019745650824519394
low_phi_y,Слабая реакция на выпуск,49,financial_income,-0.008687378639538256
low_phi_y,Слабая реакция на выпуск,49,disposable_income,0.011990303624604843
low_phi_y,Слабая реакция на выпуск,50,labor_income,0.020290904584026454
low_phi_y,Слабая реакция на выпуск,50,financial_income,-0.0066314892941742995
low_phi_y,Слабая реакция на выпуск,50,disposable_income,0.01294759590698356
low_phi_y,Слабая реакция на выпуск,51,labor_income,0.020714440889525582
low_phi_y,Слабая реакция на выпуск,51,financial_income,-0.0064115695573551505
low_phi_y,Слабая реакция на выпуск,51,disposable_income,0.013315594086031383
low_phi_y,Слабая реакция на выпуск,52,labor_income,0.020902092952775286
low_phi_y,Слабая реакция на выпуск,52,financial_income,-0.0092171782600183
low_phi_y,Слабая реакция на выпуск,52,disposable_income,0.012686809176608832
low_phi_y,Слабая реакция на выпуск,53,labor_income,0.020709814504811977
low_phi_y,Слабая реакция на выпуск,53,financial_income,-0.016575645353215856
low_phi_y,Слабая реакция на выпуск,53,disposable_income,0.010539892686500517
low_phi_y,Слабая реакция на выпуск,54,labor_income,0.019971999638922038
low_phi_y,Слабая реакция на выпуск,54,financial_income,-0.0303105764585056
low_phi_y,Слабая реакция на выпуск,54,disposable_income,0.0062570053842874816
low_phi_y,Слабая реакция на выпуск,55,labor_income,0.018523089610247984
low_phi_y,Слабая реакция на выпуск,55,financial_income,-0.05239591983894613
low_phi_y,Слабая реакция на выпуск,55,disposable_income,-0.000820664879486433
low_phi_y,Слабая реакция на выпуск,56,labor_income,0.01624012925051084
low_phi_y,Слабая реакция на выпуск,56,financial_income,-0.08464136970967984
low_phi_y,Слабая реакция на выпуск,56,disposable_income,-0.011276145491619512
low_phi_y,Слабая реакция на выпуск,57,labor_income,0.01311627363196127
low_phi_y,Слабая реакция на выпуск,57,financial_income,-0.12812265908281373
low_phi_y,Слабая реакция на выпуск,57,disposable_income,-0.025407829567562268
low_phi_y,Слабая реакция на выпуск,58,labor_income,0.009377365981155775
low_phi_y,Слабая реакция на выпуск,58,financial_income,-0.18224675498770168
low_phi_y,Слабая реакция на выпуск,58,disposable_income,-0.042889719799142384
low_phi_y,Слабая реакция на выпуск,59,labor_income,0.005654837679457388
low_phi_y,Слабая реакция на выпуск,59,financial_income,-0.24332101807364995
low_phi_y,Слабая реакция на выпуск,59,disposable_income,-0.06225541466285825
persistent_shock,Более персистентный монетарный шок,0,labor_income,-2.0125834013243242
persistent_shock,Более персистентный монетарный шок,0,financial_income,-16.721152742828867
persistent_shock,Более персистентный монетарный шок,0,disposable_income,-6.0244690219396935
persistent_shock,Более персистентный монетарный шок,1,labor_income,-1.694026790880817
persistent_shock,Более персистентный монетарный шок,1,financial_income,11.193917747557071
persistent_shock,Более персистентный монетарный шок,1,disposable_income,1.8212681485900744
persistent_shock,Более персистентный монетарный шок,2,labor_income,-1.2381342653675447
persistent_shock,Более персистентный монетарный шок,2,financial_income,8.591540902529692
persistent_shock,Более персистентный монетарный шок,2,disposable_income,1.4429920594156644
persistent_shock,Более персистентный монетарный шок,3,labor_income,-0.8234237658729086
persistent_shock,Более персистентный монетарный шок,3,financial_income,5.875114841222653
persistent_shock,Более персистентный монетарный шок,3,disposable_income,1.0036588070807757
persistent_shock,Более персистентный монетарный шок,4,labor_income,-0.5087167942036237
persistent_shock,Более персистентный монетарный шок,4,financial_income,3.717538951033344
persistent_shock,Более персистентный монетарный шок,4,disposable_income,0.6440298978567047
persistent_shock,Более персистентный монетарный шок,5,labor_income,-0.2911665380593709
persistent_shock,Более персистентный монетарный шок,5,financial_income,2.198314021260751
persistent_shock,Более персистентный монетарный шок,5,disposable_income,0.38786015902090226
persistent_shock,Более персистентный монетарный шок,6,labor_income,-0.14949300852220998
persistent_shock,Более персистентный монетарный шок,6,financial_income,1.2025539672100667
persistent_shock,Более персистентный монетарный шок,6,disposable_income,0.2192891411482435
persistent_shock,Более персистентный монетарный шок,7,labor_income,-0.06121883941899329
persistent_shock,Более персистентный монетарный шок,7,financial_income,0.5825139045945293
persistent_shock,Более персистентный монетарный шок,7,disposable_income,0.1143646642695415
persistent_shock,Более персистентный монетарный шок,8,labor_income,-0.008302244349530565
persistent_shock,Более персистентный монетарный шок,8,financial_income,0.21286313024154094
persistent_shock,Более персистентный монетарный шок,8,disposable_income,0.05202246606240554
persistent_shock,Более персистентный монетарный шок,9,labor_income,0.022182183819740058
persistent_shock,Более персистентный монетарный шок,9,financial_income,0.0019329406690744683
persistent_shock,Более персистентный монетарный шок,9,disposable_income,0.016659032958611514
persistent_shock,Более персистентный монетарный шок,10,labor_income,0.03889485077804924
persistent_shock,Более персистентный монетарный шок,10,financial_income,-0.11216579524850745
persistent_shock,Более персистентный монетарный шок,10,disposable_income,-0.0023082070832363285
persistent_shock,Более персистентный монетарный шок,11,labor_income,0.047388565079540874
persistent_shock,Более персистентный монетарный шок,11,financial_income,-0.16912597508573476
persistent_shock,Более персистентный монетарный шок,11,disposable_income,-0.011667591245057046
persistent_shock,Более персистентный монетарный шок,12,labor_income,0.05111061541323418
persistent_shock,Более персистентный монетарный шок,12,financial_income,-0.19346812544303993
persistent_shock,Более персистентный монетарный шок,12,disposable_income,-0.015600286970762885
persistent_shock,Более персистентный монетарный шок,13,labor_income,0.05214676349849223
persistent_shock,Более персистентный монетарный шок,13,financial_income,-0.19988479077700136
persistent_shock,Более персистентный монетарный шок,13,disposable_income,-0.016596956238120162
persistent_shock,Более персистентный монетарный шок,14,labor_income,0.05173091013795369
persistent_shock,Более персистентный монетарный шок,14,financial_income,-0.19693871175122313
persistent_shock,Более персистентный монетарный шок,14,disposable_income,-0.016095814350175503
persistent_shock,Более персистентный монетарный шок,15,labor_income,0.050577335879522
persistent_shock,Более персистентный монетарный шок,15,financial_income,-0.18948076544580902
persistent_shock,Более персистентный монетарный шок,15,disposable_income,-0.014900524166432763
persistent_shock,Более персистентный монетарный шок,16,labor_income,0.049090009028964335
persistent_shock,Более персистентный монетарный шок,16,financial_income,-0.18017086225640708
persistent_shock,Более персистентный монетарный шок,16,disposable_income,-0.01344281598781474
persistent_shock,Более персистентный монетарный шок,17,labor_income,0.04749111592279124
persistent_shock,Более персистентный монетарный шок,17,financial_income,-0.17040703099946644
persistent_shock,Более персистентный монетарный шок,17,disposable_income,-0.011942430746444698
persistent_shock,Более персистентный монетарный шок,18,labor_income,0.04589836977092367
persistent_shock,Более персистентный монетарный шок,18,financial_income,-0.1608793527408574
persistent_shock,Более персистентный монетарный шок,18,disposable_income,-0.010501987894563265
persistent_shock,Более персистентный монетарный шок,19,labor_income,0.04437067558609012
persistent_shock,Более персистентный монетарный шок,19,financial_income,-0.15189294969726275
persistent_shock,Более персистентный монетарный шок,19,disposable_income,-0.009161873898661244
persistent_shock,Более персистентный монетарный шок,20,labor_income,0.042934642514303505
persistent_shock,Более персистентный монетарный шок,20,financial_income,-0.1435520980415186
persistent_shock,Более персистентный монетарный шок,20,disposable_income,-0.007931179680927354
persistent_shock,Более персистентный монетарный шок,21,labor_income,0.04159970428229249
persistent_shock,Более персистентный монетарный шок,21,financial_income,-0.1358625288118523
persistent_shock,Более персистентный монетарный шок,21,disposable_income,-0.006804607831427896
persistent_shock,Более персистентный монетарный шок,22,labor_income,0.04036657133049562
persistent_shock,Более персистентный монетарный шок,22,financial_income,-0.12878648034325862
persistent_shock,Более персистентный монетарный шок,22,disposable_income,-0.005771341877555304
persistent_shock,Более персистентный монетарный шок,23,labor_income,0.03923184184084357
persistent_shock,Более персистентный монетарный шок,23,financial_income,-0.12227103655581786
persistent_shock,Более персистентный монетарный шок,23,disposable_income,-0.004819422458462083
persistent_shock,Более персистентный монетарный шок,24,labor_income,0.03819043872803474
persistent_shock,Более персистентный монетарный шок,24,financial_income,-0.11626173585004576
persistent_shock,Более персистентный монетарный шок,24,disposable_income,-0.003937686983946605
persistent_shock,Более персистентный монетарный шок,25,labor_income,0.03723684200641056
persistent_shock,Более персистентный монетарный шок,25,financial_income,-0.1107083204953524
persistent_shock,Более персистентный монетарный шок,25,disposable_income,-0.0031164415998640605
persistent_shock,Более персистентный монетарный шок,26,labor_income,0.036365671662712186
persistent_shock,Более персистентный монетарный шок,26,financial_income,-0.10556648440215231
