group,group_label,share,mean_mpc,mean_liquid_wealth,mean_illiquid_wealth
low_liquid,Низкая ликвидность,0.5933819694104535,0.15154267159244206,0.033297386027888426,15.683569593540529
wealthy_htm,Состоятельные с низкой ликвидностью (WHtM),0.3574695597801803,0.16688504553663722,0.014525731281296427,24.28468292542238
high_liquid,Высоколиквидные,0.2160997286280828,0.030411016976882185,4.054460041713672,8.82373229555141
high_total_wealth,Высокое совокупное богатство,0.2032477510686679,0.13021729804366808,0.7440242617651822,38.04962753832627
mpc_low,Низкая MPC,0.33291085515362606,0.03473049052279278,2.9503186333946947,9.95482034136626
mpc_mid,Средняя MPC,0.32651493574025947,0.09211798577881461,0.17676833443140802,9.992533610884509
mpc_high,Высокая MPC,0.34057420910597624,0.18946947779061937,0.00026249243531489065,18.742525513616627
