variant_name,scenario_name,scenario_label,classical_mean_policy_loss,rl_mean_policy_loss,full_information_mean_policy_loss,delta_mean_policy_loss_rl_minus_classical,delta_cumulative_policy_loss_rl_minus_classical,classical_policy_rate_rmse,rl_policy_rate_rmse,classical_regime_accuracy,rl_regime_accuracy,classical_unstable,rl_unstable
macro_core_moderate_gap_rawobs,macro_core_moderate_gap,"Фильтрация: инфляция, выпуск и ставка × умеренный режимный разрыв",9.240566853150742e-05,3.1462900248496976e-05,9.261932540997364e-05,-6.0942768283010446e-05,-0.0036565660969806258,0.0015036517487838161,0.0022453508098112785,0.7766666666666666,0.7466666666666667,0,0
