variant_name,training_seed,best_validation_return,final_validation_return,final_mean_episode_return,best_validation_return_selected,final_validation_return_selected,final_mean_episode_return_selected
macro_core_moderate_gap_rawobs,11,-0.0010292389520666408,-0.0030669196557181655,-0.0022381433174673364,-0.001180120476241619,-0.001180120476241619,-0.0017613087144139918
macro_core_moderate_gap_rawobs,22,-0.0019538066341627707,-0.012546379827618592,-0.009928266211110396,,,
